罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,池上,市野倉交番,131113,東京都,大田区,中央８丁目,2019-01-01,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,池上,市野倉交番,131113,東京都,大田区,中央８丁目,2019-05-16,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,池上,南馬込交番,131113,東京都,大田区,南馬込３丁目,2019-01-20,11,駐車（輪）場,その他
窃盗,部品ねらい,池上,三本松交番,131113,東京都,大田区,北馬込２丁目,2019-06-08,11,一戸建住宅,その他
窃盗,部品ねらい,池上,三本松交番,131113,東京都,大田区,東馬込１丁目,2019-12-20,17,一戸建住宅,その他
窃盗,部品ねらい,池上,久が原交番,131113,東京都,大田区,久が原１丁目,2019-07-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,池上駅前交番,131113,東京都,大田区,池上４丁目,2019-01-18,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2019-01-19,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2019-06-06,17,駐車（輪）場,その他
窃盗,部品ねらい,池上,蓮沼交番,131113,東京都,大田区,西蒲田２丁目,2019-03-24,13,道路上,その他
窃盗,部品ねらい,池上,多摩川大橋交番,131113,東京都,大田区,矢口３丁目,2019-07-29,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,池上,西馬込交番,131113,東京都,大田区,西馬込１丁目,2019-03-04,07,道路上,その他
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2019-12-17,07,その他,その他
窃盗,部品ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2019-02-22,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,東京空港,国際線ターミナル交番,131113,東京都,大田区,羽田空港２丁目,2019-08-14,10,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋１丁目,2019-11-04,18,道路上,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2019-01-15,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2019-11-24,09,駐車（輪）場,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2019-11-27,19,道路上,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2019-12-11,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2019-12-17,20,道路上,その他
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂３丁目,2019-05-31,20,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2019-09-08,22,道路上,その他
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,下馬１丁目,2019-09-24,23,一戸建住宅,その他
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2019-05-16,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,世田谷,三宿交番,131121,東京都,世田谷区,太子堂１丁目,2019-12-20,08,その他,その他
窃盗,部品ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬１丁目,2019-01-23,15,一戸建住宅,その他
窃盗,部品ねらい,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬１丁目,2019-01-24,07,一戸建住宅,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬２丁目,2019-09-01,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬４丁目,2019-08-12,23,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,世田谷,上馬交番,131121,東京都,世田谷区,野沢２丁目,2019-07-13,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2019-09-27,08,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷４丁目,2019-03-27,08,その他,その他
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,上馬５丁目,2019-08-10,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林２丁目,2019-11-30,13,一戸建住宅,その他
窃盗,部品ねらい,世田谷,若林交番,131121,東京都,世田谷区,若林３丁目,2019-07-28,12,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,弦巻５丁目,2019-06-07,18,その他,その他
窃盗,部品ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2019-06-19,22,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2019-02-02,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂５丁目,2019-09-29,13,その他,その他
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂１丁目,2019-06-02,10,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,宮坂３丁目,2019-02-04,18,駐車（輪）場,その他
窃盗,部品ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,梅丘１丁目,2019-01-25,18,道路上,ナンバープレート
窃盗,部品ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,梅丘１丁目,2019-11-02,11,道路上,その他
窃盗,部品ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,北沢２丁目,2019-11-10,19,道路上,その他
窃盗,部品ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,代田２丁目,2019-08-05,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢５丁目,2019-03-12,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢２丁目,2019-07-05,21,道路上,その他
窃盗,部品ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢４丁目,2019-10-02,17,その他,その他
窃盗,部品ねらい,北沢,羽根木交番,131121,東京都,世田谷区,羽根木１丁目,2019-09-24,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,北沢,赤松交番,131121,東京都,世田谷区,松原３丁目,2019-02-26,11,駐車（輪）場,その他
窃盗,部品ねらい,北沢,赤堤交番,131121,東京都,世田谷区,赤堤２丁目,2019-09-06,15,道路上,その他
窃盗,部品ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2019-03-10,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2019-04-19,22,駐車（輪）場,その他
窃盗,部品ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力７丁目,2019-08-02,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,上野毛交番,131121,東京都,世田谷区,上野毛２丁目,2019-05-27,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川１丁目,2019-03-25,08,道路上,その他
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川１丁目,2019-11-18,07,駐車（輪）場,その他
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川２丁目,2019-05-03,09,駐車（輪）場,その他
窃盗,部品ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川２丁目,2019-10-18,18,駐車（輪）場,その他
窃盗,部品ねらい,玉川,瀬田交番,131121,東京都,世田谷区,上野毛４丁目,2019-03-13,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,上用賀３丁目,2019-07-21,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀３丁目,2019-04-07,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2019-07-10,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2019-10-08,09,駐車（輪）場,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢１丁目,2019-04-07,19,駐車（輪）場,その他
窃盗,部品ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢４丁目,2019-08-11,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀１丁目,2019-10-14,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀６丁目,2019-02-03,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀６丁目,2019-06-26,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀６丁目,2019-06-28,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,上用賀６丁目,2019-07-23,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,玉川,馬事公苑前駐在所,131121,東京都,世田谷区,桜新町１丁目,2019-02-02,16,その他,その他
窃盗,部品ねらい,玉川,尾山台駐在所,131121,東京都,世田谷区,尾山台２丁目,2019-02-08,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,玉川,等々力不動前駐在所,131121,東京都,世田谷区,野毛２丁目,2019-01-18,18,駐車（輪）場,その他
窃盗,部品ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷１丁目,2019-08-20,14,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,成城,成城交番,131121,東京都,世田谷区,成城６丁目,2019-02-16,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,成城,千歳台交番,131121,東京都,世田谷区,上祖師谷３丁目,2019-06-04,13,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台３丁目,2019-10-18,09,駐車（輪）場,その他
窃盗,部品ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台４丁目,2019-09-21,14,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2019-05-28,20,道路上,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2019-10-05,18,駐車（輪）場,その他
窃盗,部品ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山６丁目,2019-12-02,16,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,桜上水５丁目,2019-06-16,12,駐車（輪）場,その他
窃盗,部品ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,桜上水５丁目,2019-09-05,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,砧２丁目,2019-07-23,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,砧２丁目,2019-07-27,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋１丁目,2019-03-27,15,駐車（輪）場,その他
窃盗,部品ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋３丁目,2019-07-16,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧２丁目,2019-06-22,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧４丁目,2019-01-24,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧５丁目,2019-10-16,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,成城,東宝前交番,131121,東京都,世田谷区,宇奈根３丁目,2019-04-23,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,鎌田駐在所,131121,東京都,世田谷区,鎌田３丁目,2019-07-15,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見１丁目,2019-02-01,不明,道路上,ナンバープレート
窃盗,部品ねらい,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見１丁目,2019-10-03,13,駐車（輪）場,その他
窃盗,部品ねらい,成城,喜多見駐在所,131121,東京都,世田谷区,喜多見２丁目,2019-05-16,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見７丁目,2019-07-07,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,成城４丁目,2019-10-22,19,４階建て以上共同住宅,その他
