罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2018-04-23,19,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,多摩中央,落合六丁目駐在所,132241,東京都,多摩市,落合６丁目,2018-10-12,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,多摩中央,連光寺駐在所,132241,東京都,多摩市,連光寺３丁目,2018-06-19,19,一戸建住宅,施錠した,あり
窃盗,車上ねらい,多摩中央,百村駐在所,132250,東京都,稲城市,百村,2018-10-26,19,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,多摩中央,百村駐在所,132250,東京都,稲城市,百村,2018-10-26,23,一戸建住宅,施錠した,あり
窃盗,車上ねらい,多摩中央,百村駐在所,132250,東京都,稲城市,百村,2018-11-01,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東大和,けやき通交番,132209,東京都,東大和市,清水６丁目,2018-07-03,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東大和,奈良橋交番,132209,東京都,東大和市,奈良橋６丁目,2018-12-19,21,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,大南２丁目,2018-02-20,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,東大和,村山交番,132233,東京都,武蔵村山市,大南２丁目,2018-02-20,21,道路上,施錠した,なし
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,学園１丁目,2018-02-15,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,学園１丁目,2018-09-15,01,一戸建住宅,施錠した,なし
窃盗,車上ねらい,東大和,中藤交番,132233,東京都,武蔵村山市,中央２丁目,2018-01-03,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,岸１丁目,2018-09-11,21,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,岸２丁目,2018-05-30,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,中原２丁目,2018-06-11,22,その他,施錠した,なし
窃盗,車上ねらい,東大和,高木駐在所,132209,東京都,東大和市,清水２丁目,2018-07-21,19,道路上,施錠した,あり
窃盗,車上ねらい,東大和,蔵敷駐在所,132209,東京都,東大和市,蔵敷２丁目,2018-07-13,23,一戸建住宅,施錠した,なし
窃盗,車上ねらい,青梅,東青梅駅前交番,132055,東京都,青梅市,東青梅３丁目,2018-12-06,18,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,青梅,友田駐在所,132055,東京都,青梅市,友田町３丁目,2017-11-18,07,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,今寺駐在所,132055,東京都,青梅市,今寺４丁目,2018-09-24,00,一戸建住宅,施錠した,あり
窃盗,車上ねらい,青梅,今寺駐在所,132055,東京都,青梅市,今寺５丁目,2018-10-13,22,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町１丁目,2018-02-28,19,一戸建住宅,施錠した,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町２丁目,2018-05-22,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2018-02-13,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2018-04-16,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,新町３丁目,2018-09-23,16,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,青梅,新町交番,132055,東京都,青梅市,末広町２丁目,2018-06-04,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井１丁目,2018-06-08,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,青梅,今井駐在所,132055,東京都,青梅市,藤橋２丁目,2018-11-12,01,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,青梅,河辺駅前交番,132055,東京都,青梅市,師岡町３丁目,2018-06-10,21,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平１丁目,2018-06-02,20,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,福生,福生駅前交番,132187,東京都,福生市,大字熊川,2018-06-04,19,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2018-05-28,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,横田交番,132187,東京都,福生市,大字福生,2018-01-21,20,一戸建住宅,施錠した,あり
窃盗,車上ねらい,福生,南田園駐在所,132187,東京都,福生市,南田園２丁目,2018-10-08,02,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,福生,中福生駐在所,132187,東京都,福生市,北田園１丁目,2018-03-06,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,福生,中福生駐在所,132187,東京都,福生市,北田園２丁目,2018-10-03,18,一戸建住宅,施錠した,あり
窃盗,車上ねらい,福生,中福生駐在所,132187,東京都,福生市,北田園２丁目,2018-10-03,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,石畑上駐在所,133035,東京都,瑞穂町,大字石畑,2018-10-02,03,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字殿ケ谷,2018-05-30,20,一戸建住宅,施錠した,あり
窃盗,車上ねらい,福生,長岡駐在所,133035,東京都,瑞穂町,長岡１丁目,2018-05-24,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,神明台交番,132276,東京都,羽村市,双葉町２丁目,2018-02-13,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,神明台交番,132276,東京都,羽村市,双葉町２丁目,2018-02-13,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘４丁目,2018-06-02,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,福生,二宮駐在所,132284,東京都,あきる野市,草花,2018-10-04,20,一戸建住宅,施錠した,あり
窃盗,車上ねらい,福生,油平駐在所,132284,東京都,あきる野市,牛沼,2018-09-28,16,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,油平駐在所,132284,東京都,あきる野市,下代継,2018-09-27,22,一戸建住宅,施錠した,なし
窃盗,車上ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2018-03-11,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,雨間,2018-10-01,00,一戸建住宅,施錠した,なし
窃盗,車上ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,平沢西１丁目,2018-10-04,22,一戸建住宅,施錠した,あり
窃盗,車上ねらい,福生,箱根ヶ崎駅前交番,133035,東京都,瑞穂町,南平２丁目,2018-05-29,21,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,台町４丁目,2017-12-28,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町４丁目,2018-12-22,00,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町５丁目,2018-11-10,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町５丁目,2018-11-10,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町５丁目,2018-12-20,23,一戸建住宅,施錠した,なし
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町１丁目,2018-03-14,16,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町１丁目,2018-12-22,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町４丁目,2018-11-30,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,暁町２丁目,2018-01-05,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,暁町２丁目,2018-01-05,20,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-04-17,16,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-04-17,19,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-05-06,00,道路上,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-06-26,00,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-09-08,18,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2018-11-16,00,一戸建住宅,施錠した,なし
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-05-21,23,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-11-10,23,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-12-01,23,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-12-19,00,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,小宮町,2018-12-26,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2018-03-20,07,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2018-06-26,00,一戸建住宅,施錠した,なし
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2018-07-26,21,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,石川町,2018-09-27,22,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,宇津木町,2018-01-04,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,宇津木町,2018-01-05,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,八王子,石川駐在所,132012,東京都,八王子市,大谷町,2018-04-06,20,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2018-08-11,19,その他の住宅（３階建て以下共同住宅等）,施錠した,あり
窃盗,車上ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2018-02-26,20,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2018-01-02,15,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,大谷町,2018-05-03,16,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,富士見町,2018-06-12,23,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,北八王子交番,132012,東京都,八王子市,富士見町,2018-07-05,22,一戸建住宅,施錠した,あり
窃盗,車上ねらい,八王子,久保山駐在所,132012,東京都,八王子市,久保山町１丁目,2018-01-02,16,道路上,施錠した,あり
窃盗,車上ねらい,八王子,久保山駐在所,132012,東京都,八王子市,久保山町１丁目,2018-01-05,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-10-08,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-10-25,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野５丁目,2018-09-10,20,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野６丁目,2018-10-08,00,道路上,施錠した,あり
窃盗,車上ねらい,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2018-10-29,14,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,原町田交番,132098,東京都,町田市,原町田５丁目,2018-09-10,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,金森交番,132098,東京都,町田市,金森３丁目,2018-10-08,00,一戸建住宅,施錠した,なし
窃盗,車上ねらい,町田,金森交番,132098,東京都,町田市,金森３丁目,2018-11-14,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,金森交番,132098,東京都,町田市,金森東４丁目,2018-01-29,19,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2018-11-12,08,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,金森５丁目,2017-12-31,20,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間７丁目,2018-06-26,01,４階建て以上共同住宅,施錠した,あり
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間７丁目,2018-12-08,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2018-03-24,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,町田,成瀬駐在所,132098,東京都,町田市,成瀬４丁目,2018-09-16,00,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
