X,Y,GAIRONO
"-31,175.28","-45,728.94",C6675
"-31,290.18","-45,685.22",C6707
"-31,315.70","-45,666.56",C6708
"-31,343.65","-45,646.37",C6709
"-31,288.95","-45,708.64",C6692
"-31,265.94","-45,702.98",C6691
"-31,225.13","-45,729.45",C6690
"-31,189.27","-45,743.57",C6689
"-31,168.45","-45,748.06",C6688
"-31,147.33","-45,778.18",C6827
"-31,144.33","-45,746.21",C6687
"-31,122.57","-45,761.33",C6686
"-31,100.07","-45,767.92",C6685
"-31,309.26","-45,733.08",C6828
"-31,288.24","-45,741.52",C6859
"-31,235.46","-45,772.43",C6861
"-31,267.44","-45,755.94",C6860
"-31,194.27","-45,784.06",C6862
"-31,159.54","-45,791.11",C6863
"-31,134.99","-45,795.92",C6864
"-31,107.77","-45,807.36",C6865
"-31,092.86","-45,823.69",C6866
"-31,210.36","-45,802.27",C06712
"-31,235.90","-45,814.50",C6713
"-31,264.68","-45,800.93",C6714
"-31,333.98","-45,762.05",C6717
"-31,315.34","-45,769.07",C6716
"-31,289.40","-45,787.66",C6715
"-31,346.04","-45,748.73",C6722
"-31,440.22","-45,674.76",C6725
"-31,413.04","-45,698.77",C6724
"-31,380.51","-45,723.07",C6723
"-31,462.59","-45,695.90",C6726
"-31,450.38","-45,718.69",C6727
"-31,386.13","-45,767.27",C6729
"-31,415.65","-45,744.76",C6728
"-31,368.29","-45,777.56",C6730
"-31,391.49","-45,803.37",C6731
"-31,384.08","-45,817.64",C6719
"-31,360.88","-45,792.25",C6718
"-31,428.14","-45,829.87",C6742
"-31,437.47","-45,823.28",C6743
"-31,456.82","-45,808.46",C6741
"-31,410.67","-45,851.22",C6720
"-31,425.30","-45,863.09",C6721
"-31,388.64","-45,668.89",C6856
"-31,355.44","-45,692.74",C6857
"-31,317.20","-45,720.58",C6858
"-31,479.14","-45,744.29",C6734
"-31,443.45","-45,770.64",C6733
"-31,415.72","-45,791.51",C6732
"-31,488.75","-45,783.97",C6740
"-31,087.44","-45,688.24",C6660
"-31,066.95","-45,696.98",C6659
"-31,047.34","-45,709.36",C6658
"-31,029.22","-45,720.97",C6657
"-31,072.33","-45,738.34",C6671
"-31,035.72","-45,757.08",C6670
"-31,004.35","-45,772.70",C6669
"-31,006.35","-45,789.07",C6668
"-31,077.33","-45,777.83",C6684
"-31,038.22","-45,795.06",C6681
"-31,003.11","-45,809.05",C6680
"-30,962.37","-45,819.54",C6829
"-31,083.57","-45,846.68",C6867
"-31,084.52","-45,881.35",C6868
"-31,053.22","-45,805.61",C06682
"-31,054.66","-45,829.82",C06683
"-31,553.12","-45,934.69",C6197
"-31,510.41","-45,968.45",C6198
"-31,622.77","-45,903.94",C0173
"-31,656.44","-45,901.63",C06410
"-31,086.68","-45,912.77",C6869
"-31,089.89","-45,934.91",C6870
"-30,947.43","-46,077.55",C00405
"-31,089.38","-46,060.48",C00218
"-31,085.37","-46,124.63",C01553
"-31,075.05","-46,395.76",C04553
"-30,500.88","-46,511.98",C04493
"-31,357.41","-46,812.03",C00114
"-30,070.55","-47,056.01",C01930
"-29,950.71","-47,055.03",C01123
"-37,114.92","-47,135.61",D05628
"-36,784.31","-46,934.34",D4316
"-36,756.87","-46,925.62",D4315
"-36,548.04","-49,699.93",M00037
"-36,166.51","-49,894.22",B50211
"-35,905.83","-49,804.71",B2370
"-35,694.62","-49,821.46",B5810
"-35,059.37","-49,668.05",B0327
"-34,800.88","-49,693.25",B3951
"-33,877.46","-49,717.68",B5906
"-33,853.03","-49,726.40",B5967
"-33,793.73","-49,804.40",B05785
"-33,720.59","-49,691.70",A04276
"-33,613.63","-49,787.35",B05892
"-32,775.19","-49,790.42",A6253
"-35,332.67","-49,960.99",B6651
"-35,136.60","-50,147.13",B2676
"-33,980.43","-50,036.68",B6093
"-33,547.44","-49,986.05",A02716
"-32,776.62","-49,926.50",A4701
"-32,822.25","-50,120.58",A4239
"-35,706.99","-50,148.03",B00515
"-35,682.26","-50,151.36",B06667
"-35,096.43","-50,151.08",B5348
"-35,446.03","-50,239.22",B00306
"-34,638.23","-50,360.87",B5648
"-34,245.28","-50,155.93",B05535
"-34,045.31","-50,152.91",B06055
"-33,862.88","-50,278.65",A07517
"-33,854.58","-50,300.75",A07518
"-33,343.59","-50,174.69",A05007
"-35,703.57","-50,516.34",B06152
"-35,715.78","-50,495.02",B06153
"-32,868.31","-50,366.73",A07805
"-32,782.90","-50,150.01",A6610
"-32,544.06","-50,328.09",A6240
"-32,447.85","-50,256.80",A2626
"-35,999.97","-49,143.84",B6612
"-34,540.24","-49,118.31",B6392
"-34,360.83","-48,911.90",B5812
"-34,056.63","-49,122.76",B5769
"-34,032.50","-49,093.58",B5767
"-34,011.17","-49,113.18",B5766
"-33,991.75","-49,129.35",B5765
"-34,008.67","-49,075.21",B5768
"-34,021.37","-49,054.79",B5921
"-33,294.24","-48,928.88",B05901
"-33,114.12","-49,049.51",B05972
"-33,116.44","-48,957.76",B03522
"-32,993.40","-48,970.06",B05598
"-32,808.39","-49,106.41",B6097
"-32,555.46","-49,049.78",A1869
"-32,374.05","-49,117.63",A6254
"-36,195.05","-49,206.31",B3484
"-36,090.59","-49,340.06",B2336
"-36,231.90","-49,347.69",B5584
"-35,756.21","-49,270.32",B6088
"-35,577.54","-49,366.62",B5822
"-34,654.16","-49,203.27",B00337
"-34,493.87","-49,173.41",B4579
"-34,452.68","-49,257.03",B4585
"-34,256.38","-49,171.12",B6248
"-34,074.62","-49,325.39",B5981
"-34,014.09","-49,243.01",B5985
"-34,039.98","-49,290.29",B5983
"-34,059.17","-49,321.06",B5989
"-33,646.75","-49,240.31",B05710
"-33,530.17","-49,239.14",B05696
"-33,489.75","-49,348.92",B04376
"-33,388.84","-49,236.51",B05338
"-33,392.29","-49,260.56",B05337
"-32,292.39","-49,286.71",A06784
"-36,039.18","-49,517.84",B6137
"-36,238.70","-49,552.64",B2318
"-36,282.70","-49,628.96",B4486
"-36,166.48","-49,542.09",B5191
"-35,835.05","-49,447.09",B1926
"-35,852.32","-49,508.14",B4002
"-35,755.20","-49,618.24",B0339
"-35,771.52","-49,642.59",B0982
"-35,854.69","-49,631.13",B0345
"-35,696.81","-49,436.14",B6086
"-35,617.49","-49,615.78",B5804
"-35,135.86","-49,627.57",B1212
"-34,364.90","-49,411.82",B5811
"-34,042.44","-49,633.89",B05749
"-34,087.88","-49,424.85",B5626
"-34,096.73","-49,448.84",B5627
"-34,095.89","-49,465.55",B5628
"-34,074.17","-49,483.26",B5629
"-34,032.37","-49,498.04",B5630
"-33,990.40","-49,503.07",B5631
"-33,967.95","-49,511.44",B5632
"-33,937.91","-49,528.84",B5633
"-33,904.64","-49,538.92",B5634
"-33,790.15","-49,440.83",B5904
"-32,455.96","-49,497.61",A4081
"-31,081.62","-47,256.90",C02736
"-30,031.48","-47,157.51",C04556
"-30,479.83","-47,672.56",C04555
"-30,452.29","-47,658.06",C00967
"-32,255.10","-49,000.26",A6965
"-32,111.55","-49,064.96",A1970
"-32,076.71","-49,060.78",A4347
"-32,242.14","-49,272.47",A1850
"-33,889.82","-52,919.38",A0019
"-32,636.44","-53,016.59",A6556
"-32,577.12","-52,971.24",A1632
"-34,065.59","-53,151.38",A04729
"-32,446.52","-53,168.80",A6359
"-32,433.83","-53,263.00",A4074
"-33,104.72","-53,548.97",A7075
"-33,095.90","-53,593.87",A6288
"-33,023.22","-53,800.22",A1185
"-32,298.11","-53,469.71",A4330
"-32,885.05","-54,062.25",A06970
"-32,891.95","-54,084.84",A06969
"-32,588.43","-53,967.09",A6376
"-33,412.00","-54,164.32",A06503
"-33,298.75","-54,320.44",A02479
"-32,237.80","-52,185.78",A05653
"-32,168.32","-52,366.25",A6769
"-32,108.55","-52,196.29",A07212
"-32,027.38","-52,278.35",A06973
"-31,847.67","-52,230.84",A02568
"-31,808.39","-52,241.77",A07525
"-31,552.16","-52,176.75",A04760
"-31,487.99","-52,179.24",A06979
"-31,443.25","-52,174.96",A06978
"-32,075.86","-52,467.50",A3469
"-32,080.54","-52,457.50",A6974
"-31,539.89","-52,448.71",A01335
"-31,886.29","-52,423.16",A6975
"-31,865.59","-52,465.68",A2895
"-32,024.14","-52,706.02",A3466
"-31,913.28","-52,794.65",A6459
"-31,858.59","-52,824.19",A6460
"-31,548.02","-52,706.65",A1405
"-31,560.64","-52,713.03",A5216
"-31,561.17","-52,765.97",A0392
"-31,539.48","-52,882.87",A6677
"-32,038.75","-52,994.36",A1522
"-31,996.20","-53,031.14",A6977
"-31,988.79","-52,993.26",A6976
"-32,220.32","-53,361.09",A00335
"-32,799.52","-55,207.41",A01278
"-32,461.35","-55,171.95",A07156
"-32,356.08","-55,162.64",A07137
"-32,213.52","-54,795.03",A07245
"-31,883.31","-53,593.01",A1621
"-32,218.61","-53,569.18",A6867
"-32,965.48","-54,631.24",A06913
"-32,765.67","-55,127.88",A06122
"-33,586.36","-47,220.44",C06336
"-32,998.83","-47,339.02",C7606
"-32,810.91","-47,164.18",C2318
"-35,481.64","-47,496.90",B04658
"-33,984.67","-47,480.17",C6288
"-33,918.81","-47,601.78",C03396
"-33,661.88","-47,405.94",C2597
"-33,084.29","-47,484.49",C6408
"-35,754.20","-47,644.33",B6105
"-35,748.38","-47,679.09",B3350
"-35,532.37","-47,714.02",B4312
"-34,328.19","-47,651.30",C5811
"-34,339.87","-47,695.82",C02541
"-33,899.28","-47,805.49",B2976
"-35,929.73","-48,067.89",D00003
"-34,369.88","-48,008.15",B6073
"-34,044.26","-48,134.49",B0556
"-33,903.31","-48,122.96",B6072
"-33,877.56","-48,098.20",B4364
"-33,737.40","-47,973.27",B1619
"-35,567.28","-48,149.96",B05047
"-35,545.44","-48,328.33",D1485
"-35,477.33","-48,328.71",D1483
"-35,415.34","-48,318.09",D1481
"-35,354.41","-48,293.44",D1479
"-34,319.15","-48,332.59",B5914
"-34,316.19","-48,376.18",B5913
"-33,853.88","-48,171.56",B0704
"-33,582.65","-48,335.42",B06650
"-33,454.33","-48,293.14",B04740
"-33,292.24","-48,210.76",B05408
"-33,717.03","-48,412.90",B6098
"-33,682.83","-48,415.74",B3976
"-33,564.16","-48,481.38",B06658
"-33,099.12","-48,438.74",B06572
"-36,020.44","-48,809.87",B6107
"-35,942.58","-48,809.20",B6106
"-34,748.28","-48,827.50",B6061
"-34,423.96","-48,760.97",B06067
"-33,969.98","-48,730.01",B1015
"-33,133.46","-48,821.23",B5970
"-33,069.30","-48,878.91",B4110
"-31,632.96","-47,496.38",C07401
"-31,619.76","-47,482.41",C07402
"-31,607.64","-47,468.85",C07403
"-34,024.95","-44,793.79",C7294
"-31,630.62","-51,654.87",A07389
"-32,043.26","-50,794.65",A7272
"-32,039.23","-50,819.40",A7273
"-32,046.48","-50,852.62",A7274
"-32,086.94","-50,825.43",A7276
"-32,084.37","-50,851.70",A7277
"-32,061.07","-50,825.36",A7275
"-36,869.91","-46,292.71",D05164
"-36,848.09","-46,292.17",D05163
"-36,865.20","-46,311.82",D05165
"-38,931.39","-46,746.86",D5160
"-34,240.39","-45,210.32",C7291
"-34,258.81","-45,217",C7292
"-34,257.55","-45,236.95",C07293
"-37,501.10","-46,555.72",D05208
"-36,564.43","-46,659.56",D05186
"-36,776.06","-47,400.51",D5182
"-33,975.86","-52,879.32",A7251
"-39,021.89","-46,490.10",D5158
"-34,144.98","-51,407.34",A7250
"-34,852.33","-47,946.70",B06399
"-37,722.44","-45,370.89",D05161
"-37,433.13","-45,787.56",D05187
"-35,630.66","-46,166.89",C7578
"-35,598.95","-46,157.19",C7579
"-35,671.26","-46,178.13",C7577
"-35,701.80","-46,188.96",C7576
"-34,526.90","-47,010.12",C0569
"-35,837.52","-44,983.83",C5725
"-41,840.46","-44,756.77",E0812
"-31,612.42","-45,622.76",C6816
"-36,187.00","-49,184.76",D0943
"-38,672.51","-46,845.94",D5315
"-34,592.97","-50,157.85",B5927
"-31,633.98","-45,338.43",C5514
"-44,046.73","-43,835.17",E1995
"-37,031.53","-47,940.09",D05316
"-37,054.38","-47,937.34",D05317
"-33,651.46","-48,260.38",B0732
"-32,086.76","-51,900.10",A06094
"-40,052.20","-45,442.86",E0124
"-37,615.03","-47,356.93",D05001
"-33,076.77","-45,923.48",C7414
"-36,827.28","-47,752.00",D05350
"-35,126.61","-48,359",B6571
"-33,428.97","-43,955.55",C6634
"-33,447.62","-43,918.25",C6633
"-33,457.67","-43,895.50",C6632
"-33,406.47","-43,947.09",C6635
"-33,363.48","-43,926.97",C6636
"-33,333.19","-43,911.89",C6637
"-33,372.60","-43,892.33",C6639
"-33,405.28","-43,908.20",C6640
"-33,398.66","-43,869.57",C6642
"-33,348.67","-43,880.40",C6638
"-33,380.82","-43,851.04",C6643
"-37,946.95","-46,639.77",D01603
"-39,982.46","-45,672.66",E1811
"-35,623.70","-47,319.88",B6500
"-38,381.22","-45,202.68",D05338
"-37,066.34","-46,270.67",D05346
"-32,682.53","-54,265.23",A07440
"-34,370.61","-45,298.23",C4050
"-36,304.01","-46,122.87",C05850
"-38,283.86","-47,441.48",D00277
"-42,072.04","-44,420.40",E2228
"-34,319.23","-46,260.29",C7507
"-34,292.65","-46,265.57",C7506
"-34,257.73","-46,273.51",C7505
"-34,214.27","-46,283.43",C7504
"-34,206.87","-46,298.31",C7503
"-34,271.96","-46,379.87",C7502
"-34,239.35","-46,394.15",C7501
"-34,384.13","-46,487.80",C7500
"-41,883.15","-43,806.13",E02239
"-34,585.42","-50,473.68",B2427
"-34,424.27","-49,292.72",B6665
"-35,111.84","-50,913.01",B07227
"-35,091.87","-50,896.49",B07228
"-31,782.93","-51,294.90",A07400
"-31,820.90","-51,273.74",A7399
"-38,906.39","-45,875.36",D2175
"-39,953.31","-45,135.50",D2448
"-39,998.55","-45,113.14",D2449
"-40,068.52","-45,103.44",D2450
"-40,098.55","-45,095.17",D2451
"-40,119.99","-45,082.47",D2452
"-32,372.23","-52,286.34",A2191
"-39,402.79","-45,587.06",D3153
"-35,034.52","-48,039.72",B03347
"-32,665.56","-46,924.12",C7510
"-36,054.67","-46,693.46",D2203
"-36,066.98","-46,682.75",D2202
"-35,147.33","-50,898.68",B06143
"-35,159.07","-50,881.14",B06144
"-35,191.49","-50,833.17",B06146
"-35,175.24","-50,855.89",B06145
"-35,210.08","-50,809.74",B06147
"-35,233.37","-50,788.05",B06148
"-35,258.54","-50,773.69",B06604
"-35,354.00","-50,723.74",B06608
"-35,281.69","-50,760.99",B06605
"-35,308.72","-50,746.92",B06606
"-35,335.01","-50,733.62",B06607
"-38,360.79","-43,831.78",D1145
"-38,048.63","-47,370.30",D05000
"-31,979.92","-49,824.48",A05621
"-35,037.58","-50,630.68",B06463
"-37,042.96","-45,619.65",D2326
"-36,695.93","-49,698.29",M00038
"-38,512.63","-43,015.71",D5400
"-33,951.69","-44,777.42",C7272
"-33,969.94","-44,776.93",C7273
"-33,994.64","-44,770.59",C7274
"-34,016.72","-44,766.12",C7275
"-34,011.78","-44,751.82",C7276
"-33,994.93","-44,733.62",C7277
"-33,968.29","-44,728.93",C7278
"-33,945.84","-44,737.57",C7279
"-33,932.04","-44,750.01",C7280
"-37,475.31","-43,169.84",D5401
"-34,979.05","-45,624.78",C07499
"-33,539.08","-44,448.04",C7527
"-33,524.94","-44,470.93",C7528
"-33,538.63","-44,476.15",C7529
"-33,568.45","-44,490.30",C07530
"-43,471.92","-43,985.24",E3254
"-43,487.68","-44,006.41",E3256
"-43,496.56","-44,029.87",E3257
"-32,994.99","-51,004.56",A7457
"-32,932.93","-51,098.92",A7458
"-32,039.72","-53,158.73",A7459
"-31,990.18","-52,313.90",A07460
"-31,769.80","-51,977.39",A7461
"-43,863.25","-43,811.16",E2976
"-44,063.28","-43,711.19",E03036
"-44,065.75","-43,732.90",E03037
"-44,033.16","-43,736.83",E03038
"-44,003.53","-43,742.91",E03039
"-43,974.97","-43,757.41",E03040
"-43,951.34","-43,772.83",E03041
"-43,926.23","-43,783.99",E03042
"-43,908.82","-43,806.52",E03043
"-43,892.55","-43,821.39",E03044
"-43,887.48","-43,770.66",E03045
"-43,916.11","-43,758.54",E03046
"-43,945.10","-43,739.77",E03047
"-43,968.23","-43,724.49",E03048
"-43,994.93","-43,707.82",E03049
"-44,013.53","-43,696.65",E03050
"-44,029.83","-43,688.24",E03051
"-43,995.23","-43,663.03",E03052
"-43,966.75","-43,677.36",E03053
"-43,940.24","-43,692.42",E03054
"-43,916.08","-43,706.77",E03055
"-43,889.75","-43,721.71",E03056
"-43,867.57","-43,734.55",E03057
"-39,839.22","-45,638.31",D00170
"-46,008.89","-43,057.27",E00462
"-35,624.57","-47,747.12",B02144
"-32,519.20","-46,632.53",C6610
"-32,497.07","-46,660.52",C6613
"-32,523.28","-46,715.25",C6614
"-32,562.36","-46,728.16",C6612
"-32,534.35","-46,678.47",C6611
"-36,659.30","-46,858.51",D05077
"-36,620.94","-46,855.47",D05078
"-35,662.22","-47,645.99",B02142
"-32,535.91","-53,923.39",A07004
"-35,672.21","-48,782.69",B6551
"-35,642.69","-48,775.13",B6547
"-35,667.99","-48,720.02",B6546
"-35,677.88","-48,697.81",B6545
"-34,088.34","-51,192.50",B6549
"-34,085.50","-51,178.33",B6550
"-33,461.33","-51,967.34",A7441
"-33,642.20","-50,667.33",A07285
"-32,056.31","-52,957.49",A1521
"-35,903.54","-46,394.09",D5425
"-35,920.62","-46,369.28",D5426
"-35,916.63","-46,340.34",D5427
"-35,901.78","-46,317.58",D5428
"-36,750.62","-45,950.44",D5422
"-36,764.75","-45,933.76",D5423
"-30,906.22","-45,665.22",C07532
"-44,277.78","-43,318.44",E3265
"-33,513.31","-45,497.91",C7404
"-33,544.80","-45,487.36",C7405
"-35,536.92","-48,944.23",B6553
"-35,539.84","-48,962.97",B6552
"-35,280.17","-47,106.82",B6614
"-33,826.91","-45,574.09",M7457
"-33,828.03","-45,610.73",C7458
"-33,839.18","-45,650.16",C7459
"-33,847.17","-45,664.75",C07460
"-33,855.06","-45,675.17",C7461
"-33,880.55","-45,716.02",C7463
"-33,864.96","-45,709.89",C07462
"-33,898.40","-45,740.73",C7020
"-33,829.33","-45,671.13",C07450
"-33,801.46","-45,682.06",C07451
"-33,778.94","-45,690.82",C07452
"-33,755.22","-45,699.95",C07453
"-33,732.10","-45,709.09",C07454
"-33,708.86","-45,717.98",C07455
"-33,686.53","-45,726.85",C07456
"-33,933.56","-45,794.64",C7019
"-33,954.09","-45,825.31",C7018
"-34,003.67","-45,900.45",C7017
"-33,946.07","-45,779.40",C6568
"-33,941.01","-45,750.83",C6569
"-33,930.30","-45,737.20",C6570
"-38,896.40","-46,814.94",D3850
"-36,092.89","-44,487.00",C3820
"-33,386.35","-52,386.65",A7405
"-31,542.06","-51,686.26",A00209
"-32,261.48","-52,022.57",A07412
"-32,871.04","-44,635.09",C05714
"-36,194.70","-50,146.83",B1249
"-35,668.63","-48,809.96",B6616
"-38,948.97","-46,854.99",D5278
"-38,868.47","-45,131.18",D5324
"-32,277.56","-52,437.01",A7413
"-32,322.19","-52,459.00",A7414
"-32,484.15","-52,200.58",A07415
"-32,449.99","-52,220.15",A07416
"-32,376.99","-52,255.85",A7417
"-33,007.59","-54,941.72",A07418
"-33,072.80","-54,926.31",A07419
"-32,599.12","-54,428.77",A07420
"-32,313.71","-48,725.29",A7421
"-32,368.97","-48,772.37",A7422
"-32,299.58","-48,804.10",A7423
"-32,377.23","-48,813.33",A7424
"-32,370.83","-48,732.68",A7425
"-31,547.03","-51,667.08",A07426
"-31,824.17","-52,437.17",A7522
"-32,074.28","-52,066.48",A07523
"-31,623.64","-52,033.21",A07532
"-32,246.15","-51,383.27",A08236
"-33,521.71","-52,815.28",A07944
"-34,374.02","-48,599.34",B06556
"-33,614.11","-48,364.67",B06557
"-33,779.71","-49,405.32",B6558
"-36,122.37","-49,698.87",B6559
"-35,403.02","-48,617.09",B6560
"-33,362.17","-48,944.42",B6561
"-33,934.65","-49,368.46",B6562
"-33,912.90","-49,309.30",B6563
"-33,894.29","-49,254.36",B6564
"-33,813.23","-49,255.85",B6565
"-34,237.74","-46,708.17",C7796
"-32,186.01","-45,422.50",C7795
"-35,315.51","-46,244.01",C07464
"-35,337.90","-46,315.88",C07465
"-46,969.68","-43,590.20",E03157
"-35,408.08","-46,486.65",C07466
"-46,966.73","-43,567.08",E03158
"-33,261.50","-46,767.66",C07467
"-46,959.41","-43,545.83",E3159
"-35,335.78","-46,280.25",C07468
"-35,392.49","-46,451.59",C07469
"-35,379.40","-46,413.16",C07470
"-35,357.90","-46,328.70",C07471
"-35,347.91","-46,355.57",C07472
"-30,817.27","-45,611.88",C7473
"-35,941.60","-45,498.71",C7474
"-35,762.61","-45,683.10",C7475
"-35,711.80","-45,919.95",C07476
"-34,531.93","-44,902.79",C07408
"-35,165.89","-45,817.49",C07409
"-32,375.26","-45,508.67",C7477
"-33,471.65","-46,113.40",C7478
"-32,316.55","-45,544.46",C7479
"-33,012.43","-52,769.62",A7466
"-33,008.57","-52,795.97",A7467
"-37,850.22","-46,620.94",D01392
"-35,396.91","-47,270.70",B1370
"-33,252.83","-52,622.40",A4398
"-35,804.48","-48,581.09",B3428
"-34,158.68","-46,109.95",C7111
"-34,166.35","-46,100.56",C7112
"-34,175.09","-46,085.81",C7113
"-34,176.68","-46,053.13",C7114
"-34,179.31","-46,011.13",C7115
"-34,180.38","-45,984.41",C7116
"-34,181.70","-45,957.89",C7117
"-32,502.07","-45,638.81",C0948
"-34,186.99","-45,930.97",C7118
"-34,195.85","-45,899.42",C7119
"-34,208.51","-45,870.15",C7120
"-34,229.05","-45,830.10",C7121
"-34,249.02","-45,795.05",C7122
"-34,263.31","-45,767.80",C7123
"-35,775.06","-48,452.44",B0474
"-34,279.71","-45,734.33",C7124
"-34,291.62","-45,701.39",C7125
"-34,295.59","-45,669.25",C7126
"-34,289.50","-45,620.04",C7127
"-34,276.53","-45,576.06",C7128
"-34,207.11","-45,944.26",C7129
"-34,220.33","-45,971.31",C7130
"-34,220.06","-46,006.11",C7131
"-34,217.68","-46,034.15",C7132
"-34,215.03","-46,066.96",C7133
"-34,250.49","-46,071.59",C7134
"-34,276.16","-46,073.84",C7135
"-34,349.92","-46,107.68",C7136
"-34,370.41","-46,127.40",C7137
"-38,568.12","-46,900.91",D03552
"-34,391.95","-46,149.72",C7138
"-34,413.25","-46,170.24",C7139
"-34,440.05","-46,187.13",C7140
"-34,465.82","-46,213.17",C7141
"-34,490.96","-46,244.23",C7142
"-34,325.90","-46,122.53",C7143
"-34,354.20","-46,153.62",C7144
"-34,373.87","-46,195.62",C7145
"-34,416.12","-46,202.56",C7146
"-34,343.49","-46,210.41",C7147
"-34,300.10","-46,156.28",C7148
"-34,274.31","-46,113.66",C7149
"-34,270.07","-46,045.26",C7150
"-34,293.09","-46,047.51",C7151
"-34,324.83","-46,051.61",C7152
"-34,239.38","-46,010.34",C7153
"-34,274.04","-46,014.04",C7154
"-34,306.58","-46,016.29",C7155
"-34,329.33","-46,021.18",C7156
"-34,363.20","-46,032.70",C7157
"-34,239.12","-45,978.98",C7158
"-34,278.54","-45,982.16",C7159
"-34,319.02","-45,987.45",C7160
"-34,350.76","-45,993.80",C7161
"-34,378.01","-46,007.30",C7162
"-34,238.00","-45,947.44",C7163
"-34,275.83","-45,950.92",C7164
"-34,312.79","-45,955.39",C7165
"-34,355.61","-45,963.34",C7166
"-34,385.15","-45,974.76",C7167
"-34,370.87","-46,071.59",C7168
"-34,385.42","-46,045.13",C7169
"-34,394.94","-46,027.14",C7170
"-34,414.52","-45,993.28",C7171
"-34,424.57","-45,976.08",C7172
"-34,439.12","-45,945.92",C7173
"-34,462.67","-45,907.82",C7174
"-34,553.90","-46,169.55",C7175
"-34,509.46","-46,163.67",C7176
"-34,599.84","-47,115.87",C7480
"-33,219.97","-45,964.01",C7481
"-34,477.72","-46,156.32",C7177
"-34,447.85","-46,144.88",C7178
"-34,437.88","-46,110.55",C7179
"-34,433.02","-46,078.43",C7180
"-34,426.33","-46,039.06",C7181
"-34,443.29","-46,008.43",C7182
"-32,573.29","-49,433.51",B6389
"-32,614.39","-49,471.37",B6390
"-34,454.90","-45,993.14",C7183
"-34,475.25","-45,961.28",C7184
"-34,493.88","-45,921.18",C7185
"-34,557.39","-46,231.65",C7186
"-34,539.93","-46,213.39",C7187
"-34,519.29","-46,190.90",C7188
"-34,538.60","-46,245.67",C7189
"-34,516.11","-46,226.22",C7190
"-34,496.53","-46,203.86",C7191
"-34,473.51","-46,178.73",C7192
"-34,420.74","-46,131.13",C7193
"-34,399.42","-46,101.76",C7194
"-34,392.55","-46,067.08",C7195
"-34,165.28","-45,916.40",C7196
"-34,160.00","-45,870.63",C7197
"-34,234.34","-45,912.70",C7198
"-34,265.56","-45,917.72",C7199
"-34,286.46","-45,920.63",C7200
"-34,323.50","-45,924.60",C7201
"-34,374.03","-45,929.63",C7202
"-34,406.31","-45,930.30",C7203
"-34,272.83","-45,889.63",C7205
"-34,296.91","-45,891.75",C7206
"-34,330.77","-45,895.32",C7207
"-34,365.69","-45,894.26",C7208
"-34,402.21","-45,893.35",C7209
"-34,252.20","-45,842.01",C7210
"-34,277.07","-45,854.31",C7211
"-34,299.82","-45,859.07",C7212
"-34,347.97","-45,864.89",C7213
"-34,380.25","-45,862.51",C7214
"-34,427.87","-45,889.77",C7215
"-34,244.27","-45,886.32",C7204
"-34,419.54","-45,850.27",C7216
"-34,270.62","-45,814.89",C7217
"-34,328.87","-45,832.68",C7218
"-34,348.90","-45,833.06",C7219
"-34,387.42","-45,829.80",C7220
"-34,430.35","-45,825.52",C7221
"-34,307.37","-45,767.19",C7222
"-34,297.05","-45,793.11",C7223
"-34,363.45","-45,801.31",C7224
"-34,384.08","-45,799.46",C7225
"-34,427.47","-45,797.62",C7226
"-34,356.83","-45,772.48",C7227
"-34,382.76","-45,769.83",C7228
"-34,388.75","-45,759.95",C7229
"-34,359.74","-45,742.58",C7230
"-34,321.65","-45,752.77",C7231
"-34,216.36","-45,789.01",C7232
"-34,167.94","-45,768.64",C7233
"-34,140.32","-45,753.82",C7234
"-34,094.39","-45,768.38",C7235
"-34,091.95","-45,798.08",C7236
"-34,099.15","-45,833.06",C7237
"-34,139.36","-45,692.05",C7238
"-34,164.23","-45,689.14",C7239
"-31,360.06","-46,027.99",C7373
"-31,381.02","-46,019.17",C7372
"-31,332.15","-46,040.79",C7374
"-37,228.73","-46,592.66",D05353
"-37,159.72","-46,553.88",D05419
"-37,180.42","-46,553.86",D05418
"-37,267.89","-46,542.58",D05356
"-37,234.54","-46,555.61",D05354
"-37,198.72","-46,581.63",D05369
"-37,259.99","-46,558.60",D05355
"-37,211.96","-46,548.34",D05368
"-37,224.55","-46,538.25",D05367
"-37,172.31","-46,535.38",D05417
"-37,195.19","-46,534.49",D05370
"-37,254.52","-46,527.85",D05357
"-37,256.16","-46,495.40",D05358
"-37,257.48","-46,462.60",D05359
"-37,259.02","-46,430.03",D05360
"-37,261.11","-46,392.16",D05361
"-37,234.36","-46,392.56",D05362
"-37,225.32","-46,517.11",D05366
"-37,226.96","-46,485.53",D05365
"-37,228.39","-46,454.60",D05364
"-37,229.37","-46,427.63",D05363
"-37,197.00","-46,495.04",D05371
"-37,198.01","-46,469.04",D05372
"-37,200.07","-46,432.87",D05374
"-37,202.57","-46,410.39",D5375
"-37,208.65","-46,442.91",D05373
"-37,173.29","-46,502.63",D05378
"-37,175.18","-46,469.11",D05377
"-37,177.28","-46,440.18",D05376
"-34,176.54","-45,721.68",C7240
"-34,206.43","-45,730.15",C7241
"-34,233.15","-45,740.47",C7242
"-34,332.89","-45,667.97",C7244
"-34,397.71","-45,653.96",C7245
"-34,383.42","-45,624.85",C7246
"-34,330.04","-45,626.70",C7247
