街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
16C104_,共架式,幸町59,幸町１５４,,LED,20,1,ハイウェイ型,直接,板橋,35.743278,139.6942825
16B712_,共架式,加賀１丁目12,加賀１３４,,LED,20,1,ハイウェイ型,直接,板橋,35.75371786,139.7180069
17C159_,共架式,南町53,南町４２,,LED,20,1,ハイウェイ型,直接,板橋,35.74143064,139.699163
16C102_,共架式,幸町49,幸町７６,,LED,20,1,ハイウェイ型,直接,板橋,35.74285648,139.6956521
A2284_,共架式,幸町６-13,幸町１３３,,LED,20,1,ハイウェイ型,直接,板橋,35.7454173,139.6996923
16C103_,共架式,幸町5,幸町１３１,,LED,20,1,ハイウェイ型,直接,板橋,35.74584057,139.7004526
16A118_,共架式,幸町8,幸町１２８,,LED,20,1,ハイウェイ型,直接,板橋,35.74614612,139.6997764
16A168_,共架式,板橋２丁目65,板橋６,,LED,20,1,ハイウェイ型,直接,板橋,35.74997454,139.7091345
17D009_,共架式,大谷口上町41,日大１６８,,LED,20,1,ハイウェイ型,直接,板橋,35.74798205,139.6937553
16B713_,共架式,小茂根１丁目23,,芳仙３,LED,20,1,ハイウェイ型,直接,板橋,35.74732343,139.6789153
16D009_,共架式,小茂根１丁目28-3,療護５５,二中 右３／２７,LED,20,1,ハイウェイ型,直接,板橋,35.74560259,139.6775899
16D018_,共架式,小茂根１丁目13,療護８４,都営 右３／２,LED,20,1,ハイウェイ型,直接,板橋,35.74687811,139.679854
16D032_,共架式,小茂根２丁目12,小山９０,根ノ上 右２／２７,LED,20,1,ハイウェイ型,直接,板橋,35.74841713,139.6834185
17C090_,共架式,弥生町９,弥生２１５,,LED,20,1,ハイウェイ型,直接,板橋,35.75194735,139.6953881
16C115_,共架式,栄町9,栄町１１８,,LED,20,1,ハイウェイ型,直接,板橋,35.75534516,139.7023126
16E115_,共架式,加賀１丁目6,加賀１１９,二造 左１／１７,LED,20,1,ハイウェイ型,直接,板橋,35.75505043,139.7187504
16E116_,共架式,加賀１丁目6,加賀１２０,二造 左２／１７,LED,20,1,ハイウェイ型,直接,板橋,35.75489734,139.7186388
16E117_,共架式,加賀１丁目6,加賀１２１,,LED,20,1,ハイウェイ型,直接,板橋,35.75473146,139.7185245
A2438_,共架式,中板橋8,中板１３０,,LED,20,1,ハイウェイ型,直接,板橋,35.75518967,139.6983364
17D068_,共架式,大谷口北町20,大北１５８,,LED,20,1,ハイウェイ型,直接,板橋,35.75137949,139.6906169
17D079_,共架式,大谷口北町32,大北１８４,,LED,20,1,ハイウェイ型,直接,板橋,35.7500591,139.6894572
17D077_,共架式,大谷口北町31,大北８４,,LED,20,1,ハイウェイ型,直接,板橋,35.75014057,139.688449
A2457_,共架式,大谷口北町53,大北７,,LED,20,1,ハイウェイ型,直接,板橋,35.75138959,139.6869267
17D082_,共架式,大谷口北町65,大北８７,,LED,20,1,ハイウェイ型,直接,板橋,35.74939272,139.6872762
17D069_,共架式,大谷口北町89,大北２９,小谷１０,LED,20,1,ハイウェイ型,直接,板橋,35.75114659,139.6861979
17D090_,共架式,大谷口北町76,大北９４,学校橋 左３／３,LED,20,1,ハイウェイ型,直接,板橋,35.74864027,139.6860127
17C139_,共架式,中丸町20,中丸２８９,,LED,20,1,ハイウェイ型,直接,板橋,35.74095544,139.7046313
17C140_,共架式,中丸町20,中丸２８８,,LED,20,1,ハイウェイ型,直接,板橋,35.74107442,139.7043642
17C141_,共架式,中丸町27,中丸１２８,,LED,20,1,ハイウェイ型,直接,板橋,35.7411589,139.7041064
17C142_,共架式,中丸町35,中丸２３２,,LED,20,1,ハイウェイ型,直接,板橋,35.74154833,139.7032739
17C143_,共架式,中丸町35,中丸２３３,,LED,20,1,ハイウェイ型,直接,板橋,35.74163132,139.70297
17C144_,共架式,中丸町37,中丸２３４,,LED,20,1,ハイウェイ型,直接,板橋,35.74173299,139.7025072
17C147_,共架式,中丸町28,中丸１４４,,LED,20,1,ハイウェイ型,直接,板橋,35.74183714,139.7045569
A2488_,共架式,大谷口北町64,大北７５,,LED,20,1,ハイウェイ型,直接,板橋,35.74939651,139.6870525
16E103_,共架式,本町21,本町１０５,松支 割１／４,LED,20,1,ハイウェイ型,直接,板橋,35.75982504,139.7092139
16E096_,共架式,本町33,本町１６８,板橋Ｈ 右４／左１／３４ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.76013644,139.7069798
17C068_,共架式,中板橋7,中板５１３,石神井支　６,LED,20,1,ハイウェイ型,直接,板橋,35.75668001,139.6986042
17C066_,共架式,中板橋16,中板５０８,石神井支　９,LED,20,1,ハイウェイ型,直接,板橋,35.75682846,139.6977084
17C042_,共架式,弥生町81,弥生６３,宿橋２,LED,20,1,ハイウェイ型,直接,板橋,35.75421526,139.6902696
16A148_,共架式,氷川町1,氷川１５０,,LED,20,1,ハイウェイ型,直接,板橋,35.75131956,139.7078643
16A149_,共架式,氷川町1,氷川１１０,,LED,20,1,ハイウェイ型,直接,板橋,35.75150654,139.7078723
16A150_,共架式,氷川町1,氷川１１５,,LED,20,1,ハイウェイ型,直接,板橋,35.75169702,139.7078789
A2553_,共架式,氷川町1,氷川１１６,,LED,20,1,ハイウェイ型,直接,板橋,35.75194489,139.7078975
16A153_,共架式,氷川町2,氷川１５２,,LED,20,1,ハイウェイ型,直接,板橋,35.75132834,139.707221
16A154_,共架式,氷川町3,氷川１１４,,LED,20,1,ハイウェイ型,直接,板橋,35.75160721,139.707212
A2556_,共架式,氷川町6,氷川１２５,,LED,20,1,ハイウェイ型,直接,板橋,35.75257962,139.7079446
17A004_,共架式,板橋２丁目61,板橋４１,,LED,20,1,ハイウェイ型,直接,板橋,35.75088596,139.7097549
17A066_,共架式,板橋２丁目64,板橋３８,,LED,20,1,ハイウェイ型,直接,板橋,35.7505209,139.7096492
17A067_,共架式,板橋２丁目64,板橋３９,,LED,20,1,ハイウェイ型,直接,板橋,35.75019693,139.7096951
17A068_,共架式,板橋２丁目64,板橋４０,,LED,20,1,ハイウェイ型,直接,板橋,35.74994726,139.709711
16A170_,共架式,板橋２丁目55,板橋５２,金井 右２／右３／３,LED,20,1,ハイウェイ型,直接,板橋,35.74929072,139.7091179
16A171_,共架式,板橋２丁目55,板橋５９,金井 右１／右３／３,LED,20,1,ハイウェイ型,直接,板橋,35.74911444,139.7091172
16B714_,共架式,板橋２丁目20,板橋６３,金井 左３／右３／３,LED,20,1,ハイウェイ型,直接,板橋,35.74847211,139.7091043
16A137_,共架式,板橋２丁目21,板橋６９,,LED,20,1,ハイウェイ型,直接,板橋,35.74899226,139.7094808
A2578_,共架式,板橋２丁目52,板橋７９,,LED,20,1,ハイウェイ型,直接,板橋,35.74855104,139.7103905
A2581_,共架式,板橋２丁目51,板橋１４９,消防支 左１／５,LED,20,1,ハイウェイ型,直接,板橋,35.74875555,139.711679
16B715_,共架式,板橋２丁目51-1,板橋１５０,,LED,20,1,ハイウェイ型,直接,板橋,35.74855247,139.7117808
A2600_,共架式,向原１丁目21,公社１９８,八雲 右４／１１,LED,20,1,ハイウェイ型,直接,板橋,35.74280038,139.6841934
16B716_,共架式,向原１丁目17,公社１１６,釣堀 右２／２２,LED,20,1,ハイウェイ型,直接,板橋,35.74238983,139.684256
A2621_,共架式,板橋１丁目6,元滝２５４,,LED,20,1,ハイウェイ型,直接,板橋,35.7466323,139.7158355
A2624_,共架式,板橋１丁目10,元滝１７１,,LED,20,1,ハイウェイ型,直接,板橋,35.74626407,139.717071
16B717_,共架式,板橋１丁目10,元滝１５７,,LED,20,1,ハイウェイ型,直接,板橋,35.74652974,139.7170889
16C042_,共架式,板橋１丁目11,元滝１９９,下板橋 右１／２９,LED,20,1,ハイウェイ型,直接,板橋,35.74657106,139.71802
16B718_,共架式,板橋１丁目11,元滝２００,下板橋 右２／２９,LED,20,1,ハイウェイ型,直接,板橋,35.74637769,139.7179947
16B719_,共架式,板橋１丁目26,元滝３２５,公園 左１／５,LED,20,1,ハイウェイ型,直接,板橋,35.74737976,139.7174633
16B720_,共架式,板橋１丁目28,元滝２３２,公園３,LED,20,1,ハイウェイ型,直接,板橋,35.74754352,139.7168697
A2635_,共架式,板橋１丁目32,元滝２３３,,LED,20,1,ハイウェイ型,直接,板橋,35.74762341,139.7165637
A2636_,共架式,板橋１丁目32,元滝２３４,公園１,LED,20,1,ハイウェイ型,直接,板橋,35.74773309,139.7162652
16B721_,共架式,板橋１丁目35,元滝２２２,高瀬 右２／３,LED,20,1,ハイウェイ型,直接,板橋,35.74797194,139.7155319
16A072_,共架式,板橋１丁目40,元滝２２３,荘 右３／５,LED,20,1,ハイウェイ型,直接,板橋,35.74810022,139.7152281
16C053_,共架式,板橋１丁目40,元滝３３８,荘 右４／５,LED,20,1,ハイウェイ型,直接,板橋,35.7481892,139.715032
A2645_,共架式,板橋２丁目9,板橋２３３,,LED,20,1,ハイウェイ型,直接,板橋,35.74714214,139.7119858
16C081_,共架式,板橋２丁目9,板橋２３２,,LED,20,1,ハイウェイ型,直接,板橋,35.74730872,139.7120086
16C059_,共架式,板橋２丁目14,板橋２５７,,LED,20,1,ハイウェイ型,直接,板橋,35.74707292,139.7110573
16A139_,共架式,仲宿60,金沢１２９,板橋支 左４／２０,LED,20,1,ハイウェイ型,直接,板橋,35.75242068,139.7097395
16A140_,共架式,仲宿60,金沢１２８,,LED,20,1,ハイウェイ型,直接,板橋,35.75263066,139.7096828
16A141_,共架式,仲宿60,金沢１２７,板橋Ｈ 右１／左２／５ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75281643,139.7095393
16D007_,共架式,練馬区小竹町2-17（小茂根１丁目１８向かい）,小竹８０,,LED,20,1,ハイウェイ型,直接,板橋,35.74437018,139.6794676
16D006_,共架式,練馬区小竹町2-17（小茂根１丁目18向かい）,小竹７９,,LED,20,1,ハイウェイ型,直接,板橋,35.74451895,139.6790106
16D004_,共架式,練馬区小竹町２－３４（小茂根１丁目28向かい）,小竹７５,,LED,20,1,ハイウェイ型,直接,板橋,35.74498906,139.6775483
16D003_,共架式,練馬区小竹町２－３４（小茂根１丁目29向かい）,小竹７４,,LED,20,1,ハイウェイ型,直接,板橋,35.74507894,139.6772451
A2687_,共架式,練馬区小竹町２－３５（小茂根１丁目30向かい）,小竹６８,,LED,20,1,ハイウェイ型,直接,板橋,35.74533869,139.6764467
16D002_,共架式,練馬区小竹町２－３５（小茂根１丁目30向かい）,小竹６６,,LED,20,1,ハイウェイ型,直接,板橋,35.74552275,139.6758642
17D013_,共架式,大谷口上町73,小柱,,LED,20,1,ハイウェイ型,直接,板橋,35.74844447,139.6889462
17C025_,共架式,板橋４丁目35-8,新道１６８,板六７,LED,20,1,ハイウェイ型,直接,板橋,35.75027193,139.7210312
16B722_,共架式,板橋４丁目44,新道１６２,草野支 左１／１０,LED,20,1,ハイウェイ型,直接,板橋,35.75044922,139.7214379
A2725_,共架式,板橋４丁目29,新道１１８,,LED,20,1,ハイウェイ型,直接,板橋,35.74978453,139.7191192
16B723_,共架式,板橋４丁目30,新道１７５,,LED,20,1,ハイウェイ型,直接,板橋,35.74976875,139.7195717
A2728_,共架式,板橋４丁目30,新道１７４,,LED,20,1,ハイウェイ型,直接,板橋,35.74997283,139.7197739
16B724_,共架式,板橋４丁目30,新道１７７,,LED,20,1,ハイウェイ型,直接,板橋,35.75022572,139.7203587
A2736_,共架式,板橋４丁目33,新道１８３,,LED,20,1,ハイウェイ型,直接,板橋,35.74957422,139.7216548
17C023_,共架式,板橋４丁目34,新道１７０,板六９,LED,20,1,ハイウェイ型,直接,板橋,35.75003427,139.7214963
17C024_,共架式,板橋４丁目34,新道１６９,板六８,LED,20,1,ハイウェイ型,直接,板橋,35.75010885,139.7212918
17C027_,共架式,板橋４丁目36,新道１６６,,LED,20,1,ハイウェイ型,直接,板橋,35.75065228,139.7207145
17C029_,共架式,板橋４丁目37,新道１６３,,LED,20,1,ハイウェイ型,直接,板橋,35.75090404,139.7203305
17C030_,共架式,板橋４丁目38,新道１５３,,LED,20,1,ハイウェイ型,直接,板橋,35.75112121,139.7200237
A2742_,共架式,板橋４丁目38,新道１５２,,LED,20,1,ハイウェイ型,直接,板橋,35.75127838,139.7197765
17C120_,共架式,南町22,南町１２０,,LED,20,1,ハイウェイ型,直接,板橋,35.73934698,139.7031337
17C125_,共架式,中丸町16,中丸４,,LED,20,1,ハイウェイ型,直接,板橋,35.74117866,139.7062744
17C127_,共架式,中丸町16,中丸２１６,,LED,20,1,ハイウェイ型,直接,板橋,35.74141791,139.7057206
17C123_,共架式,中丸町21,中丸２５,,LED,20,1,ハイウェイ型,直接,板橋,35.73999743,139.7039066
17C124_,共架式,中丸町22,中丸２６,,LED,20,1,ハイウェイ型,直接,板橋,35.74007231,139.7037345
16B725_,共架式,中丸町22,中丸２６１,,LED,20,1,ハイウェイ型,直接,板橋,35.74017739,139.7034873
17C136_,共架式,中丸町26,中丸２２７,,LED,20,1,ハイウェイ型,直接,板橋,35.74072073,139.7033634
17C137_,共架式,中丸町26,中丸２２８,,LED,20,1,ハイウェイ型,直接,板橋,35.74082941,139.7032638
17C138_,共架式,中丸町26,中丸２２９,,LED,20,1,ハイウェイ型,直接,板橋,35.74098999,139.7031177
16A051_,共架式,大谷口１丁目40,板高２１１,,LED,19,1,ハイウェイ型,直接,板橋,35.7440149,139.6901031
17D049_,共架式,大谷口北町49-5,大北１１,丸高８,LED,20,1,ハイウェイ型,直接,板橋,35.75213964,139.6883685
16C074_,共架式,板橋３丁目32,明星１４２,,LED,20,1,ハイウェイ型,直接,板橋,35.75173001,139.7154107
A2854_,共架式,板橋３丁目３６-10,明星１３８,,LED,20,1,ハイウェイ型,直接,板橋,35.75225845,139.7150993
16B726_,共架式,板橋３丁目45,金沢３０９,,LED,20,1,ハイウェイ型,直接,板橋,35.75326622,139.7146739
16B727_,共架式,板橋３丁目46,金沢３０８,,LED,20,1,ハイウェイ型,直接,板橋,35.7534233,139.7144586
16B728_,共架式,板橋３丁目49,金沢２６９,,LED,20,1,ハイウェイ型,直接,板橋,35.75390353,139.7138072
16C078_,共架式,板橋３丁目6,明星支線柱,板三 右１／７ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.7508351,139.7111607
A2863_,共架式,板橋３丁目6,明星６６,板三 右３／７ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75122845,139.7110153
16A113_,共架式,仲宿64,金沢１３２,板橋Ｈ 左６／５ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75197294,139.7098245
16A057_,共架式,幸町2,幸町１４４,三門 Ｂ左６／９,LED,20,1,ハイウェイ型,直接,板橋,35.74497837,139.7004712
17C073_,共架式,中板橋28,中板２８,,LED,20,1,ハイウェイ型,直接,板橋,35.75687008,139.6946245
17C072_,共架式,中板橋28,中板２９,中板橋 右１／左３／６,LED,20,1,ハイウェイ型,直接,板橋,35.75691617,139.6944058
16E054_,共架式,双葉町21,双葉１３０,中板橋 左２／１３,LED,20,1,ハイウェイ型,直接,板橋,35.75762643,139.6997606
16E043_,共架式,双葉町38,双葉５２,,LED,20,1,ハイウェイ型,直接,板橋,35.75877658,139.6988614
16A115_,共架式,仲宿64,金沢１３０,,LED,20,1,ハイウェイ型,直接,板橋,35.75212262,139.7098525
16D093_,共架式,向原１丁目17,公社５５,八雲 右４／６,LED,20,1,ハイウェイ型,直接,板橋,35.7424562,139.6836162
16A121_,共架式,大和町22,宮本231,旭14,LED,20,1,ハイウェイ型,直接,板橋,35.76209552,139.7030601
16A120_,共架式,大和町22,宮本２３２,旭１５,LED,19,1,ハイウェイ型,直接,板橋,35.76214362,139.7033732
16A192_,共架式,板橋３丁目40,明星５７,三五原支 左４／７,LED,20,1,ハイウェイ型,直接,板橋,35.75243581,139.7144311
17D008_,共架式,大谷口上町41,日大１６７,,LED,20,1,ハイウェイ型,直接,板橋,35.74798355,139.6935305
17D011_,共架式,大谷口上町43,日大１６６,,LED,20,1,ハイウェイ型,直接,板橋,35.74772567,139.6932379
17D014_,共架式,大谷口上町72,日大７７,,LED,20,1,ハイウェイ型,直接,板橋,35.7482491,139.6890754
16D020_,共架式,小茂根１丁目3,療護１１３,,LED,20,1,ハイウェイ型,直接,板橋,35.74603452,139.6806833
17A097_,共架式,弥生町67,弥生１０７,牧場６,LED,21,1,ハイウェイ型,直接,板橋,35.75281118,139.6926435
17A026_,共架式,大山東町56,東町２３,野田支２,LED,19,1,ハイウェイ型,直接,板橋,35.74932306,139.7034645
17A024_,共架式,大山東町57,東町２０,野田５,LED,21,1,ハイウェイ型,直接,板橋,35.75027395,139.7032753
17A123_,共架式,大山東町58,東町１９,成木２,LED,21,1,ハイウェイ型,直接,板橋,35.74924167,139.703188
17A018_,共架式,大山東町59,東町１１,大山７,LED,19,1,ハイウェイ型,直接,板橋,35.75000406,139.7026006
16A151_,共架式,氷川町２－９,氷川１１２,水道 右２／１,LED,19,1,ハイウェイ型,直接,板橋,35.75148453,139.7075281
17A158_,共架式,栄町23,栄町１６０,松葉 左１／１６,LED,19,1,ハイウェイ型,直接,板橋,35.7526088,139.7037583
17D052_,共架式,大谷口北町47,大北１２１,九高４,LED,20,1,ハイウェイ型,直接,板橋,35.75312415,139.6892701
17D050_,共架式,大谷口北町48,大北１２３,丸高６,LED,20,1,ハイウェイ型,直接,板橋,35.75273899,139.6889314
16E104_,共架式,本町21,本町１０３,,LED,20,1,ハイウェイ型,直接,板橋,35.75959216,139.7092535
