23/03/20 00:00,0.001,0.027,0.026,2.14,0.31,0.013,SSE,0.9,0.001,0.020,0.033,0.013,SE ,0.8,0.000,0.019,0.029,0.011,SE ,0.7,0.000,0.023,0.026,0.012,ESE,0.8,0.002,0.000,0.020,0.034,0.012,SSE,1.5,0.003,0.035,0.014, C ,0.1,0.002,0.024,0.011,SSE,0.4,0.001,0.026,0.010, C ,0.0,0.003,0.020,0.014,SSE,0.3
23/03/20 01:00,0.001,0.034,0.017,2.17,0.31,0.012, C ,0.0,0.001,0.026,0.023,0.012,WSW,0.6,0.001,0.028,0.014,0.013, C ,0.3,0.000,0.019,0.026,0.010, C ,0.2,保守中,0.000,0.015,0.037,0.010,SSE,1.9,0.016,0.045,0.015, C ,0.0,0.003,0.033,0.014, C ,0.1,0.001,0.022,0.011, C ,0.0,0.009,0.032,0.013,WNW,0.3
23/03/20 02:00,0.009,0.047,0.004,2.27,0.44,0.015,NNE,1.0,0.001,0.035,0.013,0.013, N ,0.6,0.002,0.031,0.008,0.013, S ,0.5,0.002,0.030,0.013,0.012, C ,0.4,0.002,保守中,保守中,0.017,0.011,NNW,1.6,0.024,0.049,0.014, C ,0.1,0.005,0.039,0.014,WNW,0.3,0.005,0.037,0.015, C ,0.1,0.039,0.051,0.014,NW ,0.8
23/03/20 03:00,0.004,0.036,0.009,2.32,0.41,0.014,NNW,2.8,0.001,0.025,0.017,0.012,NNW,1.5,0.000,0.026,0.014,0.012,NNW,1.7,0.001,0.030,0.013,0.012,WNW,1.4,0.002,0.054,0.055,0.003,0.014,NNW,1.3,0.029,0.044,0.014,NW ,0.7,0.002,0.028,0.012,NW ,1.9,0.009,0.032,0.012,WSW,0.9,0.016,0.040,0.014,NNW,1.7
23/03/20 04:00,0.001,0.018,0.018,2.11,0.19,0.014,NNW,2.3,0.000,0.016,0.020,0.012,NW ,2.1,0.000,0.015,0.021,0.011,NNW,2.2,0.001,0.018,0.020,0.009,WNW,1.2,0.001,0.055,0.045,0.004,0.012,NNW,1.6,0.014,0.030,0.013,NW ,0.7,0.001,0.016,0.011,NW ,1.7,0.004,0.021,0.010,NNW,0.4,0.008,0.027,0.013,NW ,1.5
23/03/20 05:00,0.000,0.020,0.013,2.12,0.23,0.014,NW ,2.1,0.000,0.017,0.017,0.012,NNW,2.3,0.000,0.017,0.018,0.014,NNW,1.3,0.001,0.019,0.016,0.010,WNW,1.3,0.001,0.040,0.039,0.004,0.014, W ,1.5,0.020,0.031,0.014,NW ,0.8,0.002,0.018,0.014,NW ,1.3,0.006,0.021,0.010,WSW,0.9,0.016,0.028,0.012,NW ,1.3
23/03/20 06:00,0.001,0.019,0.018,2.13,0.20,0.013,NNW,2.1,0.000,0.016,0.022,0.010,NNW,1.7,0.000,0.019,0.018,0.011,NNW,1.1,0.002,0.020,0.017,0.012,WNW,1.4,0.001,0.073,0.042,0.003,0.013,NNW,2.4,0.044,0.040,0.015,NW ,0.6,0.006,0.023,0.015,NW ,1.1,0.014,0.023,0.012, N ,0.6,0.024,0.033,0.013,NNW,1.4
23/03/20 07:00,0.004,0.023,0.016,2.13,0.19,0.015,NNW,1.5,0.004,0.021,0.018,0.012,NNW,1.8,0.002,0.020,0.017,0.013,NNW,1.8,0.004,0.023,0.017,0.012,NW ,1.0,0.001,0.042,0.042,0.007,0.012,NNW,1.7,0.036,0.039,0.017,NW ,0.5,0.027,0.028,0.014,NW ,1.3,0.016,0.027,0.015,NW ,0.6,0.043,0.039,0.015,NW ,1.2
23/03/20 08:00,0.009,0.023,0.020,2.11,0.17,0.013,NNW,0.5,0.006,0.016,0.026,0.011,NNE,0.9,0.003,0.018,0.023,0.013,NNE,0.9,0.007,0.022,0.021,0.012,WNW,0.6,0.002,0.035,0.038,0.012,0.013,NE ,0.7,0.019,0.031,0.014, C ,0.2,0.029,0.026,0.013,NW ,0.9,0.017,0.028,0.013,NE ,0.8,0.031,0.033,0.016,NNW,0.4
23/03/20 09:00,0.011,0.023,0.024,2.11,0.18,0.014, E ,1.0,0.006,0.017,0.031,0.012,SSW,0.7,0.003,0.018,0.030,0.013,SE ,0.7,0.008,0.026,0.022,0.015,SE ,0.8,0.003,0.039,0.038,0.013,0.016, E ,1.5,0.018,0.036,0.014,ESE,0.5,0.022,0.024,0.016, S ,0.8,0.011,0.027,0.013,NNE,0.6,0.025,0.039,0.019, E ,0.6
23/03/20 10:00,0.022,0.035,0.021,2.15,0.20,0.016, E ,3.4,0.008,0.020,0.033,0.015,SE ,1.4,0.006,0.026,0.029,0.016,SE ,1.6,0.021,0.053,0.018,0.028,ESE,1.3,0.003,0.026,0.034,0.021,0.017,ENE,1.3,0.036,0.051,0.020,ESE,0.8,0.026,0.033,0.020,SSE,1.5,0.020,0.048,0.024,SSW,0.3,0.032,0.047,0.025, E ,0.7
23/03/20 11:00,0.020,0.043,0.030,2.15,0.29,0.021,ESE,4.5,0.011,0.031,0.038,0.020,SSW,3.7,0.011,0.042,0.033,0.025,SSE,2.6,0.013,0.051,0.025,0.030,SW ,2.1,0.003,0.028,0.038,0.024,0.018,ENE,2.5,0.022,0.059,0.025,ESE,1.1,0.028,0.049,0.027, S ,1.3,保守中,保守中,0.030, W ,1.1,0.026,0.046,0.024,SSE,0.9
23/03/20 12:00,0.010,0.027,0.039,2.15,0.23,0.020, S ,3.3,0.004,0.015,0.048,0.014,SSW,3.7,0.003,0.017,0.046,0.015,SSE,3.2,0.009,0.033,0.032,0.023,SSW,1.9,0.004,0.020,0.033,0.031,0.019, S ,2.7,0.014,0.049,0.019, W ,0.8,0.017,0.028,0.018, S ,2.9,0.016,0.037,0.024,WSW,0.7,0.010,0.030,0.024,SSE,1.7
23/03/20 13:00,0.005,0.018,0.045,2.08,0.18,0.016, S ,4.6,0.003,0.011,0.051,0.012, S ,4.6,0.002,0.014,0.048,0.011, S ,3.9,0.008,0.029,0.036,0.016, S ,1.7,0.002,0.005,0.019,0.050,0.010, S ,3.0,0.007,0.036,0.014, W ,0.9,0.011,0.024,0.014, S ,2.3,0.010,0.028,0.019, W ,0.6,0.006,0.021,0.020,SSE,2.6
23/03/20 14:00,0.003,0.014,0.049,2.03,0.13,0.018,SW ,4.4,0.001,0.007,0.055,0.012,SW ,4.8,0.001,0.009,0.052,0.012, S ,4.2,保守中,保守中,保守中,0.013,SSW,2.4,0.001,0.005,0.019,0.051,0.010, S ,4.8,0.008,0.035,0.018, W ,1.0,0.007,0.017,0.015, S ,2.2,0.008,0.023,0.015,NE ,0.7,0.003,0.013,0.018,SSE,4.6
23/03/20 15:00,0.001,0.007,0.055,2.00,0.11,0.017,SSW,4.7,0.000,0.004,0.059,0.012,SSW,6.0,0.000,0.006,0.056,0.014, S ,4.2,保守中,保守中,0.048,0.014, S ,2.3,0.001,0.004,0.017,0.050,0.010, S ,3.7,0.012,0.038,0.017,WSW,1.0,0.006,0.012,0.014, S ,3.5,0.005,0.016,0.013,NNE,0.9,0.003,0.014,0.013,SSE,4.2
23/03/20 16:00,0.001,0.008,0.055,1.99,0.12,0.014,SSW,6.7,0.001,0.006,0.058,0.014, S ,5.7,0.000,0.008,0.055,0.014, S ,4.1,0.002,0.009,0.052,0.011,SSW,3.7,0.001,0.004,0.017,0.049,0.009, S ,5.6,0.007,0.029,0.016, W ,1.0,0.008,0.018,0.014, S ,3.5,0.003,0.012,0.013,NE ,0.8,0.002,0.011,0.009, S ,4.6
23/03/20 17:00,0.001,0.011,0.050,1.98,0.12,0.014,SSW,7.7,0.001,0.007,0.055,0.010,SSW,5.5,0.000,0.007,0.053,0.012, S ,4.6,0.002,0.012,0.048,0.010,SSW,2.6,0.002,0.005,0.023,0.041,0.011, S ,4.2,0.013,0.039,0.017, W ,1.0,0.006,0.016,0.013, S ,3.5,0.003,0.013,0.016,NE ,0.8,0.001,0.014,0.014, S ,4.7
23/03/20 18:00,0.000,0.011,0.047,1.99,0.11,0.013,SSW,6.4,0.000,0.006,0.053,0.012, S ,5.7,0.000,0.007,0.051,0.013, S ,3.9,0.002,0.014,0.044,0.012,SSW,3.5,0.002,0.004,0.028,0.034,0.010, S ,4.4,0.008,0.031,0.016, W ,1.0,0.005,0.016,0.012, S ,2.7,0.002,0.016,0.015,NNE,0.6,0.001,0.021,0.015, S ,4.1
23/03/20 19:00,0.000,0.013,0.044,1.99,0.09,0.015,SSW,5.9,0.000,0.009,0.048,0.013, S ,4.8,0.000,0.010,0.047,0.012, S ,3.6,0.001,0.017,0.039,0.012,SSW,2.5,0.002,0.002,0.022,0.038,0.010, S ,3.9,0.009,0.037,0.016, W ,0.8,0.004,0.019,0.013, S ,2.1,0.001,0.018,0.014,NE ,0.7,0.001,0.015,0.014, S ,4.0
23/03/20 20:00,0.000,0.009,0.047,1.99,0.08,0.015,SSW,5.2,0.000,0.012,0.044,0.013, S ,4.3,0.000,0.014,0.042,0.015, S ,3.4,0.001,0.010,0.045,0.015,SSW,3.3,0.002,0.001,0.020,0.039,0.014, S ,3.1,0.009,0.039,0.021, W ,0.6,0.003,0.019,0.014, S ,1.6,0.001,0.011,0.014,NE ,0.5,0.001,0.013,0.012, S ,3.7
23/03/20 21:00,0.000,0.010,0.046,2.00,0.09,0.017,SSW,3.8,0.000,0.010,0.046,0.013,SSW,3.8,0.000,0.010,0.046,0.012, S ,3.3,0.000,0.010,0.045,0.011,SSW,2.5,0.002,0.000,0.020,0.038,0.011, S ,2.2,0.004,0.026,0.018,WSW,0.6,0.002,0.017,0.014, S ,1.6,0.001,0.012,0.015,NE ,0.4,0.000,0.018,0.017, S ,3.0
23/03/20 22:00,0.000,0.011,0.045,2.00,0.10,0.017,SSW,3.2,0.000,0.008,0.048,0.012,SSW,3.8,0.000,0.009,0.046,0.014,SSW,2.1,0.000,0.010,0.045,0.013,SSW,2.2,0.002,0.000,0.024,0.035,0.013, S ,3.1,0.002,0.022,0.016, W ,0.6,0.002,0.013,0.014, S ,2.1,0.001,0.012,0.014,SW ,0.5,0.001,0.018,0.019, S ,2.5
23/03/20 23:00,0.000,0.011,0.045,2.03,0.10,0.015,SW ,2.7,0.000,0.007,0.050,0.015,SW ,3.2,0.000,0.006,0.050,0.015,SSW,2.1,0.000,0.012,0.042,0.012,SSW,2.8,0.003,0.001,0.024,0.035,0.022,SSW,3.2,0.002,0.021,0.015, W ,0.7,0.001,0.009,0.016, S ,1.7,0.000,0.014,0.015,SW ,0.4,0.001,0.020,0.033, S ,3.0
23/03/21 00:00,0.000,0.007,0.049,2.02,0.08,0.016,SW ,1.9,0.000,0.007,0.048,0.014,SSW,1.9,0.000,0.006,0.050,0.011,SSW,1.2,0.000,0.009,0.046,0.010,SSW,1.5,0.001,0.001,0.023,0.037,0.011,SW ,2.0,0.002,0.019,0.014, W ,0.4,0.001,0.007,0.015, S ,0.9,0.001,0.011,0.015, C ,0.1,0.000,0.014,0.017, S ,1.9
23/03/21 01:00,0.000,0.006,0.050,2.02,0.08,0.015,SW ,2.2,0.000,0.006,0.050,0.012,SW ,2.4,0.000,0.005,0.052,0.014,SSW,1.5,0.000,0.011,0.042,0.013, S ,0.7,0.001,0.001,0.023,0.038,0.012,SSW,2.2,0.001,0.020,0.014, C ,0.1,0.001,0.008,0.015, S ,1.0,0.000,0.013,0.016, C ,0.1,0.000,0.011,0.016, S ,1.8
23/03/21 02:00,0.000,0.010,0.044,2.05,0.11,0.012, W ,1.3,0.000,0.006,0.049,0.012, W ,1.1,0.000,0.007,0.046,0.016, N ,0.5,0.000,0.012,0.038,0.012, C ,0.2,0.001,0.000,0.021,0.038,0.012, S ,0.8,0.005,0.032,0.016, C ,0.0,0.002,0.017,0.017,SE ,0.5,0.001,0.019,0.014, C ,0.1,0.000,0.014,0.017,SSW,1.0
23/03/21 03:00,0.000,0.013,0.036,2.08,0.19,0.015,NW ,1.4,0.000,0.009,0.042,0.013,WSW,0.6,0.000,0.010,0.033,0.014,WNW,0.7,0.001,0.014,0.035,0.014,WSW,0.6,0.001,0.001,0.028,0.029,0.013,WSW,0.9,0.026,0.053,0.019, C ,0.0,0.004,0.026,0.017,NE ,0.3,0.002,0.023,0.017, C ,0.1,0.001,0.018,0.017,SSW,0.3
23/03/21 04:00,0.000,0.014,0.031,2.11,0.26,0.015, C ,0.2,0.000,0.012,0.035,0.014,NW ,1.6,0.000,0.013,0.025,0.011, N ,0.6,0.000,0.014,0.032,0.013, E ,0.5,0.001,0.011,0.042,0.016,0.012, C ,0.3,0.010,0.039,0.015, C ,0.1,0.003,0.022,0.015,NE ,0.5,0.001,0.014,0.014, C ,0.0,0.033,0.045,0.017, C ,0.1
23/03/21 05:00,0.000,0.016,0.024,2.11,0.28,0.016,WNW,1.3,0.000,0.016,0.026,0.015,NNW,1.5,0.000,0.019,0.021,0.017,NNW,0.8,0.000,0.018,0.023,0.015, W ,1.3,0.001,0.010,0.050,0.009,0.021, W ,1.0,0.028,0.038,0.016, C ,0.1,0.006,0.024,0.018,NW ,1.2,0.003,0.025,0.017,WSW,0.5,0.038,0.048,0.017, W ,0.4
23/03/21 06:00,0.001,0.019,0.020,2.14,0.25,0.016,NNW,1.5,0.000,0.015,0.025,0.013,NNW,2.3,0.000,0.025,0.014,0.014,NNW,1.3,0.001,0.022,0.019,0.013,WNW,1.2,0.001,0.055,0.046,0.007,0.015,NNW,1.4,0.019,0.038,0.016,NW ,0.4,0.005,0.027,0.017,NW ,1.4,0.004,0.025,0.016,WSW,0.7,0.025,0.038,0.017,NNW,1.3
23/03/21 07:00,0.003,0.022,0.017,2.11,0.24,0.017,NNW,2.0,0.002,0.016,0.024,0.014,NNW,2.0,0.001,0.019,0.018,0.017,NNW,1.8,0.002,0.018,0.022,0.015,NW ,1.3,0.001,0.031,0.039,0.010,0.015,NNW,1.7,0.010,0.027,0.018,NW ,0.5,0.008,0.019,0.018,NW ,1.4,0.006,0.021,0.014, W ,0.8,0.022,0.034,0.016,NW ,1.3
23/03/21 08:00,0.003,0.019,0.021,2.09,0.21,0.019,NNW,1.9,0.003,0.018,0.023,0.016,NNW,1.4,0.002,0.018,0.021,0.016,NNW,2.0,0.003,0.018,0.022,0.016,WNW,1.8,0.001,0.054,0.040,0.009,0.013,NNW,2.0,0.014,0.029,0.018,NW ,0.7,0.008,0.021,0.016,NNW,1.4,0.006,0.019,0.016, W ,1.0,0.017,0.030,0.020,NNW,1.6
23/03/21 09:00,0.003,0.018,0.024,2.07,0.18,0.015,NNW,1.4,0.004,0.018,0.025,0.016,NNW,1.3,0.002,0.017,0.025,0.019, N ,1.6,0.004,0.018,0.024,0.017,NW ,1.1,0.001,0.027,0.033,0.017,0.018,NNW,1.8,0.008,0.025,0.016,NNW,0.5,0.012,0.021,0.017,NNW,1.3,0.009,0.019,0.017,WNW,0.8,0.013,0.026,0.020,NW ,1.1
23/03/21 10:00,0.004,0.020,0.024,2.09,0.19,0.019, N ,1.5,0.003,0.015,0.031,0.018,NW ,1.4,0.002,0.016,0.029,0.018,NNW,2.1,0.004,0.018,0.028,0.018,WNW,1.4,0.002,0.024,0.033,0.016,0.020, N ,1.7,0.008,0.027,0.018,WSW,0.5,0.009,0.020,0.017,NNW,1.2,0.007,0.021,0.017,WSW,0.7,0.011,0.027,0.022, N ,1.1
23/03/21 11:00,0.005,0.021,0.028,2.09,0.23,0.017, C ,0.4,0.002,0.013,0.038,0.017,NW ,0.8,0.001,0.014,0.036,0.016, C ,0.4,0.003,0.019,0.032,0.017,NNW,0.7,0.003,0.029,0.039,0.016,0.021, E ,1.6,0.006,0.027,0.020,NW ,0.4,0.009,0.019,0.019, N ,0.9,0.006,0.022,0.016,NE ,0.7,0.010,0.028,0.021,ESE,0.3
23/03/21 12:00,0.005,0.021,0.036,2.07,0.21,0.019,SSW,2.1,0.003,0.016,0.042,0.020,SSW,1.2,0.002,0.016,0.039,0.020,ESE,1.0,0.004,0.022,0.036,0.024, S ,0.6,0.003,0.023,0.039,0.019,0.026,ESE,1.1,0.008,0.033,0.020, C ,0.2,0.007,0.021,0.021, S ,1.4,0.007,0.026,0.019, C ,0.2,0.015,0.037,0.024, E ,0.6
23/03/21 13:00,0.007,0.030,0.032,2.10,0.25,0.027, S ,3.2,0.003,0.017,0.042,0.019, S ,2.8,0.002,0.020,0.039,0.019,SSE,2.7,0.004,0.027,0.031,0.026, S ,1.0,0.003,0.016,0.039,0.024,0.024, E ,1.7,0.010,0.045,0.024, W ,0.4,0.007,0.025,0.017, S ,1.9,0.008,0.031,0.025,NNE,0.4,0.013,0.042,0.021, S ,1.2
23/03/21 14:00,0.003,0.019,0.038,2.02,0.15,0.018, S ,2.9,0.003,0.017,0.042,0.014, S ,3.1,0.002,0.019,0.040,0.018, S ,2.9,0.007,0.038,0.022,0.035, S ,0.9,0.003,0.016,0.043,0.021,0.023,NE ,1.4,0.003,0.025,0.017, W ,0.3,0.009,0.027,0.016,SSE,1.8,0.011,0.039,0.033, C ,0.2,0.005,0.032,0.017, S ,0.9
23/03/21 15:00,0.005,0.029,0.030,2.06,0.20,0.025, S ,2.9,0.001,0.011,0.046,0.009,SSE,3.0,0.001,0.014,0.043,0.011,SSE,1.8,0.003,0.025,0.031,0.019, S ,1.1,0.003,0.017,0.047,0.020,0.024, E ,2.1,0.006,0.037,0.026,WSW,0.5,0.006,0.020,0.010, S ,1.9,0.007,0.031,0.021, N ,0.3,0.005,0.035,0.023, S ,0.8
23/03/21 16:00,0.005,0.032,0.027,2.07,0.19,0.023, S ,3.2,0.001,0.015,0.042,0.013, S ,3.0,0.001,0.018,0.039,0.014, S ,2.1,0.004,0.031,0.025,0.022, S ,1.1,0.003,0.015,0.051,0.016,0.021, S ,1.1,0.008,0.048,0.023,WSW,0.5,0.007,0.027,0.015, S ,1.3,0.007,0.033,0.021, N ,0.3,0.003,0.032,0.019, S ,1.7
23/03/21 17:00,0.001,0.015,0.040,2.01,0.14,0.012,SW ,2.1,0.001,0.015,0.043,0.010,SSW,2.7,0.000,0.019,0.038,0.012, S ,1.4,0.002,0.017,0.037,0.010,SW ,1.7,0.003,0.004,0.036,0.026,0.010, S ,2.2,0.005,0.037,0.021,WSW,0.3,0.003,0.024,0.011, S ,1.1,0.002,0.020,0.013,SW ,0.7,0.002,0.029,0.018, S ,2.1
23/03/21 18:00,0.000,0.022,0.033,2.03,0.16,0.013,SSW,2.5,0.001,0.025,0.033,0.010, S ,2.8,0.000,0.033,0.025,0.012, S ,1.6,0.002,0.030,0.026,0.014, S ,1.2,0.003,0.003,0.040,0.022,0.017,SSW,2.6,0.006,0.041,0.015, C ,0.2,0.009,0.042,0.016, S ,1.1,0.002,0.031,0.013, C ,0.1,0.001,0.036,0.023, S ,1.2
23/03/21 19:00,0.001,0.035,0.021,2.08,0.20,0.017, S ,2.4,0.001,0.028,0.029,0.012, S ,2.3,0.000,0.034,0.024,0.015, S ,1.4,0.002,0.038,0.017,0.014, S ,0.7,0.004,0.002,0.045,0.016,0.019, S ,2.0,0.003,0.042,0.015, C ,0.2,0.009,0.042,0.018,SSE,1.3,0.003,0.039,0.016, C ,0.1,0.003,0.042,0.018, S ,1.8
23/03/21 20:00,0.005,0.054,0.005,2.10,0.23,0.028,SSW,2.6,0.001,0.041,0.016,0.015, S ,2.0,0.001,0.045,0.012,0.016,SSE,1.5,0.007,0.052,0.005,0.025, C ,0.4,0.002,0.002,0.044,0.014,0.018, S ,2.6,0.016,0.056,0.028, C ,0.2,0.012,0.050,0.015,SSE,1.2,0.007,0.052,0.025, C ,0.2,0.005,0.044,0.016, S ,1.7
23/03/21 21:00,0.004,0.046,0.009,2.10,0.19,0.023,SSW,3.0,0.001,0.031,0.022,0.013, S ,3.4,0.001,0.037,0.017,0.015, S ,1.9,0.012,0.049,0.006,0.028,SSW,1.1,0.002,0.004,0.046,0.010,0.020,SSW,1.8,0.013,0.052,0.023, C ,0.2,0.008,0.042,0.013, S ,1.3,0.013,0.048,0.022, C ,0.0,0.008,0.051,0.018,SSW,1.2
23/03/21 22:00,0.001,0.031,0.018,2.06,0.15,0.016,SW ,1.4,0.001,0.029,0.023,0.014,SW ,1.6,0.001,0.041,0.013,0.015,SSW,0.9,0.002,0.038,0.011,0.018,SW ,0.8,0.002,0.008,0.050,0.005,0.029, S ,1.9,0.008,0.045,0.018, C ,0.1,0.011,0.044,0.015,SW ,0.3,0.003,0.039,0.016, C ,0.1,0.011,0.052,0.025, S ,1.0
23/03/21 23:00,0.001,0.034,0.014,2.13,0.18,0.014,SSW,1.7,0.001,0.020,0.029,0.013,SSW,1.8,0.000,0.022,0.027,0.016, S ,0.9,0.001,0.033,0.014,0.016, C ,0.4,0.002,0.007,0.044,0.011,0.025,SW ,1.6,0.009,0.043,0.016, C ,0.1,0.006,0.035,0.015,SSE,1.0,0.004,0.035,0.013, C ,0.0,0.009,0.044,0.025,WSW,1.0
23/03/22 00:00,0.001,0.022,0.023,2.13,0.18,0.013,WSW,1.9,0.001,0.012,0.036,0.011,WSW,1.1,0.000,0.015,0.033,0.014,WSW,1.0,0.001,0.021,0.024,0.011,SW ,1.7,0.002,0.002,0.034,0.018,0.015,WSW,2.3,0.005,0.029,0.013,NE ,0.3,0.002,0.018,0.012,SSW,0.6,0.001,0.021,0.013,SW ,0.9,0.003,0.030,0.015, S ,2.0
23/03/22 01:00,0.001,0.015,0.027,2.07,0.17,0.013,NW ,2.6,0.001,0.016,0.027,0.013,WNW,2.0,0.000,0.016,0.029,0.015,NW ,1.7,0.000,0.013,0.028,0.013,WNW,1.4,0.001,0.002,0.018,0.030,0.014, W ,2.6,0.004,0.022,0.014,NNW,0.9,0.002,0.017,0.010,NW ,1.0,0.001,0.014,0.010,WSW,1.4,0.002,0.018,0.012, W ,1.0
23/03/22 02:00,0.001,0.019,0.015,2.08,0.21,0.015,NW ,1.6,0.001,0.020,0.014,0.013,WNW,1.4,0.000,0.019,0.016,0.016,NNW,1.8,0.001,0.018,0.018,0.013,WNW,1.9,0.001,0.022,0.033,0.011,0.014,NW ,1.1,0.010,0.029,0.015,NW ,0.7,0.002,0.019,0.012,NW ,1.8,0.002,0.019,0.011, W ,1.1,0.006,0.025,0.012,NNW,1.4
23/03/22 03:00,0.001,0.020,0.013,2.11,0.25,0.013,NW ,1.7,0.001,0.018,0.017,0.014,NNW,1.1,0.000,0.019,0.012,0.017,WNW,0.5,0.001,0.019,0.014,0.016,WNW,1.3,0.001,0.021,0.036,0.007,0.015,WNW,1.8,0.006,0.027,0.013, C ,0.2,0.003,0.022,0.015,NNE,0.4,0.005,0.021,0.015,WSW,0.7,0.008,0.027,0.016,NNW,1.6
23/03/22 04:00,0.001,0.018,0.015,2.11,0.27,0.017,NNW,1.7,0.001,0.017,0.019,0.018,NNW,0.9,0.000,0.020,0.012,0.018,NNW,0.9,0.001,0.019,0.015,0.018,WNW,0.8,0.001,0.039,0.040,0.005,0.016,NNW,1.9,0.023,0.034,0.018,NW ,0.4,0.004,0.023,0.017,NNW,0.9,0.005,0.021,0.017, W ,0.4,0.011,0.027,0.018,NNW,1.2
23/03/22 05:00,0.001,0.021,0.014,2.12,0.26,0.021,NNW,1.4,0.001,0.019,0.018,0.020,NNW,1.4,0.000,0.023,0.011,0.015,NNW,1.2,0.002,0.022,0.014,0.017,NW ,0.7,0.001,0.012,0.040,0.006,0.023,NNE,1.6,0.034,0.038,0.020, C ,0.2,0.004,0.023,0.018,NW ,1.0,0.014,0.028,0.016,NW ,0.4,0.024,0.035,0.020,NNW,1.0
23/03/22 06:00,0.002,0.027,0.009,2.14,0.27,0.022,NW ,1.5,0.001,0.022,0.017,0.019,NNW,1.8,0.001,0.025,0.009,0.018,NNW,1.1,0.003,0.027,0.009,0.020, W ,0.6,0.002,0.015,0.038,0.004,0.028, N ,1.5,0.028,0.034,0.021,NW ,0.3,0.008,0.024,0.017,NW ,1.0,0.023,0.034,0.020,WSW,0.6,0.027,0.038,0.023, C ,0.1
23/03/22 07:00,0.008,0.029,0.008,2.18,0.33,0.022, N ,2.4,0.006,0.026,0.014,0.021, N ,1.1,0.007,0.029,0.008,0.020, N ,0.9,0.009,0.030,0.008,0.020,NW ,0.9,0.002,0.025,0.038,0.006,0.026,NNE,2.3,0.030,0.036,0.024,WNW,0.6,0.048,0.031,0.022,NW ,0.9,0.031,0.041,0.022, N ,0.6,0.054,0.037,0.025,NW ,1.3
23/03/22 08:00,0.006,0.019,0.019,2.10,0.23,0.023, N ,2.2,0.011,0.024,0.018,0.025,NNW,1.4,0.006,0.025,0.016,0.026, N ,2.3,0.010,0.023,0.018,0.024, N ,1.3,0.003,0.031,0.033,0.011,0.028,NNE,2.4,0.017,0.028,0.023,WNW,0.6,0.029,0.028,0.023,NW ,1.2,0.014,0.026,0.022,NE ,0.8,0.029,0.035,0.027,SE ,0.5
23/03/22 09:00,0.006,0.019,0.026,2.08,0.25,0.024, N ,3.2,0.009,0.021,0.026,0.026,NNW,2.4,0.005,0.022,0.024,0.027, N ,2.5,0.007,0.019,0.027,0.031,NNE,1.8,0.003,0.031,0.036,0.015,0.029,NNE,2.2,0.014,0.032,0.025,WNW,0.8,0.028,0.029,0.027,NNW,1.8,0.010,0.025,0.023, N ,1.3,0.022,0.034,0.032,NNE,1.8
23/03/22 10:00,0.006,0.020,0.034,2.07,0.22,0.024,NE ,3.0,0.006,0.018,0.037,0.025, N ,2.2,0.002,0.018,0.036,0.026,NNE,1.2,0.007,0.023,0.032,0.029,NE ,1.6,0.003,0.016,0.032,0.027,0.027,NNE,2.4,0.009,0.033,0.026, S ,1.0,0.011,0.021,0.020,NNW,1.8,0.007,0.025,0.022,ENE,0.9,0.010,0.027,0.028,SE ,0.5
23/03/22 11:00,0.007,0.024,0.038,2.05,0.19,0.021, E ,3.0,0.003,0.014,0.049,0.021,ENE,1.9,0.001,0.016,0.046,0.023,NE ,1.4,0.005,0.023,0.037,0.022,ENE,1.8,保守中,保守中,保守中,保守中,0.020, N ,3.0,0.007,0.033,0.023, S ,1.0,0.008,0.020,0.020,NNW,1.2,0.005,0.024,0.020, S ,0.3,0.008,0.029,0.027, E ,1.0
23/03/22 12:00,0.005,0.021,0.049,2.03,0.15,0.021,SE ,3.1,0.003,0.014,0.056,0.019,ENE,3.2,0.002,0.017,0.051,0.023, E ,1.9,0.004,0.022,0.045,0.027,ENE,2.1,0.002,0.006,0.021,0.048,0.023, E ,2.7,0.004,0.033,0.026,ESE,1.4,0.007,0.023,0.020, W ,1.5,0.004,0.024,0.020,SSW,0.3,0.004,0.023,0.023,SE ,0.4
23/03/22 13:00,0.002,0.015,0.058,2.05,0.13,0.020,ENE,3.1,0.003,0.015,0.060,0.020,ESE,1.8,0.002,0.017,0.056,0.022,SE ,1.8,0.002,0.013,0.057,0.019,ENE,1.9,0.002,0.002,0.013,0.059,0.015, E ,2.0,0.003,0.026,0.021,SE ,1.1,0.006,0.020,0.017, S ,1.7,0.003,0.016,0.018,SW ,0.4,0.002,0.015,0.017,SE ,0.6
23/03/22 14:00,0.001,0.012,0.061,2.05,0.10,0.020, E ,3.2,0.001,0.010,0.063,0.015, E ,3.4,0.000,0.010,0.062,0.021,ESE,1.9,0.002,0.009,0.061,0.018,NE ,2.3,0.002,0.004,0.017,0.056,0.019, E ,2.6,0.002,0.021,0.020,ESE,1.1,0.003,0.016,0.017,NW ,1.6,0.002,0.010,0.019, S ,0.7,保守中,保守中,0.020,SE ,0.7
23/03/22 15:00,0.001,0.012,0.064,2.02,0.09,0.024,ESE,5.0,0.002,0.013,0.063,0.022,ESE,2.6,0.000,0.010,0.063,0.025,ESE,3.9,0.001,0.010,0.064,0.023,ESE,1.6,0.002,0.002,0.015,0.060,0.024, E ,2.1,0.002,0.021,0.023,SE ,1.2,0.005,0.021,0.026, S ,1.6,0.002,0.011,0.022, W ,0.4,保守中,保守中,0.023,SSE,0.4
