20/09/14 19:00,0.005,0.000,0.016,0.020,1.99,0.17,0.020,SE ,6.6,0.001,0.015,0.022,1.99,0.16,0.019, E ,3.4,0.005,0.001,0.014,0.019,0.020,ESE,3.5,0.005,0.002,0.014,0.019,0.016,ENE,2.0,0.006,0.001,0.014,0.020,1.97,0.12,0.011,ESE,3.1,0.006,0.024,0.017,ESE,1.2,0.003,0.017,0.019, S ,1.3,0.002,0.016,0.017,SW ,0.4,0.003,0.016,0.015,SSE,1.0
20/09/14 20:00,0.004,0.000,0.015,0.021,1.96,0.14,0.008,ESE,4.8,0.000,0.016,0.023,1.97,0.12,0.011, E ,3.2,0.005,0.000,0.011,0.021,0.009,ESE,4.2,0.005,0.001,0.012,0.021,0.011, E ,2.4,0.005,0.001,0.012,0.025,1.94,0.10,0.010, E ,4.0,0.002,0.020,0.008,ESE,1.1,0.003,0.016,0.009,WNW,1.5,0.002,0.015,0.010,WSW,0.3,0.002,0.014,0.011,SSE,1.1
20/09/14 21:00,0.004,0.000,0.014,0.023,1.95,0.11,0.013,SE ,4.8,0.000,0.013,0.026,1.97,0.11,0.010, E ,4.2,0.004,0.000,0.011,0.022,0.012,ESE,3.3,0.004,0.001,0.013,0.021,0.012, E ,2.1,0.004,0.001,0.012,0.025,1.94,0.07,0.009, E ,4.2,0.002,0.019,0.014,ESE,1.1,0.002,0.013,0.007, S ,1.2,0.002,0.013,0.013,SW ,0.5,0.001,0.015,0.014,SSE,0.7
20/09/14 22:00,0.004,0.000,0.014,0.021,1.95,0.10,0.011, E ,4.3,0.000,0.011,0.025,1.95,0.09,0.008, E ,3.7,0.004,0.001,0.011,0.021,0.014,SE ,1.7,0.004,0.000,0.014,0.018,0.013,ENE,1.6,0.004,0.001,0.012,0.022,1.94,0.06,0.008, E ,3.7,0.002,0.018,0.014,ESE,1.1,0.002,0.013,0.012,SSW,1.2,0.002,0.014,0.013,SSW,0.4,0.001,0.016,0.012, S ,0.7
20/09/14 23:00,0.003,0.000,0.013,0.022,1.96,0.09,0.009,ESE,3.5,0.000,0.010,0.026,1.94,0.07,0.009, E ,2.5,0.003,0.001,0.010,0.020,0.013,ESE,0.9,0.003,0.000,0.010,0.022,0.009,ENE,1.8,0.004,0.001,0.011,0.024,1.94,0.07,0.010,ENE,2.8,0.002,0.015,0.010,ESE,0.9,0.004,0.013,0.015,NNW,0.9,0.001,0.010,0.013,WSW,0.3,0.001,0.012,0.011,SE ,0.4
20/09/15 00:00,0.002,0.000,0.010,0.024,2.00,0.09,0.007, E ,3.1,0.000,0.009,0.028,1.94,0.07,0.007,ENE,2.9,0.003,0.000,0.008,0.022,0.009,ESE,0.8,0.002,0.000,0.007,0.024,0.007,ENE,1.4,0.003,0.000,0.008,0.027,2.00,0.06,0.006,NE ,3.2,0.001,0.013,0.008,SE ,1.0,0.002,0.009,0.012,NNW,0.9,0.001,0.008,0.009,WSW,0.4,0.001,0.010,0.011,ESE,0.8
20/09/15 01:00,0.002,0.000,0.010,0.024,1.96,0.08,0.006, E ,2.5,0.000,0.006,0.030,1.92,0.07,0.006,ENE,1.6,0.003,0.001,0.009,0.022,0.011, N ,0.7,0.002,0.000,0.007,0.025,0.008,NE ,1.8,0.003,0.001,0.009,0.026,2.00,0.05,0.007,ENE,3.3,0.001,0.012,0.008,ESE,0.8,0.001,0.009,0.009,NNW,1.0,0.001,0.008,0.007,WSW,0.3,0.001,0.008,0.009,ENE,1.6
20/09/15 02:00,0.002,0.000,0.010,0.023,1.95,0.08,0.007,ENE,1.8,0.000,0.006,0.030,1.92,0.07,0.007,ENE,0.9,0.002,0.000,0.007,0.023,0.008, C ,0.3,0.002,0.000,0.007,0.024,0.009,NE ,1.0,0.003,0.001,0.008,0.026,2.04,0.06,0.008,NE ,1.6,0.001,0.013,0.007,SSE,0.6,0.003,0.010,0.008,SSW,0.4,0.001,0.009,0.009, C ,0.1,0.001,0.007,0.006,ENE,1.4
20/09/15 03:00,0.002,0.000,0.014,0.018,1.97,0.09,0.006,ESE,1.5,0.000,0.006,0.027,1.93,0.07,0.006, C ,0.2,0.002,0.000,0.007,0.021,0.006, N ,1.3,0.002,0.000,0.010,0.019,0.007,ENE,1.0,0.003,0.001,0.014,0.019,1.98,0.07,0.005,NE ,1.4,0.001,0.017,0.007, E ,0.8,0.005,0.015,0.009, N ,0.7,0.001,0.011,0.008, C ,0.1,0.001,0.008,0.007, E ,0.6
20/09/15 04:00,0.002,0.000,0.021,0.011,1.97,0.10,0.007, N ,0.9,0.000,0.008,0.023,1.94,0.09,0.008, N ,1.5,0.002,0.000,0.006,0.020,0.008, N ,0.9,0.002,0.001,0.013,0.015,0.007,ENE,0.6,0.003,0.003,0.018,0.013,1.97,0.07,0.007,NE ,1.2,0.006,0.024,0.005, C ,0.2,0.004,0.012,0.009,NNW,0.8,0.001,0.015,0.008, C ,0.0,0.001,0.010,0.005,SE ,0.4
20/09/15 05:00,0.002,0.001,0.014,0.013,2.11,0.17,0.010,NNW,1.2,0.000,0.011,0.018,1.96,0.11,0.007,NW ,1.2,0.003,0.000,0.010,0.013,0.009,NW ,1.2,0.002,0.002,0.020,0.007,0.009,WNW,1.1,0.003,0.003,0.020,0.011,1.97,0.09,0.009, N ,2.0,0.018,0.026,0.012,NNW,0.3,0.007,0.016,0.010,NNW,0.8,0.005,0.022,0.008,WSW,0.5,0.002,0.014,0.009, E ,0.4
20/09/15 06:00,0.002,0.004,0.021,0.008,2.08,0.17,0.008, E ,1.7,0.001,0.012,0.019,1.97,0.12,0.006, N ,1.0,0.002,0.001,0.012,0.012,0.006, N ,1.0,0.002,0.003,0.018,0.008,0.008,NE ,1.0,0.003,0.006,0.023,0.008,1.99,0.10,0.011,NE ,1.4,0.026,0.030,0.009,SE ,0.4,0.008,0.018,0.008,NW ,1.0,0.013,0.020,0.009,ENE,0.3,0.004,0.018,0.009,ENE,1.1
20/09/15 07:00,0.002,0.005,0.020,0.010,2.02,0.14,0.007, E ,1.7,0.002,0.012,0.021,1.97,0.11,0.005, N ,1.5,0.003,0.001,0.011,0.015,0.006, N ,1.8,0.003,0.013,0.025,0.004,0.011,NE ,1.3,0.003,0.010,0.022,0.008,1.99,0.08,0.007,NNE,1.4,0.020,0.027,0.009,ESE,0.7,0.028,0.019,0.009,NW ,1.1,0.027,0.028,0.009,NE ,0.3,0.008,0.018,0.009,ESE,0.6
20/09/15 08:00,0.002,0.005,0.015,0.015,1.98,0.11,0.008, E ,3.4,0.003,0.011,0.021,1.98,0.11,0.007,NE ,2.9,0.003,0.002,0.011,0.016,0.005, E ,1.2,0.002,0.006,0.017,0.011,0.007,NE ,1.8,0.004,0.012,0.020,0.010,1.99,0.08,0.006,ENE,2.8,0.010,0.021,0.006,SSW,0.9,0.022,0.020,0.007,NNW,1.0,0.008,0.017,0.007,ENE,0.7,0.006,0.015,0.011, E ,0.9
20/09/15 09:00,0.003,0.008,0.014,0.020,1.96,0.10,0.006,ENE,2.6,0.003,0.009,0.029,1.96,0.09,0.004, E ,2.2,0.003,0.005,0.013,0.018,0.009,ESE,1.1,0.003,0.007,0.013,0.018,0.006,ENE,1.6,0.004,0.012,0.016,0.017,1.99,0.10,0.008,NE ,2.5,0.008,0.020,0.006,SW ,0.8,0.015,0.018,0.005,NNW,1.9,0.011,0.018,0.007,NNE,0.6,0.007,0.013,0.007, E ,0.8
20/09/15 10:00,0.002,0.007,0.014,0.021,2.00,0.14,0.006, E ,1.5,0.004,0.011,0.030,1.97,0.10,0.007,NE ,1.0,0.003,0.004,0.012,0.022,0.006,ESE,1.1,0.003,0.006,0.015,0.019,0.006,NE ,1.7,0.003,0.009,0.017,0.019,2.00,0.10,0.010,ENE,1.9,0.009,0.023,0.008,SE ,0.8,0.013,0.017,0.007,NNW,1.0,0.008,0.016,0.007,SSW,0.3,0.012,0.015,0.006, E ,0.7
20/09/15 11:00,0.002,0.008,0.016,0.023,2.00,0.15,0.006, E ,2.1,0.005,0.013,0.031,1.98,0.11,0.008,ENE,1.8,0.003,0.005,0.014,0.023,0.007,ENE,0.9,0.003,0.008,0.017,0.020,0.009,ENE,1.9,0.003,0.007,0.014,保守中,2.05,0.11,0.010,ENE,2.3,0.011,0.026,0.008,ENE,0.8,0.016,0.019,0.006,NNW,1.5,0.009,0.019,0.007,ESE,0.6,0.013,0.017,0.009,ENE,2.1
20/09/15 12:00,0.002,0.005,0.014,0.033,2.06,0.13,0.008, E ,2.6,0.006,0.016,0.034,2.01,0.12,0.010,ESE,2.1,0.004,0.004,0.014,0.030,0.015,SE ,1.5,0.003,0.003,0.010,0.036,0.011,ENE,1.7,保守中,保守中,保守中,0.033,保守中,保守中,保守中,ENE,1.6,0.006,0.025,0.010,SSE,0.6,0.014,0.021,0.009, S ,1.1,0.005,0.013,0.010,SW ,0.4,保守中,保守中,0.008,ESE,1.1
20/09/15 13:00,0.003,0.002,0.009,0.048,2.03,0.12,0.012,SE ,4.3,0.002,0.012,0.051,2.07,0.13,0.011,SE ,3.4,0.004,0.001,0.010,0.047,0.011,ESE,2.5,0.004,0.001,0.008,0.048,0.011, E ,2.2,保守中,保守中,保守中,0.047,保守中,保守中,保守中, E ,2.2,0.003,0.022,0.012,SE ,1.0,0.008,0.018,0.011,NNW,1.6,0.003,0.012,0.012,SSW,0.4,0.006,0.015,0.011,ESE,0.7
20/09/15 14:00,0.004,0.001,0.009,0.059,1.95,0.11,0.010,SE ,3.6,0.001,0.009,0.059,1.99,0.10,0.011,ESE,1.9,0.005,0.004,0.014,0.049,0.013,SE ,2.0,0.005,0.001,0.010,0.052,0.012, E ,1.6,0.003,0.002,0.012,0.051,1.95,0.10,保守中, E ,2.8,0.002,0.022,0.014,ESE,1.0,0.006,0.019,0.009, S ,1.3,0.002,0.011,0.010,SW ,0.3,0.002,0.011,0.011, S ,0.6
20/09/15 15:00,0.004,0.001,0.010,0.058,1.95,0.13,0.013,SE ,3.7,0.001,0.010,0.058,2.05,0.14,0.010,SE ,2.6,0.005,0.001,0.009,0.055,0.014,SE ,2.2,0.005,0.001,0.011,0.053,0.011,ESE,1.8,0.002,0.002,0.012,0.050,1.94,0.11,保守中, E ,2.8,0.002,0.027,0.013,ESE,0.6,0.007,0.021,0.012, S ,1.7,0.002,0.013,0.012,SSW,0.3,0.003,0.014,0.012, S ,0.6
20/09/15 16:00,0.003,0.001,0.009,0.052,1.94,0.11,0.009,SE ,4.0,0.001,0.011,0.057,2.07,0.15,0.009,ESE,2.2,0.004,0.001,0.010,0.050,0.013,ESE,2.4,0.004,0.002,0.012,0.047,0.011,ENE,1.5,0.003,0.002,0.014,0.042,1.94,0.13,保守中, E ,2.2,0.002,0.025,0.011,ESE,0.7,0.006,0.023,0.015, S ,1.3,0.002,0.016,0.010, C ,0.2,0.002,0.016,0.012,SSE,0.6
20/09/15 17:00,0.003,0.001,0.012,0.040,1.94,0.12,0.012,SE ,4.3,0.001,0.014,0.044,2.05,0.16,0.011, E ,2.4,0.004,0.004,0.011,0.038,0.013,ESE,2.2,0.004,0.001,0.012,0.036,0.012, E ,1.4,0.003,0.002,0.013,0.036,1.94,0.17,保守中,SE ,3.4,0.004,0.028,0.012,ESE,0.9,0.007,0.022,0.011, S ,1.2,0.002,0.015,0.012,SW ,0.4,0.002,0.014,0.014,SSE,1.5
20/09/15 18:00,0.004,0.000,0.015,0.029,1.99,0.15,0.014,SSE,5.2,0.001,0.014,0.035,2.04,0.14,0.012,SSE,3.0,0.003,0.001,0.011,0.032,0.018,ESE,3.4,0.003,0.002,0.013,0.028,0.016,SE ,1.4,0.006,0.001,0.018,0.026,1.97,0.16,0.023,SE ,3.4,0.004,0.026,0.018, E ,0.5,0.004,0.018,0.017, S ,1.8,0.003,0.014,0.015,WSW,0.3,0.004,0.014,0.014, S ,2.1
20/09/15 19:00,0.004,0.000,0.015,0.023,1.98,0.15,0.018,SSE,3.1,0.000,0.014,0.027,1.98,0.14,0.012,SSE,2.1,0.005,0.001,0.015,0.022,0.015,SSE,2.2,0.003,0.002,0.014,0.021,0.014,SE ,0.6,0.006,0.001,0.017,0.021,1.96,0.16,0.015,SE ,3.2,0.010,0.025,0.015,ESE,0.6,0.004,0.020,0.015, S ,2.4,0.002,0.017,0.014, C ,0.2,0.004,0.012,0.014,SSE,1.3
20/09/15 20:00,0.003,0.000,0.013,0.020,1.99,0.16,0.015,ESE,2.6,0.000,0.012,0.025,1.97,0.14,0.010,SE ,2.2,0.004,0.000,0.013,0.019,0.017,ESE,1.5,0.003,0.002,0.014,0.017,0.014, E ,1.0,0.005,0.001,0.015,0.019,1.95,0.15,0.018, E ,2.3,0.007,0.022,0.012,ESE,1.0,0.005,0.019,0.017, S ,0.9,0.002,0.014,0.016, C ,0.1,0.006,0.017,0.013,SE ,0.5
20/09/15 21:00,0.003,0.000,0.015,0.019,1.96,0.14,0.014,ESE,3.0,0.001,0.013,0.023,1.96,0.12,0.013, E ,2.5,0.004,0.000,0.013,0.018,0.015,ESE,1.4,0.004,0.001,0.015,0.016,0.016,ENE,1.1,0.003,0.001,0.012,0.023,1.93,0.11,0.015, E ,2.3,0.002,0.019,0.012,ESE,0.8,0.012,0.021,0.015,NW ,0.8,0.002,0.015,0.015, C ,0.2,0.001,0.016,0.016,SSE,0.5
20/09/15 22:00,0.003,0.001,0.017,0.016,1.98,0.12,0.017, E ,2.8,0.000,0.017,0.018,1.97,0.10,0.015,ENE,2.4,0.003,0.000,0.013,0.016,0.016,SE ,0.5,0.004,0.001,0.015,0.016,0.014,ENE,1.4,0.004,0.001,0.017,0.017,2.02,0.11,0.014,ENE,1.9,0.002,0.020,0.015,SSE,0.6,0.026,0.013,0.014,NNE,0.8,0.001,0.014,0.016,SSW,0.4,0.001,0.016,0.014,ESE,0.7
20/09/15 23:00,0.004,0.001,0.023,0.011,2.00,0.13,0.016, E ,2.6,0.001,0.019,0.016,1.94,0.11,0.014,ENE,2.1,0.004,0.001,0.019,0.011,0.016,SE ,1.0,0.003,0.000,0.014,0.015,0.013,ENE,1.5,0.005,0.001,0.017,0.016,2.11,0.10,0.017,ENE,1.9,0.004,0.026,0.020,SE ,0.6,0.016,0.020,0.016,NW ,0.7,0.001,0.015,0.018, C ,0.2,0.003,0.019,0.015,ESE,0.6
20/09/16 00:00,0.004,0.001,0.019,0.014,1.98,0.12,0.015, E ,3.1,0.000,0.015,0.021,1.94,0.11,0.013,ENE,2.1,0.004,0.001,0.017,0.012,0.015, S ,0.7,0.003,0.001,0.014,0.015,0.013,NE ,1.2,0.004,0.001,0.015,0.018,2.01,0.09,0.015,ENE,2.9,0.002,0.021,0.013,SSE,1.0,0.012,0.020,0.017, N ,0.9,0.001,0.014,0.014,SW ,0.4,0.006,0.021,0.017,ESE,0.8
20/09/16 01:00,0.003,0.000,0.016,0.016,1.97,0.10,0.015, E ,3.0,0.000,0.009,0.025,1.93,0.09,0.011,ENE,2.0,0.004,0.000,0.015,0.013,0.013, S ,0.5,0.002,0.000,0.011,0.017,0.013,NE ,1.6,0.003,0.001,0.011,0.020,2.00,0.08,0.012,ENE,2.7,0.002,0.018,0.015, S ,0.8,0.012,0.017,0.017,NNW,1.2,0.001,0.012,0.014,ENE,0.6,0.003,0.015,0.013, E ,1.2
20/09/16 02:00,0.003,0.000,0.015,0.015,1.96,0.09,0.015, E ,2.0,0.000,0.009,0.024,1.92,0.09,0.011,ENE,1.6,0.003,0.000,0.012,0.015,0.016,SE ,0.5,0.002,0.001,0.012,0.016,0.013,ENE,1.0,0.003,0.001,0.012,0.018,2.02,0.09,0.009,NE ,1.3,0.001,0.017,0.013,ESE,0.6,0.009,0.014,0.019, N ,0.8,0.001,0.012,0.016, C ,0.2,0.001,0.009,0.015,ENE,1.6
20/09/16 03:00,0.003,0.000,0.016,0.015,1.96,0.09,0.015,ENE,1.7,0.000,0.009,0.024,1.93,0.08,0.010,NE ,1.4,0.003,0.000,0.010,0.016,0.022,NE ,0.6,0.002,0.000,0.015,0.013,0.013,NE ,1.4,0.003,0.001,0.014,0.017,1.98,0.08,0.009,NNE,3.1,0.001,0.017,0.014,SSE,0.5,0.008,0.013,0.014,NNW,1.5,0.002,0.017,0.017, C ,0.2,0.001,0.012,0.014, E ,0.9
20/09/16 04:00,0.002,0.000,0.015,0.016,1.95,0.09,0.012,ENE,2.3,0.000,0.007,0.025,1.94,0.08,0.011,NNE,1.4,0.002,0.000,0.007,0.019,0.014, C ,0.3,0.002,0.000,0.010,0.018,0.012,NE ,1.5,0.003,0.001,0.013,0.018,1.97,0.07,0.012,NNE,2.6,0.002,0.017,0.014,SE ,0.7,0.001,0.011,0.013, N ,1.1,0.001,0.011,0.015,ENE,0.7,0.002,0.011,0.013,ENE,2.2
20/09/16 05:00,0.002,0.001,0.012,0.017,1.95,0.09,0.014,NE ,2.4,0.000,0.008,0.023,1.94,0.09,0.012,NNE,2.0,0.002,0.000,0.008,0.018,0.012,NE ,1.0,0.002,0.001,0.016,0.012,0.013,NE ,1.6,0.003,0.002,0.015,0.014,1.96,0.08,0.012,NNE,2.9,0.004,0.017,0.012,SE ,0.6,0.001,0.010,0.015,NNW,0.9,0.004,0.018,0.015,SSE,0.6,0.003,0.014,0.016, E ,1.5
20/09/16 06:00,0.002,0.001,0.017,0.012,1.96,0.10,0.014, E ,1.3,0.000,0.010,0.020,1.95,0.09,0.011,NE ,0.9,0.003,0.000,0.009,0.015,0.015,NE ,0.6,0.002,0.001,0.017,0.009,0.013,NE ,1.3,0.003,0.005,0.018,0.011,1.96,0.07,0.011,NE ,2.3,0.005,0.020,0.014,SSW,0.4,0.005,0.015,0.015,NNW,1.3,0.004,0.020,0.016, E ,0.4,0.002,0.012,0.014,ESE,0.7
20/09/16 07:00,0.003,0.004,0.018,0.012,1.96,0.11,0.016,ENE,1.4,0.002,0.012,0.019,1.95,0.10,0.012,NNE,1.5,0.003,0.002,0.012,0.014,0.015, N ,0.8,0.002,0.004,0.018,0.010,0.011,ENE,1.0,0.004,0.010,0.023,0.008,1.97,0.08,0.013,NNE,2.0,0.009,0.023,0.014,SE ,0.8,0.010,0.017,0.014,NW ,0.9,0.007,0.020,0.015, C ,0.2,0.006,0.017,0.016,ENE,1.3
20/09/16 08:00,0.003,0.006,0.020,0.012,1.96,0.12,0.011, E ,1.2,0.003,0.014,0.019,1.96,0.12,0.013,NNE,1.1,0.003,0.002,0.013,0.014,0.015,ESE,0.5,0.003,0.010,0.023,0.007,0.012,NE ,1.0,0.004,0.017,0.026,0.008,1.97,0.10,0.014,NNE,2.2,0.013,0.026,0.013,ESE,0.8,0.016,0.021,0.012,NW ,0.6,0.013,0.024,0.014, C ,0.2,0.007,0.019,0.014,ENE,1.6
20/09/16 09:00,0.002,0.008,0.020,0.013,2.00,0.37,0.013,NE ,1.1,0.005,0.015,0.021,1.97,0.13,0.010,NNE,1.6,0.003,0.006,0.018,0.012,0.014,NE ,0.8,0.003,0.011,0.023,0.009,0.011,NE ,1.6,0.004,0.017,0.025,0.010,1.97,0.11,0.012,NNE,2.3,0.013,0.027,0.017,SSE,0.6,0.021,0.023,0.015, N ,0.9,0.014,0.023,0.016,NE ,1.0,0.019,0.021,0.013,NE ,2.0
20/09/16 10:00,0.003,0.012,0.024,0.012,2.00,0.31,0.012, E ,2.3,0.007,0.018,0.022,1.98,0.15,0.015, E ,1.2,0.003,0.005,0.018,0.014,0.015,NE ,0.7,0.003,0.012,0.025,0.010,0.013,NNE,1.3,0.004,0.017,0.026,0.012,1.98,0.15,0.013,NNE,3.1,0.018,0.031,0.012,SSW,0.7,0.022,0.025,0.016,NNW,1.5,0.013,0.025,0.015,NE ,0.9,0.019,0.026,0.013, E ,1.0
20/09/16 11:00,保守中,保守中,保守中,保守中,保守中,保守中,0.014,NNE,1.3,0.009,0.021,0.023,2.01,0.19,0.016,NNE,1.9,0.004,0.011,0.022,0.014,0.015, N ,1.0,0.003,0.012,0.024,0.013,0.010,ENE,1.2,0.004,0.013,0.024,0.017,2.02,0.11,0.015,NE ,1.8,0.013,0.030,0.013,SE ,0.6,0.033,0.029,0.014,NNW,1.2,0.015,0.026,0.013, C ,0.2,0.013,0.023,0.012, E ,0.8
20/09/16 12:00,保守中,保守中,保守中,0.019,2.06,0.17,0.010, E ,1.8,0.008,0.020,0.027,2.00,0.17,0.012,NNW,1.5,0.004,0.004,0.021,0.019,0.014,WNW,0.6,0.003,0.007,0.022,0.017,0.011,NE ,1.1,0.004,0.013,0.026,0.018,2.02,0.13,0.011, N ,1.7,0.011,0.034,0.012,SSW,0.3,0.024,0.029,0.014,NNW,0.9,0.010,0.025,0.012,NE ,0.6,0.013,0.026,0.014,NE ,1.0
20/09/16 13:00,0.002,0.006,0.021,0.026,2.06,0.19,0.014,ENE,1.3,0.005,0.020,0.031,2.03,0.18,0.013, E ,0.6,0.004,0.004,0.020,0.024,0.012,ESE,0.7,0.003,0.007,0.021,0.023,0.008, N ,1.1,0.003,0.011,0.026,0.023,1.99,0.12,0.009,NE ,2.0,0.008,0.030,0.014, S ,0.5,0.015,0.026,0.012,WNW,1.1,0.009,0.025,0.011,ENE,0.4,0.020,0.033,0.011, E ,0.7
20/09/16 14:00,0.002,0.005,0.021,0.035,2.00,0.15,0.012,ENE,1.8,0.004,0.018,0.040,2.06,0.19,0.012,NE ,1.7,0.004,0.011,0.026,0.024,0.010,NNE,1.2,0.003,0.004,0.020,0.032,0.011,ENE,1.2,0.003,0.005,0.020,0.039,2.00,0.11,0.013,ESE,1.5,保守中,保守中,0.010,WSW,0.6,0.010,0.027,0.010, S ,1.5,0.006,0.022,0.011,NE ,0.7,0.005,0.020,0.012, E ,1.1
20/09/16 15:00,0.002,0.002,0.015,0.050,2.02,0.12,0.015,ENE,3.0,0.002,0.015,0.049,1.96,0.11,0.012,NE ,1.6,0.004,0.003,0.017,0.040,0.013,SSE,1.0,0.004,0.001,0.013,0.050,0.016,ESE,1.4,0.003,0.003,0.016,0.050,2.08,0.12,0.016, E ,1.9,保守中,保守中,0.015,SSE,0.8,0.007,0.024,0.014, S ,1.4,0.003,0.017,0.017,SSE,0.4,0.002,0.015,0.016, E ,1.0
20/09/16 16:00,0.002,0.001,0.012,0.057,2.01,0.12,0.017,SE ,2.9,0.001,0.015,0.056,2.01,0.11,0.022, E ,2.3,0.004,0.002,0.012,0.052,0.018,SE ,1.8,0.004,0.001,0.009,0.054,0.014,ENE,1.2,0.003,0.002,0.014,0.051,1.96,0.10,0.013, E ,2.2,0.002,0.028,0.017,ESE,0.7,0.006,0.023,0.018,SW ,1.0,0.001,0.011,0.016,SSW,0.4,0.001,0.011,0.016,ESE,0.6
20/09/16 17:00,0.002,0.001,0.010,0.051,1.95,0.11,0.015,ESE,3.4,0.001,0.016,0.054,2.05,0.15,0.019,ESE,1.6,0.005,0.005,0.016,0.050,0.020,SE ,2.1,0.004,0.001,0.011,0.047,0.014,ENE,1.0,0.003,0.002,0.018,0.041,1.95,0.10,0.018, E ,2.1,0.003,0.027,0.017,ESE,0.8,0.006,0.023,0.016,NNW,1.0,0.002,0.012,0.016, C ,0.2,0.001,0.010,0.012,SSE,0.5
20/09/16 18:00,0.002,0.000,0.013,0.041,1.94,0.12,0.018,SE ,3.9,0.001,0.014,0.049,2.03,0.16,0.013,ESE,1.4,0.004,0.001,0.012,0.042,0.016,ESE,2.2,0.003,0.001,0.013,0.039,0.017, E ,1.9,0.004,0.001,0.017,0.035,1.95,0.13,0.020,SE ,2.9,0.002,0.025,0.015,ESE,1.0,0.005,0.021,0.014, S ,1.8,0.002,0.017,0.019,SW ,0.3,0.001,0.013,0.015, S ,1.0
20/09/16 19:00,0.003,0.000,0.016,0.027,2.01,0.15,0.020,SE ,5.0,0.001,0.018,0.030,2.02,0.15,0.014,ESE,2.5,0.003,0.000,0.011,0.030,0.018,ESE,2.3,0.002,0.002,0.010,0.028,0.017,ESE,1.5,0.004,0.001,0.018,0.025,1.98,0.10,0.021, E ,2.9,0.006,0.029,0.015,ESE,1.0,0.003,0.015,0.015, S ,1.5,0.002,0.011,0.017, W ,0.3,0.004,0.011,0.013, S ,1.6
20/09/16 20:00,0.002,0.000,0.012,0.026,1.97,0.13,0.015,SSE,2.2,0.001,0.013,0.028,2.00,0.16,0.014,SSE,1.4,0.002,0.000,0.011,0.023,0.017,SE ,1.6,0.001,0.002,0.011,0.022,0.012,SSE,0.6,0.003,0.002,0.014,0.023,1.95,0.09,0.021,SSE,1.5,0.005,0.022,0.019, C ,0.1,0.005,0.016,0.013, S ,1.6,0.002,0.010,0.013, C ,0.0,0.004,0.010,0.013,SSE,1.5
20/09/16 21:00,0.003,0.000,0.014,0.021,1.97,0.15,0.013,SSE,2.0,0.001,0.013,0.024,1.98,0.22,0.010, S ,1.3,0.002,0.000,0.013,0.022,0.011,SSE,1.0,0.001,0.001,0.011,0.023,0.011,SSE,0.5,0.004,0.001,0.018,0.016,1.97,0.09,0.010,SSE,1.9,0.004,0.018,0.011, C ,0.1,0.004,0.019,0.011, S ,1.3,0.001,0.013,0.011, C ,0.2,0.003,0.014,0.014,SSE,1.2
20/09/16 22:00,0.003,0.000,0.014,0.020,1.97,0.13,0.015,SSE,1.4,0.000,0.013,0.026,2.01,0.16,0.011,SSE,1.4,0.002,0.000,0.013,0.020,0.013,SSE,1.0,0.001,0.001,0.011,0.020,0.010, C ,0.3,0.004,0.001,0.015,0.019,1.97,0.09,0.008, S ,1.1,0.005,0.020,0.014, C ,0.1,0.006,0.020,0.013, S ,1.2,0.001,0.012,0.013, C ,0.1,0.002,0.010,0.012,SSE,0.8
20/09/16 23:00,0.002,0.000,0.009,0.029,1.97,0.10,0.007,SE ,1.8,0.001,0.010,0.027,1.98,0.13,0.008, E ,1.3,0.003,0.000,0.012,0.021,0.012,ESE,1.4,0.001,0.001,0.009,0.025,0.011,ENE,0.6,0.003,0.000,0.008,0.029,1.95,0.09,0.004,SE ,1.1,0.002,0.018,0.009, E ,0.8,0.004,0.016,0.013,SW ,0.5,0.001,0.009,0.010, C ,0.0,0.003,0.011,0.008, S ,0.3
20/09/17 00:00,0.002,0.000,0.013,0.024,2.01,0.11,0.011, C ,0.2,0.001,0.013,0.028,1.98,0.11,0.009, C ,0.4,0.002,0.000,0.011,0.023,0.011, C ,0.4,0.001,0.000,0.009,0.024,0.008, C ,0.4,0.004,0.001,0.014,0.020,1.96,0.10,0.020,ESE,1.1,0.002,0.020,0.012, C ,0.1,0.004,0.018,0.010,SW ,0.3,0.001,0.013,0.009, C ,0.0,0.003,0.017,0.014, C ,0.0
20/09/17 01:00,0.003,0.000,0.017,0.015,2.16,0.20,0.013, C ,0.1,0.000,0.013,0.024,1.98,0.12,0.009, C ,0.3,0.003,0.000,0.013,0.017,0.013,NNW,0.6,0.002,0.000,0.012,0.020,0.013, C ,0.1,0.003,0.001,0.016,0.014,2.08,0.10,0.018,NNE,1.1,0.003,0.021,0.014, C ,0.1,0.006,0.025,0.010,WNW,0.3,0.004,0.020,0.012, C ,0.1,0.001,0.014,0.015, E ,0.3
20/09/17 02:00,0.003,0.001,0.025,0.006,2.16,0.19,0.016, E ,0.5,0.000,0.015,0.019,1.97,0.15,0.011, C ,0.2,0.003,0.001,0.015,0.012,0.013, C ,0.2,0.002,0.001,0.020,0.007,0.017,ENE,0.6,0.003,0.002,0.021,0.009,2.04,0.14,0.017,ENE,1.1,0.005,0.026,0.015, E ,0.4,0.005,0.021,0.011,NW ,0.4,0.003,0.023,0.016, C ,0.0,0.002,0.018,0.017, C ,0.2
