スポット名,カテゴリ,緯度,経度,地域,クリック数
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,海外,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,不明,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,茨城,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,埼玉,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,新潟,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,長野,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,岐阜,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,愛知,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,三重,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,島根,1
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,鹿児島,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,不明,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,海外,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,茨城,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,群馬,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,福井,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,大阪,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,兵庫,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,鳥取,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,香川,1
小泉八雲旧居跡,史跡,139.7172332,35.69138698,福岡,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,不明,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,富山,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,山梨,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,長野,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,岐阜,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,愛知,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,兵庫,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,島根,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,福岡,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,熊本,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,海外,1
小泉八雲終焉の地,史跡,139.7052866,35.69911561,海外,1
松の湯,銭湯,139.6839416,35.71083348,不明,1
松の湯,銭湯,139.6839416,35.71083348,宮城,1
松の湯,銭湯,139.6839416,35.71083348,山形,1
松の湯,銭湯,139.6839416,35.71083348,福島,1
松の湯,銭湯,139.6839416,35.71083348,栃木,1
松の湯,銭湯,139.6839416,35.71083348,福井,1
松の湯,銭湯,139.6839416,35.71083348,長野,1
松の湯,銭湯,139.6839416,35.71083348,静岡,1
松の湯,銭湯,139.6839416,35.71083348,愛知,1
松の湯,銭湯,139.6839416,35.71083348,三重,1
松の湯,銭湯,139.6839416,35.71083348,岡山,1
松の湯,銭湯,139.6839416,35.71083348,鹿児島,1
松井須磨子の墓,史跡,139.7271574,35.70304499,海外,1
松井須磨子の墓,史跡,139.7271574,35.70304499,青森,1
松井須磨子の墓,史跡,139.7271574,35.70304499,山形,1
松井須磨子の墓,史跡,139.7271574,35.70304499,福島,1
松井須磨子の墓,史跡,139.7271574,35.70304499,栃木,1
松井須磨子の墓,史跡,139.7271574,35.70304499,神奈川,1
松井須磨子の墓,史跡,139.7271574,35.70304499,新潟,1
松井須磨子の墓,史跡,139.7271574,35.70304499,山梨,1
松井須磨子の墓,史跡,139.7271574,35.70304499,静岡,1
松井須磨子の墓,史跡,139.7271574,35.70304499,愛知,1
松井須磨子の墓,史跡,139.7271574,35.70304499,和歌山,1
松井須磨子の墓,史跡,139.7271574,35.70304499,鳥取,1
松井須磨子の墓,史跡,139.7271574,35.70304499,島根,1
松井須磨子の墓,史跡,139.7271574,35.70304499,鹿児島,1
消防博物館,文化施設・博物館,139.7199476,35.68816722,福井,1
消防博物館,文化施設・博物館,139.7199476,35.68816722,静岡,1
消防博物館,文化施設・博物館,139.7199476,35.68816722,三重,1
消防博物館,文化施設・博物館,139.7199476,35.68816722,大阪,1
消防博物館,文化施設・博物館,139.7199476,35.68816722,沖縄,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,海外,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,青森,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,神奈川,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,長野,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,岡山,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,香川,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,愛媛,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,福岡,1
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,海外,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,宮城,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,新潟,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,福井,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,山梨,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,長野,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,京都,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,大阪,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,広島,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,香川,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,愛媛,1
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,鹿児島,1
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,青森,1
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,宮城,1
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,大阪,1
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,広島,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,山形,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,茨城,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,岐阜,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,広島,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,愛媛,1
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,鹿児島,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,茨城,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,福井,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,山梨,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,岐阜,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,静岡,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,奈良,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,大分,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,沖縄,1
新宿御苑,文化施設・博物館,139.7065312,35.68895148,海外,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,海外,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,茨城,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,栃木,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,群馬,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,新潟,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,長野,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,岐阜,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,岡山,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,徳島,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,香川,1
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,海外,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,海外,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,岐阜,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,愛知,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,宮崎,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,沖縄,1
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,海外,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,海外,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,海外,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,山形,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,新潟,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,福井,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,大阪,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,奈良,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,愛媛,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,長崎,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,海外,1
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,海外,1
諏訪神社,寺社,139.7076738,35.70904324,海外,1
諏訪神社,寺社,139.7076738,35.70904324,海外,1
諏訪神社,寺社,139.7076738,35.70904324,秋田,1
諏訪神社,寺社,139.7076738,35.70904324,栃木,1
諏訪神社,寺社,139.7076738,35.70904324,群馬,1
諏訪神社,寺社,139.7076738,35.70904324,新潟,1
諏訪神社,寺社,139.7076738,35.70904324,岐阜,1
諏訪神社,寺社,139.7076738,35.70904324,三重,1
諏訪神社,寺社,139.7076738,35.70904324,島根,1
諏訪神社,寺社,139.7076738,35.70904324,広島,1
諏訪神社,寺社,139.7076738,35.70904324,沖縄,1
諏訪神社,寺社,139.7076738,35.70904324,海外,1
諏訪神社,寺社,139.7076738,35.70904324,海外,1
水道碑記,史跡,139.7151035,35.68747445,福島,1
水道碑記,史跡,139.7151035,35.68747445,新潟,1
水道碑記,史跡,139.7151035,35.68747445,静岡,1
水道碑記,史跡,139.7151035,35.68747445,福岡,1
水道碑記,史跡,139.7151035,35.68747445,沖縄,1
世界湯,銭湯,139.6996003,35.71467517,宮城,1
世界湯,銭湯,139.6996003,35.71467517,山形,1
世界湯,銭湯,139.6996003,35.71467517,神奈川,1
世界湯,銭湯,139.6996003,35.71467517,石川,1
世界湯,銭湯,139.6996003,35.71467517,岐阜,1
世界湯,銭湯,139.6996003,35.71467517,静岡,1
世界湯,銭湯,139.6996003,35.71467517,三重,1
世界湯,銭湯,139.6996003,35.71467517,奈良,1
世界湯,銭湯,139.6996003,35.71467517,鳥取,1
世界湯,銭湯,139.6996003,35.71467517,岡山,1
世界湯,銭湯,139.6996003,35.71467517,徳島,1
世界湯,銭湯,139.6996003,35.71467517,福岡,1
世界湯,銭湯,139.6996003,35.71467517,鹿児島,1
世界湯,銭湯,139.6996003,35.71467517,海外,1
成子天神社,寺社,139.6923852,35.69616627,不明,1
成子天神社,寺社,139.6923852,35.69616627,宮城,1
成子天神社,寺社,139.6923852,35.69616627,福島,1
成子天神社,寺社,139.6923852,35.69616627,栃木,1
成子天神社,寺社,139.6923852,35.69616627,埼玉,1
成子天神社,寺社,139.6923852,35.69616627,奈良,1
成子天神社,寺社,139.6923852,35.69616627,和歌山,1
成子天神社,寺社,139.6923852,35.69616627,島根,1
成子天神社,寺社,139.6923852,35.69616627,徳島,1
成子天神社,寺社,139.6923852,35.69616627,福岡,1
成子天神社,寺社,139.6923852,35.69616627,鹿児島,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,海外,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,茨城,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,群馬,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,福井,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,山梨,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,三重,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,鳥取,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,岡山,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,鹿児島,1
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,沖縄,1
西迎寺,寺社,139.7208917,35.69128677,海外,1
西迎寺,寺社,139.7208917,35.69128677,岩手,1
西迎寺,寺社,139.7208917,35.69128677,栃木,1
西迎寺,寺社,139.7208917,35.69128677,山梨,1
西迎寺,寺社,139.7208917,35.69128677,長野,1
西迎寺,寺社,139.7208917,35.69128677,静岡,1
西迎寺,寺社,139.7208917,35.69128677,愛知,1
西迎寺,寺社,139.7208917,35.69128677,和歌山,1
西迎寺,寺社,139.7208917,35.69128677,香川,1
西迎寺,寺社,139.7208917,35.69128677,沖縄,1
西迎寺,寺社,139.7208917,35.69128677,海外,1
西向天神社,寺社,139.7112572,35.69627083,海外,1
西向天神社,寺社,139.7112572,35.69627083,海外,1
西向天神社,寺社,139.7112572,35.69627083,岩手,1
西向天神社,寺社,139.7112572,35.69627083,茨城,1
西向天神社,寺社,139.7112572,35.69627083,島根,1
西向天神社,寺社,139.7112572,35.69627083,岡山,1
西向天神社,寺社,139.7112572,35.69627083,広島,1
西向天神社,寺社,139.7112572,35.69627083,愛媛,1
西向天神社,寺社,139.7112572,35.69627083,長崎,1
西向天神社,寺社,139.7112572,35.69627083,熊本,1
西向天神社,寺社,139.7112572,35.69627083,海外,1
西念寺,寺社,139.7254407,35.68463797,青森,1
西念寺,寺社,139.7254407,35.68463797,埼玉,1
西念寺,寺社,139.7254407,35.68463797,静岡,1
西念寺,寺社,139.7254407,35.68463797,岡山,1
西念寺,寺社,139.7254407,35.68463797,徳島,1
西念寺,寺社,139.7254407,35.68463797,長崎,1
西念寺,寺社,139.7254407,35.68463797,沖縄,1
西念寺,寺社,139.7254407,35.68463797,海外,1
西念寺,寺社,139.7254407,35.68463797,海外,1
西條八十旧居跡,史跡,139.6941394,35.6983968,不明,1
西條八十旧居跡,史跡,139.6941394,35.6983968,宮城,1
西條八十旧居跡,史跡,139.6941394,35.6983968,茨城,1
西條八十旧居跡,史跡,139.6941394,35.6983968,栃木,1
西條八十旧居跡,史跡,139.6941394,35.6983968,静岡,1
西條八十旧居跡,史跡,139.6941394,35.6983968,兵庫,1
西條八十旧居跡,史跡,139.6941394,35.6983968,和歌山,1
西條八十旧居跡,史跡,139.6941394,35.6983968,鳥取,1
西條八十旧居跡,史跡,139.6941394,35.6983968,岡山,1
西條八十旧居跡,史跡,139.6941394,35.6983968,広島,1
西條八十旧居跡,史跡,139.6941394,35.6983968,海外,1
赤城神社,寺社,139.7360301,35.70481794,不明,1
赤城神社,寺社,139.7360301,35.70481794,栃木,1
赤城神社,寺社,139.7360301,35.70481794,群馬,1
赤城神社,寺社,139.7360301,35.70481794,新潟,1
赤城神社,寺社,139.7360301,35.70481794,静岡,1
赤城神社,寺社,139.7360301,35.70481794,三重,1
赤城神社,寺社,139.7360301,35.70481794,京都,1
赤城神社,寺社,139.7360301,35.70481794,兵庫,1
赤城神社,寺社,139.7360301,35.70481794,福岡,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,海外,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,福島,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,茨城,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,群馬,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,長野,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,愛知,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,和歌山,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,岡山,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,広島,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,長崎,1
泉鏡花旧居跡,史跡,139.7297591,35.70202128,鹿児島,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,山形,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,群馬,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,千葉,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,神奈川,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,福井,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,山梨,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,岐阜,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,静岡,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,和歌山,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,広島,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,愛媛,1
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,沖縄,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,長野,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,岐阜,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,愛知,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,大阪,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,徳島,1
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,愛媛,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,海外,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,神奈川,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,福井,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,岐阜,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,静岡,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,三重,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,鳥取,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,島根,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,佐賀,1
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,長崎,1
太宗寺,寺社,139.7093475,35.68985772,海外,1
太宗寺,寺社,139.7093475,35.68985772,福島,1
太宗寺,寺社,139.7093475,35.68985772,群馬,1
太宗寺,寺社,139.7093475,35.68985772,新潟,1
太宗寺,寺社,139.7093475,35.68985772,岐阜,1
太宗寺,寺社,139.7093475,35.68985772,和歌山,1
太宗寺,寺社,139.7093475,35.68985772,岡山,1
太宗寺,寺社,139.7093475,35.68985772,徳島,1
太宗寺,寺社,139.7093475,35.68985772,宮崎,1
太宗寺,寺社,139.7093475,35.68985772,沖縄,1
太宗寺,寺社,139.7093475,35.68985772,海外,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,海外,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,山形,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,石川,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,岡山,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,香川,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,愛媛,1
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,沖縄,1
大星湯,銭湯,139.7173727,35.69448462,不明,1
大星湯,銭湯,139.7173727,35.69448462,海外,1
大星湯,銭湯,139.7173727,35.69448462,海外,1
大星湯,銭湯,139.7173727,35.69448462,岩手,1
大星湯,銭湯,139.7173727,35.69448462,山形,1
大星湯,銭湯,139.7173727,35.69448462,群馬,1
大星湯,銭湯,139.7173727,35.69448462,新潟,1
大星湯,銭湯,139.7173727,35.69448462,長野,1
大星湯,銭湯,139.7173727,35.69448462,岐阜,1
大星湯,銭湯,139.7173727,35.69448462,和歌山,1
大星湯,銭湯,139.7173727,35.69448462,島根,1
大星湯,銭湯,139.7173727,35.69448462,徳島,1
大星湯,銭湯,139.7173727,35.69448462,熊本,1
大星湯,銭湯,139.7173727,35.69448462,鹿児島,1
大星湯,銭湯,139.7173727,35.69448462,海外,1
第三玉乃湯,銭湯,139.7384763,35.70285332,不明,1
第三玉乃湯,銭湯,139.7384763,35.70285332,群馬,1
第三玉乃湯,銭湯,139.7384763,35.70285332,山梨,1
第三玉乃湯,銭湯,139.7384763,35.70285332,岐阜,1
第三玉乃湯,銭湯,139.7384763,35.70285332,兵庫,1
第三玉乃湯,銭湯,139.7384763,35.70285332,長崎,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,新潟,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,山梨,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,長野,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,愛知,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,大阪,1
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,岡山,1
地蔵坂,史跡,139.7387123,35.70128507,山形,1
地蔵坂,史跡,139.7387123,35.70128507,千葉,1
地蔵坂,史跡,139.7387123,35.70128507,神奈川,1
地蔵坂,史跡,139.7387123,35.70128507,福井,1
地蔵坂,史跡,139.7387123,35.70128507,長野,1
地蔵坂,史跡,139.7387123,35.70128507,岐阜,1
地蔵坂,史跡,139.7387123,35.70128507,兵庫,1
地蔵坂,史跡,139.7387123,35.70128507,福岡,1
地蔵坂,史跡,139.7387123,35.70128507,長崎,1
地蔵坂,史跡,139.7387123,35.70128507,鹿児島,1
竹の湯,銭湯,139.7345924,35.70659956,不明,1
竹の湯,銭湯,139.7345924,35.70659956,青森,1
竹の湯,銭湯,139.7345924,35.70659956,福島,1
竹の湯,銭湯,139.7345924,35.70659956,三重,1
竹の湯,銭湯,139.7345924,35.70659956,島根,1
竹の湯,銭湯,139.7345924,35.70659956,香川,1
竹の湯,銭湯,139.7345924,35.70659956,宮崎,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,新潟,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,長野,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,静岡,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,愛知,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,三重,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,岡山,1
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,広島,1
追分だんご本舗,飲食,139.7053993,35.69039797,不明,1
追分だんご本舗,飲食,139.7053993,35.69039797,岩手,1
追分だんご本舗,飲食,139.7053993,35.69039797,福島,1
追分だんご本舗,飲食,139.7053993,35.69039797,新潟,1
追分だんご本舗,飲食,139.7053993,35.69039797,福井,1
追分だんご本舗,飲食,139.7053993,35.69039797,岡山,1
追分だんご本舗,飲食,139.7053993,35.69039797,大分,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,長野,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,岐阜,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,京都,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,兵庫,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,鳥取,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,岡山,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,愛媛,1
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,沖縄,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,青森,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,茨城,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,群馬,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,愛知,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,鳥取,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,島根,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,岡山,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,徳島,1
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,沖縄,1
鶴巻湯,銭湯,139.7227532,35.70778003,不明,1
鶴巻湯,銭湯,139.7227532,35.70778003,岩手,1
鶴巻湯,銭湯,139.7227532,35.70778003,茨城,1
鶴巻湯,銭湯,139.7227532,35.70778003,福井,1
鶴巻湯,銭湯,139.7227532,35.70778003,岐阜,1
鶴巻湯,銭湯,139.7227532,35.70778003,宮崎,1
鶴巻湯,銭湯,139.7227532,35.70778003,海外,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,海外,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,茨城,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,山梨,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,岐阜,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,愛知,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,兵庫,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,岡山,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,愛媛,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,海外,1
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,海外,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,海外,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,兵庫,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,和歌山,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,鳥取,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,徳島,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,福岡,1
鏑木清方旧居跡,史跡,139.7313094,35.70328023,鹿児島,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,不明,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,青森,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,静岡,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,和歌山,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,岡山,1
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,鹿児島,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,青森,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,埼玉,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,新潟,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,長野,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,静岡,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,和歌山,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,香川,1
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,福岡,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,栃木,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,埼玉,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,福井,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,長野,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,岐阜,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,静岡,1
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,三重,1
