,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
事業用資産/工作物,一般会計,防火貯水槽(野崎かきの木児童公園)(100立方ﾒｰﾄﾙ),1993/2/9,"18,952,000","10,613,120",8338880,50,消防施設,1,基
インフラ資産/土地,一般会計,野崎こみち児童遊園(野崎四丁目235-4),1978/11/16,"16,741,760",0,"16,741,760",,公園,140,㎡
インフラ資産/工作物,一般会計,野崎こみち児童遊園(公園工作物),1979/4/1,"2,182,820",2182819,1,20,公園,140.23,㎡
インフラ資産/土地,一般会計,野崎吉野東児童遊園(野崎一丁目47-7),1979/7/4,"13,507,013",0,13507013,,公園,112.95,㎡
インフラ資産/土地,一般会計,野崎吉野東児童遊園(野崎一丁目47-8),1979/7/4,"43,379,096",0,"43,379,096",,公園,362.75,㎡
インフラ資産/工作物,一般会計,野崎吉野東児童遊園(公園工作物),1978/2/1,"7,404,746",7404745,1,20,公園,475.7,㎡
インフラ資産/土地,一般会計,野崎二丁目公園(野崎二丁目302-14),2009/3/2,"254,552,427",0,254552427,,公園,922,㎡
インフラ資産/土地,一般会計,野崎二丁目公園(野崎二丁目302-17),2007/3/12,"86,831,061",0,"86,831,061",,公園,300,㎡
インフラ資産/土地,一般会計,野崎二丁目公園(野崎二丁目302-18),2008/3/6,"59,547,199",0,"59,547,199",,公園,200,㎡
インフラ資産/土地,一般会計,野崎二丁目３番緑地(野崎二丁目296-7),1995/2/16,"9,207,968",0,"9,207,968",,公園,77,㎡
インフラ資産/工作物,一般会計,野崎二丁目3番緑地(公園工作物),1996/1/19,"1,206,209",1206208,1,20,公園,77.49,㎡
インフラ資産/土地,一般会計,野崎三丁目２４番緑地(野崎三丁目213-33),2003/6/13,"15,306,752",0,15306752,,公園,128,㎡
インフラ資産/工作物,一般会計,野崎三丁目24番緑地(公園工作物),2003/8/8,"2,004,589",1703893,"300,696",20,公園,128.78,㎡
事業用資産/工作物,一般会計,防火貯水槽(野崎三丁目24番緑地)(40立方ﾒｰﾄﾙ),2003/6/13,"2,152,111","731,714","1,420,397",50,消防施設,1,基
インフラ資産/土地,一般会計,野崎三丁目広場（二中北）(野崎三丁目1391-15),2013/7/18,"199,168,771",0,"199,168,771",,公園,319,㎡
インフラ資産/土地,一般会計,野崎三丁目広場（二中北）(野崎三丁目1391-16),1991/9/20,"525,873,722",0,"525,873,722",,公園,818,㎡
インフラ資産/土地,一般会計,野崎三丁目広場（二中北）(野崎三丁目1391-2),1990/11/22,"453,191,760",0,"453,191,760",,公園,667,㎡
インフラ資産/工作物,一般会計,野崎都営児童遊園(公園工作物),1959/1/17,"15,036,756",15036755,1,20,公園,966,㎡
インフラ資産/土地,一般会計,二小北児童遊園(野崎三丁目412-5),2003/5/1,"13,632,576",0,13632576,,公園,114,㎡
インフラ資産/土地,一般会計,二小北児童遊園(野崎三丁目413-24),2003/5/1,"14,469,664",0,"14,469,664",,公園,121,㎡
インフラ資産/工作物,一般会計,野崎二小北児童遊園(公園工作物),2004/3/9,"3,675,599",3124243,"551,356",20,公園,236.13,㎡
インフラ資産/建物,一般会計,有三記念公園(四阿),1989/3/31,"660,000","659,999",1,22,公園,11.5,㎡
インフラ資産/工作物,一般会計,有三記念公園(公園工作物),1987/7/22,"34,957,000","34,956,999",1,20,公園,1305.2,㎡
インフラ資産/土地,一般会計,緑北児童遊園(北野四丁目37-3),1977/1/14,"5,142,112",0,5142112,,公園,43,㎡
インフラ資産/土地,一般会計,市道第17号線(上連雀六丁目447-16),不明,33,0,33,,道路,33.63,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目447-2),1994/9/15,40593943,0,40593943,,公園,111.03,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目447-5),2007/12/21,"100,506,917",0,"100,506,917",,公園,185.04,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目447-7),1994/9/15,"31,006,859",0,"31,006,859",,公園,69.79,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目447-8),1994/9/15,"25,704,689",0,"25,704,689",,公園,55.17,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目447-9),1994/9/15,"34,523,512",0,"34,523,512",,公園,78.52,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目456-4),2003/11/1,"434,112,000",0,"434,112,000",,公園,544,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目456-7),2003/11/1,"160,465,627",0,"160,465,627",,公園,149.77,㎡
インフラ資産/土地,一般会計,連雀中央公園(上連雀六丁目456-8),1997/2/18,"477,337,640",0,"477,337,640",,公園,495,㎡
インフラ資産/建物,一般会計,連雀中央公園(便所),1994/3/9,"8,862,000",7896042,"965,958",31,公園,11.4,㎡
インフラ資産/工作物,一般会計,連雀中央公園(公園工作物),1993/7/5,"9,660,000","9,659,999",1,20,公園,6507.22,㎡
インフラ資産/土地,一般会計,三鷹市農業公園(新川六丁目707-2),1990/3/29,"4,319,900,787",0,4319900787,,公園,"4,968.68",㎡
インフラ資産/土地,一般会計,三鷹市農業公園(新川六丁目707-4),1990/3/29,"2,293,803,977",0,"2,293,803,977",,公園,"2,638.30",㎡
インフラ資産/建物,一般会計,三鷹市農業公園(便所),1992/3/31,"4,769,000",3734127,"1,034,873",38,公園,4.84,㎡
インフラ資産/建物,一般会計,三鷹市農業公園(車椅子用便所),1992/3/31,"5,389,000","4,219,587","1,169,413",38,公園,4.84,㎡
インフラ資産/土地,一般会計,三鷹台児童遊園(井の頭二丁目241-5-1),1972/10/11,"322,226,520",0,"322,226,520",,公園,1070.52,㎡
インフラ資産/土地,一般会計,三鷹台児童遊園(井の頭二丁目242-3),2014/5/9,"30,313,400",0,"30,313,400",,公園,115.7,㎡
インフラ資産/土地,一般会計,三鷹台児童遊園(井の頭二丁目242-6),2010/3/2,"13,835,869",0,"13,835,869",,公園,115.7,㎡
インフラ資産/土地,一般会計,三鷹台児童遊園(井の頭二丁目243-2),2012/8/27,"9,925,472",0,"9,925,472",,公園,83,㎡
インフラ資産/土地,一般会計,三鷹台児童遊園(井の頭二丁目244-3),2014/5/9,"32,151,760",0,"32,151,760",,公園,85,㎡
インフラ資産/土地,一般会計,大沢二丁目緑地(大沢二丁目1562),1987/3/14,"100,373,239",0,"100,373,239",,公園,290,㎡
インフラ資産/土地,一般会計,大沢二丁目緑地(大沢二丁目1563),1987/3/14,"37,863,598",0,"37,863,598",,公園,165,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目505-7),2016/1/27,"39,923,920",0,"39,923,920",,道路,153.2,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目507-4),2016/1/27,"90,115,480",0,"90,115,480",,道路,345.8,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目517-2),2016/1/27,"14,723,900",0,"14,723,900",,道路,56.5,㎡
インフラ資産/土地,一般会計,市道第117号線(新川五丁目505-6),2016/1/27,"24,764,818",0,"24,764,818",,道路,95.03,㎡
インフラ資産/土地,一般会計,市道第117号線(新川五丁目507-5),2016/1/27,"15,956,538",0,"15,956,538",,道路,61.23,㎡
インフラ資産/土地,一般会計,市道第117号線(新川五丁目531-2),2016/1/27,"96,422",0,"96,422",,道路,0.37,㎡
事業用資産/建物,一般会計,三鷹市美術ギャラリー,1993/9/30,"1,031,327,000",556916580,"474,410,420",50,その他,1111.26,㎡
事業用資産/建物,一般会計,美術ギャラリー(美術ギャラリー消火ボンベ更新工事),2014/3/31,"23,520,000","20,580,000","2,940,000",8,その他,1,式
事業用資産/土地,一般会計,井口地区公会堂(井口一丁目36-3),1991/9/20,"81,765,376",0,"81,765,376",,その他,119.41,㎡
事業用資産/土地,一般会計,井口地区公会堂(井口一丁目37-2),1991/9/20,"33,011,508",0,"33,011,508",,その他,48.21,㎡
事業用資産/土地,一般会計,井口地区公会堂(井口一丁目38-2),1991/9/20,"28,937,281",0,"28,937,281",,その他,42.26,㎡
事業用資産/建物,一般会計,井口地区公会堂,1992/8/19,"63,589,000",39170824,"24,418,176",47,その他,161.8,㎡
事業用資産/建物,一般会計,駅前コミュニティ・センター駐車場,1993/10/19,"112,620,000","82,099,980","30,520,020",38,その他,535.13,㎡
事業用資産/土地,一般会計,井口西地区公会堂(井口四丁目243-20),1990/7/20,"214,435,180",0,"214,435,180",,その他,374,㎡
事業用資産/土地,一般会計,井口西地区公会堂(井口四丁目243-21),1990/7/20,"995,828",0,"995,828",,その他,1.74,㎡
事業用資産/建物,一般会計,井口西地区公会堂,1991/10/22,"51,101,000",32602438,"18,498,562",47,その他,164.86,㎡
事業用資産/建物,一般会計,井口西地区公会堂(自転車置場),1991/12/4,"1,321,000","1,264,197","56,803",31,その他,11.13,㎡
事業用資産/土地,一般会計,下連雀むらさき地区公会堂(下連雀二丁目95-11),1973/4/26,"50,655,000",0,"50,655,000",,その他,165,㎡
事業用資産/建物,一般会計,下連雀むらさき地区公会堂,1975/3/15,"17,550,000",17549999,1,47,その他,130,㎡
事業用資産/建物,一般会計,下連雀地区公会堂,1988/3/31,"50,414,000","36,600,564","13,813,436",47,その他,202.56,㎡
事業用資産/工作物,一般会計,防火貯水槽(井の頭コミュニティ・センター新館)(40立方ﾒｰﾄﾙ),2005/3/31,"4,784,669","1,531,088","3,253,581",50,消防施設,1,基
事業用資産/工作物,一般会計,井口コミュニティ・センター(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","815,910","1,359,874",40,災害対策用施設,1,基
事業用資産/土地,一般会計,三鷹駅南口東自転車駐車場(下連雀三丁目210-3),1991/9/18,"523,713,513",0,"523,713,513",,駐輪場,342.62,㎡
事業用資産/建物,一般会計,三鷹駅南口東自転車駐車場,2003/3/31,"125,000,000",74250000,"50,750,000",31,その他,624.9,㎡
事業用資産/工作物,一般会計,三鷹駅南口東自転車駐車場(三鷹駅南口東駐輪場防犯カメラ設備改修工事),2010/3/31,"1,354,500","1,354,499",1,6,その他,1,式
事業用資産/土地,一般会計,下連雀南浦地区公会堂(下連雀七丁目444-11),1982/12/15,"61,127,640",0,61127640,,その他,242.57,㎡
事業用資産/土地,一般会計,下連雀南浦地区公会堂(下連雀七丁目444-12),1982/12/15,"6,798,960",0,"6,798,960",,その他,26.98,㎡
事業用資産/土地,一般会計,下連雀南浦地区公会堂(下連雀七丁目444-14),1984/2/1,"4,452,840",0,"4,452,840",,その他,17.67,㎡
事業用資産/建物,一般会計,下連雀南浦地区公会堂,1985/1/31,"20,250,000",16038000,"4,212,000",47,その他,150,㎡
事業用資産/建物,一般会計,下連雀南浦地区公会堂(自転車置場),1985/1/31,"466,700","453,600","13,100",38,その他,3.59,㎡
事業用資産/工作物,一般会計,震災対策用給水施設（古八幡神社境内）,1982/3/31,"19,065,734","19,065,733",1,10,災害対策用施設,1,式
事業用資産/工作物,一般会計,震災対策用給水施設（御嶽神社境内）,1982/3/31,"19,065,734","19,065,733",1,10,災害対策用施設,1,式
事業用資産/建物,一般会計,三鷹市営苗圃管理棟,2001/12/6,"7,526,000","4,861,796",2664204,30,その他,39.74,㎡
インフラ資産/土地,一般会計,新川三丁目907番緑地(新川三丁目907-15),1996/4/19,"23,797,216",0,"23,797,216",,公園,199,㎡
事業用資産/土地,一般会計,仙川ポケットパーク整備用地(新川三丁目347-1),1992/2/15,"3,109,184",0,"3,109,184",,その他,26,㎡
事業用資産/土地,一般会計,下連雀八丁目地区公会堂(下連雀八丁目564-9),1982/5/18,"28,548,720",0,"28,548,720",,その他,132.17,㎡
事業用資産/建物,一般会計,下連雀八丁目地区公会堂,1990/3/31,"35,081,000",23925242,"11,155,758",47,その他,114,㎡
事業用資産/建物,一般会計,下連雀八丁目地区公会堂(自転車置場),1990/3/31,"478,000","477,999",1,31,その他,1.28,㎡
事業用資産/土地,一般会計,高山地区公会堂(牟礼四丁目663-2),1982/3/26,"58,800,000",0,"58,800,000",,その他,240,㎡
事業用資産/建物,一般会計,高山地区公会堂,1983/3/25,"20,981,700",17540686,"3,441,014",47,その他,155.42,㎡
事業用資産/建物,一般会計,高山地区公会堂(自転車置場),1983/3/25,"333,600","333,599",1,31,その他,5.56,㎡
事業用資産/土地,一般会計,三鷹駅前コミュニティ・センター（三鷹市コミュニティ・プラザ）(下連雀三丁目190-51),2004/1/20,"9,666,000",0,9666000,,その他,27,㎡
事業用資産/建物,一般会計,三鷹駅前コミュニティ・センター,1993/10/19,"2,374,096,000",1410213024,"963,882,976",47,その他,2958.06,㎡
事業用資産/建物,一般会計,三鷹駅前コミュニティ・センター(コミュニティ・プラザ)(三鷹駅前コミュニティ・センター空調設備改修工事),2015/3/31,"216,432,000","99,991,584","116,440,416",13,その他,1,式
事業用資産/土地,一般会計,三鷹駅前コミュニティ・センター分離施設(上連雀三丁目738-7),1992/2/18,"1,772,959,789",0,"1,772,959,789",,その他,1163.21,㎡
事業用資産/建物,一般会計,三鷹駅前コミュニティ・センター分離施設,1996/1/12,"6,901,000",6417930,"483,070",27,その他,58.8,㎡
事業用資産/土地,一般会計,三鷹市芸術文化センター(上連雀六丁目450-1),1962/4/1,"1,460,305,280",0,"1,460,305,280",,市民会館,5141.92,㎡
事業用資産/建物,一般会計,三鷹市芸術文化センター,1995/8/1,"7,971,170,000",3985585000,"3,985,585,000",50,市民会館,"9,983.07",㎡
事業用資産/建物,一般会計,芸術文化センター(芸術文化センター中ホール音響卓更新工事),2011/3/31,"27,090,000","18,150,300","8,939,700",15,市民会館,1,式
事業用資産/工作物,一般会計,芸術文化センター(芸術文化センター中央監視システム更新工事),2010/11/4,"22,260,000","22,259,999",1,6,市民会館,1,式
事業用資産/建物,一般会計,三鷹市立アニメーション美術館,2001/6/30,"1,899,628,000","721,858,640",1177769360,50,その他,3537.9,㎡
事業用資産/建物,一般会計,三鷹市立アニメーション美術館(屋外便所),2001/6/30,"16,544,000","8,487,072","8,056,928",38,その他,44.09,㎡
事業用資産/建物,一般会計,三鷹市公会堂(光のホール),1965/11/1,"341,540,550","341,540,549",1,47,市民会館,2529.93,㎡
事業用資産/建物,一般会計,三鷹市公会堂（さんさん館）,2013/3/31,"732,060,000","128,842,560",603217440,47,市民会館,"1,815.58",㎡
事業用資産/建物,一般会計,三鷹市公会堂整備工事,2013/3/31,"601,020,000","105,779,520","495,240,480",47,市民会館,1,式
事業用資産/建物,一般会計,公会堂(光のホール)(三鷹市公会堂エスカレーター設置工事),2013/3/31,"51,828,000","27,779,808","24,048,192",15,市民会館,1,式
事業用資産/建物,一般会計,公会堂(光のホール)(三鷹市公会堂トイレ改修工事),2008/3/31,"23,100,000","20,120,100","2,979,900",15,市民会館,1,式
事業用資産/建物,一般会計,公会堂(光のホール)(三鷹市公会堂音響設備更新及び三点吊マイク・マイクロフォンケーブル交換工事),2008/3/31,"43,365,000","37,770,915","5,594,085",15,市民会館,1,式
事業用資産/土地,一般会計,三鷹市市民協働センター(下連雀四丁目268-14),2003/7/29,"18,155,490",0,"18,155,490",,その他,62.39,㎡
事業用資産/土地,一般会計,三鷹市市民協働センター(下連雀四丁目268-7),2003/7/29,"20,703,738",0,"20,703,738",,その他,136.23,㎡
事業用資産/土地,一般会計,三鷹市市民協働センター(下連雀四丁目269-1),2003/7/29,"282,057,570",0,"282,057,570",,その他,969.27,㎡
事業用資産/土地,一般会計,三鷹市市民協働センター(下連雀四丁目268-13),2003/7/29,"17,742,270",0,"17,742,270",,その他,60.97,㎡
事業用資産/建物,一般会計,三鷹市市民協働センター,1981/3/13,"135,986,850",119668400,"16,318,450",47,その他,1007.31,㎡
事業用資産/工作物,一般会計,市民協働センター（受変電設備）,2003/8/1,1,0,1,22,その他,1,式
事業用資産/建物,一般会計,三鷹台地区公会堂(井の頭・玉川上水周辺地区複合施設),2015/3/16,37167000,6690060,30476940,34,その他,122.82,㎡
事業用資産/土地,一般会計,山中地区公会堂(上連雀八丁目79-4),1975/3/29,"54,356,000",0,"54,356,000",,その他,254,㎡
事業用資産/建物,一般会計,山中地区公会堂,1976/3/31,"20,628,000",20421720,"206,280",47,その他,152.8,㎡
事業用資産/土地,一般会計,上連雀新道北地区公会堂(上連雀二丁目835-10),1985/3/12,"90,208,300",0,"90,208,300",,その他,301.7,㎡
