地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,従業者規模／１～４人／事業所数（事業所）,従業者規模／５～９人／事業所数（事業所）,従業者規模／10～19人／事業所数（事業所）,従業者規模／20～29人／事業所数（事業所）,従業者規模／30～49人／事業所数（事業所）,従業者規模／50～99人／事業所数（事業所）,従業者規模／100～199人／事業所数（事業所）,従業者規模／200～299人／事業所数（事業所）,従業者規模／300～499人／事業所数（事業所）,従業者規模／500人以上／事業所数（事業所）,従業者規模／出向・派遣従業者のみ／事業所数（事業所）
4,1322001204,東大和市,中央,中央４丁目,中央４丁目,55,29,13,7,3,3,-,-,-,-,-,-
3,1322001300,東大和市,南街,,南街,488,312,103,41,12,15,4,-,-,-,1,-
4,1322001301,東大和市,南街,南街１丁目,南街１丁目,67,39,14,4,4,4,1,-,-,-,1,-
4,1322001302,東大和市,南街,南街２丁目,南街２丁目,106,73,20,8,2,1,2,-,-,-,-,-
4,1322001303,東大和市,南街,南街３丁目,南街３丁目,35,24,6,5,-,-,-,-,-,-,-,-
4,1322001304,東大和市,南街,南街４丁目,南街４丁目,66,39,14,7,2,3,1,-,-,-,-,-
4,1322001305,東大和市,南街,南街５丁目,南街５丁目,162,97,41,14,4,6,-,-,-,-,-,-
4,1322001306,東大和市,南街,南街６丁目,南街６丁目,52,40,8,3,-,1,-,-,-,-,-,-
3,1322001400,東大和市,仲原,,仲原,129,69,30,23,2,3,2,-,-,-,-,-
4,1322001401,東大和市,仲原,仲原１丁目,仲原１丁目,18,12,5,1,-,-,-,-,-,-,-,-
4,1322001402,東大和市,仲原,仲原２丁目,仲原２丁目,23,14,5,4,-,-,-,-,-,-,-,-
4,1322001403,東大和市,仲原,仲原３丁目,仲原３丁目,44,21,12,8,1,2,-,-,-,-,-,-
4,1322001404,東大和市,仲原,仲原４丁目,仲原４丁目,44,22,8,10,1,1,2,-,-,-,-,-
3,1322001500,東大和市,向原,,向原,284,181,55,26,10,6,5,1,-,-,-,-
4,1322001501,東大和市,向原,向原１丁目,向原１丁目,21,11,5,4,-,-,1,-,-,-,-,-
4,1322001502,東大和市,向原,向原２丁目,向原２丁目,23,12,7,1,3,-,-,-,-,-,-,-
4,1322001503,東大和市,向原,向原３丁目,向原３丁目,22,13,3,3,3,-,-,-,-,-,-,-
4,1322001504,東大和市,向原,向原４丁目,向原４丁目,56,31,14,6,2,2,1,-,-,-,-,-
4,1322001505,東大和市,向原,向原５丁目,向原５丁目,39,32,5,1,-,1,-,-,-,-,-,-
4,1322001506,東大和市,向原,向原６丁目,向原６丁目,123,82,21,11,2,3,3,1,-,-,-,-
3,1322001600,東大和市,清原,,清原,53,33,8,8,2,2,-,-,-,-,-,-
4,1322001601,東大和市,清原,清原１丁目,清原１丁目,15,11,2,1,1,-,-,-,-,-,-,-
4,1322001602,東大和市,清原,清原２丁目,清原２丁目,18,15,2,-,1,-,-,-,-,-,-,-
4,1322001603,東大和市,清原,清原３丁目,清原３丁目,1,-,-,-,-,1,-,-,-,-,-,-
4,1322001604,東大和市,清原,清原４丁目,清原４丁目,19,7,4,7,-,1,-,-,-,-,-,-
3,1322001700,東大和市,新堀,,新堀,101,76,12,7,2,2,2,-,-,-,-,-
4,1322001701,東大和市,新堀,新堀１丁目,新堀１丁目,54,48,3,2,1,-,-,-,-,-,-,-
4,1322001702,東大和市,新堀,新堀２丁目,新堀２丁目,13,8,3,1,-,-,1,-,-,-,-,-
4,1322001703,東大和市,新堀,新堀３丁目,新堀３丁目,34,20,6,4,1,2,1,-,-,-,-,-
2,1322100000,清瀬市,,,清瀬市,1836,1100,338,205,80,53,28,16,5,1,2,8
3,1322100100,清瀬市,上清戸,,上清戸,99,57,19,15,3,4,1,-,-,-,-,-
4,1322100101,清瀬市,上清戸,上清戸１丁目,上清戸１丁目,53,34,11,5,-,3,-,-,-,-,-,-
4,1322100102,清瀬市,上清戸,上清戸２丁目,上清戸２丁目,46,23,8,10,3,1,1,-,-,-,-,-
3,1322100200,清瀬市,元町,,元町,322,179,71,41,14,10,2,4,-,-,-,1
4,1322100201,清瀬市,元町,元町１丁目,元町１丁目,257,135,62,34,12,8,2,3,-,-,-,1
4,1322100202,清瀬市,元町,元町２丁目,元町２丁目,65,44,9,7,2,2,-,1,-,-,-,-
3,1322100300,清瀬市,中清戸,,中清戸,124,86,16,10,5,4,2,-,-,-,-,1
4,1322100301,清瀬市,中清戸,中清戸１丁目,中清戸１丁目,17,15,1,1,-,-,-,-,-,-,-,-
4,1322100302,清瀬市,中清戸,中清戸２丁目,中清戸２丁目,17,13,2,1,1,-,-,-,-,-,-,-
4,1322100303,清瀬市,中清戸,中清戸３丁目,中清戸３丁目,35,18,8,3,2,3,-,-,-,-,-,1
4,1322100304,清瀬市,中清戸,中清戸４丁目,中清戸４丁目,9,9,-,-,-,-,-,-,-,-,-,-
4,1322100305,清瀬市,中清戸,中清戸５丁目,中清戸５丁目,46,31,5,5,2,1,2,-,-,-,-,-
3,1322100400,清瀬市,下清戸,,下清戸,112,54,23,16,11,3,3,1,1,-,-,-
4,1322100401,清瀬市,下清戸,下清戸１丁目,下清戸１丁目,38,17,9,6,5,1,-,-,-,-,-,-
4,1322100402,清瀬市,下清戸,下清戸２丁目,下清戸２丁目,20,11,4,3,1,-,-,1,-,-,-,-
4,1322100403,清瀬市,下清戸,下清戸３丁目,下清戸３丁目,13,5,1,4,2,-,1,-,-,-,-,-
4,1322100404,清瀬市,下清戸,下清戸４丁目,下清戸４丁目,18,10,3,-,2,-,2,-,1,-,-,-
4,1322100405,清瀬市,下清戸,下清戸５丁目,下清戸５丁目,23,11,6,3,1,2,-,-,-,-,-,-
3,1322100500,清瀬市,下宿,,下宿,68,38,14,10,3,1,1,-,-,-,-,1
4,1322100501,清瀬市,下宿,下宿１丁目,下宿１丁目,23,15,2,4,2,-,-,-,-,-,-,-
4,1322100502,清瀬市,下宿,下宿２丁目,下宿２丁目,32,16,9,5,1,1,-,-,-,-,-,-
4,1322100503,清瀬市,下宿,下宿３丁目,下宿３丁目,13,7,3,1,-,-,1,-,-,-,-,1
3,1322100600,清瀬市,旭が丘,,旭が丘,79,46,20,6,2,3,1,-,1,-,-,-
4,1322100601,清瀬市,旭が丘,旭が丘１丁目,旭が丘１丁目,24,15,5,1,-,1,1,-,1,-,-,-
4,1322100602,清瀬市,旭が丘,旭が丘２丁目,旭が丘２丁目,27,11,9,3,2,2,-,-,-,-,-,-
4,1322100603,清瀬市,旭が丘,旭が丘３丁目,旭が丘３丁目,11,8,2,1,-,-,-,-,-,-,-,-
4,1322100604,清瀬市,旭が丘,旭が丘４丁目,旭が丘４丁目,2,1,1,-,-,-,-,-,-,-,-,-
4,1322100605,清瀬市,旭が丘,旭が丘５丁目,旭が丘５丁目,3,2,1,-,-,-,-,-,-,-,-,-
4,1322100606,清瀬市,旭が丘,旭が丘６丁目,旭が丘６丁目,12,9,2,1,-,-,-,-,-,-,-,-
3,1322100700,清瀬市,中里,,中里,215,148,35,13,8,6,2,1,1,1,-,-
4,1322100701,清瀬市,中里,中里１丁目,中里１丁目,34,24,5,3,1,1,-,-,-,-,-,-
4,1322100702,清瀬市,中里,中里２丁目,中里２丁目,30,20,5,1,3,1,-,-,-,-,-,-
4,1322100703,清瀬市,中里,中里３丁目,中里３丁目,46,32,7,2,2,2,1,-,-,-,-,-
4,1322100704,清瀬市,中里,中里４丁目,中里４丁目,28,23,4,-,1,-,-,-,-,-,-,-
4,1322100705,清瀬市,中里,中里５丁目,中里５丁目,42,24,11,2,1,2,1,1,-,-,-,-
4,1322100706,清瀬市,中里,中里６丁目,中里６丁目,35,25,3,5,-,-,-,-,1,1,-,-
3,1322100800,清瀬市,野塩,,野塩,199,129,30,17,10,6,4,1,1,-,-,1
4,1322100801,清瀬市,野塩,野塩１丁目,野塩１丁目,81,58,9,5,5,-,2,1,-,-,-,1
4,1322100802,清瀬市,野塩,野塩２丁目,野塩２丁目,10,6,1,1,-,1,-,-,1,-,-,-
4,1322100803,清瀬市,野塩,野塩３丁目,野塩３丁目,15,8,3,3,-,1,-,-,-,-,-,-
4,1322100804,清瀬市,野塩,野塩４丁目,野塩４丁目,28,14,6,1,3,2,2,-,-,-,-,-
4,1322100805,清瀬市,野塩,野塩５丁目,野塩５丁目,65,43,11,7,2,2,-,-,-,-,-,-
3,1322100900,清瀬市,松山,,松山,443,277,87,49,15,7,5,1,-,-,1,1
4,1322100901,清瀬市,松山,松山１丁目,松山１丁目,280,168,62,35,9,3,3,-,-,-,-,-
4,1322100902,清瀬市,松山,松山２丁目,松山２丁目,103,73,15,10,3,2,-,-,-,-,-,-
4,1322100903,清瀬市,松山,松山３丁目,松山３丁目,60,36,10,4,3,2,2,1,-,-,1,1
3,1322101000,清瀬市,竹丘,,竹丘,113,64,12,17,4,4,3,6,-,-,1,2
4,1322101001,清瀬市,竹丘,竹丘１丁目,竹丘１丁目,46,31,4,6,1,3,-,1,-,-,-,-
4,1322101002,清瀬市,竹丘,竹丘２丁目,竹丘２丁目,40,26,5,6,1,-,-,2,-,-,-,-
4,1322101003,清瀬市,竹丘,竹丘３丁目,竹丘３丁目,27,7,3,5,2,1,3,3,-,-,1,2
3,1322101100,清瀬市,梅園,,梅園,62,22,11,11,5,5,4,2,1,-,-,1
4,1322101101,清瀬市,梅園,梅園１丁目,梅園１丁目,13,6,4,1,-,1,1,-,-,-,-,-
4,1322101102,清瀬市,梅園,梅園２丁目,梅園２丁目,22,5,3,6,3,2,1,1,1,-,-,-
4,1322101103,清瀬市,梅園,梅園３丁目,梅園３丁目,27,11,4,4,2,2,2,1,-,-,-,1
2,1322200000,東久留米市,,,東久留米市,3003,1674,652,349,151,94,44,15,4,2,2,16
3,1322200100,東久留米市,上の原,,上の原,30,18,5,3,-,1,3,-,-,-,-,-
4,1322200101,東久留米市,上の原,上の原１丁目,上の原１丁目,25,13,5,3,-,1,3,-,-,-,-,-
4,1322200102,東久留米市,上の原,上の原２丁目,上の原２丁目,5,5,-,-,-,-,-,-,-,-,-,-
3,1322200200,東久留米市,神宝町,,神宝町,35,26,6,2,-,1,-,-,-,-,-,-
4,1322200201,東久留米市,神宝町,神宝町１丁目,神宝町１丁目,9,5,2,1,-,1,-,-,-,-,-,-
4,1322200202,東久留米市,神宝町,神宝町２丁目,神宝町２丁目,26,21,4,1,-,-,-,-,-,-,-,-
3,1322200300,東久留米市,金山町,,金山町,70,50,10,5,1,2,1,-,-,-,-,1
4,1322200301,東久留米市,金山町,金山町１丁目,金山町１丁目,39,28,6,3,1,-,-,-,-,-,-,1
4,1322200302,東久留米市,金山町,金山町２丁目,金山町２丁目,31,22,4,2,-,2,1,-,-,-,-,-
3,1322200400,東久留米市,氷川台,,氷川台,53,36,5,3,5,3,1,-,-,-,-,-
4,1322200401,東久留米市,氷川台,氷川台１丁目,氷川台１丁目,24,18,1,1,2,2,-,-,-,-,-,-
4,1322200402,東久留米市,氷川台,氷川台２丁目,氷川台２丁目,29,18,4,2,3,1,1,-,-,-,-,-
3,1322200500,東久留米市,大門町,,大門町,50,32,5,6,4,-,3,-,-,-,-,-
4,1322200501,東久留米市,大門町,大門町１丁目,大門町１丁目,33,26,1,2,3,-,1,-,-,-,-,-
4,1322200502,東久留米市,大門町,大門町２丁目,大門町２丁目,17,6,4,4,1,-,2,-,-,-,-,-
3,1322200600,東久留米市,東本町,,東本町,244,137,59,35,5,6,1,-,-,-,-,1
3,1322200700,東久留米市,新川町,,新川町,93,49,16,18,6,1,3,-,-,-,-,-
4,1322200701,東久留米市,新川町,新川町１丁目,新川町１丁目,71,35,12,15,6,1,2,-,-,-,-,-
4,1322200702,東久留米市,新川町,新川町２丁目,新川町２丁目,22,14,4,3,-,-,1,-,-,-,-,-
3,1322200800,東久留米市,浅間町,,浅間町,63,52,9,2,-,-,-,-,-,-,-,-
4,1322200801,東久留米市,浅間町,浅間町１丁目,浅間町１丁目,8,6,2,-,-,-,-,-,-,-,-,-
4,1322200802,東久留米市,浅間町,浅間町２丁目,浅間町２丁目,18,14,3,1,-,-,-,-,-,-,-,-
4,1322200803,東久留米市,浅間町,浅間町３丁目,浅間町３丁目,37,32,4,1,-,-,-,-,-,-,-,-
3,1322200900,東久留米市,学園町,,学園町,55,29,13,3,7,1,2,-,-,-,-,-
4,1322200901,東久留米市,学園町,学園町１丁目,学園町１丁目,24,11,4,1,6,-,2,-,-,-,-,-
4,1322200902,東久留米市,学園町,学園町２丁目,学園町２丁目,31,18,9,2,1,1,-,-,-,-,-,-
3,1322201000,東久留米市,ひばりが丘団地,,ひばりが丘団地,2,1,-,-,-,1,-,-,-,-,-,-
3,1322201100,東久留米市,本町,,本町,357,182,95,41,19,14,2,-,1,1,-,2
4,1322201101,東久留米市,本町,本町１丁目,本町１丁目,159,74,45,17,10,9,1,-,1,-,-,2
4,1322201102,東久留米市,本町,本町２丁目,本町２丁目,49,33,9,3,3,1,-,-,-,-,-,-
4,1322201103,東久留米市,本町,本町３丁目,本町３丁目,126,57,36,21,6,4,1,-,-,1,-,-
4,1322201104,東久留米市,本町,本町４丁目,本町４丁目,23,18,5,-,-,-,-,-,-,-,-,-
3,1322201200,東久留米市,小山,,小山,31,24,5,-,1,-,-,1,-,-,-,-
4,1322201201,東久留米市,小山,小山１丁目,小山１丁目,2,2,-,-,-,-,-,-,-,-,-,-
4,1322201202,東久留米市,小山,小山２丁目,小山２丁目,5,5,-,-,-,-,-,-,-,-,-,-
4,1322201203,東久留米市,小山,小山３丁目,小山３丁目,8,7,-,-,1,-,-,-,-,-,-,-
4,1322201204,東久留米市,小山,小山４丁目,小山４丁目,5,5,-,-,-,-,-,-,-,-,-,-
4,1322201205,東久留米市,小山,小山５丁目,小山５丁目,11,5,5,-,-,-,-,1,-,-,-,-
3,1322201300,東久留米市,幸町,,幸町,151,80,38,16,8,4,3,2,-,-,-,-
4,1322201301,東久留米市,幸町,幸町１丁目,幸町１丁目,22,13,5,2,1,1,-,-,-,-,-,-
4,1322201302,東久留米市,幸町,幸町２丁目,幸町２丁目,16,10,6,-,-,-,-,-,-,-,-,-
4,1322201303,東久留米市,幸町,幸町３丁目,幸町３丁目,70,45,9,10,2,2,-,2,-,-,-,-
4,1322201304,東久留米市,幸町,幸町４丁目,幸町４丁目,19,7,9,1,1,-,1,-,-,-,-,-
4,1322201305,東久留米市,幸町,幸町５丁目,幸町５丁目,24,5,9,3,4,1,2,-,-,-,-,-
3,1322201400,東久留米市,中央町,,中央町,205,126,47,16,7,4,2,1,1,-,-,1
4,1322201401,東久留米市,中央町,中央町１丁目,中央町１丁目,50,34,8,1,2,1,1,1,1,-,-,1
4,1322201402,東久留米市,中央町,中央町２丁目,中央町２丁目,41,19,12,5,4,1,-,-,-,-,-,-
4,1322201403,東久留米市,中央町,中央町３丁目,中央町３丁目,20,13,6,-,-,1,-,-,-,-,-,-
4,1322201404,東久留米市,中央町,中央町４丁目,中央町４丁目,23,11,8,4,-,-,-,-,-,-,-,-
4,1322201405,東久留米市,中央町,中央町５丁目,中央町５丁目,36,27,5,2,1,-,1,-,-,-,-,-
4,1322201406,東久留米市,中央町,中央町６丁目,中央町６丁目,35,22,8,4,-,1,-,-,-,-,-,-
3,1322201500,東久留米市,南沢,,南沢,247,113,78,29,12,4,2,2,-,1,-,6
4,1322201501,東久留米市,南沢,南沢１丁目,南沢１丁目,15,12,2,1,-,-,-,-,-,-,-,-
4,1322201502,東久留米市,南沢,南沢２丁目,南沢２丁目,18,11,3,-,1,1,-,1,-,-,-,1
4,1322201503,東久留米市,南沢,南沢３丁目,南沢３丁目,18,12,6,-,-,-,-,-,-,-,-,-
4,1322201504,東久留米市,南沢,南沢４丁目,南沢４丁目,29,22,3,3,-,-,1,-,-,-,-,-
4,1322201505,東久留米市,南沢,南沢５丁目,南沢５丁目,167,56,64,25,11,3,1,1,-,1,-,5
3,1322201600,東久留米市,前沢,,前沢,268,146,49,39,11,13,4,4,-,-,1,1
4,1322201601,東久留米市,前沢,前沢１丁目,前沢１丁目,36,15,8,8,3,2,-,-,-,-,-,-
4,1322201602,東久留米市,前沢,前沢２丁目,前沢２丁目,25,18,3,2,-,2,-,-,-,-,-,-
4,1322201603,東久留米市,前沢,前沢３丁目,前沢３丁目,83,48,15,12,2,3,1,1,-,-,1,-
4,1322201604,東久留米市,前沢,前沢４丁目,前沢４丁目,50,27,9,6,2,4,2,-,-,-,-,-
4,1322201605,東久留米市,前沢,前沢５丁目,前沢５丁目,74,38,14,11,4,2,1,3,-,-,-,1
3,1322201700,東久留米市,南町,,南町,109,54,18,18,7,9,3,-,-,-,-,-
4,1322201701,東久留米市,南町,南町１丁目,南町１丁目,30,18,4,4,2,2,-,-,-,-,-,-
4,1322201702,東久留米市,南町,南町２丁目,南町２丁目,26,9,4,8,1,3,1,-,-,-,-,-
4,1322201703,東久留米市,南町,南町３丁目,南町３丁目,24,10,5,2,3,3,1,-,-,-,-,-
4,1322201704,東久留米市,南町,南町４丁目,南町４丁目,29,17,5,4,1,1,1,-,-,-,-,-
3,1322201800,東久留米市,滝山,,滝山,260,158,56,13,17,10,3,2,-,-,-,1
4,1322201801,東久留米市,滝山,滝山１丁目,滝山１丁目,20,13,5,1,1,-,-,-,-,-,-,-
4,1322201802,東久留米市,滝山,滝山２丁目,滝山２丁目,1,-,-,-,-,-,-,-,-,-,-,1
4,1322201803,東久留米市,滝山,滝山３丁目,滝山３丁目,10,4,3,2,-,1,-,-,-,-,-,-
4,1322201804,東久留米市,滝山,滝山４丁目,滝山４丁目,100,59,23,6,5,3,2,2,-,-,-,-
4,1322201805,東久留米市,滝山,滝山５丁目,滝山５丁目,76,52,13,3,6,1,1,-,-,-,-,-
4,1322201806,東久留米市,滝山,滝山６丁目,滝山６丁目,6,2,1,-,1,2,-,-,-,-,-,-
4,1322201807,東久留米市,滝山,滝山７丁目,滝山７丁目,47,28,11,1,4,3,-,-,-,-,-,-
3,1322201900,東久留米市,下里,,下里,305,168,66,45,9,12,1,1,1,-,-,2
4,1322201901,東久留米市,下里,下里１丁目,下里１丁目,40,26,9,4,1,-,-,-,-,-,-,-
4,1322201902,東久留米市,下里,下里２丁目,下里２丁目,59,27,10,16,2,4,-,-,-,-,-,-
4,1322201903,東久留米市,下里,下里３丁目,下里３丁目,67,43,11,9,1,2,-,-,1,-,-,-
4,1322201904,東久留米市,下里,下里４丁目,下里４丁目,19,8,2,4,2,1,1,1,-,-,-,-
4,1322201905,東久留米市,下里,下里５丁目,下里５丁目,76,42,23,6,1,2,-,-,-,-,-,2
4,1322201906,東久留米市,下里,下里６丁目,下里６丁目,19,10,3,2,1,3,-,-,-,-,-,-
4,1322201907,東久留米市,下里,下里７丁目,下里７丁目,25,12,8,4,1,-,-,-,-,-,-,-
3,1322202000,東久留米市,柳窪,,柳窪,128,69,20,21,12,3,1,-,-,-,1,1
4,1322202001,東久留米市,柳窪,柳窪１丁目,柳窪１丁目,16,6,2,3,5,-,-,-,-,-,-,-
4,1322202002,東久留米市,柳窪,柳窪２丁目,柳窪２丁目,46,26,6,8,2,2,1,-,-,-,1,-
4,1322202003,東久留米市,柳窪,柳窪３丁目,柳窪３丁目,8,3,2,1,1,1,-,-,-,-,-,-
4,1322202004,東久留米市,柳窪,柳窪４丁目,柳窪４丁目,30,16,5,6,3,-,-,-,-,-,-,-
4,1322202005,東久留米市,柳窪,柳窪５丁目,柳窪５丁目,28,18,5,3,1,-,-,-,-,-,-,1
3,1322202100,東久留米市,野火止,,野火止,57,29,8,10,5,2,1,1,1,-,-,-
4,1322202101,東久留米市,野火止,野火止１丁目,野火止１丁目,30,10,5,7,4,1,1,1,1,-,-,-
4,1322202102,東久留米市,野火止,野火止２丁目,野火止２丁目,19,12,3,2,1,1,-,-,-,-,-,-
4,1322202103,東久留米市,野火止,野火止３丁目,野火止３丁目,8,7,-,1,-,-,-,-,-,-,-,-
3,1322202200,東久留米市,八幡町,,八幡町,163,79,40,21,12,3,7,1,-,-,-,-
4,1322202201,東久留米市,八幡町,八幡町１丁目,八幡町１丁目,48,20,14,6,4,1,2,1,-,-,-,-
4,1322202202,東久留米市,八幡町,八幡町２丁目,八幡町２丁目,72,42,15,11,4,-,-,-,-,-,-,-
4,1322202203,東久留米市,八幡町,八幡町３丁目,八幡町３丁目,43,17,11,4,4,2,5,-,-,-,-,-
3,1322202300,東久留米市,弥生,,弥生,27,16,4,3,3,-,1,-,-,-,-,-
4,1322202301,東久留米市,弥生,弥生１丁目,弥生１丁目,22,14,3,2,3,-,-,-,-,-,-,-
4,1322202302,東久留米市,弥生,弥生２丁目,弥生２丁目,5,2,1,1,-,-,1,-,-,-,-,-
2,1322300000,武蔵村山市,,,武蔵村山市,2378,1257,514,311,126,90,42,19,1,5,2,11
3,1322300100,武蔵村山市,中藤,,中藤,69,45,13,3,6,1,1,-,-,-,-,-
4,1322300101,武蔵村山市,中藤,中藤１丁目,中藤１丁目,14,10,3,-,1,-,-,-,-,-,-,-
4,1322300102,武蔵村山市,中藤,中藤２丁目,中藤２丁目,5,3,-,2,-,-,-,-,-,-,-,-
4,1322300103,武蔵村山市,中藤,中藤３丁目,中藤３丁目,8,6,1,-,1,-,-,-,-,-,-,-
4,1322300104,武蔵村山市,中藤,中藤４丁目,中藤４丁目,16,12,2,1,1,-,-,-,-,-,-,-
4,1322300105,武蔵村山市,中藤,中藤５丁目,中藤５丁目,26,14,7,-,3,1,1,-,-,-,-,-
3,1322300200,武蔵村山市,神明,,神明,73,34,19,14,3,2,1,-,-,-,-,-
4,1322300201,武蔵村山市,神明,神明１丁目,神明１丁目,22,8,6,5,1,1,1,-,-,-,-,-
4,1322300202,武蔵村山市,神明,神明２丁目,神明２丁目,21,14,3,4,-,-,-,-,-,-,-,-
4,1322300203,武蔵村山市,神明,神明３丁目,神明３丁目,17,10,5,-,1,1,-,-,-,-,-,-
4,1322300204,武蔵村山市,神明,神明４丁目,神明４丁目,13,2,5,5,1,-,-,-,-,-,-,-
3,1322300300,武蔵村山市,中央,,中央,105,69,16,13,2,4,-,1,-,-,-,-
4,1322300301,武蔵村山市,中央,中央１丁目,中央１丁目,22,9,5,5,-,2,-,1,-,-,-,-
4,1322300302,武蔵村山市,中央,中央２丁目,中央２丁目,35,23,7,3,-,2,-,-,-,-,-,-
4,1322300303,武蔵村山市,中央,中央３丁目,中央３丁目,38,31,4,2,1,-,-,-,-,-,-,-
4,1322300304,武蔵村山市,中央,中央４丁目,中央４丁目,10,6,-,3,1,-,-,-,-,-,-,-
4,1322300305,武蔵村山市,中央,中央５丁目,中央５丁目,-,-,-,-,-,-,-,-,-,-,-,-
3,1322300400,武蔵村山市,本町,,本町,157,96,36,11,7,5,1,1,-,-,-,-
4,1322300401,武蔵村山市,本町,本町１丁目,本町１丁目,56,33,12,4,5,2,-,-,-,-,-,-
4,1322300402,武蔵村山市,本町,本町２丁目,本町２丁目,65,42,15,4,2,1,-,1,-,-,-,-
4,1322300403,武蔵村山市,本町,本町３丁目,本町３丁目,14,9,2,1,-,1,1,-,-,-,-,-
4,1322300404,武蔵村山市,本町,本町４丁目,本町４丁目,15,9,5,-,-,1,-,-,-,-,-,-
4,1322300405,武蔵村山市,本町,本町５丁目,本町５丁目,5,3,1,1,-,-,-,-,-,-,-,-
4,1322300406,武蔵村山市,本町,本町６丁目,本町６丁目,2,-,1,1,-,-,-,-,-,-,-,-
3,1322300500,武蔵村山市,三ツ木,,三ツ木,103,59,20,14,5,4,-,-,-,-,-,1
4,1322300501,武蔵村山市,三ツ木,三ツ木１丁目,三ツ木１丁目,25,12,8,3,-,2,-,-,-,-,-,-
4,1322300502,武蔵村山市,三ツ木,三ツ木２丁目,三ツ木２丁目,27,16,6,1,2,2,-,-,-,-,-,-
4,1322300503,武蔵村山市,三ツ木,三ツ木３丁目,三ツ木３丁目,20,11,1,6,2,-,-,-,-,-,-,-
4,1322300504,武蔵村山市,三ツ木,三ツ木４丁目,三ツ木４丁目,1,-,1,-,-,-,-,-,-,-,-,-
4,1322300505,武蔵村山市,三ツ木,三ツ木５丁目,三ツ木５丁目,30,20,4,4,1,-,-,-,-,-,-,1
3,1322300600,武蔵村山市,大字三ツ木,,大字三ツ木,-,-,-,-,-,-,-,-,-,-,-,-
3,1322300700,武蔵村山市,岸,,岸,92,64,17,7,2,1,1,-,-,-,-,-
4,1322300701,武蔵村山市,岸,岸１丁目,岸１丁目,55,33,11,7,2,1,1,-,-,-,-,-
4,1322300702,武蔵村山市,岸,岸２丁目,岸２丁目,16,16,-,-,-,-,-,-,-,-,-,-
4,1322300703,武蔵村山市,岸,岸３丁目,岸３丁目,18,14,4,-,-,-,-,-,-,-,-,-
4,1322300704,武蔵村山市,岸,岸４丁目,岸４丁目,1,-,1,-,-,-,-,-,-,-,-,-
4,1322300705,武蔵村山市,岸,岸５丁目,岸５丁目,2,1,1,-,-,-,-,-,-,-,-,-
3,1322300800,武蔵村山市,大字岸,,大字岸,-,-,-,-,-,-,-,-,-,-,-,-
3,1322300900,武蔵村山市,中原,,中原,92,46,20,16,7,2,-,1,-,-,-,-
4,1322300901,武蔵村山市,中原,中原１丁目,中原１丁目,43,17,11,10,4,1,-,-,-,-,-,-
4,1322300902,武蔵村山市,中原,中原２丁目,中原２丁目,23,18,3,2,-,-,-,-,-,-,-,-
4,1322300903,武蔵村山市,中原,中原３丁目,中原３丁目,11,3,3,3,2,-,-,-,-,-,-,-
4,1322300904,武蔵村山市,中原,中原４丁目,中原４丁目,15,8,3,1,1,1,-,1,-,-,-,-
4,1322300905,武蔵村山市,中原,中原５丁目,中原５丁目,-,-,-,-,-,-,-,-,-,-,-,-
3,1322301000,武蔵村山市,残堀,,残堀,197,102,48,27,6,8,5,-,-,-,-,1
4,1322301001,武蔵村山市,残堀,残堀１丁目,残堀１丁目,76,33,17,15,4,3,3,-,-,-,-,1
4,1322301002,武蔵村山市,残堀,残堀２丁目,残堀２丁目,36,19,10,3,1,2,1,-,-,-,-,-
4,1322301003,武蔵村山市,残堀,残堀３丁目,残堀３丁目,-,-,-,-,-,-,-,-,-,-,-,-
4,1322301004,武蔵村山市,残堀,残堀４丁目,残堀４丁目,38,21,9,4,1,2,1,-,-,-,-,-
4,1322301005,武蔵村山市,残堀,残堀５丁目,残堀５丁目,47,29,12,5,-,1,-,-,-,-,-,-
3,1322301100,武蔵村山市,伊奈平,,伊奈平,383,151,76,63,34,24,21,12,-,1,-,1
4,1322301101,武蔵村山市,伊奈平,伊奈平１丁目,伊奈平１丁目,122,50,26,21,6,8,8,3,-,-,-,-
4,1322301102,武蔵村山市,伊奈平,伊奈平２丁目,伊奈平２丁目,99,25,19,19,12,12,7,4,-,1,-,-
4,1322301103,武蔵村山市,伊奈平,伊奈平３丁目,伊奈平３丁目,53,23,10,5,8,1,4,2,-,-,-,-
4,1322301104,武蔵村山市,伊奈平,伊奈平４丁目,伊奈平４丁目,23,14,1,4,2,1,-,1,-,-,-,-
4,1322301105,武蔵村山市,伊奈平,伊奈平５丁目,伊奈平５丁目,54,24,14,6,4,2,1,2,-,-,-,1
4,1322301106,武蔵村山市,伊奈平,伊奈平６丁目,伊奈平６丁目,32,15,6,8,2,-,1,-,-,-,-,-
3,1322301200,武蔵村山市,三ツ藤,,三ツ藤,171,96,39,21,7,5,1,2,-,-,-,-
4,1322301201,武蔵村山市,三ツ藤,三ツ藤１丁目,三ツ藤１丁目,103,63,20,11,4,2,1,2,-,-,-,-
4,1322301202,武蔵村山市,三ツ藤,三ツ藤２丁目,三ツ藤２丁目,29,11,9,7,1,1,-,-,-,-,-,-
4,1322301203,武蔵村山市,三ツ藤,三ツ藤３丁目,三ツ藤３丁目,39,22,10,3,2,2,-,-,-,-,-,-
