地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
4,13229,西東京市,1,A,農業，林業,4,19,13,6,-,-,-,-,3,9,5,4,-,-,-,-,1,10,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,D,建設業,451,2670,2130,532,119,-,-,-,204,415,275,137,66,423,336,82,35,452,363,89,13,306,267,39,5,192,183,9,6,389,320,69,2,243,228,15,1,250,158,92,-,-,-,-,-,-,-,-
4,13229,西東京市,1,E,製造業,150,1198,876,322,39,-,-,-,70,142,76,66,14,94,52,42,16,205,130,75,5,121,63,58,2,71,56,15,1,50,46,4,2,236,200,36,1,279,253,26,-,-,-,-,-,-,-,-
4,13229,西東京市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,G,情報通信業,70,807,488,319,22,-,-,-,27,61,37,24,10,61,37,24,4,50,23,27,2,43,32,11,2,67,60,7,1,81,56,25,1,101,39,62,-,-,-,-,1,343,204,139,-,-,-,-
4,13229,西東京市,1,H,運輸業，郵便業,48,1818,1563,254,5,-,-,-,10,21,9,11,6,43,33,10,9,135,125,10,4,91,64,27,3,118,109,9,7,442,366,76,2,365,362,3,1,250,240,10,1,353,255,98,-,-,-,-
4,13229,西東京市,1,I,卸売業，小売業,1181,9300,4113,5179,299,-,-,-,436,909,320,589,196,1262,413,841,148,2083,991,1092,49,1112,619,493,32,1154,553,601,11,722,230,492,8,1197,452,745,1,213,53,160,-,-,-,-,1,648,482,166
4,13229,西東京市,1,J,金融業，保険業,68,1104,345,759,5,-,-,-,16,35,17,18,3,19,9,10,22,319,173,146,10,239,61,178,9,318,57,261,3,174,28,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,K,不動産業，物品賃貸業,439,1209,737,472,216,-,-,-,163,280,138,142,35,243,158,85,15,191,151,40,4,92,43,49,2,66,20,46,3,216,137,79,1,121,90,31,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,L,学術研究，専門・技術サービス業,213,583,320,258,73,-,-,-,115,223,85,133,20,132,49,83,3,42,31,11,1,22,21,1,-,-,-,-,-,-,-,-,1,164,134,30,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,M,宿泊業，飲食サービス業,689,4605,1792,2813,180,-,-,-,242,519,169,350,112,771,289,482,89,1202,444,758,34,786,334,452,27,980,398,582,5,347,158,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,N,生活関連サービス業，娯楽業,581,2385,1036,1319,218,-,-,-,239,504,151,349,74,464,211,246,25,338,186,133,12,284,139,145,7,256,133,123,4,249,101,148,2,290,115,175,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,O,教育，学習支援業,246,2212,958,1254,98,-,-,-,69,141,62,79,32,206,90,116,22,277,89,188,12,290,141,149,10,377,124,253,1,63,31,32,1,110,45,65,-,-,-,-,-,-,-,-,1,748,376,372
4,13229,西東京市,1,P,医療，福祉,653,9787,2297,7296,90,-,-,-,187,463,113,348,171,1171,207,957,118,1570,369,1201,27,626,146,480,30,1102,197,905,16,1194,367,827,9,1338,284,869,2,503,177,326,2,971,231,740,1,849,206,643
4,13229,西東京市,1,Q,複合サービス事業,23,207,92,115,-,-,-,-,3,9,3,6,16,110,39,71,2,20,8,12,-,-,-,-,2,68,42,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13229,西東京市,1,R,サービス業（他に分類されないもの）,184,3315,1056,2246,42,-,-,-,67,140,73,65,31,208,112,96,19,238,158,69,9,209,127,82,9,354,215,139,3,184,116,68,3,395,193,202,-,-,-,-,-,-,-,-,1,1587,62,1525
1,13550,町村部,0,A～R,全産業（Ｓ公務を除く）,4803,36919,21359,15442,1393,-,-,-,1871,3921,1929,1984,724,4752,2802,1920,428,5775,3364,2411,132,3119,1789,1330,130,4830,2685,2065,88,6226,3985,2241,27,3540,1549,1991,6,1514,813,701,3,1199,710,489,1,2043,1733,310
1,13550,町村部,1,A,農業，林業,24,224,174,50,2,-,-,-,9,18,14,4,8,57,50,7,2,25,24,1,1,26,13,13,1,40,34,6,1,58,39,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,B,漁業,2,13,11,2,-,-,-,-,1,4,4,-,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,C,鉱業，採石業，砂利採取業,4,86,78,8,-,-,-,-,2,3,3,-,-,-,-,-,-,-,-,-,1,29,28,1,-,-,-,-,1,54,47,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,D,建設業,598,2761,2340,414,154,-,-,-,271,550,421,129,95,651,537,107,48,618,540,78,18,426,376,50,9,312,269,43,3,204,197,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,E,製造業,675,8860,6331,2529,125,-,-,-,265,591,365,226,126,822,564,258,69,964,690,274,25,587,455,132,40,1513,972,541,16,1103,750,353,7,952,564,388,1,285,238,47,-,-,-,-,1,2043,1733,310
1,13550,町村部,1,F,電気・ガス・熱供給・水道業,15,629,556,73,1,-,-,-,2,4,3,1,6,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,6,588,516,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,G,情報通信業,6,14,5,9,1,-,-,-,3,4,1,3,2,10,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,H,運輸業，郵便業,193,3795,2769,1026,23,-,-,-,58,130,93,37,34,222,158,64,33,469,400,69,8,182,158,24,13,491,398,93,19,1354,1134,220,3,456,117,339,2,491,311,180,-,-,-,-,-,-,-,-
1,13550,町村部,1,I,卸売業，小売業,1136,6768,3201,3563,324,-,-,-,455,980,387,589,185,1184,587,597,115,1563,784,779,22,520,235,285,21,751,284,467,10,700,271,429,2,259,89,170,-,-,-,-,2,811,564,247,-,-,-,-
1,13550,町村部,1,J,金融業，保険業,35,296,141,155,3,-,-,-,11,24,11,13,7,47,19,28,10,125,67,58,4,100,44,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,K,不動産業，物品賃貸業,131,486,276,210,60,-,-,-,46,96,51,45,17,114,87,27,2,25,14,11,3,76,43,33,1,40,6,34,2,135,75,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,L,学術研究，専門・技術サービス業,84,323,210,112,28,-,-,-,37,74,38,35,7,39,25,14,10,130,73,57,1,25,25,-,-,-,-,-,1,55,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,M,宿泊業，飲食サービス業,916,2923,989,1933,370,-,-,-,384,724,191,532,70,456,160,296,61,815,271,544,17,402,138,264,13,470,193,277,1,56,36,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,N,生活関連サービス業，娯楽業,352,1364,607,750,175,-,-,-,112,222,86,134,36,236,116,115,12,159,105,54,7,166,63,103,7,279,121,158,2,168,72,96,1,134,44,90,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,O,教育，学習支援業,66,210,75,135,32,-,-,-,21,44,13,31,6,39,13,26,5,66,39,27,1,21,3,18,1,40,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,P,医療，福祉,239,5585,1936,3591,32,-,-,-,55,131,38,93,47,322,84,220,36,483,118,365,15,353,48,305,16,595,209,346,23,1513,632,881,12,1450,543,907,3,738,264,474,-,-,-,-,-,-,-,-
1,13550,町村部,1,Q,複合サービス事業,49,319,184,135,-,-,-,-,23,74,40,34,18,119,75,44,6,76,44,32,1,20,10,10,1,30,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,1,R,サービス業（他に分類されないもの）,277,2262,1475,747,63,-,-,-,115,247,169,78,59,388,279,109,19,257,195,62,8,186,150,36,7,269,177,52,3,238,167,71,2,289,192,97,-,-,-,-,1,388,146,242,-,-,-,-
2,13300,西多摩郡,0,A～R,全産業（Ｓ公務を除く）,2737,29488,17086,12286,612,-,-,-,1016,2211,1183,1022,465,3055,1805,1220,319,4414,2554,1860,105,2486,1369,1117,115,4303,2373,1850,69,4834,3027,1807,26,3429,1519,1910,6,1514,813,701,3,1199,710,489,1,2043,1733,310
2,13300,西多摩郡,1,A,農業，林業,17,153,126,27,-,-,-,-,6,14,11,3,7,48,44,4,2,25,24,1,1,26,13,13,1,40,34,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,B,漁業,2,13,11,2,-,-,-,-,1,4,4,-,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,C,鉱業，採石業，砂利採取業,3,85,77,8,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,1,29,28,1,-,-,-,-,1,54,47,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,D,建設業,354,1243,1020,216,97,-,-,-,184,364,272,92,44,305,249,49,19,253,220,33,5,123,108,15,4,133,108,25,1,65,63,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,E,製造業,571,8562,6190,2372,100,-,-,-,209,473,317,156,108,704,504,200,65,922,668,254,24,567,444,123,40,1513,972,541,16,1103,750,353,7,952,564,388,1,285,238,47,-,-,-,-,1,2043,1733,310
2,13300,西多摩郡,1,F,電気・ガス・熱供給・水道業,6,25,24,1,-,-,-,-,2,4,3,1,4,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,G,情報通信業,4,9,5,4,-,-,-,-,3,4,1,3,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,H,運輸業，郵便業,112,3399,2490,909,6,-,-,-,26,55,41,14,14,91,75,16,23,331,289,42,7,160,141,19,12,461,382,79,19,1354,1134,220,3,456,117,339,2,491,311,180,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,I,卸売業，小売業,683,5505,2700,2801,163,-,-,-,244,553,229,320,132,861,428,433,93,1281,673,608,19,448,202,246,19,673,261,412,9,619,254,365,2,259,89,170,-,-,-,-,2,811,564,247,-,-,-,-
2,13300,西多摩郡,1,J,金融業，保険業,19,178,88,90,1,-,-,-,6,14,6,8,4,24,9,15,5,64,43,21,3,76,30,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,K,不動産業，物品賃貸業,81,383,212,171,27,-,-,-,33,69,33,36,14,92,74,18,2,25,14,11,3,76,43,33,1,40,6,34,1,81,42,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,L,学術研究，専門・技術サービス業,46,231,147,84,10,-,-,-,23,49,24,25,4,21,11,10,8,106,63,43,-,-,-,-,-,-,-,-,1,55,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,M,宿泊業，飲食サービス業,278,1871,643,1228,73,-,-,-,97,204,49,155,31,205,78,127,50,682,213,469,15,350,124,226,12,430,179,251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,N,生活関連サービス業，娯楽業,157,1099,458,634,55,-,-,-,56,120,43,75,22,143,62,76,8,110,64,46,6,145,52,93,7,279,121,158,2,168,72,96,1,134,44,90,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,O,教育，学習支援業,36,151,40,111,16,-,-,-,12,25,6,19,3,20,3,17,3,45,21,24,1,21,3,18,1,40,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,P,医療，福祉,169,4621,1606,2957,17,-,-,-,36,83,24,59,36,245,60,167,25,338,84,254,12,279,39,240,13,502,173,289,16,1097,449,648,11,1339,513,826,3,738,264,474,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,Q,複合サービス事業,16,146,67,79,-,-,-,-,5,16,6,10,6,39,17,22,3,41,19,22,1,20,10,10,1,30,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,R,サービス業（他に分類されないもの）,183,1814,1182,592,47,-,-,-,72,158,112,46,34,222,159,63,13,191,159,32,7,166,132,34,4,162,115,7,3,238,167,71,2,289,192,97,-,-,-,-,1,388,146,242,-,-,-,-
4,13303,瑞穂町,0,A～R,全産業（Ｓ公務を除く）,1624,19208,12034,7067,341,-,-,-,605,1306,774,528,271,1779,1135,621,200,2797,1760,1037,71,1690,971,719,71,2670,1530,1060,44,3151,2044,1107,15,2134,918,1216,3,776,549,227,2,862,620,242,1,2043,1733,310
4,13303,瑞穂町,1,A,農業，林業,4,35,22,13,-,-,-,-,2,3,3,-,1,6,6,-,-,-,-,-,1,26,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,D,建設業,199,665,535,130,55,-,-,-,105,210,157,53,22,153,128,25,12,163,139,24,3,74,62,12,2,65,49,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,E,製造業,437,7016,5115,1901,69,-,-,-,172,387,261,126,78,508,372,136,50,695,516,179,20,472,368,104,29,1101,673,428,12,798,584,214,5,727,370,357,1,285,238,47,-,-,-,-,1,2043,1733,310
4,13303,瑞穂町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,G,情報通信業,2,7,4,3,-,-,-,-,1,2,-,2,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,H,運輸業，郵便業,84,2776,2054,722,4,-,-,-,19,41,31,10,7,47,37,10,19,273,244,29,6,137,118,19,11,429,352,77,14,1040,870,170,2,318,91,227,2,491,311,180,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,I,卸売業，小売業,399,3578,2079,1497,85,-,-,-,146,334,177,155,72,476,287,189,62,861,506,355,16,376,172,204,8,285,149,136,7,513,225,288,2,259,89,170,-,-,-,-,1,474,474,-,-,-,-,-
4,13303,瑞穂町,1,J,金融業，保険業,9,130,68,62,-,-,-,-,2,6,4,2,1,7,4,3,3,41,30,11,3,76,30,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,K,不動産業，物品賃貸業,56,311,171,140,16,-,-,-,24,56,28,28,12,80,63,17,-,-,-,-,2,54,32,22,1,40,6,34,1,81,42,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,L,学術研究，専門・技術サービス業,26,96,56,40,7,-,-,-,12,25,13,12,3,15,7,8,4,56,36,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,M,宿泊業，飲食サービス業,111,909,346,563,23,-,-,-,35,60,13,47,13,86,43,43,27,372,136,236,7,168,62,106,6,223,92,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,N,生活関連サービス業，娯楽業,88,775,316,452,33,-,-,-,30,57,17,38,10,61,25,31,2,28,17,11,4,97,38,59,6,230,103,127,2,168,72,96,1,134,44,90,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,O,教育，学習支援業,20,108,32,76,9,-,-,-,5,9,1,8,2,14,3,11,3,45,21,24,-,-,-,-,1,40,7,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,P,医療，福祉,78,1353,368,927,12,-,-,-,16,34,8,26,22,141,28,95,11,161,30,131,5,122,14,108,3,104,8,56,6,384,148,236,3,407,132,275,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,Q,複合サービス事業,6,66,31,35,-,-,-,-,1,2,-,2,3,19,7,12,1,15,9,6,-,-,-,-,1,30,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,R,サービス業（他に分類されないもの）,105,1383,837,506,28,-,-,-,35,80,61,19,24,161,121,40,6,87,76,11,4,88,62,26,3,123,76,7,2,167,103,64,2,289,192,97,-,-,-,-,1,388,146,242,-,-,-,-
4,13305,日の出町,0,A～R,全産業（Ｓ公務を除く）,704,8198,3930,4266,149,-,-,-,238,536,235,299,132,861,407,454,87,1191,570,621,26,606,311,295,39,1462,728,734,19,1289,783,506,10,1178,542,636,3,738,264,474,1,337,90,247,-,-,-,-
4,13305,日の出町,1,A,農業，林業,7,73,62,11,-,-,-,-,4,11,8,3,1,7,6,1,1,15,14,1,-,-,-,-,1,40,34,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,C,鉱業，採石業，砂利採取業,1,2,2,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,D,建設業,87,338,290,48,25,-,-,-,46,90,65,25,9,58,47,11,3,39,38,1,2,49,46,3,1,37,31,6,1,65,63,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,E,製造業,101,1357,959,398,24,-,-,-,21,46,29,17,27,175,125,50,9,135,103,32,4,95,76,19,10,376,266,110,4,305,166,139,2,225,194,31,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,F,電気・ガス・熱供給・水道業,3,9,8,1,-,-,-,-,2,4,3,1,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,G,情報通信業,2,2,1,1,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,H,運輸業，郵便業,18,535,356,179,1,-,-,-,6,11,7,4,2,13,12,1,2,27,17,10,-,-,-,-,1,32,30,2,5,314,264,50,1,138,26,112,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,I,卸売業，小売業,199,1756,545,1209,40,-,-,-,61,152,33,117,53,341,115,226,29,390,153,237,3,72,30,42,10,358,95,263,2,106,29,77,-,-,-,-,-,-,-,-,1,337,90,247,-,-,-,-
4,13305,日の出町,1,J,金融業，保険業,8,35,11,24,1,-,-,-,3,6,1,5,3,17,5,12,1,12,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,K,不動産業，物品賃貸業,22,71,41,30,9,-,-,-,8,12,5,7,2,12,11,1,2,25,14,11,1,22,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,L,学術研究，専門・技術サービス業,16,127,85,42,2,-,-,-,8,16,5,11,1,6,4,2,4,50,27,23,-,-,-,-,-,-,-,-,1,55,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,M,宿泊業，飲食サービス業,64,674,208,466,9,-,-,-,18,40,10,30,6,38,14,24,19,261,62,199,7,161,47,114,5,174,75,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,N,生活関連サービス業，娯楽業,44,223,85,138,14,-,-,-,17,45,16,29,7,49,16,33,4,57,32,25,1,23,3,20,1,49,18,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,O,教育，学習支援業,14,37,7,30,7,-,-,-,5,10,4,6,1,6,-,6,-,-,-,-,1,21,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,P,医療，福祉,67,2578,965,1613,4,-,-,-,17,44,15,29,12,91,24,67,7,95,37,58,3,65,15,50,9,357,140,217,5,373,148,225,7,815,322,493,3,738,264,474,-,-,-,-,-,-,-,-
4,13305,日の出町,1,Q,複合サービス事業,3,35,16,19,-,-,-,-,1,4,3,1,-,-,-,-,1,11,3,8,1,20,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,R,サービス業（他に分類されないもの）,48,346,289,57,13,-,-,-,18,41,28,13,7,43,23,20,5,74,65,9,3,78,70,8,1,39,39,-,1,71,64,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,0,A～R,全産業（Ｓ公務を除く）,139,531,261,270,46,-,-,-,66,120,53,67,15,96,66,30,7,98,71,27,3,72,8,64,-,-,-,-,2,145,63,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,A,農業，林業,3,24,23,1,-,-,-,-,-,-,-,-,2,14,13,1,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,D,建設業,26,62,54,8,7,-,-,-,15,23,20,3,3,24,21,3,1,15,13,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,E,製造業,13,65,41,24,2,-,-,-,8,19,13,6,-,-,-,-,3,46,28,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,H,運輸業，郵便業,2,20,20,-,-,-,-,-,-,-,-,-,1,5,5,-,1,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
