表8-1  物質別月別調査結果（HAPｓ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020年度  HAPs,,,,,,,,,,,
"注） ・２桁への有効数字処理は行っていない。
・検出下限値未満の値は「<」で示し、年平均値算出には検出下限値の1/2を充てる。右側のppb換算値の検出下限値付近の値においては、μg/m3と表示が異なる場合がある。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
区,国設東京新宿,0.089,,0.159,,0.144,,0.099,,0.146,0.18,,,0.141,,,0.183,,,,0.29,,,,0.114,,,,0.172,,,,0.068,,,,0.29,,,0.068,,,,0.149,,,,0.051,,,,0.012,,,,0.026
部,大田区東糀谷,0.159,,0.161,,0.186,,0.116,,0.367,0.294,,,0.135,,,0.294,,,,0.259,,,,0.194,,,,0.242,,,,0.098,,,,0.367,,,0.098,,,,0.209,,,,0.065,,,,0.017,,,,0.037
一,世田谷区世田谷,0.127,,0.153,,0.143,,0.088,,0.135,0.155,,,0.14,,,0.226,,,,0.235,,,,0.159,,,,0.083,,,,0.06,,,,0.235,,,0.06,,,,0.142,,,,0.041,,,,0.011,,,,0.025
般,板橋区氷川町,0.137,,0.153,,0.163,,0.089,,0.151,0.208,,,0.235,,,0.23,,,,0.294,,,,0.168,,,,0.136,,,,0.064,,,,0.294,,,0.064,,,,0.169,,,,0.052,,,,0.011,,,,0.03
環,練馬区石神井町,0.149,,0.16,,0.158,,0.071,,0.116,0.143,,,0.169,,,0.217,,,,0.355,,,,0.193,,,,0.138,,,,0.051,,,,0.355,,,0.051,,,,0.16,,,,0.063,,,,0.009,,,,0.028
境,足立区西新井,0.165,,0.189,,0.167,,0.072,,0.165,0.187,,,0.257,,,0.38,,,,0.42,,,,0.181,,,,0.27,,,,0.06,,,,0.42,,,0.06,,,,0.209,,,,0.074,,,,0.011,,,,0.037
,江戸川区春江町,0.091,,0.086,,0.083,,0.061,,0.093,0.15,,,0.202,,,0.333,,,,0.341,,,,0.169,,,,0.23,,,,0.163,,,,0.341,,,0.061,,,,0.167,,,,0.06,,,,0.011,,,,0.029
,区部一般平均,0.125,,0.147,,0.15,,0.086,,0.168,0.19,,,0.176,,,0.254,,,,0.302,,,,0.16,,,,0.182,,,,0.081,,,,0.42,,,0.051,,,,0.168,,,,0.074,,,,0.009,,,,0.03
多,小金井市本町,0.186,,0.185,,0.179,,0.068,,0.119,0.141,,,0.231,,,0.252,,,,0.357,,,,0.202,,,,0.217,,,,0.107,,,,0.357,,,0.068,,,,0.187,,,,0.063,,,,0.012,,,,0.033
摩,東大和市奈良橋,0.186,,0.27,,0.349,,0.145,,0.195,0.135,,,0.207,,,0.301,,,,0.388,,,,0.519,,,,0.291,,,,0.053,,,,0.519,,,0.053,,,,0.253,,,,0.092,,,,0.009,,,,0.045
一般,多摩部一般平均,0.186,,0.228,,0.264,,0.107,,0.157,0.138,,,0.219,,,0.276,,,,0.373,,,,0.36,,,,0.254,,,,0.08,,,,0.519,,,0.053,,,,0.22,,,,0.092,,,,0.009,,,,0.039
都一般平均,,0.137,,0.163,,0.173,,0.09,,0.166,0.18,,,0.185,,,0.258,,,,0.316,,,,0.2,,,,0.196,,,,0.08,,,,0.519,,,0.051,,,,0.179,,,,0.092,,,,0.009,,,,0.032
,京葉道路亀戸,0.146,,0.139,,0.171,,0.129,,0.137,0.175,,,0.209,,,0.288,,,,0.424,,,,0.183,,,,0.43,,,,0.072,,,,0.43,,,0.072,,,,0.209,,,,0.076,,,,0.013,,,,0.037
,環八通り八幡山,0.128,,0.157,,0.139,,0.06,,0.117,0.202,,,0.216,,,0.253,,,,0.37,,,,0.258,,,,0.186,,,,0.056,,,,0.37,,,0.056,,,,0.178,,,,0.065,,,,0.01,,,,0.031
沿,２地点沿道平均,0.137,,0.148,,0.155,,0.094,,0.127,0.188,,,0.212,,,0.27,,,,0.397,,,,0.22,,,,0.308,,,,0.064,,,,0.43,,,0.056,,,,0.193,,,,0.076,,,,0.01,,,,0.034
道,甲州街道大原,0.13,,0.24,,0.213,,0.171,,0.307,0.18,,,0.222,,,0.255,,,,0.36,,,,0.21,,,,0.213,,,,0.063,,,,0.36,,,0.063,,,,0.214,,,,0.064,,,,0.011,,,,0.038
,中山道大和町,0.142,,0.309,,0.265,,0.159,,0.21,0.314,,,0.399,,,0.374,,,,0.432,,,,0.279,,,,0.231,,,,0.076,,,,0.432,,,0.076,,,,0.266,,,,0.076,,,,0.013,,,,0.047
,４地点沿道平均,0.136,,0.211,,0.197,,0.13,,0.193,0.218,,,0.261,,,0.293,,,,0.397,,,,0.233,,,,0.265,,,,0.067,,,,0.432,,,0.056,,,,0.217,,,,0.076,,,,0.01,,,,0.038
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.02,,0.041,,0.03,,0.041,,0.054,0.029,,,0.067,,,0.047,,,,0.107,,,,0.056,,,,0.075,,,,0.05,,,,0.107,,,< 0.02,,,,0.051,,,,0.019,,,,< 0.003,,,,0.009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,o-Ethyltoluene,,,,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,120.2
,,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.06,,,,μg/m3,,,,(0.011 ppb,,,),,,,,,,,換算係数(→ppb）：,,,,,,,,0.2
,,2020年度,,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.02,,,,,,,,(0.004 ppb,,,)       (単位：μg/m3）,,,,,,,,,,,,(単位：ｐｐｂ）,,,,
測定地点（局）,,4月,,5月,,6月,,7月,,8月,9月,,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,最小,,,,平 均,,,,最大,,,,最小,,,,平 均
,中央区晴海,0.088,,0.118,,0.164,,0.091,,0.171,0.203,,,0.143,,,0.176,,,,0.236,,,,0.097,,,,0.176,,,,0.06,,,,0.236,,,0.06,,,,0.144,,,,0.047,,,,0.012,,,,0.029
区,国設東京新宿,0.089,,0.156,,0.152,,0.091,,0.153,0.193,,,0.137,,,0.179,,,,0.291,,,,0.109,,,,0.149,,,,0.053,,,,0.291,,,0.053,,,,0.146,,,,0.058,,,,0.011,,,,0.029
部,大田区東糀谷,0.18,,0.167,,0.178,,0.114,,0.327,0.285,,,0.157,,,0.278,,,,0.259,,,,0.188,,,,0.243,,,,0.087,,,,0.327,,,0.087,,,,0.205,,,,0.065,,,,0.017,,,,0.041
一,世田谷区世田谷,0.145,,0.165,,0.144,,0.08,,0.142,0.182,,,0.152,,,0.23,,,,0.25,,,,0.16,,,,0.09,,,,0.049,,,,0.25,,,0.049,,,,0.149,,,,0.05,,,,0.01,,,,0.03
般,板橋区氷川町,0.145,,0.183,,0.17,,0.078,,0.161,0.221,,,0.219,,,0.252,,,,0.296,,,,0.171,,,,0.153,,,,0.054,,,,0.296,,,0.054,,,,0.175,,,,0.059,,,,0.011,,,,0.035
環,練馬区石神井町,0.166,,0.195,,0.165,,0.07,,0.12,0.162,,,0.181,,,0.226,,,,0.359,,,,0.19,,,,0.136,,,,0.042,,,,0.359,,,0.042,,,,0.168,,,,0.072,,,,0.008,,,,0.034
境,足立区西新井,0.187,,0.22,,0.186,,0.082,,0.179,0.197,,,0.256,,,0.373,,,,0.371,,,,0.204,,,,0.27,,,,0.052,,,,0.373,,,0.052,,,,0.215,,,,0.075,,,,0.01,,,,0.043
,江戸川区春江町,0.117,,0.096,,0.082,,0.054,,0.085,0.162,,,0.19,,,0.345,,,,0.329,,,,0.154,,,,0.23,,,,0.166,,,,0.345,,,0.054,,,,0.168,,,,0.069,,,,0.011,,,,0.034
,区部一般平均,0.14,,0.163,,0.155,,0.082,,0.167,0.201,,,0.179,,,0.257,,,,0.299,,,,0.159,,,,0.181,,,,0.07,,,,0.373,,,0.042,,,,0.171,,,,0.075,,,,0.008,,,,0.034
多,小金井市本町,0.197,,0.214,,0.206,,0.064,,0.128,0.171,,,0.227,,,0.267,,,,0.356,,,,0.202,,,,0.217,,,,0.117,,,,0.356,,,0.064,,,,0.197,,,,0.071,,,,0.013,,,,0.039
摩,東大和市奈良橋,0.192,,0.301,,0.346,,0.127,,0.193,0.156,,,0.211,,,0.321,,,,0.401,,,,0.395,,,,0.281,,,,0.045,,,,0.401,,,0.045,,,,0.247,,,,0.08,,,,0.009,,,,0.049
一般,多摩部一般平均,0.195,,0.257,,0.276,,0.096,,0.161,0.163,,,0.219,,,0.294,,,,0.378,,,,0.298,,,,0.249,,,,0.081,,,,0.401,,,0.045,,,,0.222,,,,0.08,,,,0.009,,,,0.044
都一般平均,,0.151,,0.182,,0.179,,0.085,,0.166,0.193,,,0.187,,,0.265,,,,0.315,,,,0.187,,,,0.195,,,,0.073,,,,0.401,,,0.042,,,,0.181,,,,0.08,,,,0.008,,,,0.036
,京葉道路亀戸,0.158,,0.147,,0.175,,0.127,,0.14,0.188,,,0.191,,,0.292,,,,0.396,,,,0.174,,,,0.372,,,,0.058,,,,0.396,,,0.058,,,,0.202,,,,0.079,,,,0.012,,,,0.04
,環八通り八幡山,0.141,,0.184,,0.145,,0.063,,0.124,0.224,,,0.224,,,0.266,,,,0.36,,,,0.22,,,,0.179,,,,0.051,,,,0.36,,,0.051,,,,0.182,,,,0.072,,,,0.01,,,,0.036
沿,２地点沿道平均,0.149,,0.165,,0.16,,0.095,,0.132,0.206,,,0.208,,,0.279,,,,0.378,,,,0.197,,,,0.275,,,,0.055,,,,0.396,,,0.051,,,,0.192,,,,0.079,,,,0.01,,,,0.038
道,甲州街道大原,0.156,,0.23,,0.213,,0.15,,0.275,0.209,,,0.232,,,0.274,,,,0.359,,,,0.207,,,,0.214,,,,0.063,,,,0.359,,,0.063,,,,0.215,,,,0.072,,,,0.013,,,,0.043
,中山道大和町,0.16,,0.316,,0.261,,0.146,,0.214,0.321,,,0.368,,,0.376,,,,0.421,,,,0.26,,,,0.23,,,,0.071,,,,0.421,,,0.071,,,,0.262,,,,0.084,,,,0.014,,,,0.052
,４地点沿道平均,0.154,,0.219,,0.199,,0.122,,0.188,0.235,,,0.254,,,0.302,,,,0.384,,,,0.215,,,,0.249,,,,0.061,,,,0.421,,,0.051,,,,0.215,,,,0.084,,,,0.01,,,,0.043
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,< 0.02,,0.083,,0.049,,0.04,,0.072,0.034,,,0.075,,,0.069,,,,0.149,,,,0.08,,,,0.069,,,,0.044,,,,0.149,,,< 0.02,,,,0.065,,,,0.03,,,,< 0.004,,,,0.013
2020年度  PAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"1,2,4-Trimethylbenzene (48)",,,,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,120.2
,,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.08,,,,μg/m3,,,,(0.015 ppb,,,),,,,,,,,換算係数(→ppb）：,,,,,,,,0.2
,,2020年度,,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.03,,,,,,,,(0.005 ppb,,,)       (単位：μg/m3）,,,,,,,,,,,,(単位：ｐｐｂ）,,,,
測定地点（局）,,4月,,5月,,6月,,7月,,8月,9月,,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,最小,,,,平 均,,,,最大,,,,最小,,,,平 均
,中央区晴海,0.304,,0.36,,0.547,,0.299,,0.53,0.731,,,0.49,,,0.637,,,,0.83,,,,0.375,,,,0.679,,,,0.203,,,,0.83,,,0.203,,,,0.499,,,,0.166,,,,0.041,,,,0.1
区,国設東京新宿,0.329,,0.585,,0.572,,0.379,,0.509,0.728,,,0.538,,,0.688,,,,1.122,,,,0.422,,,,0.556,,,,0.191,,,,1.122,,,0.191,,,,0.551,,,,0.224,,,,0.038,,,,0.11
部,大田区東糀谷,0.663,,0.566,,0.635,,0.402,,1.308,1.127,,,0.513,,,1.127,,,,0.971,,,,0.7,,,,0.864,,,,0.307,,,,1.308,,,0.307,,,,0.765,,,,0.262,,,,0.061,,,,0.153
一,世田谷区世田谷,0.51,,0.607,,0.556,,0.304,,0.522,0.62,,,0.553,,,0.886,,,,0.862,,,,0.606,,,,0.27,,,,0.169,,,,0.886,,,0.169,,,,0.539,,,,0.177,,,,0.034,,,,0.108
般,板橋区氷川町,0.542,,0.644,,0.647,,0.315,,0.598,0.868,,,0.905,,,0.893,,,,1.141,,,,0.633,,,,0.476,,,,0.214,,,,1.141,,,0.214,,,,0.656,,,,0.228,,,,0.043,,,,0.131
環,練馬区石神井町,0.564,,0.668,,0.624,,0.264,,0.407,0.566,,,0.652,,,0.887,,,,1.342,,,,0.717,,,,0.484,,,,0.164,,,,1.342,,,0.164,,,,0.612,,,,0.268,,,,0.033,,,,0.122
境,足立区西新井,0.664,,0.801,,0.692,,0.301,,0.652,0.767,,,1.045,,,1.526,,,,1.556,,,,0.762,,,,0.983,,,,0.185,,,,1.556,,,0.185,,,,0.828,,,,0.311,,,,0.037,,,,0.166
,江戸川区春江町,0.373,,0.314,,0.314,,0.198,,0.321,0.609,,,0.784,,,1.381,,,,1.283,,,,0.627,,,,0.848,,,,0.645,,,,1.381,,,0.198,,,,0.641,,,,0.276,,,,0.04,,,,0.128
,区部一般平均,0.494,,0.568,,0.573,,0.308,,0.606,0.752,,,0.685,,,1.003,,,,1.138,,,,0.605,,,,0.645,,,,0.26,,,,1.556,,,0.164,,,,0.636,,,,0.311,,,,0.033,,,,0.127
多,小金井市本町,0.773,,0.792,,0.742,,0.258,,0.453,0.589,,,0.954,,,1.038,,,,1.381,,,,0.778,,,,0.778,,,,0.43,,,,1.381,,,0.258,,,,0.747,,,,0.276,,,,0.052,,,,0.149
摩,東大和市奈良橋,0.723,,1.094,,1.334,,0.556,,0.674,0.569,,,0.87,,,1.286,,,,1.519,,,,1.788,,,,1.048,,,,0.17,,,,1.788,,,0.17,,,,0.969,,,,0.358,,,,0.034,,,,0.194
一般,多摩部一般平均,0.748,,0.943,,1.038,,0.407,,0.564,0.579,,,0.912,,,1.162,,,,1.45,,,,1.283,,,,0.913,,,,0.3,,,,1.788,,,0.17,,,,0.858,,,,0.358,,,,0.034,,,,0.172
都一般平均,,0.545,,0.643,,0.666,,0.328,,0.597,0.717,,,0.73,,,1.035,,,,1.201,,,,0.741,,,,0.699,,,,0.268,,,,1.788,,,0.164,,,,0.681,,,,0.358,,,,0.033,,,,0.136
,京葉道路亀戸,0.607,,0.53,,0.667,,0.482,,0.54,0.729,,,0.829,,,1.235,,,,1.71,,,,0.704,,,,1.603,,,,0.227,,,,1.71,,,0.227,,,,0.822,,,,0.342,,,,0.045,,,,0.164
,環八通り八幡山,0.489,,0.654,,0.608,,0.227,,0.429,0.81,,,0.858,,,1.028,,,,1.422,,,,0.934,,,,0.654,,,,0.189,,,,1.422,,,0.189,,,,0.692,,,,0.284,,,,0.038,,,,0.138
沿,２地点沿道平均,0.548,,0.592,,0.638,,0.354,,0.485,0.77,,,0.844,,,1.131,,,,1.566,,,,0.819,,,,1.128,,,,0.208,,,,1.71,,,0.189,,,,0.757,,,,0.342,,,,0.038,,,,0.151
道,甲州街道大原,0.535,,0.937,,0.894,,0.658,,1.155,0.751,,,0.894,,,1.071,,,,1.393,,,,0.795,,,,0.807,,,,0.228,,,,1.393,,,0.228,,,,0.843,,,,0.279,,,,0.046,,,,0.169
,中山道大和町,0.583,,1.229,,1.072,,0.594,,0.832,1.262,,,1.519,,,1.551,,,,1.632,,,,1.061,,,,0.857,,,,0.265,,,,1.632,,,0.265,,,,1.038,,,,0.326,,,,0.053,,,,0.208
,４地点沿道平均,0.553,,0.838,,0.81,,0.49,,0.739,0.888,,,1.025,,,1.221,,,,1.539,,,,0.873,,,,0.98,,,,0.227,,,,1.71,,,0.189,,,,0.849,,,,0.342,,,,0.038,,,,0.17
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.067,,0.206,,0.121,,0.122,,0.172,0.098,,,0.251,,,0.181,,,,0.447,,,,0.247,,,,0.258,,,,0.115,,,,0.447,,,0.067,,,,0.191,,,,0.089,,,,0.013,,,,0.038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"1,2,3-Trimethylbenzene (50)",,,,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,120.2
,,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.06,,,,μg/m3,,,,(0.012 ppb,,,),,,,,,,,換算係数(→ppb）：,,,,,,,,0.2
,,2020年度,,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.02,,,,,,,,(0.004 ppb,,,)       (単位：μg/m3）,,,,,,,,,,,,(単位：ｐｐｂ）,,,,
測定地点（局）,,4月,,5月,,6月,,7月,,8月,9月,,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,最小,,,,平 均,,,,最大,,,,最小,,,,平 均
,中央区晴海,0.09,,0.129,,0.165,,0.109,,0.191,0.207,,,0.145,,,0.167,,,,0.225,,,,0.087,,,,0.165,,,,0.09,,,,0.225,,,0.087,,,,0.147,,,,0.045,,,,0.017,,,,0.029
区,国設東京新宿,0.097,,0.158,,0.15,,0.124,,0.182,0.21,,,0.184,,,0.174,,,,0.315,,,,0.181,,,,0.158,,,,0.081,,,,0.315,,,0.081,,,,0.168,,,,0.063,,,,0.016,,,,0.034
部,大田区東糀谷,0.166,,0.175,,0.178,,0.126,,0.359,0.289,,,0.153,,,0.261,,,,0.228,,,,0.156,,,,0.214,,,,0.097,,,,0.359,,,0.097,,,,0.2,,,,0.072,,,,0.019,,,,0.04
一,世田谷区世田谷,0.127,,0.155,,0.145,,0.093,,0.169,0.178,,,0.148,,,0.225,,,,0.195,,,,0.14,,,,0.063,,,,0.059,,,,0.225,,,0.059,,,,0.142,,,,0.045,,,,0.012,,,,0.028
般,板橋区氷川町,0.136,,0.168,,0.168,,0.092,,0.182,0.216,,,0.219,,,0.233,,,,0.256,,,,0.149,,,,0.131,,,,0.072,,,,0.256,,,0.072,,,,0.169,,,,0.051,,,,0.014,,,,0.034
環,練馬区石神井町,0.148,,0.171,,0.152,,0.078,,0.139,0.148,,,0.17,,,0.186,,,,0.317,,,,0.151,,,,0.154,,,,0.047,,,,0.317,,,0.047,,,,0.155,,,,0.063,,,,0.009,,,,0.031
境,足立区西新井,0.17,,0.19,,0.178,,0.1,,0.188,0.19,,,0.27,,,0.332,,,,0.346,,,,0.173,,,,0.234,,,,0.063,,,,0.346,,,0.063,,,,0.203,,,,0.069,,,,0.013,,,,0.041
,江戸川区春江町,0.095,,0.094,,0.081,,0.065,,0.094,0.16,,,0.195,,,0.297,,,,0.294,,,,0.148,,,,0.194,,,,0.16,,,,0.297,,,0.065,,,,0.157,,,,0.059,,,,0.013,,,,0.031
,区部一般平均,0.129,,0.155,,0.152,,0.098,,0.188,0.2,,,0.185,,,0.234,,,,0.272,,,,0.148,,,,0.164,,,,0.084,,,,0.359,,,0.047,,,,0.168,,,,0.072,,,,0.009,,,,0.034
多,小金井市本町,0.184,,0.195,,0.185,,0.071,,0.143,0.149,,,0.22,,,0.242,,,,0.316,,,,0.181,,,,0.187,,,,0.1,,,,0.316,,,0.071,,,,0.181,,,,0.063,,,,0.014,,,,0.036
摩,東大和市奈良橋,0.168,,0.277,,0.343,,0.147,,0.219,0.151,,,0.209,,,0.298,,,,0.345,,,,0.346,,,,0.259,,,,0.06,,,,0.346,,,0.06,,,,0.235,,,,0.069,,,,0.012,,,,0.047
一般,多摩部一般平均,0.176,,0.236,,0.264,,0.109,,0.181,0.15,,,0.214,,,0.27,,,,0.33,,,,0.263,,,,0.223,,,,0.08,,,,0.346,,,0.06,,,,0.208,,,,0.069,,,,0.012,,,,0.042
都一般平均,,0.138,,0.171,,0.175,,0.101,,0.187,0.19,,,0.191,,,0.242,,,,0.284,,,,0.171,,,,0.176,,,,0.083,,,,0.359,,,0.047,,,,0.176,,,,0.072,,,,0.009,,,,0.035
,京葉道路亀戸,0.144,,0.143,,0.172,,0.135,,0.157,0.18,,,0.199,,,0.259,,,,0.377,,,,0.162,,,,0.356,,,,0.064,,,,0.377,,,0.064,,,,0.196,,,,0.075,,,,0.013,,,,0.039
,環八通り八幡山,0.129,,0.155,,0.156,,0.078,,0.143,0.203,,,0.225,,,0.227,,,,0.321,,,,0.223,,,,0.168,,,,0.067,,,,0.321,,,0.067,,,,0.175,,,,0.064,,,,0.013,,,,0.035
沿,２地点沿道平均,0.136,,0.149,,0.164,,0.107,,0.15,0.192,,,0.212,,,0.243,,,,0.349,,,,0.192,,,,0.262,,,,0.065,,,,0.377,,,0.064,,,,0.185,,,,0.075,,,,0.013,,,,0.037
道,甲州街道大原,0.141,,0.252,,0.208,,0.176,,0.292,0.191,,,0.229,,,0.256,,,,0.299,,,,0.187,,,,0.187,,,,0.075,,,,0.299,,,0.075,,,,0.208,,,,0.06,,,,0.015,,,,0.042
,中山道大和町,0.125,,0.282,,0.241,,0.15,,0.215,0.303,,,0.354,,,0.342,,,,0.359,,,,0.238,,,,0.197,,,,0.073,,,,0.359,,,0.073,,,,0.24,,,,0.072,,,,0.015,,,,0.048
,４地点沿道平均,0.135,,0.208,,0.194,,0.135,,0.202,0.219,,,0.252,,,0.271,,,,0.339,,,,0.202,,,,0.227,,,,0.07,,,,0.377,,,0.064,,,,0.205,,,,0.075,,,,0.013,,,,0.041
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.029,,0.065,,0.069,,0.071,,0.087,0.058,,,0.089,,,0.058,,,,0.121,,,,0.06,,,,0.086,,,,0.053,,,,0.121,,,0.029,,,,0.071,,,,0.024,,,,0.006,,,,0.014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,n-Undecane (51),,,,,,,,,,,,,,,,,,,,基準値    ：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分子量：,,,,156.3
,,,,,,,,,,,,,,,,,,,,,定量下限値：,,,,,,,,0.07,,,,μg/m3,,,,(0.01 ppb),,,,,,,,,,,換算係数(→ppb）：,,,,,,,,0.154
,,2020年度,,,,,,,,,,,,,,,,,,,検出下限値：,,,,,,,,0.02,,,,,,,,(0.003 ppb,,,)       (単位：μg/m3）,,,,,,,,,,,,(単位：ｐｐｂ）,,,,
測定地点（局）,,4月,,5月,,6月,,7月,,8月,9月,,,10月,,,11月,,,,12月,,,,1月,,,,2月,,,,3月,,,,最大,,,最小,,,,平 均,,,,最大,,,,最小,,,,平 均
,中央区晴海,0.241,,0.259,,0.484,,0.267,,0.556,0.432,,,0.383,,,0.443,,,,0.467,,,,0.174,,,,0.36,,,,0.171,,,,0.556,,,0.171,,,,0.353,,,,0.111,,,,0.034,,,,0.071
区,国設東京新宿,0.237,,0.371,,0.378,,0.268,,0.409,0.489,,,0.358,,,0.492,,,,0.555,,,,0.214,,,,0.332,,,,0.19,,,,0.555,,,0.19,,,,0.358,,,,0.111,,,,0.038,,,,0.072
部,大田区東糀谷,0.619,,0.904,,0.692,,0.342,,2.86,0.894,,,0.631,,,1.282,,,,0.675,,,,0.421,,,,0.641,,,,0.348,,,,2.86,,,0.342,,,,0.859,,,,0.572,,,,0.068,,,,0.172
一,世田谷区世田谷,0.286,,0.509,,0.307,,0.214,,0.236,0.456,,,0.229,,,0.548,,,,0.176,,,,0.35,,,,< 0.02,,,,0.162,,,,0.548,,,< 0.02,,,,0.29,,,,0.11,,,,< 0.003,,,,0.058
般,板橋区氷川町,0.167,,0.551,,0.553,,0.357,,0.567,0.81,,,0.508,,,0.42,,,,0.67,,,,0.374,,,,0.263,,,,0.292,,,,0.81,,,0.167,,,,0.461,,,,0.162,,,,0.033,,,,0.092
環,練馬区石神井町,0.397,,0.529,,0.424,,0.207,,0.353,0.438,,,0.44,,,0.73,,,,0.651,,,,0.386,,,,0.33,,,,0.12,,,,0.73,,,0.12,,,,0.417,,,,0.146,,,,0.024,,,,0.083
境,足立区西新井,0.491,,0.719,,0.671,,0.344,,0.761,0.719,,,0.663,,,1.134,,,,0.726,,,,0.46,,,,0.702,,,,0.165,,,,1.134,,,0.165,,,,0.63,,,,0.227,,,,0.033,,,,0.126
,江戸川区春江町,0.105,,0.221,,0.172,,0.176,,0.181,0.527,,,0.388,,,0.772,,,,0.498,,,,0.306,,,,0.299,,,,0.325,,,,0.772,,,0.105,,,,0.331,,,,0.154,,,,0.021,,,,0.066
,区部一般平均,0.318,,0.508,,0.46,,0.272,,0.74,0.596,,,0.45,,,0.728,,,,0.552,,,,0.336,,,,0.367,,,,0.222,,,,2.86,,,< 0.02,,,,0.462,,,,0.572,,,,< 0.003,,,,0.092
多,小金井市本町,0.354,,0.541,,0.462,,0.187,,0.332,0.375,,,0.499,,,0.572,,,,0.665,,,,0.454,,,,0.436,,,,0.293,,,,0.665,,,0.187,,,,0.431,,,,0.133,,,,0.037,,,,0.086
摩,東大和市奈良橋,0.301,,0.627,,0.672,,0.279,,0.421,0.325,,,0.437,,,0.45,,,,0.633,,,,0.509,,,,0.467,,,,0.299,,,,0.672,,,0.279,,,,0.452,,,,0.135,,,,0.056,,,,0.09
一般,多摩部一般平均,0.327,,0.584,,0.567,,0.233,,0.377,0.35,,,0.468,,,0.511,,,,0.649,,,,0.482,,,,0.452,,,,0.296,,,,0.672,,,0.187,,,,0.441,,,,0.135,,,,0.037,,,,0.088
都一般平均,,0.32,,0.523,,0.482,,0.264,,0.668,0.547,,,0.454,,,0.684,,,,0.572,,,,0.365,,,,0.384,,,,0.237,,,,2.86,,,< 0.02,,,,0.458,,,,0.572,,,,< 0.003,,,,0.092
,京葉道路亀戸,0.363,,0.473,,0.439,,0.424,,0.366,0.393,,,0.504,,,0.59,,,,0.669,,,,0.337,,,,0.508,,,,0.121,,,,0.669,,,0.121,,,,0.432,,,,0.134,,,,0.024,,,,0.086
,環八通り八幡山,0.274,,0.408,,0.378,,0.204,,0.377,0.446,,,0.458,,,0.558,,,,0.685,,,,0.51,,,,0.396,,,,0.141,,,,0.685,,,0.141,,,,0.403,,,,0.137,,,,0.028,,,,0.081
沿,２地点沿道平均,0.318,,0.441,,0.409,,0.314,,0.371,0.42,,,0.481,,,0.574,,,,0.677,,,,0.423,,,,0.452,,,,0.131,,,,0.685,,,0.121,,,,0.418,,,,0.137,,,,0.024,,,,0.084
道,甲州街道大原,0.196,,1.027,,0.44,,0.286,,0.475,0.446,,,0.473,,,0.562,,,,0.703,,,,0.51,,,,0.498,,,,0.18,,,,1.027,,,0.18,,,,0.483,,,,0.205,,,,0.036,,,,0.097
,中山道大和町,0.396,,0.637,,0.485,,0.521,,0.484,0.675,,,0.761,,,0.873,,,,0.975,,,,0.743,,,,0.813,,,,0.222,,,,0.975,,,0.222,,,,0.632,,,,0.195,,,,0.044,,,,0.126
,４地点沿道平均,0.307,,0.636,,0.436,,0.359,,0.425,0.49,,,0.549,,,0.646,,,,0.758,,,,0.525,,,,0.554,,,,0.166,,,,1.027,,,0.121,,,,0.488,,,,0.205,,,,0.024,,,,0.098
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.122,,0.189,,0.183,,0.134,,0.192,0.094,,,0.143,,,0.124,,,,0.255,,,,0.209,,,,0.247,,,,0.239,,,,0.255,,,0.094,,,,0.178,,,,0.051,,,,0.019,,,,0.036
