指定者,公職の種類,政治団体の名称,事務所の所在地,緯度,経度,座標系
諸星養一,区議会議員,諸星よういち後援会,世田谷区弦巻１－２８－１８,35.636646,139.650612,座標系（JGD2011）
八代ユキ子,区議会議員,八代ユキ子後援会,足立区江北３－３４－２８,35.777620,139.763787,座標系（JGD2011）
安田勝彦,区議会議員,明日香フォーラム,北区神谷３－３０－１０,35.771331,139.733459,座標系（JGD2011）
矢田美英,区長,矢田よしひで後援会,中央区新富１－１５－１４,35.672759,139.775251,座標系（JGD2011）
谷田部政視,区議会議員,青空こうじ後援会,世田谷区大原１－３９－１,35.669860,139.665079,座標系（JGD2011）
矢次浩二,区議会議員,やつぎこうじ後援会,江東区東陽２－３－６,35.667496,139.818335,座標系（JGD2011）
柳井克子,区議会議員,やない克子とピースフルねりま,練馬区練馬１－１５－１,35.738429,139.652689,座標系（JGD2011）
柳沢喜美,区議会議員,柳沢よしみ励ます会,練馬区関町北５－５－８,35.731552,139.574812,座標系（JGD2011）
矢吹和重,区議会議員,矢吹和重連合後援会,中央区月島１－６－１２,35.664167,139.782723,座標系（JGD2011）
八武崎一郎,区議会議員,やぶさき一郎後援会,江戸川区新堀１－１２－７,35.702474,139.886509,座標系（JGD2011）
矢部一,区長,メトロポリス研究会,渋谷区本町３－１０－３,35.688749,139.682801,座標系（JGD2011）
山縣祐史,区議会議員,渋谷から世界を真剣に考える会,渋谷区本町４－７－４,35.687054,139.681487,座標系（JGD2011）
山上稔,市議会議員,山上みのる後援会,府中市寿町３－９－１８,35.676516,139.473589,座標系（JGD2011）
山岸真知子,市議会議員,山岸まち子を励ます会,小平市たかの台１９－７,35.724997,139.458543,座標系（JGD2011）
山口菊子,区議会議員,山口菊子とともに歩む会,豊島区池袋４－１４－１２,35.739995,139.707190,座標系（JGD2011）
山崎勝広,区議会議員,山崎勝広後援会,大田区東六郷３－２２－１０,35.541196,139.711335,座標系（JGD2011）
山崎国人,区議会議員,山崎国人後援会,新宿区北新宿４－１４－２,35.706240,139.692670,座標系（JGD2011）
山?孝明,区長,やまざき孝明後援会,江東区南砂２－２８－１５,35.675217,139.823055,座標系（JGD2011）
山?貴史,市議会議員,山崎たかしと支える会,昭島市昭和町５－１０－５,35.712253,139.360164,座標系（JGD2011）
山崎英昭,市議会議員,山崎英昭を育てる会,西東京市泉町５－１５,35.743746,139.559111,座標系（JGD2011）
山下和明,区議会議員,山下かずあき後援会,杉並区下井草４－１７－２０,35.721071,139.618732,座標系（JGD2011）
山下哲也,市議会議員,山下てつや後援会,町田市下小山田町４００４－１６,35.591106,139.412076,座標系（JGD2011）
山田一義,区議会議員,都市政策研究会,練馬区豊玉北５－１６－１２,35.736765,139.655268,座標系（JGD2011）
山田貴之,区議会議員,山田貴之を応援する会,板橋区中台３－２７,35.774830,139.680353,座標系（JGD2011）
山田拓史,市議会議員,ふるさと狛江を育む会,狛江市和泉本町１－２２－２２,35.639431,139.577190,座標系（JGD2011）
大和祥郎,市議会議員,大和よしお後援会,国立市東１－１７－４,35.696339,139.449359,座標系（JGD2011）
山野井毅,区議会議員,山野井つよし後援会（毅友会）,港区三田４－１－３２,35.647011,139.740716,座標系（JGD2011）
山内彰,区議会議員,「山内あきら」を育てる会,世田谷区池尻４－２９－１８,35.655360,139.677204,座標系（JGD2011）
山内公美子,市議会議員,山内くみこ励ます会,青梅市今井１－１８４－８,35.809692,139.305589,座標系（JGD2011）
山宮清孝,区議会議員,山宮きよたかを励ます会,目黒区中根２－５－７,35.613240,139.678302,座標系（JGD2011）
山本暁子,市議会議員,山本あき子と未来会議,狛江市東和泉１－１－２５,35.633853,139.580305,座標系（JGD2011）
山本崇志,区議会議員,山本たかしの会,中野区野方１－４１－８,35.710410,139.654993,座標系（JGD2011）
山本忠志,町議会議員,山本ただし後援会,八丈町樫立２１７－３,33.066780,139.798767,座標系（JGD2011）
山本亨,区長,すみだの夢を実現する会,墨田区向島４－２８－１１,35.714381,139.813258,座標系（JGD2011）
山本弘子,区議会議員,山本ひろこ後援会,杉並区高円寺南２－４５－１８,35.701482,139.649165,座標系（JGD2011）
山本宏美,区議会議員,山本ひろみ後援会,葛飾区亀有３－２９－１,35.766001,139.849018,座標系（JGD2011）
山本博康,市議会議員,山本ひろやす後援会,国立市東１－７－４０,35.698038,139.448580,座標系（JGD2011）
山本閉留巳,区議会議員,山本へるみネットワーク,港区麻布台３－２－１３,35.660223,139.737797,座標系（JGD2011）
山本美智代,市議会議員,山本みちよ励ます会,立川市若葉町４－２５－１,35.721983,139.443753,座標系（JGD2011）
結城公美子,区議会議員,ゆうきくみこと歩む会,港区南青山４－１－１１,35.667151,139.719666,座標系（JGD2011）
結城守夫,市議会議員,ゆうき守夫励ます会,青梅市師岡町４－１－１６,35.785751,139.282631,座標系（JGD2011）
湯川悟史,区議会議員,湯川さとしを応援する会,中央区晴海２－３－３０,35.655045,139.785070,座標系（JGD2011）
幸田昌之,市議会議員,ゆきた昌之を励ます会,小平市学園西町１－３７－４,35.720736,139.472244,座標系（JGD2011）
湯佐吉宏,区議会議員,宏志会,世田谷区玉川３－１－１８,35.611815,139.625948,座標系（JGD2011）
湯澤綾子,市議会議員,湯沢あやこ後援会,小金井市東町４－６－３,35.694634,139.525897,座標系（JGD2011）
湯本良太郎,区議会議員,大田維新の会,大田区大森本町２－３１－１０,35.578258,139.736253,座標系（JGD2011）
横尾孝雄,市議会議員,横尾たかお励ます会,東村山市恩多町２－２５,35.749732,139.483449,座標系（JGD2011）
横尾俊成,区議会議員,横尾としなりの会,港区赤坂６－１９－７,35.668350,139.734432,座標系（JGD2011）
横田政直,区議会議員,政治を直す右ストレートの会,杉並区本天沼１－２４－１６,35.714320,139.632707,座標系（JGD2011）
横山江美,区議会議員,横山えみ後援会,杉並区方南１－４７－２,35.679525,139.662289,座標系（JGD2011）
吉岡茂,区議会議員,吉岡しげる後援会,足立区六町３－１２－３,35.787274,139.817924,座標系（JGD2011）
吉岡奈津絵,市議会議員,吉岡なつえと町をつくる会,日野市日野本町３－１１－４,35.678992,139.394330,座標系（JGD2011）
川秀隆,区議会議員,よしかわ秀隆後援会,千代田区神田司町２－４－３,35.693379,139.767724,座標系（JGD2011）
吉田明,区議会議員,江東みらい２１,江東区高橋６－４,35.684772,139.800053,座標系（JGD2011）
吉田篤,市議会議員,吉田あつしを励ます会,武蔵村山市三ツ藤３－４４－１３,35.753885,139.372615,座標系（JGD2011）
田詠子,区議会議員,田えいこ励ます会,荒川区荒川５－１２－１２,35.739421,139.778120,座標系（JGD2011）
吉田佳代子,区議会議員,吉田かよこ後援会,渋谷区本町６－３８－６,35.681098,139.675951,座標系（JGD2011）
吉田幸司,区議会議員,よしだこうじ後援会,足立区保木間３－３５－１,35.795550,139.810258,座標系（JGD2011）
吉田征四郎,区議会議員,吉田せいしろう後援会,品川区荏原５－４－７,35.614673,139.704769,座標系（JGD2011）
吉田勉,市議会議員,吉田つとむ後援会（東京みらい２１）,町田市成瀬が丘１－１４－１２,35.532524,139.475371,座標系（JGD2011）
吉田由美子,区議会議員,吉田ゆみことまちの未来をつくる会,品川区二葉１－１０－１１,35.607841,139.728867,座標系（JGD2011）
田由利子,区議会議員,田ゆりこ後援会,練馬区北町６－３５－２７,35.757777,139.650245,座標系（JGD2011）
吉田隆二,市議会議員,吉田りゅうじを応援する会,国分寺市東恋ケ窪５－３－１,35.707952,139.468126,座標系（JGD2011）
吉野智之,市議会議員,吉野ともゆき励ます会,昭島市拝島町２－１０－１７,35.710857,139.340204,座標系（JGD2011）
吉野正人,区議会議員,吉野正人後援会,目黒区八雲２－１８－５,35.620610,139.669385,座標系（JGD2011）
吉野芳子,市議会議員,吉野芳子とわいわいくらぶ,狛江市東和泉１－１－２５,35.633853,139.580305,座標系（JGD2011）
吉村辰明,区議会議員,吉村たつあき後援会,豊島区西巣鴨３－９－３,35.740636,139.728704,座標系（JGD2011）
米田和也,区議会議員,米田かずやを励ます会,千代田区岩本町１－８－１３,35.692496,139.778238,座標系（JGD2011）
米山真吾,区議会議員,米山真吾後援会,葛飾区西新小岩１－３－２,35.717320,139.856571,座標系（JGD2011）
李小牧,区議会議員,李小牧後援会,新宿区歌舞伎町１－２３－１３,35.694286,139.701039,座標系（JGD2011）
若井宣一,区議会議員,若井のりかず後援会,文京区白山２－１２－１９,35.716571,139.747554,座標系（JGD2011）
和賀井哲代,区議会議員,てっちゃんと虹をかける会,豊島区雑司が谷１－３４－１５,35.720373,139.722320,座標系（JGD2011）
若尾喜美江,市議会議員,若尾きみえと生き生き市民会議,八王子市めじろ台３－１９－１４,35.640431,139.301846,座標系（JGD2011）
若林清子,区議会議員,若林清子後援会,荒川区南千住５－２１－１４,35.733544,139.796021,座標系（JGD2011）
若林茂,区議会議員,若林茂後援会,江東区大島４－１７－１５,35.687707,139.832351,座標系（JGD2011）
若林広毅,区議会議員,若林広毅後援会,品川区平塚２－７－１３,35.617950,139.715841,座標系（JGD2011）
和田智之,区議会議員,和田ともゆきを育てる会,足立区東和１－１３－１３,35.766089,139.837272,座標系（JGD2011）
渡邊英子,市議会議員,わたなべえい子励ます会,東村山市秋津町３－２６－９０,35.779652,139.481016,座標系（JGD2011）
渡部恵子,区議会議員,２１世紀の築地を考える会,中央区築地６－１７－１,35.664205,139.774289,座標系（JGD2011）
渡邊純也,市議会議員,渡辺じゅんや励ます会,昭島市緑町４－６－１６,35.713349,139.345337,座標系（JGD2011）
渡邉眞二,市議会議員,渡辺しんじ励ます会,多摩市諏訪１－５３－３,35.629407,139.454652,座標系（JGD2011）
渡辺専太郎,区議会議員,渡辺専太郎後援会,港区芝２－５－２６,35.652477,139.750869,座標系（JGD2011）
渡邉大祐,市議会議員,渡辺だいすけ後援会,国立市富士見台２－１３－４,35.682866,139.446482,座標系（JGD2011）
渡部尚,市長,インスパイア東村山の会,東村山市萩山町１－７－１８,35.739993,139.481101,座標系（JGD2011）
渡邊武,区議会議員,中野総合政策研究所,中野区本町４－８－１８,35.695339,139.673529,座標系（JGD2011）
渡辺智子,区議会議員,渡辺とも子後援会,文京区千石１－７－９,35.726163,139.743305,座標系（JGD2011）
渡部博年,区議会議員,わたなべ博年後援会,中央区晴海１－６－２,35.658979,139.784576,座標系（JGD2011）
渡辺ふき子,市議会議員,渡辺ふき子を励ます会,小金井市緑町１－５－８,35.703674,139.518644,座標系（JGD2011）
渡辺富士雄,区議会議員,渡辺ふじお後援会,杉並区成田東５－３－１５,35.698009,139.629311,座標系（JGD2011）
渡部茂,区議会議員,わたべ茂後援会,品川区西中延２－１７－２,35.609089,139.707628,座標系（JGD2011）
渡部真実,市議会議員,綿の実の会,町田市中町１－２８－１８,35.549774,139.447461,座標系（JGD2011）
