NO.,政治団体の名称,事務所の所在地,座標L(経度),座標B(緯度),座標系,代表者,会計責任者,設立届出日,国会議員関係1,国会議員関係2,資金管理
1981,ＴＫＣ東京都心政経研究会,新宿区揚場町２－１,139.742708,35.701819,座標系（JGD2011）,大石尚彦,山田勝巳,H7.7.4,,,
1982,ＴＫＣ東・東京政経研究会,新宿区揚場町２－１,139.742708,35.701819,座標系（JGD2011）,須貝好明,平田清隆,H7.7.4,,,
1983,ＴＫＣ平澤勝栄後援会,新宿区揚場町２－１,139.742708,35.701819,座標系（JGD2011）,泉明,小松原昭芳,H9.10.27,,,
1984,てっちゃんと虹をかける会,豊島区雑司が谷１－３４－１５,139.722320,35.720373,座標系（JGD2011）,和賀井哲代,赤丸末千江,H15.1.16,,,有
1985,哲友会,足立区千住元町２３－８,139.791316,35.755151,座標系（JGD2011）,工藤哲也,佐藤重己,H18.7.14,,,有
1986,手塚いづみ後援会,杉並区桃井４－２－１８,139.603527,35.712514,座標系（JGD2011）,手塚和泉,手塚和泉,H30.11.9,,,
1987,手塚としひさ後援会,府中市四谷４－３４－４,139.443016,35.667666,座標系（JGD2011）,手塚歳久,手塚智子,S61.3.20,,,有
1988,手塚よしお後援会,世田谷区池尻２－３１－２１,139.683735,35.649986,座標系（JGD2011）,手塚仁雄,渡辺智士,H5.3.8,1・2,衆,有
1989,寺井ひとし友の会,三鷹市新川６－５－１２,139.568354,35.682638,座標系（JGD2011）,寺井均,柏倉智,H18.11.21,,,有
1990,寺井やすよし後援会,台東区橋場２－１０－２,139.805645,35.727023,座標系（JGD2011）,寺井康芳,寺井勝子,H15.1.22,,,
1991,寺小舎,台東区浅草３－４－４,139.796874,35.716413,座標系（JGD2011）,野田靖志,鈴木一郎,H29.2.17,,,
1992,寺沢文子後援会,千代田区外神田６－１０－１１,139.771131,35.704675,座標系（JGD2011）,寺沢文子,小林久子,H9.1.16,,,
1993,寺島かずなり後援会,青梅市野上町２－１８－３,139.291983,35.793535,座標系（JGD2011）,寺島和成,寺島令子,H31.2.1,,,
1994,寺田あきら後援会,台東区東浅草２－１１－２,139.799771,35.723630,座標系（JGD2011）,寺田晃,大塚叔孝,H22.11.4,,,有
1995,寺田かずとも後援会,大田区南蒲田２－２３－３,139.722857,35.552930,座標系（JGD2011）,寺田一智,平林麗子,H30.11.5,,,有
1996,寺田ひろしを励ます会,板橋区東山町４３－４,139.685220,35.755100,座標系（JGD2011）,寺田弘志,飯田雅夫,H30.11.15,,,有
1997,出口良行後援会,葛飾区南水元４－２４－４,139.866466,35.777195,座標系（JGD2011）,出口良行,出口俊夫,H9.3.17,,,有
1998,デジタル社会推進政治連盟,千代田区二番町９－３,139.736722,35.685048,座標系（JGD2011）,荻原紀男,別所直哉,H29.11.10,,,
1999,田園調布医師政治連盟,大田区石川町２－７－１,139.683768,35.598091,座標系（JGD2011）,竹内昭一,佐藤良太郎,S51.1.30,,,
2000,電機連合東京地協政治活動委員会,港区三田１－１０－３,139.737973,35.654878,座標系（JGD2011）,石川慎一,木村智佑,H15.12.1,,,
2001,伝統と創造の会,三鷹市新川４－１８－４,139.574334,35.674462,座標系（JGD2011）,井本幸三,椿原伸明,H22.4.26,,,
2002,東京明るい明日をつくる会,港区芝２－２０－１２,139.749800,35.651667,座標系（JGD2011）,石川博之,恵島美奈江,H21.7.6,,,
2003,東京あさぎり会,新宿区市谷仲之町１－７,139.722166,35.693397,座標系（JGD2011）,寒郡茂樹,古賀正秋,H19.11.12,,,
2004,東京鹿優会,江戸川区平井３－１０－１０,139.841403,35.704526,座標系（JGD2011）,初鹿明博,品田由紀生,H29.11.17,1・2,衆,有
2005,東京から日本を考える会,世田谷区経堂４－１４－１０,139.626879,35.648082,座標系（JGD2011）,藤田孝行,藤田忠孝,H28.5.19,,,有
2006,東京観友会,新宿区神楽坂２－２,139.742005,35.700551,座標系（JGD2011）,松岡栄三,加藤怜,S58.10.31,,,
2007,東京行政書士政治連盟,目黒区青葉台３－１－６,139.693086,35.653192,座標系（JGD2011）,田崎敏男,星野誠,S57.6.3,,,
2008,東京経済振興会,足立区綾瀬７－１３－１８,139.826958,35.772107,座標系（JGD2011）,逸見圭二,逸見圭二,S61.9.25,,,
2009,東京交通懇話会,千代田区神田猿楽町１－６－６,139.759940,35.698891,座標系（JGD2011）,山口哲生,二井田春喜,H19.5.30,,,
2010,東京公友会,町田市中町２－６－１１,139.441656,35.552719,座標系（JGD2011）,伊藤公介,須藤政子,S55.9.22,,,
2011,東京公友会,台東区寿３－２０－１１,139.792109,35.707833,座標系（JGD2011）,前島信次郎,東野秀平,H19.9.3,,,
2012,東京小売酒販組合政治連盟,千代田区神田佐久間町３－３７,139.777269,35.698153,座標系（JGD2011）,坂田辰久,海田耀市,H8.3.1,,,
2013,東京弘和会,渋谷区渋谷１－１９－１８,139.705059,35.662222,座標系（JGD2011）,佐々木弘明,佐々木弘明,H19.4.3,,,
2014,東京虎山会,千代田区九段北４－２－２,139.738717,35.692060,座標系（JGD2011）,木村秀太郎,三宅庸也,H1.10.9,,,
2015,東京佐藤のぶあき友の会,台東区上野３－７－７,139.773463,35.704893,座標系（JGD2011）,大滝均,土屋彰義,H19.4.11,,,
2016,東京司法書士政治連盟,新宿区四谷本塩町４－３７,139.729941,35.688977,座標系（JGD2011）,大竹由美子,近藤徹,S53.11.1,,,
2017,東京俊友会,町田市中町２－６－１１,139.441656,35.552719,座標系（JGD2011）,伊藤俊輔,須藤政子,H30.3.9,1・2,衆,有
2018,東京商工連盟,中央区銀座２－２－１７,139.765589,35.674607,座標系（JGD2011）,田中常雅,小野明,S58.1.31,,,
2019,東京小児医療政策懇話会,大田区本羽田１－６－２２,139.728685,35.548163,座標系（JGD2011）,神川晃,塙佳生,H27.8.5,,,
2020,東京食品政治連盟,渋谷区神宮前２－６－１,139.712247,35.672933,座標系（JGD2011）,石川寿生,武田秀敏,S51.1.13,,,
2021,東京諸島議員研究会三宅会,港区芝大門１－４－４,139.754587,35.658576,座標系（JGD2011）,本宮悦見,村山将人,H19.4.26,,,
2022,東京諸島の未来を考える会,新島村本村６－６－１０,139.253262,34.371651,座標系（JGD2011）,田中英二,水木貴広,H21.4.14,,,有
2023,東京自治フォーラム,千代田区飯田橋３－９－３,139.748483,35.701191,座標系（JGD2011）,軍司輝雄,中條貴仁,H18.12.15,,,
2024,東京情報通信懇話会,千代田区内神田１－１８－１１,139.767113,35.691964,座標系（JGD2011）,都丸利正,鈴木徳治,H2.12.10,,,
2025,東京・生活者ネットワーク,新宿区歌舞伎町２－１９－１３,139.704665,35.698065,座標系（JGD2011）,水谷泉,武内好恵,S63.3.4,,,
2026,東京政経懇話会,千代田区内神田２－１１－５,139.767422,35.691008,座標系（JGD2011）,武内一夫,平井千民,H1.12.21,,,
2027,東京精神科病院政治連盟,府中市府中町１－２３－３,139.480583,35.674829,座標系（JGD2011）,平川淳一,田邉英一,S51.1.30,,,
2028,東京政治政策研究会,新宿区新宿５－４－９,139.710365,35.691952,座標系（JGD2011）,若杉高志,磯貝豪,H14.5.31,,,
2029,東京税理士政治連盟,渋谷区千駄ケ谷５－１１－１,139.706116,35.683276,座標系（JGD2011）,名倉明彦,平野弘道,S51.1.22,,,
2030,東京大改革,大田区田園調布１－４５－１５,139.672639,35.591877,座標系（JGD2011）,溝口晃一,勝又寛晃,H27.12.21,,,
2031,東京地方本部つげ芳文後援会,港区六本木１－７－２７,139.739120,35.663877,座標系（JGD2011）,福嶋浩之,畑尾隆廣,H25.3.21,,,
2032,東京電力労働組合政治連盟東京都支部,港区浜松町１－２１－２,139.757247,35.657730,座標系（JGD2011）,佐藤重己,下山克巳,S56.9.9,,,
2033,東京都医師政治連盟,千代田区神田駿河台２－５,139.761895,35.700161,座標系（JGD2011）,尾崎治夫,白岩照男,S51.1.9,,,
2034,東京都医師政治連盟浅草支部,台東区雷門１－１０－５,139.793043,35.710587,座標系（JGD2011）,佐々木聡,山田英明,S51.1.30,,,
2035,東京都医師政治連盟足立支部,足立区中央本町３－４－４,139.806050,35.772534,座標系（JGD2011）,高田潤,高田潤,S51.2.6,,,
2036,東京都医師政治連盟荒川支部,荒川区西日暮里６－５－３,139.772836,35.737423,座標系（JGD2011）,土屋譲,井上雄一,S51.2.6,,,
2037,東京都医師政治連盟板橋区支部,板橋区大和町１－７,139.706561,35.757256,座標系（JGD2011）,齋藤英治,繭屋和雄,S51.1.30,,,
2038,東京都医師政治連盟稲城支部,稲城市東長沼２１０６－５,139.504248,35.638697,座標系（JGD2011）,谷平茂,力石昭宏,H1.12.27,,,
2039,東京都医師政治連盟江戸川支部,江戸川区中央４－２４－１４,139.868694,35.709940,座標系（JGD2011）,山上惠一,八木橋修,S51.6.4,,,
2040,東京都医師政治連盟荏原支部,品川区中延２－６－５,139.712243,35.611493,座標系（JGD2011）,原正博,笹川綾子,S51.1.9,,,
2041,東京都医師政治連盟大森支部,大田区中央４－３１－１４,139.718680,35.579645,座標系（JGD2011）,荒井俊秀,古谷達之,S51.1.9,,,
2042,東京都医師政治連盟葛飾支部,葛飾区立石５－１５－１２,139.846926,35.744302,座標系（JGD2011）,安藤進,周藤昌行,S51.1.9,,,
2043,東京都医師政治連盟蒲田支部,大田区蒲田４－２４－１２,139.722176,35.559711,座標系（JGD2011）,横川敏男,西尾泰信,S51.1.9,,,
2044,東京都医師政治連盟神田支部,千代田区神田小川町２－８,139.763881,35.695159,座標系（JGD2011）,林久太佳,馬渕浩輔,S51.1.9,,,
2045,東京都医師政治連盟北区支部,北区王子２－１６－１１,139.737167,35.757645,座標系（JGD2011）,増田幹生,田中豊,S51.1.30,,,
2046,東京都医師政治連盟小石川支部,文京区小石川５－６－９,139.737377,35.718401,座標系（JGD2011）,中村宏,吉橋秀貴,S51.1.30,,,
2047,東京都医師政治連盟小金井支部,小金井市本町１－３－３,139.509162,35.698007,座標系（JGD2011）,穂坂英明,小松淳二,H25.8.22,,,
2048,東京都医師政治連盟小平支部,小平市学園西町３－２４－１３,139.476961,35.727146,座標系（JGD2011）,奥村秀,大林豊,H30.7.4,,,
2049,東京都医師政治連盟品川支部,品川区北品川３－７－２５,139.740640,35.617123,座標系（JGD2011）,淺野優,青柳良子,S51.1.30,,,
2050,東京都医師政治連盟渋谷支部,渋谷区桜丘町１０－１,139.702702,35.654375,座標系（JGD2011）,リー啓子,高橋俊雅,S51.2.6,,,
2051,東京都医師政治連盟新宿支部,新宿区新宿７－２６－４,139.709676,35.698050,座標系（JGD2011）,平澤精一,岩尾光浩,S51.2.21,,,
2052,東京都医師政治連盟杉並支部,杉並区阿佐谷南３－４８－８,139.627615,35.704038,座標系（JGD2011）,多村幸之進,稲葉義方,S51.1.30,,,
2053,東京都医師政治連盟墨田区支部,墨田区東向島２－３６－１０,139.817592,35.721379,座標系（JGD2011）,鈴木洋,石橋励,S51.2.21,,,
2054,東京都医師政治連盟世田谷支部,世田谷区三軒茶屋２－５３－１６,139.663076,35.642512,座標系（JGD2011）,窪田美幸,秋元直人,S51.1.9,,,
2055,東京都医師政治連盟立川支部,立川市錦町１－８－９,139.419093,35.695079,座標系（JGD2011）,香取公明,平塚宗雄,H7.7.3,,,
2056,東京都医師政治連盟玉川支部,世田谷区中町２－２５－１８,139.644163,35.613293,座標系（JGD2011）,吉本一哉,濱口洋平,S51.1.9,,,
2057,東京都医師政治連盟多摩市支部,多摩市落合１－３５,139.427067,35.624189,座標系（JGD2011）,田村豊,渡辺敏樹,S63.8.4,,,
2058,東京都医師政治連盟中央区支部,中央区勝どき１－６－７,139.778137,35.659973,座標系（JGD2011）,遠藤文夫,杉野敬一,S51.1.9,,,
2059,東京都医師政治連盟調布市支部,調布市小島町３－６８－９,139.541213,35.648707,座標系（JGD2011）,佐々木伸彦,嵐裕治,S51.1.30,,,
2060,東京都医師政治連盟千代田区支部,千代田区五番町４－４,139.735275,35.690235,座標系（JGD2011）,高野学美,高野学美,S51.11.22,,,
2061,東京都医師政治連盟田園調布支部,大田区石川町２－７－１,139.683768,35.598091,座標系（JGD2011）,竹内昭一,佐藤良太郎,S51.1.30,,,
2062,東京都医師政治連盟豊島支部,豊島区西池袋３－２２－１６,139.706377,35.729924,座標系（JGD2011）,高橋清輝,小林裕太郎,S51.1.30,,,
2063,東京都医師政治連盟中野支部,中野区中野２－２７－１７,139.666178,35.703813,座標系（JGD2011）,溝口雅康,藤間芳郎,S51.1.9,,,
2064,東京都医師政治連盟西多摩支部,青梅市東青梅１－１６７－１２,139.271558,35.787949,座標系（JGD2011）,玉木一弘,佐藤正和,S51.1.9,,,
2065,東京都医師政治連盟西東京市支部,西東京市田無町４－２－１１,139.539206,35.727983,座標系（JGD2011）,指田純,岸保鉄也,S52.10.15,,,
2066,東京都医師政治連盟日本橋支部,中央区日本橋久松町１－２,139.783939,35.688720,座標系（JGD2011）,津布久裕,村山清之,H19.4.3,,,
2067,東京都医師政治連盟練馬支部,練馬区高野台２－２３－２０,139.619853,35.747019,座標系（JGD2011）,伊藤大介,能登信孝,S51.2.6,,,
2068,東京都医師政治連盟八王子支部,八王子市本町１３－２,139.332594,35.661236,座標系（JGD2011）,石塚太一,西島重信,H1.12.25,,,
2069,東京都医師政治連盟東久留米支部,東久留米市東本町８－９,139.531725,35.762928,座標系（JGD2011）,石橋幸滋,中村秀伊,S52.10.1,,,
2070,東京都医師政治連盟日野支部,日野市日野１０７７－３３,139.412204,35.679360,座標系（JGD2011）,塩谷武洋,西村正智,S63.4.15,,,
2071,東京都医師政治連盟府中市支部,府中市府中町２－２５－１７,139.482955,35.675999,座標系（JGD2011）,赤須文彰,小林哲也,S51.2.27,,,
2072,東京都医師政治連盟文京支部,文京区千駄木２－２６－８,139.761796,35.725027,座標系（JGD2011）,山道博,森谷茂樹,S51.1.30,,,
2073,東京都医師政治連盟町田支部,町田市旭町１－４－５,139.438211,35.554011,座標系（JGD2011）,林泉彦,増子達也,H19.9.10,,,
2074,東京都医師政治連盟三鷹支部,三鷹市下連雀８－９－２１,139.566507,35.686977,座標系（JGD2011）,宇井義典,渡邉直幸,S51.3.11,,,
2075,東京都医師政治連盟港支部,港区麻布十番１－４－２,139.735472,35.657261,座標系（JGD2011）,藤田耕一郎,大和宣介,S51.1.30,,,
2076,東京都医師政治連盟武蔵野市支部,武蔵野市中町２－１５－５,139.564926,35.705979,座標系（JGD2011）,田原順雄,中嶋伸,S51.1.9,,,
2077,東京都医師政治連盟目黒区支部,目黒区鷹番２－６－７,139.689043,35.627080,座標系（JGD2011）,花谷勇治,渡邊英章,S51.1.30,,,
2078,東京都医薬品登録販売者政治連盟,北区王子４－２４－１１,139.737008,35.761677,座標系（JGD2011）,渡邉捷英,後藤雄次,H30.5.1,,,
2079,東京都印刷産業政治連盟,中央区新富１－１６－８,139.774954,35.671761,座標系（JGD2011）,木村篤義,真山明夫,S58.3.8,,,
2080,東京都飲食業生活衛生同業組合政治連盟,中央区築地２－７－１２,139.772694,35.669839,座標系（JGD2011）,原田啓助,吉田弘司,S51.2.27,,,
2081,東京都栄養士連盟,新宿区四谷３－９,139.719980,35.687533,座標系（JGD2011）,奥村眞理子,竹内正城,H20.1.24,,,
2082,東京都ＬＰガス政治連盟,新宿区新宿１－３６－４,139.710190,35.690437,座標系（JGD2011）,尾崎義美,服部哲男,S51.2.19,,,
