管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
2849,3,3,2018/12/14,14:00,3,海外,,カナダ,羽田,関西,1,3,2,4,3,新中野,Ａｉｒｂｎｂ,7,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,5,41,7,51,,,,,,3,0,1,0,0,0,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,グーグルマップ,1,51,,,,,,,,103,180,,,,,,,,,3,41700,1500,28000,8000,浴衣等,200,あげまんじゅう,,4000,着物レンタル,,,,,5,5,4,5,5,4,4,5,いろいろと目新しくて楽しい,5,5,5,5,1,重みがあって写真映りが良い,4,あげまんじゅうは絶品！,999,,999,,2,999,,1,500,
2850,3,3,2018/12/15,10:10,2,山口県,山口市,,,,1,1,2,1,,,,1,,0,0,1,0,0,0,0,,0,999,,1,41,14,51,,,,,,,,,,8,0,0,0,1,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,修学旅行,,0,,,,,,,,,103,30,,,,,,,,,6,,,,,,,,,,,,,,,4,3,3,,,,,,,3,,3,,1,浅草寺,5,仲見世,999,,999,,2,999,,2,,
2851,3,3,2018/12/15,10:13,2,鳥取県,倉吉市,,,,2,2,2,,,,,,,1,0,0,0,0,0,0,,0,2,,14,51,7,56,,,,,,,,,,3,0,0,1,0,0,,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,30,,,,,,,,,3,1180,180,,,,1000,,,,,,,,,4,3,4,,,,,,,4,,4,,5,仲見世,999,,999,,999,,2,999,,2,,
2852,3,3,2018/12/15,10:20,2,埼玉県,草加市,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,10,40,,,,,,,,,,4,0,1,0,0,0,,0,∞,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,20,40,120,,,,,,,3,1000,,,,,,,1000,,,,,,,4,4,4,,,,,,,4,,4,,1,浅草寺参り,999,,999,,999,,2,999,,2,,
2853,3,3,2018/12/15,10:25,2,神奈川県,横浜市,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,0,2,,10,40,14,51,7,56,,,,,,,,2,0,0,1,0,0,,0,4,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,40,120,,,,,,,2,2000,,,,,1000,,1000,,,,,,,4,3,4,,,,,,,4,,4,,999,,999,,999,,999,,2,999,,2,,
2854,3,3,2018/12/15,10:40,2,千葉県,市川市,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,0,4,姉に会うため,,,,,,,,,,,,,,2,0,1,0,0,0,,0,∞,∞,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,願いごと,,0,,,,,,,,,103,120,,,,,,,,,2,360,360,,,,,,,,,,,,,5,4,4,,,,,,,4,,2,,5,仲見世,999,,9,トイレの使い方が悪い、汚い、マナーが悪い,999,,2,999,,2,,
2855,3,3,2018/12/15,10:50,1,東京都,荒川区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,0,4,お参り,,,,,,,,,,,,,,2,0,1,0,0,0,,0,∞,∞,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,4,1000,,,,,1000,,,,,,,,,5,4,5,,,,,,,5,,3,,2,,999,,999,,999,,2,999,,2,,
2856,3,3,2018/12/15,10:55,2,茨城県,土浦市,,,,1,7,1,,,,,,,0,0,0,0,0,0,0,,0,2,,7,56,14,51,,,,,,,,,,3,0,1,0,0,0,,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,13,2000,,,,,2000,,,,,,,,,4,4,4,,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2857,3,3,2018/12/15,11:15,2,千葉県,船橋市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,0,4,友人と会う,,,,,,,,,,,,,,2,0,0,1,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,40,,,,,,,,,3,360,360,,,,,,,,,,,,,4,3,4,,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2858,3,3,2018/12/15,11:25,2,埼玉県,春日部市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,0,2,,10,40,14,51,,,,,,,,,,3,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,40,120,,,,,,,3,1000,,,,,,,1000,,,,,,,4,4,4,,,,,,,4,,3,,1,,5,仲見世,999,,999,,2,999,,2,,
2859,3,3,2018/12/15,11:35,2,千葉県,柏市,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,0,2,,7,56,14,51,,,,,,,,,,2,0,0,1,0,0,,0,6,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,2,680,680,,,,,,,,,,,,,4,4,4,,,,,,,4,,3,,1,,5,,999,,999,,2,999,,2,,
2860,3,3,2018/12/15,12:40,2,静岡県,静岡市,,,,1,7,2,,1,,,1,,0,0,1,0,0,0,0,,0,2,,1,41,14,51,,,,,,,,,,3,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,21,120,,,,,,,1,600,,,,,,,600,,,,,,,4,3,4,,,,,,,4,,3,,5,仲見世,999,,999,,999,,2,999,,2,,
2861,3,3,2018/12/15,12:55,2,埼玉県,越谷市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,0,2,,14,51,,49,,,,,,,,,,5,0,1,0,0,0,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,49,,,,,,,,3,600,,,,,600,,,,,,,,,4,4,4,3,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2862,3,3,2018/12/15,13:10,1,東京都,墨田区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,0,4,お参り,,,,,,,,,,,,,,2,0,0,1,0,0,,0,∞,∞,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,毎日お参り,,0,,,,,,,,,103,90,,,,,,,,,16,,,,,,,,,,,,,,,5,4,5,,,,,,,5,,3,,999,,999,,999,,999,,2,999,,2,,
2863,3,3,2018/12/15,13:20,1,東京都,北区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,10,40,14,51,,,,,,,,3,0,0,1,0,0,,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,2,340,340,,,,,,,,,,,,,4,4,4,3,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2864,3,3,2018/12/15,13:30,1,東京都,江戸川区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,0,999,,10,40,14,51,,,,,,,,,,4,0,1,0,0,0,,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,90,40,90,,,,,,,3,1000,,,,,,,1000,,,,,,,4,3,4,,,,,,,3,,3,,999,,999,,999,,999,,2,999,,2,,
2865,3,3,2018/12/15,13:35,1,東京都,大田区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,0,2,,14,51,,,,,,,,,,,,2,0,0,1,0,0,,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,360,360,,,,,,,,,,,,,4,4,4,,,,,,,4,,4,,999,,999,,999,,999,,2,999,,2,,
2866,3,3,2018/12/15,13:50,1,東京都,足立区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,3,56,,,,,,,,,,2,0,1,0,0,0,,0,∞,∞,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,50,,,,,,,,,3,,,,,,,,,,,,,,,5,4,5,,,,,,,4,,3,,4,,999,,999,,999,,2,999,,2,,
2867,3,3,2018/12/15,14:00,1,東京都,葛飾区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,3,56,,,,,,,,,,,,2,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,4,,,,,,,,,,,,,,,4,4,4,,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2868,3,3,2018/12/15,14:10,1,東京都,練馬区,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,103,90,,,,,,,,,2,340,340,,,,,,,,,,,,,4,4,4,,,,,,,4,,3,,4,,5,,999,,999,,2,999,,2,,
2869,3,3,2018/12/15,14:15,1,東京都,江戸川区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,40,,,,,,,,,4,,,,,,,,,,,,,,,4,4,4,,,,,,,4,,3,,1,お参り,999,,999,,999,,2,999,,2,,
2870,3,3,2018/12/15,14:25,2,埼玉県,川口市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,0,4,忘年会,,,,,,,,,,,,,,3,0,0,1,0,0,,0,数え切れない,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,20,56,,,,,,,,999,5340,340,,,,5000,,,,,,,,,4,4,4,4,,,,,,4,,3,,999,,999,,999,,999,,2,999,,2,,
2871,3,3,2018/12/15,9:53,1,東京都,大田区,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,31,7,41,,,,,,,,,,2,0,0,0,0,0,,1,5,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,2,2600,400,,1500,人形焼,700,そば,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,5,,12,,999,,999,,2,999,,999,,
2872,3,3,2018/12/15,10:01,2,滋賀県,大津市,,,,2,10,2,1,,,,1,,0,0,1,0,0,0,0,,0,4,コンサート,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,16,8000,,5000,2000,雷おこし,1000,,,,,,,,,4,4,4,4,4,4,4,4,,4,4,4,4,5,,999,,999,,999,,2,999,,999,,
2873,3,3,2018/12/15,10:08,2,千葉県,千葉市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,0,4,着物の展示会,,,,,,,,,,,,,,3,0,0,1,0,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,999,600,600,,,,,,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
2874,3,3,2018/12/15,10:13,2,青森県,青森市,,,,2,7,2,1,,,,1,,0,0,1,0,0,0,0,,0,3,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,3,12000,,7000,5000,人形焼,,,,,,,,,,5,5,5,5,5,5,5,5,,4,4,4,4,1,,5,,999,,999,,2,999,,999,,
2875,3,3,2018/12/15,10:21,1,東京都,足立区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,4,競馬,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,3,400,400,,,,,,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
2876,3,3,2018/12/15,10:39,2,山口県,光市,,,,1,1,2,,1,,,1,,0,0,1,0,0,0,0,,0,4,修学旅行,,,,,,,,,,,,,,220,0,0,0,1,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,6,7500,,,7500,芋金時、おかき、漬物,,,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
2877,3,3,2018/12/15,10:44,2,山口県,下関市,,,,1,1,999,,,,,,,0,0,1,0,0,0,0,,0,4,修学旅行,,,,,,,,,,,,,,160,0,0,0,1,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,2,1200,,,,,1200,鯛焼き、いちご大福,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
2878,3,3,2018/12/15,10:50,1,東京都,世田谷区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,0,3,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,3,300,300,,,,,,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
2879,3,3,2018/12/15,10:56,2,茨城県,水戸市,,,,1,7,2,,2,市ヶ谷,グランドヒル市ヶ谷,2,,0,0,1,0,0,0,0,,0,4,パーティー出席,,,,,,,,,,,,,,8,0,0,0,1,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,3,3150,150,,3000,メロンパン、大学芋,,,,,,,,,,4,4,4,4,4,,4,4,,3,3,4,4,999,,999,,999,,999,,2,999,,999,,
2880,3,3,2018/12/15,11:03,2,茨城県,下妻市,,,,1,13,2,1,,,,1,,0,0,1,0,0,0,0,,0,4,伝統芸能≪タイコ≫大会,,,,,,,,,,,,,,40,0,0,0,0,1,伝統芸能保存会メンバー,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,3,2780,2780,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
2881,3,3,2018/12/15,11:10,2,神奈川県,横浜市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,,3,,7,,,,,,,,,5,0,1,1,0,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,13,5000,2000,,,,3000,うなぎ,,,,,,,,4,4,4,4,4,,4,4,,2,2,4,4,999,,999,,10,駐車場の数,9,トイレがきたない,2,999,,999,,
2882,3,3,2018/12/15,11:06,2,福島県,岩槻市,,,,1,5,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,31,2,41,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,2,14000,12000,,2000,いなり寿司,,,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
2883,3,3,2018/12/15,11:19,2,愛知県,名古屋市,,,,1,10,2,1,,,,1,,0,0,1,0,0,0,0,,0,2,,1,31,14,1,2,41,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,1,5250,750,,2500,芋ようかん、どら焼き（カメショウ）,2000,天ぷら,,,,,,,,4,4,4,4,4,4,4,4,,4,4,4,4,999,,999,,6,外国人のマナー,999,,2,999,,999,,
2884,3,3,2018/12/15,11:23,1,東京都,足立区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,31,,,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,4,1220,420,,800,芋ようかん,,,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,14,浅草寺付近、石のイスを木にしては？≪あたたかみ≫,999,,2,999,,999,,
2885,3,3,2018/12/15,11:31,2,山形県,山形市,,,,1,3,1,,,,,,,0,0,0,0,0,0,0,,0,3,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,1,2500,,,2500,芋ようかん,,,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,1,999,,1,500,
2886,3,3,2018/12/15,11:38,2,千葉県,東金市,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,2,41,3,51,,,,,,,,,,2,0,0,1,0,0,,0,4,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,999,1500,,,,,1500,ハンバーグ（雷門：ちんや）,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,6,外国人が多い,9,トイレがきたない。有料にしては。,2,999,,999,,
2887,3,3,2018/12/15,11:45,2,大阪府,高槻市,,,,1,9,2,1,,大井町,ビアイン,1,,0,0,1,0,0,0,0,,0,4,会社のイベント,,,,,,,,,,,,,,500,0,0,0,1,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,999,2000,,,2000,人形焼,,,,,,,,,,5,5,5,5,5,,5,5,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
2888,3,3,2018/12/15,11:52,2,大阪府,大阪市,,,,2,13,2,,1,池袋,,1,,0,0,1,0,0,0,0,,0,4,観劇,,,,,,,,,,,,,,1,1,0,0,0,0,,0,3,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,7,7400,400,,5000,亀十,2000,ウメノヤ（粟ぜんざい）,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,7,メトロ浅草駅下車後、浅草寺までの案内図（方法）,999,,2,999,,999,,
2889,3,3,2018/12/15,11:59,2,埼玉県,狭山市,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,3,0,1,0,0,0,,0,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,13,5000,,,2000,人形焼,3000,天ぷら,,,,,,,,5,5,5,5,5,,5,5,,5,5,4,4,999,,999,,9,トイレが汚い,999,,2,999,,999,,
2890,3,3,2018/12/15,12:06,2,大阪府,大阪市,,,,2,6,2,,,品川,品川プリンスホテル,,,0,0,0,0,0,0,0,,0,4,観劇,1,41,2,51,,,,,,,,,,3,0,1,0,0,0,,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,1,3500,,,1500,人形焼,2000,うなぎ,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,9,汚い,999,,2,999,,999,,
2891,3,3,2018/12/15,12:11,2,茨城県,牛久市,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,0,1,0,0,,0,10,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,2,3000,2000,,,,1000,そば,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,4,いつも楽しみにしている,999,,999,,999,,2,999,,999,,
2892,3,3,2018/12/15,12:19,1,東京都,足立区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,0,4,表札を買いに来た,,,,,,,,,,,,,,1,1,0,0,0,0,,0,80,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,4,15820,440,,,,380,そば（立ち食い）,,,,15000,表札,,,5,5,5,5,,,5,5,近いのでよく来る。雰囲気全体が良いので、よく来る。,4,4,5,5,5,,999,,999,,999,,2,999,,999,,
2893,3,3,2018/12/15,12:26,2,大分県,大分市,,,,1,3,2,,,埼玉県,研修施設,,,0,0,0,0,0,0,1,,0,4,マーチングバンドの大会参加,,,,,,,,,,,,,,60,0,0,0,0,1,,0,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,999,1500,,,500,大学芋,1000,うどん,,,,,,,,4,4,4,4,4,4,4,4,,5,5,4,4,999,,999,,12,ゴミ箱が少ない,999,,2,999,,999,,
2894,3,3,2018/12/15,12:33,2,山口県,宇部市,,,,1,1,2,,,茅場町,パールホテル,,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,1,1,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,6,700,,,500,人形焼,200,メロンパン,,,,,,,,5,5,5,5,5,,5,5,,4,4,5,5,4,お土産の種類が多い。迷った。,999,,999,,999,,2,999,,999,,
2895,3,3,2018/12/15,12:41,1,東京都,足立区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,14,51,,,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,3,2500,500,,1000,お茶、和菓子,,,,,,1000,おみくじ、お守り,,,5,4,4,4,5,,4,4,仲見世、わくわくする。最近は、海外の方が増えた気がする。,5,5,4,4,5,わくわくする,999,,6,海外の方が多い,999,,2,999,,999,,
2896,3,3,2018/12/15,,2,三重県,四日市市,,,,2,13,2,,,,,,,1,0,0,0,0,0,0,,0,2,,1,31,2,41,,,,,,,,,,3,0,1,0,0,0,,0,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,1,5300,300,,2000,大学芋、人形焼,3000,うなぎ,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,1,,4,,7,イスが少ない,999,,2,999,,999,,
2897,3,3,2018/12/15,9:30,2,静岡県,静岡市,,,,2,11,2,,1,銀座,ホテル,1,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,3,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,4340,340,,2000,人形焼,2000,和食,,,,,,,,4,4,4,4,4,0,4,4,,5,4,4,3,5,なし,999,,999,,999,,2,999,,2,,
2898,3,3,2018/12/15,9:40,2,埼玉県,さいたま市,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,0,1,0,0,,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,103,60,,,,,,,,,3,1340,340,,,,1000,ラーメン,,,,,,,,5,4,4,4,,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2899,3,3,2018/12/15,9:50,1,東京都,立川市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,3,51,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,,,,,,,,,103,180,,,,,,,,,6,4500,,,1500,人形焼,1000,,,,,2000,シャツ,,,5,4,4,4,4,0,4,4,,5,4,4,3,4,欲しかったものが安く買えたから,999,,999,,999,,2,999,,2,,
2900,3,3,2018/12/15,10:00,2,大阪府,堺市,,,,2,5,2,,2,東京,ホテル,2,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,340,340,,,,,,,,,,,,,3,3,3,,,0,3,3,,2,1,2,1,1,なし,999,,999,,999,,2,999,,2,,
2901,3,3,2018/12/15,10:10,2,千葉県,市原市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,41,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,6,3000,,,3000,あげまんじゅう、雷おこし,,,,,,,,7000,2,4,4,4,4,4,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
