アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
200034099,200034099,建物,生活文化局,,東京都江戸東京博物館駐車場管理詰所,行政財産,東京都,墨田区,横網,１丁目,２０－２７ほか１筆,,35.696283,139.797179,鉄筋コンクリート造,3.3,19921201,,1,,20191108
200034100,200034100,建物,生活文化局,,東京都江戸東京博物館分館管理棟,行政財産,東京都,小金井市,桜町,２丁目,,,35.715947,139.512928,鉄筋コンクリート造,"1,061.83",19930104,,2,,20191108
200034101,200034101,建物,生活文化局,,東京都江戸東京博物館分館展示棟,行政財産,東京都,小金井市,桜町,２丁目,,,35.715845,139.51265,鉄筋コンクリート造,412.1,19930104,,1,,20191108
200034102,200034102,建物,生活文化局,,東京都江戸東京博物館分館復元作業棟,行政財産,東京都,小金井市,関野町,２丁目,,,35.716818,139.515526,鉄骨造,496.6,19930104,,2,,20191108
200034103,200034103,建物,生活文化局,,東京都江戸東京博物館分館厨房棟,行政財産,東京都,小金井市,関野町,２丁目,,,35.716251,139.515111,鉄筋コンクリート造,19.44,19930104,,1,,20191108
200034804,200034804,建物,生活文化局,,東京都写真美術館,行政財産,東京都,目黒区,三田,１丁目,２４７－２,,35.64161,139.713294,鉄骨鉄筋コンクリート造,"7,526.74",19940831,,5,,20191108
200035763,200035763,建物,生活文化局,,東京都江戸東京博物館分館資料保管棟,行政財産,東京都,小金井市,関野町,２丁目,,,35.717056,139.515119,鉄骨造,185.12,19940331,,2,,20191108
200036199,200036199,建物,生活文化局,,東京都江戸東京博物館分館便所,行政財産,東京都,小金井市,関野町,２丁目,,,35.715957,139.514291,木造,11.01,19940930,,1,,20191108
200036234,200036234,建物,生活文化局,,東京都現代美術館,行政財産,東京都,江東区,三好,４丁目,４番１号外,,35.679834,139.807978,鉄骨鉄筋コンクリート造,"33,515.01",19941020,,3,,20191108
200040937,200040937,建物,生活文化局,,東京都江戸東京博物館（休憩棟）,行政財産,東京都,墨田区,横網,１丁目,２０－２７ほか２筆,,35.69677,139.797205,鉄骨コンクリート造,172,19990331,,1,,20191108
214000025,214000025,建物,生活文化局,,東京都庭園美術館新館,普通財産,東京都,港区,白金台,５丁目,2月26日,,35.636899,139.719131,鉄骨造,"2,140.81",20131220,,2,,20191108
217000227,217000227,建物,生活文化局,,東京都庭園美術館レストラン,普通財産,東京都,港区,白金台,５丁目,2月26日,,35.636865,139.71864,鉄骨造,209.6,20180220,,1,,20191108
200017420,200017420,建物,生活文化局,,東京舞台芸術活動支援センター（本館）,普通財産,東京都,中央区,日本橋箱崎町,,12月18日,,35.680118,139.78574,鉄筋コンクリート造,"1,545.57",19251107,,3,,20191108
210000042,210000042,建物,生活文化局,,東京舞台芸術活動支援センター（新館）,普通財産,東京都,中央区,日本橋箱崎町,,12月18日,,35.679935,139.785382,鉄骨造,368.26,20100630,,1,,20191108
200030835,200030835,建物,生活文化局,,東京都太田記念館,行政財産,東京都,杉並区,久我山,２丁目,５４２－１外４筆,,35.686323,139.600946,鉄筋コンクリート造,"1,893.98",19900401,,2,,20191108
218000044,218000044,建物,オリパラ準備局,,東京スポーツスクエア,普通財産,東京都,千代田区,丸の内,３丁目５番１,,,35.675858,139.765051,鉄骨造,9950.57,19980731,,3,,20191108
200031174,200031174,建物,オリパラ準備局,,東京体育館,行政財産,東京都,渋谷区,千駄ヶ谷,１丁目１７,,,35.67987,139.71252,鉄筋コンクリート造,"45,251.89",19900330,,3,,20191108
200031175,200031175,建物,オリパラ準備局,,東京武道館,行政財産,東京都,足立区,綾瀬,３丁目20－1,,,35.76566,139.825746,鉄骨鉄筋コンクリート造,17613.72,19900125,,4,,20191108
200035818,200035818,建物,オリパラ準備局,,東京辰巳国際水泳場,行政財産,東京都,江東区,辰巳,２丁目８－１０,,,35.647646,139.819039,鉄骨鉄筋コンクリート造,"22,319.26",19930601,,3,,20191108
200029065,200029065,建物,オリパラ準備局,,有明テニスの森公園有明コロシアム,行政財産,東京都,江東区,有明,２丁目,,,35.636515,139.790032,鉄骨鉄筋コンクリート造,"28,123.46",19870331,,4,,20191108
216000295,216000295,建物,オリパラ準備局,,武蔵野の森総合スポーツプラザ,行政財産,東京都,調布市,西町,２９０－１１,,,35.665718,139.524653,鉄骨鉄筋コンクリート造,"49,120.00",20170331,,4,,20191108
200041482,200041482,建物,オリパラ準備局,,味の素スタジアム,普通財産,東京都,調布市,西町,３７６－３,,,35.664441,139.527114,鉄骨鉄筋コンクリート造,"79,941.61",20001001,,5,,20191108
200041858,200041858,建物,オリパラ準備局,,味の素スタジアム商業施設,普通財産,東京都,調布市,西町,３７６番３,,,35.663435,139.52544,鉄骨造,526.4,20020820,,3,,20191108
200042442,200042442,建物,オリパラ準備局,,味の素スタジアム付属施設（フットサル施設） ,普通財産,東京都,調布市,西町,３７６－３,,,35.664197,139.525356,鉄骨造,"2,347.09",20031222,,3,,20191108
211000323,211000323,建物,オリパラ準備局,,西競技場スタンド棟,普通財産,東京都,調布市,西町,２９０－１１,,,35.665,139.523878,鉄筋コンクリート造,"1,726.88",20120321,,1,,20191108
211000324,211000324,建物,オリパラ準備局,,西競技場トイレ・倉庫棟,普通財産,東京都,調布市,西町,２９０－１１,,,35.665759,139.522748,鉄筋コンクリート造,89.19,20120321,,1,,20191108
200028144,200028144,建物,オリパラ準備局,,東京都障害者総合スポーツセンター,行政財産,東京都,北区,十条台,１丁目１８９７－４１,,,35.75382,139.724036,鉄筋コンクリート造,"10,294.96",19851226,,3,,20191108
100026745,100026745,建物,オリパラ準備局,,東京都多摩障害者スポーツセンター,行政財産,東京都,国立市,富士見台,２丁目１－１,,,35.686677,139.446629,鉄筋コンクリート造,"4,996.59",19840229,,2,,20191108
100034120,100034120,建物,オリパラ準備局,,東京都多摩障害者スポーツセンター,行政財産,東京都,国立市,富士見台,２丁目１－１,,,35.686677,139.446629,鉄筋コンクリート造,"1,392.66",19930319,,2,,20191108
200030990,200030990,建物,都市整備局,,東京都第二市街地整備事務所庁舎,行政財産,東京都,中野区,中野,１丁目,73,,35.701396,139.679885,鉄骨鉄筋コンクリート造,2933.56,19900615,,5,,20191108
200041038,200041038,建物,住宅政策本部,,四番町第２アパート（２号棟）,行政財産,東京都,千代田区,四番町,,6,,35.689374,139.7363,鉄骨鉄筋コンクリート造,"1,127.00",20000829,,8,,20191108
200041039,200041039,建物,住宅政策本部,,四番町第２アパート（２号棟）,行政財産,東京都,千代田区,四番町,,6,,35.689325,139.73617,鉄骨鉄筋コンクリート造,"6,658.00",20000829,,8,,20191108
200039696,200039696,建物,住宅政策本部,,四番町第３アパート（３号棟）,行政財産,東京都,千代田区,四番町,,6,,35.689645,139.737063,鉄骨鉄筋コンクリート造,"6,837.18",19980520,,9,,20191108
200039697,200039697,建物,住宅政策本部,,四番町第３アパート（３号棟）,行政財産,東京都,千代田区,四番町,,6,,35.689601,139.736926,鉄骨鉄筋コンクリート造,"2,716.56",19980520,,9,,20191108
200031978,200031978,建物,住宅政策本部,,飯田橋二丁目アパート（２号棟）,行政財産,東京都,千代田区,飯田橋,２丁目,1,,35.698369,139.752041,鉄骨鉄筋コンクリート造,"8,792.62",19900507,,20,,20191108
200031979,200031979,建物,住宅政策本部,,飯田橋二丁目アパート（２号棟）,行政財産,東京都,千代田区,飯田橋,２丁目,1,,35.698551,139.751902,鉄骨鉄筋コンクリート造,"1,573.80",19900507,,20,,20191108
200041930,200041930,建物,住宅政策本部,,勝どき一丁目アパート（１号棟）,行政財産,東京都,中央区,勝どき,１丁目,402,,35.660622,139.777996,鉄筋コンクリート造,"19,778.85",20020710,,19,,20191108
200041663,200041663,建物,住宅政策本部,,勝どき一丁目アパ－ト（５号棟）,行政財産,東京都,中央区,勝どき,１丁目,104,,35.66119,139.777543,鉄骨鉄筋コンクリート造,"6,444.07",20011112,,14,,20191108
200002035,200002035,建物,住宅政策本部,,勝どき五丁目アパート（７、１０号棟）,行政財産,東京都,中央区,勝どき,５丁目,802,,35.657167,139.770363,鉄骨鉄筋コンクリート造,"11,781.00",19710408,,14,,20191108
209000264,209000264,建物,住宅政策本部,,勝どき五丁目第２アパート（３号棟）,行政財産,東京都,中央区,勝どき,５丁目,902,,35.656831,139.77116,鉄筋コンクリート造,"11,736.20",20091130,,14,,20191108
200002025,200002025,建物,住宅政策本部,,勝どき二丁目アパート（２号棟）,行政財産,東京都,中央区,勝どき,２丁目,901,,35.659602,139.778765,鉄骨鉄筋コンクリート造,"9,938.93",19731109,,14,,20191108
200002029,200002029,建物,住宅政策本部,,勝どき六丁目アパート（１号棟）,行政財産,東京都,中央区,勝どき,６丁目,601,,35.654729,139.773323,鉄骨鉄筋コンクリート造,"14,798.06",19800508,,14,,20191108
200031913,200031913,建物,住宅政策本部,,佃二丁目アパート（３号棟）,行政財産,東京都,中央区,佃,２丁目,50,,35.667164,139.786881,鉄骨鉄筋コンクリート造,"13,469.00",19900228,,20,,20191108
200030355,200030355,建物,住宅政策本部,,佃二丁目アパート（４号棟）,行政財産,東京都,中央区,佃,２丁目,50,,35.667497,139.787034,鉄骨鉄筋コンクリート造,"3,400.00",19890313,,10,,20191108
200030403,200030403,建物,住宅政策本部,,佃二丁目アパート（４号棟）,行政財産,東京都,中央区,佃,２丁目,50,,35.667315,139.787023,鉄骨鉄筋コンクリート造,"1,580.00",19890313,,10,,20191108
200030402,200030402,建物,住宅政策本部,,佃二丁目アパート（５号棟）,行政財産,東京都,中央区,佃,２丁目,50,,35.667637,139.786141,鉄骨鉄筋コンクリート造,"6,162.00",19890313,,8,,20191108
200002043,200002043,建物,住宅政策本部,,明石町アパート（４号棟）,行政財産,東京都,中央区,明石町,,231,,35.669194,139.777718,鉄骨鉄筋コンクリート造,"4,108.50",19720920,,12,,20191108
200002026,200002026,建物,住宅政策本部,,明石町第２アパート（１０号棟）,行政財産,東京都,中央区,明石町,,22,,35.665444,139.776939,鉄骨鉄筋コンクリート造,"3,216.17",19770610,,8,,20191108
200034250,200034250,建物,住宅政策本部,,港南三丁目アパート（２６号棟）,行政財産,東京都,港区,港南,３丁目,2,,35.634457,139.750353,鉄骨鉄筋コンクリート造,"14,085.22",19930701,,16,,20191108
200034251,200034251,建物,住宅政策本部,,港南三丁目アパート（２６号棟）,行政財産,東京都,港区,港南,３丁目,2月2日,,35.634888,139.750605,鉄骨鉄筋コンクリート造,"6,219.14",19930701,,16,,20191108
200040085,200040085,建物,住宅政策本部,,港南三丁目第２アパート（５０号棟）,行政財産,東京都,港区,港南,３丁目,1,,35.632909,139.751495,鉄骨鉄筋コンクリート造,"10,824.09",19981217,,14,,20191108
200040086,200040086,建物,住宅政策本部,,港南三丁目第２アパート（５０号棟）,行政財産,東京都,港区,港南,３丁目,1,,35.633022,139.751234,鉄骨鉄筋コンクリート造,"4,615.14",19981217,,14,,20191108
200002088,200002088,建物,住宅政策本部,,港南四丁目アパート（１号棟）,行政財産,東京都,港区,港南,４丁目,12,,35.628474,139.746598,鉄骨鉄筋コンクリート造,"2,443.59",19770411,,8,,20191108
200002087,200002087,建物,住宅政策本部,,港南四丁目アパート（２号棟）,行政財産,東京都,港区,港南,４丁目,12,,35.627932,139.746546,鉄骨鉄筋コンクリート造,"3,691.77",19770411,,9,,20191108
200002105,200002105,建物,住宅政策本部,,港南四丁目アパート（３号棟）,行政財産,東京都,港区,港南,４丁目,12,,35.626509,139.746529,鉄骨鉄筋コンクリート造,"5,266.46",19770411,,8,,20191108
200002104,200002104,建物,住宅政策本部,,港南四丁目アパート（４号棟）,行政財産,東京都,港区,港南,４丁目,12,,35.624621,139.746796,鉄骨鉄筋コンクリート造,"3,671.35",19770411,,9,,20191108
200039750,200039750,建物,住宅政策本部,,港南四丁目第２アパート（１号棟）,行政財産,東京都,港区,港南,４丁目,1,,35.630968,139.751104,鉄骨鉄筋コンクリート造,"34,386.40",19980507,,29,,20191108
200039751,200039751,建物,住宅政策本部,,港南四丁目第２アパート（１号棟）,行政財産,東京都,港区,港南,４丁目,1,,35.630834,139.751339,鉄骨鉄筋コンクリート造,"7,914.75",19980507,,29,,20191108
200041680,200041680,建物,住宅政策本部,,港南四丁目第３アパート（１号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.629311,139.747357,鉄筋コンクリート造,177,20010918,,7,,20191108
200041682,200041682,建物,住宅政策本部,,港南四丁目第３アパート（１号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.62933,139.74788,鉄筋コンクリート造,"7,923.61",20010918,,7,,20191108
200041679,200041679,建物,住宅政策本部,,港南四丁目第３アパート（２号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.629657,139.74727,鉄骨鉄筋コンクリート造,"5,776.70",20010918,,14,,20191108
200041675,200041675,建物,住宅政策本部,,港南四丁目第３アパート（３号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.62973,139.747907,鉄筋コンクリート造,"6,635.17",20010918,,6,,20191108
206000024,206000024,建物,住宅政策本部,,港南四丁目第３アパート（４号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.630216,139.74773,鉄筋コンクリート造,"33,513.20",20060410,,24,,20191108
206000026,206000026,建物,住宅政策本部,,港南四丁目第３アパート（４号棟）,行政財産,東京都,港区,港南,４丁目,4,,35.630217,139.747514,鉄筋コンクリート造,165,20060410,,24,,20191108
200034635,200034635,建物,住宅政策本部,,高輪一丁目アパート（１号棟）,行政財産,東京都,港区,高輪,１丁目,701,,35.639199,139.734944,鉄骨鉄筋コンクリート造,"19,501.55",19940318,,14,,20191108
200034636,200034636,建物,住宅政策本部,,高輪一丁目アパート（１号棟）,行政財産,東京都,港区,高輪,１丁目,701,,35.639278,139.734621,鉄骨鉄筋コンクリート造,"4,272.08",19940318,,14,,20191108
