ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
583,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,472051,沖縄県,宜野湾市,,25000,2020/11/1,2020
584,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,271004,大阪府,大阪市,阿倍野区,18000,2020/11/1,2020
585,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,143000,2020/11/1,2020
586,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,127000,2020/11/1,2020
587,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,85000,2020/11/1,2020
588,一般寄付,目黒区におまかせ！,111007,埼玉県,さいたま市,浦和区,12000,2020/11/1,2020
589,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,12000,2020/11/1,2020
590,一般寄付,目黒区におまかせ！,122033,千葉県,市川市,,35000,2020/11/1,2020
591,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,142042,神奈川県,鎌倉市,,170000,2020/11/1,2020
592,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,142042,神奈川県,鎌倉市,,170000,2020/11/1,2020
593,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,24000,2020/11/1,2020
594,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,459000,2020/11/1,2020
595,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,185000,2020/11/1,2020
596,一般寄付,目黒区におまかせ！,271403,大阪府,堺市,東区,28000,2020/11/1,2020
597,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,12000,2020/11/1,2020
598,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,港北区,60000,2020/11/1,2020
599,一般寄付,目黒区におまかせ！,221007,静岡県,静岡市,駿河区,30000,2020/11/1,2020
600,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,231002,愛知県,名古屋市,北区,12000,2020/11/1,2020
601,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,242021,三重県,四日市市,,16000,2020/11/1,2020
602,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,282065,兵庫県,芦屋市,,185000,2020/11/1,2020
603,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,高津区,110000,2020/11/1,2020
604,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,232025,愛知県,岡崎市,,12000,2020/11/1,2020
605,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131083,東京都,江東区,,85000,2020/11/1,2020
606,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141500,神奈川県,相模原市,南区,60000,2020/11/1,2020
607,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,中原区,25000,2020/11/1,2020
608,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,35000,2020/11/1,2020
609,一般寄付,目黒区におまかせ！,131211,東京都,足立区,,60000,2020/11/1,2020
610,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,182010,福井県,福井市,,185000,2020/11/1,2020
611,一般寄付,目黒区におまかせ！,141305,神奈川県,川崎市,川崎区,25000,2020/11/1,2020
612,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,60000,2020/11/1,2020
613,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131016,東京都,千代田区,,170000,2020/11/1,2020
614,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,幸区,254000,2020/11/1,2020
615,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,185000,2020/11/1,2020
616,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,2000000,2020/11/1,2020
617,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,261009,京都府,京都市,中京区,24000,2020/11/1,2020
618,図書資料充実寄付金,図書館の資料を充実させたい！,132144,東京都,国分寺市,,12000,2020/11/1,2020
619,一般寄付,目黒区におまかせ！,252034,滋賀県,長浜市,,15000,2020/11/1,2020
620,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,35000,2020/12/1,2020
621,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122033,千葉県,市川市,,12000,2020/12/1,2020
622,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,35000,2020/12/1,2020
623,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131164,東京都,豊島区,,24000,2020/12/1,2020
624,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,402028,福岡県,大牟田市,,110000,2020/12/1,2020
625,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132195,東京都,狛江市,,185000,2020/12/1,2020
626,一般寄付,目黒区におまかせ！,221007,静岡県,静岡市,駿河区,12000,2020/12/1,2020
627,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,342131,広島県,廿日市市,,35000,2020/12/1,2020
628,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131083,東京都,江東区,,185000,2020/12/1,2020
629,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,25000,2020/12/1,2020
630,一般寄付,目黒区におまかせ！,282146,兵庫県,宝塚市,,25000,2020/12/1,2020
631,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,185000,2020/12/1,2020
632,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,142123,神奈川県,厚木市,,25000,2020/12/1,2020
633,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,35000,2020/12/1,2020
634,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,261009,京都府,京都市,中京区,18000,2020/12/1,2020
635,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/12/1,2020
636,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/12/1,2020
637,一般寄付,目黒区におまかせ！,131024,東京都,中央区,,185000,2020/12/1,2020
638,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131059,東京都,文京区,,145000,2020/12/1,2020
639,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,352021,山口県,宇部市,,185000,2020/12/1,2020
640,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,231002,愛知県,名古屋市,千種区,35000,2020/12/1,2020
641,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,352021,山口県,宇部市,,370000,2020/12/1,2020
642,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232114,愛知県,豊田市,,35000,2020/12/1,2020
643,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,110000,2020/12/1,2020
644,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,382043,愛媛県,八幡浜市,,185000,2020/12/1,2020
645,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,15000,2020/12/1,2020
646,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,35000,2020/12/1,2020
647,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131059,東京都,文京区,,85000,2020/12/1,2020
648,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,麻生区,24000,2020/12/1,2020
649,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,172031,石川県,小松市,,12000,2020/12/1,2020
650,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122041,千葉県,船橋市,,35000,2020/12/1,2020
651,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,261009,京都府,京都市,西京区,16000,2020/12/1,2020
652,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,16000,2020/12/1,2020
653,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122211,千葉県,八千代市,,15000,2020/12/1,2020
654,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132144,東京都,国分寺市,,24000,2020/12/1,2020
655,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,35000,2020/12/1,2020
656,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131083,東京都,江東区,,35000,2020/12/1,2020
657,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,金沢区,16000,2020/12/1,2020
658,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131105,東京都,目黒区,,30000,2020/12/1,2020
659,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,121002,千葉県,千葉市,中央区,143000,2020/12/1,2020
660,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141305,神奈川県,川崎市,幸区,16000,2020/12/1,2020
661,一般寄付,目黒区におまかせ！,132071,東京都,昭島市,,27000,2020/12/1,2020
