通番号,年度,番号,名称,位置,用途,敷地面積(m2),建築面積(m2),延べ面積(m2),駐車場等面積(m2),高さ(m),階数,公開空地(m2),有効公開空地(m2),用途地域,許可年月日,52条,55条,56道路,56隣地,58条,種別,人口,戸数,備考
697,2011,3,(仮称)港区麻布台３丁目計画,港区麻布台3-2-10外,共同住宅,2314.77,798.12,19270.95,5917.52,99.95,28,1297.96,1088.9,商業、２住,2012/4/16,●,,,,,市,,167,
698,2012,1,(仮称)オンワードホールディングス本社ビル新築工事,中央区日本橋3-10-1,事務所,1765.13,1060.21,18632.42,1602.08,73.7,17,446.04,586.28,商業,2012/8/14,●,,,,,業,1094,,
699,2012,2,神田錦町三丁目共同建替計画,千代田区神田錦町3-22外,事務所、店舗、貸会議室、自動車車庫等,6049.85,3369.19,52883,6189.16,91.6,18,2229.97,2958.89,商業,2012/9/19,●,,,,,,2900,,防災備蓄倉庫、防災倉庫、消防分団施設
700,2012,3,(仮称)(株)アシックス新・東京支社ビル計画,江東区新砂3-1-7,事務所,2733.4,1597.78,13834.73,1589.22,59.8,15,918.41,915.44,商業,2012/9/19,●,,,,,,665,,
701,2012,4,（仮称）港区芝浦一丁目計画,港区芝浦1-33-1外,共同住宅、店舗、保育所,10590.01,4447.8,101135.7,25103.14,119.5,34,5891.18,6347.57,準工業,2013/2/27,●,,,,,都,,883,
702,2013,1,（仮称）板橋区小豆沢計画　東敷地,板橋区小豆沢1－15－1,共同住宅、店舗、保育所、駐車場,4970.04,1961.42,16600.33,3868.9,39.5,12,1700.94,2097.5,準工業,2013/8/22,●,,,,,市,,165,
703,2013,2,（仮称）板橋区小豆沢計画　西敷地,板橋区小豆沢1-10,共同住宅、駐車場,11099.35,3777.18,48320.85,13767.8,59.14,18,5334.73,6655.14,準工業,2013/8/22,●,,,,,市,,456,
704,2013,3,日本大学新学部開設事業に伴う新校舎建設工事（仮称）,世田谷区下馬3-49-4他,大学,15044.41,6935.58,44969.14,1365.86,36.83,8,6621.79,7824.81,一中高,2013/8/28,●,,,,,,2700,,
705,2013,4,（仮称）高輪一丁目共同建替計画,港区高輪1-107外,共同住宅、店舗,2190.28,833.98,29056.36,9344.01,147.14,37,1229.48,1302.15,商業,2014/1/10,●,,,,,都,,308,
706,2013,5,（仮称）六本木7丁目計画,港区六本木7-113-1外,事務所、店舗、変電所、神社,4805.6,2596.53,31977.89,3827.83,79.5,14,2154,2027.93,近隣商業、商業,2014/1/29,●,,,,,,2500,1,中水機械室
707,2013,6,日本大学経済学部三崎町キャンパス新校舎（仮称）,千代田区西神田1-2-1,大学,2043.06,1010.29,15202.21,439,59.9,14,405.76,565.3,商業,2014/3/17,●,,,,,,3900,,
708,2014,1,（仮称）江東区豊洲５丁目計画,江東区豊洲5-6-3外,共同住宅、店舗、保育所、駐車場,10591.1,5188.73,72115.8,16518.1,74.15,22,4570.86,4975.15,準工業,2014/4/24,●,,,,,市,,693,
709,2014,2,（仮称）芝浦４丁目計画,港区芝浦4-2-28外,共同住宅,1729.25,850.13,13240.87,3654.72,65,20,666.04,673.44,準工業,2014/4/25,●,,,,,都,,123,
710,2014,3,（仮称）上野池之端プロジェクト,台東区池之端1-7-2外,共同住宅,2985.37,1090.56,36113.29,10292.1,131.2,36,1499.93,1527.14,商業,2014/8/5,●,,,,,都,,364,
711,2014,4,（仮称）中央区新川２丁目計画,中央区新川2-3-2外,共同住宅,3011.97,1525.12,38452.06,9609.66,99.99,30,1354.37,1587.99,商業,2014/8/26,●,,,,,都,,387,
712,2014,5,（仮称）江東区木場３丁目計画,江東区木場3-18外,共同住宅,3495.3,1388.82,24963.47,7163.48,94.7,27,1891.73,2006.8,二種住居、商業,2014/9/18,●,,,,,市,,204,
713,2014,6,（仮称）秋葉原開発プロジェクト,千代田区神田練塀町76‐１外,事務所、店舗、駐車場,1410.19,900,11637.74,1492.4,63.14,13,464.51,512,商業地域,2014/11/6,●,,,,,業,1000,,
714,2014,7,（仮称）住友不動産西五反田三丁目計画,品川区西五反田3-605-2外,共同住宅,2454.12,1128.27,21890.75,7166.25,89.9,25,1536.65,1693.1,準工業,2014/11/28,●,,,,,都,,244,
715,2014,8,（仮称）渋谷宮下町計画,渋谷区渋谷1-23-2,事務所、店舗、共同住宅,5020.09,2553,35069,6006.21,70.79,16,1943.29,1945.44,二種住居、商業,2015/1/13,●,,,,,,4300,80,
716,2014,9,（仮称）日鐵日本橋ビル建替計画,中央区日本橋1-13-1外,事務所・飲食店・診療所・サービス店舗・駐車場,2055.19,1441.48,27370.25,4196.76,91.66,18,948.07,1083.43,商業地域,2015/1/13,●,,,,,業,1495,,地下鉄出入口
717,2014,10,（仮称）東京慈恵会医科大学葛飾医療センター別館増築工事,葛飾区青戸6-201-1外,病院、消防分団本部,12437,4413.93,29178.29,1848.22,40.21,9,3164.97,4429.62,準工業,2015/2/27,●,,,,,,,,消防分団本部
718,2015,1,日本大学理工学部駿河台校舎キャンパス整備事業に伴う南棟（仮称）,千代田区神田駿河台3-11,大学,3432.93,1458.1,27300.39,3010.66,82.9,19,1322.23,1571.01,商業地域,2015/4/14,●,,,,,,4815,,一時滞在施設
719,2015,2,（仮称）芝公園１丁目ビル計画,港区芝公園1-2-2 外,事務所、集会場、駐車場,3710.24,1770.86,32695.44,4717.28,129,22,1649.06,1874.27,商業,2015/4/15,●,,,,,,1841,,地下鉄新出入口
720,2015,3,西武鉄道池袋ビル建替え計画,豊島区南池袋1-21-23,事務所、物販店舗、自動車庫,5530.96,3950,49962.63,6987.33,99.98,19,2904.66,2559.51,商業,2015/4/28,●,,,,,,,,一時滞在施設
721,2015,4,（仮称）芝浦三丁目計画,港区芝浦3-1-75,事務所、集会場,2166.1,1064.71,11826.37,1405.21,73,12,900.05,1016.73,準工業・商業,2015/7/24,●,,,,,,1160,,
722,2015,5,（仮称）麹町新スタジオ棟建設プロジェクト,千代田区二番町14,テレビスタジオ,7076.07,2777,33602.47,3291.27,67.8,11,1507.95,2021.5,二種住居、商業,2015/11/25,●,,,,,,,,
723,2015,6,（仮称）南平台プロジェクト,渋谷区道玄坂1-31-1,事務所、集会場、飲食店、自動車車庫,4128.33,2612.16,46954,6703,106.9,21,1395.05,2102.51,商業,2016/1/29,●,,,,,,3000,,
724,2015,7,（仮称）富ヶ谷一丁目プロジェクト,渋谷区富ヶ谷1-1534-1他,共同住宅、店舗,2624.31,1228.18,21111.4,4912.32,67.15,19,1120.58,1201.33,近隣商業,2016/3/24,●,,,,,都,,195,
725,2016,1,（仮称）はとバス港南ビル・港南一丁目市街地住宅の共同建替事業,港区港南1-6-5　外,事務所、共同住宅、店舗、保育所、自動車車庫等,3969.84,1758.23,36598.1,6910.14,114.36,26,1346.27,1506.39,商業,2016/6/15,●,,,,,市,,139,
726,2016,2,（仮称）渋谷区役所建替プロジェクト　住宅棟,渋谷区宇田川町28番49　外,共同住宅,4565,1690,60179.74,19176.77,143.08,39,2656.02,2710.4,商業,2016/7/19,●,,,,,都,,507,
727,2016,3,（仮称）渋谷区恵比寿1丁目計画,東京都渋谷区恵比寿１－４７－１外,共同住宅、保育所、自動車車庫,3360.2,1485.5,34432.19,11423.26,80.5,23,1684.6,1700.1,近隣商業,2016/9/1,●,,,,,市,,310,
728,2016,4,(仮称)豊島プロジェクト,豊島区東池袋1-18-1外,事務所、映画館、集会場、店舗、公会堂,6603.26,4210,79575,9180,158.28,33,2103.6,2604.83,商業,2016/10/7,●,,,,,業,7000,,地域冷暖房、区公会堂
729,2016,5,(仮称)築地三丁目プロジェクト,中央区築地3-570-1外,ホテル,1672.29,813,11737.4,1572.4,59.8,14,613.8,648.75,商業,2016/11/15,●,,,,,,770,,
730,2016,6,(仮称）渋谷区宇田川町計画,渋谷区宇田川町49-1外,事務所、共同住宅,5226.06,2157.8,37950.32,9146.61,119.94,21,2791.53,3272.19,近隣商業,2017/1/16,●,,,,,,1900,40,
731,2016,7,（仮称）千代田区一番町20計画,千代田区一番町20-5,共同住宅,1920.89,1078.77,15557.63,4224.85,63.8,17,669.72,726.94,二種住居,2017/3/14,●,,,,,市,,106,
732,2016,8,（仮称）神田錦町二丁目計画,千代田区神田錦町2-2-1外,事務所、店舗、集会場,9761.29,5020.25,85351.58,10170.45,120.85,21,3658.47,4504.79,商業,2017/3/14,●,,,,,,4870,,サイクルポート
733,2017,1,（仮称）港区海岸２丁目計画,港区海岸2-7-2外,共同住宅,2142.34,934.36,20519.82,6234.67,88.69,23,968.94,1311.67,準工業,2017/4/27,●,,,,,市,,227,
734,2017,2,（仮称）西新宿六丁目計画,新宿区西新宿6-666-1外,事務所、共同住宅,5615.68,2272.74,61321.29,13396.57,160,34,2877.35,3113.1,商業,2017/5/24,●,,,,,,3135,105,
735,2017,3,（仮称）外神田一丁目計画,千代田区外神田1-9-4外,事務所、店舗,3281.2,1690,27160.35,3001.35,125.5,23,1310.78,1625.49,商業,2017/6/12,●,,,,,,1690,,
736,2017,4,西新宿６丁目計画（仮称）,新宿区西新宿6-78-8外,事務所、共同住宅、飲食店、保育所,3386.1,1379.19,39460.97,6891.58,132.3,29,1669.17,1952.45,商業,2017/6/21,●,,,,,市,1600,126,
737,2017,5,(仮称)南青山第一マンションズ建替え計画,港区南青山5-14-2の一部他,共同住宅,4716.31,2094.9,47311.45,17433.69,79.95,22,2470.31,2595.41,二種住居,2017/6/26,●,,,,,共,,258,
738,2017,6,（仮称）新橋一丁目ビル新築工事,港区新橋1-101-2,事務所、ホテル、店舗,3072.17,1466.02,36145.48,5423.8,135.44,27,1136.18,1582.53,商業,2017/7/21,●,,,,,業,2173,,
739,2017,7,（仮称）北青山二丁目計画,港区北青山2-98-1外,事務所、ホテル、店舗,2264.27,1290,23150,3906.12,94.6,20,755.8,817.08,商業,2017/8/22,●,,,,,,1200,,
740,2017,8,（仮称）六本木一丁目計画,港区六本木1-113-16外,共同住宅,1715.93,490.58,12445.75,3376.56,79.69,23,972.76,942.439,二種住居,2017/8/30,●,,,,,市,,74,
741,2017,9,（仮称）大手町1-4-2計画,千代田区大手町1-11外,事務所、飲食店、貸会議室、美術品展示場,6156.83,3656.47,80602.62,7672.22,111.9,22,3162.37,2907.37,商業,2017/9/29,●,,,,,業,5500,,地下鉄出入口、地域冷暖房 
742,2017,10,（仮称）港区高輪１丁目計画,港区高輪1-110-1外,共同住宅,2000.14,836.15,17781.4,4780.49,91.6,26,629.34,600.23,商業、一中高,2018/2/2,●,,,,,都,,164,
743,2017,11,(仮称）高輪一丁目共同建替計画,港区高輪1-107-1外,共同住宅、店舗,2047.66,829.44,29823.69,11394.75,135.64,35,1171.44,1127.82,商業,2018/3/8,●,,,,,都,,282,
744,2018,1,（仮称）港区芝浦２丁目計画,港区芝浦2-1-1外,共同住宅、保育所,4456.49,2036.46,50843.44,15192.4,116.41,32,2024.41,2876.51,商業、準工業,2018/7/20,●,,,,,都,,482,
745,2018,2,イトーピア浜離宮建替え計画,港区海岸1-19-1,共同住宅、保育所、店舗,2820.88,1144.72,29969.91,10223.75,118.5,32,1229.27,1681.44,準工業,2019/2/27,●,,,,,共,,418,
746,2019,3,（仮称）江東区亀戸６丁目計画,江東区亀戸6-31-1外,共同住宅、保育所、店舗、集会所,22989.26,14333.93,155152.38,39719.73,83.35,25,9271.24,11336.57,商業・準工業,2019/6/20,●,,,,,住,,934,
747,2019,4,(仮称)港区新橋6丁目計画,港区新橋6-32-1,共同住宅、保育所,952.24,402.49,10443.83,3026.98,91.15,27,416.92,577.71,商業,2019/7/30,●,,,,,市,,124,
748,2019,5,(仮称)渋谷区千駄ヶ谷四丁目計画,渋谷区千駄ヶ谷4-6-1外,共同住宅、店舗、保育所,4837.13,2407.65,55655,16667.49,99.01,27,2213.35,2314.96,商業・近商・二中高,2019/8/27,●,,,,,都,,475,
749,2019,4,(仮称)北品川５丁目計画,品川区北品川5-420-1,事務所、自動車車庫,7102.36,2752.9,47656.55,7012.63,90,19,3761.81,5339.82,商業・準工業,R1.12.10,●,,,,,,3129,,
750,2019,5,(仮称)芝浦4丁目計画,港区芝浦4-4-45,共同住宅、保育所,4134.51,1559.15,43411.02,12237.71,119.98,33,1965.56,2481.66,準工業,R2.1.20,●,,,,,住,,421,
751,2019,6,(仮称)聖蹟桜ヶ丘プロジェクトA敷地,多摩市関戸1-6外,共同住宅,8556,2140.9,47976.75,9223.07,112.83,33,5277.45,6621.38,二種住居,R2.3.12,●,,,,,,,520,
752,2020,1,(仮称)TTMプロジェクト,港区芝5-315-1外,事務所、飲食店、保育所等,8617.93,6000,113000,17998.53,160,29,4074,4127.92,商業,R2.4.10,●,,,,,,6000,,
753,2020,2,(仮称千代田区三番町26計画,千代田区三番町26-1外,共同住宅,1734.28,885.04,16701.53,5129.95,63.195,17,679.86,915.71,商業・二種住居,R2.4.30,●,,,,,住,,102,
754,2020,3,(仮称)TCGビル新築計画,港区芝4-23-1外,事務所、診療所,1529.71,891.18,16492.86,1963.78,85.83,18,686.66,889.35,商業,2020/7/31,●,,,,,,1500,,
755,2020,4,(仮称)港南二丁目プロジェクト,港区港南2-10-14,事務所,2635.57,1497.15,16334.53,1967.07,59.8,12,966.16,1113.25,準工業,2020/8/6,●,,,,,,1495,,
756,2020,5,(仮称)損保ジャパン霞が関ビル,千代田区霞が関3-59外,事務所、集会場,2695.07,1935.77,24808.16,2958.77,86.77,16,830.84,996.51,商業,2020/8/24,●,,,,,,1600,,
757,2020,6,中央大学(仮称)駿河台記念館建替計画,千代田区神田駿河台3-11-5,学校（大学）,1943.77,983.14,15651.91,2785.71,91.38,20,734.68,815.33,商業,2020/12/4,●,,,,,,600,,
758,2020,7,(仮称)西新宿一丁目地区プロジェクト,新宿区西新宿1-9-1～12,事務所、店舗、集会場、保育所、駐車場,6294.72,3886,97590,15758.64,129,23,2733.55,3017.35,商業,2021/3/12,●,,,,,業,5200,,
759,2021,1,（仮称）麹町山王マンション建替計画,千代田区二番町11-10,共同住宅,1221.07,758.27,11661.58,3437.87,62.78,18,222.89,267.46,商業・二種住居,2021/5/24,●,,,,,共,,106,
760,2021,2,（仮称）POLA青山ビル新築計画,港区南青山2-4-1外,事務所、集会場、展示場、保育所、自動車車庫,2465.81,1090.79,17122.06,2234.73,86.5,16,755.25,724.48,商業・二種住居,2021/6/24,●,,,,,,800,,
761,2021,3,五反田計画（仮称）,品川区西五反田8-4-1,事務所、ホテル、ホール、飲食店舗、物販店舗、駐車場、駐輪場,6710.93,4769.44,69370.7,13854.83,97.367,20,1244.85,1442.23,商業,2021/7/13,●,,,,,,6620,,
762,2021,4,(仮称)元赤坂一丁目計画,港区元赤坂1-201-1外,ホテル、事務所,2398.91,1161.9,30350.09,5580.69,140,26,1386.86,1566.55,商業,2021/8/25,●,,,,,,1500,,
763,2021,5,（仮称）西麻布六本木通りビル建替計画,港区西麻布4-168-6外,共同住宅,1671.33,630.43,19143.54,5158.82,114.84,32,864.08,905.22,商業・一中高,2021/9/24,●,,,,,住,,150,
764,2021,6,（仮称）新宿区四谷四丁目計画,新宿区四谷4-29-3,共同住宅、保育所,2249.7,1338.45,32382.1,9898.76,132.35,35,898.97,1257.21,商業,2021/9/24,●,,,,,住,,280,
765,2021,7,（仮称）新宿南口計画,渋谷区千駄ヶ谷5-31-8外,事務所、集会場、自動車車庫,2631.1,1622.97,23978.97,3456.4,120,18,834.68,1302.29,商業,2021/10/28,●,,,,,,2786,,
766,2021,8,（仮称）赤坂二丁目計画,港区赤坂2-410-1外,事務所、飲食店舗、物販店舗、診療所、駐車場,5988.25,2967.19,74197.04,11346.77,150,28,3409.68,4226.61,商業,2021/11/12,●,,,,,,10585,,
767,2021,9,（仮称）港区港南3丁目計画,港区港南3-9-5,共同住宅、保育所、店舗,3958.41,2053.56,43641.92,11975.1,108.73,28,1637.89,2264.09,準工業,2022/1/25,●,,,,,住,,458,
768,2021,10,（仮称）原宿パーク・マンション建替え計画,渋谷区宇田川町29-4外,共同住宅、店舗,1908.51,1037.5,22808.22,7544.11,99.29,24,833.595,784.6,商業,2022/1/25,●,,,,,共,,160,
769,2021,11,（仮称）足立区綾瀬三丁目計画,足立区綾瀬3-4-4,共同住宅、店舗,3643.67,1837.59,47134.4,14341.92,118,32,1429,1837.86,商業,2022/2/18,●,,,,,住,,427,
770,2022,1,（仮称）東商センタービルマンション建替え事業,台東区柳橋2-4-2,共同住宅,2366.65,1111.87,27428.5,8496.33,121.78,34,1004.57,1201.93,商業,2022/5/26,●,,,,,共,,270,
771,2022,2,（仮称）千代田区三番町28計画,千代田区三番町28番3外,共同住宅,2670.42,1146.59,21842.02,5843.29,63.41,18,1168.58,1109.81,二種住居,2022/6/13,●,,,,,住,,193,
772,2022,3,（仮称）聖蹟桜ヶ丘プロジェクトC敷地,多摩市関戸1-20-3ほか,共同住宅,4155.92,1930.45,24925.84,6239.1,58.14,17,1851.75,2227.83,二種住居,2022/7/15,●,,,,,住,,253,
773,2022,4,（仮称）池袋西口プロジェクト,豊島区西池袋28-4ほか,事務所、物販店舗、飲食店舗、自動車車庫,3348.29,1944.68,41739.01,8508.9,140.12,27,1428.38,1748.54,商業,2022/11/29,●,,,,,,1791,,
774,2022,5,（仮称）港区港南三丁目７番プロジェクト,港区港南3丁目7-2ほか,共同住宅、自動車車庫、店舗,6821.38,3195.93,76130.47,21560.5,119.97,34,3066.75,4102.43,準工業,2022/11/29,●,,,,,住,,815,
775,2023,1,（仮称）芝二丁目計画,港区芝2-31-3ほか,事務所・集会場・駐車場,4245.37,2166.2,39947.43,6772.32,120,21,2308.78,2931.63,近隣商業、商業,2023/4/19,●,,,,,,3002,,
776,2023,2,（仮称）春日ビル建替計画,"港区芝五丁目513番1,2,3,4,5,6",事務所、飲食店、物販店舗、集会場、保育所、自動車車庫、自転車駐車場、その他,5138.99,2878.13,55498,9870.57,104.01,20,1463.62,1391.09,商業,2023/5/11,●,,,,,,4000,,
777,2023,3,（仮称）南青山三丁目計画,港区南青山三丁目85番2ほか,共同住宅、事務所、ホテル、物販店舗、飲食店、自動車車庫,4358.51,1676.88,46023.21,10765.36,160.2,38,2396.55,2577.5,二種住居、商業,2023/5/17,●,,,,,住,,109,
778,2023,4,（仮称）日本橋本町一丁目３番計画,中央区日本橋本町一丁目5番地1～29,事務所、研究所、店舗、共用部、自動車車庫、自転車駐車場,2502.95,1549.21,27793.72,3193.02,84,18,858.743,1299.497,商業,2023/10/4,●,,,,,,2250,,
779,2023,5,長瀬産業(株)東京本社ビル新築計画,中央区日本橋小舟町103番地１ほか,事務所、診療所、自動車車庫,3164.46,1750.92,26331.52,3073.16,62.95,14,757.45,1241.47,商業,2023/10/26,●,,,,,,1550,,
780,2023,6,（仮称）御成門計画,港区新橋６丁目1番１ほか,事務所、飲食店、自動車車庫、保育所その他これに類するもの,1971.98,1251.49,24450,3040.81,96,19,887.51,1105.23,商業,2023/10/26,●,,,,,,1520,,
781,2023,7,（仮称）芝浦２丁目計画新築工事,港区芝浦２丁目１番75,共同住宅、自動車車庫,1622.16,774.35,20897.3,7920.19,118.46,34,826.05,964.95,準工業,2023/11/30,●,,,,,住,,180,
782,2023,8,（仮称）海岸３丁目計画新築工事,港区海岸三丁目14番18,共同住宅、自動車車庫,2368.3,1073.92,29164.74,10218.35,119,34,1367.85,1425.49,準工業,2023/11/30,●,,,,,住,,264,
783,2023,9,（仮称）品川区東品川２丁目計画,品川区東品川２丁目1-2ほか,共同住宅、店舗、自動車車庫,2457.09,1140.97,29985.45,7890.95,124.9,34,1150.26,1302.26,商業,2023/12/4,●,,,,,住,,275,
784,2023,10,（仮称）文京区本郷三丁目計画,文京区本郷３丁目422番1,共同住宅、自動車車庫、自転車駐車場,2901.37,1475.2,32070.07,10164.76,82.88,23,1552.42,1549.43,商業,2024/3/22,●,,,,,,,297,
785,2024,1,月島四丁目住宅マンション建替事業,中央区月島四丁目1701番１,共同住宅、自動車車庫,5637.28,3800,45550,10031.19,48.5,15,1288.74,2039.2,第二種住居地域,2024/5/16,●,,,,,共,,570,
786,2024,2,本郷ハウスマンション建替事業,文京区本郷１丁目106番１,共同住宅、飲食店、自動車車庫、自転車駐車場,3754.26,1918.75,34828.33,9498.76,77.42,20,1112.479,1603.281,商業地域、近隣商業地域,2024/5/16,●,,,,,共,,254,
