分類,市場,花き市場ID,日付,種別,品名,販売方法,卸売数量,単位
花き,大田,Kak_K2,2024-04-10,切葉,その他の切葉,せり・入札,20920,枚
花き,大田,Kak_K2,2024-04-10,切葉,その他の切葉,相対,99966,枚
花き,大田,Kak_K2,2024-04-10,切枝,桜,せり・入札,93,本
花き,大田,Kak_K2,2024-04-10,切枝,桜,相対,4073,本
花き,大田,Kak_K2,2024-04-10,切枝,つつじ,せり・入札,642,本
花き,大田,Kak_K2,2024-04-10,切枝,つつじ,相対,1275,本
花き,大田,Kak_K2,2024-04-10,切枝,その他の切枝,せり・入札,14789,本
花き,大田,Kak_K2,2024-04-10,切枝,その他の切枝,相対,78563,本
花き,大田,Kak_K2,2024-04-10,切枝,その他の切枝,商物分離,790,本
花き,大田,Kak_K2,2024-04-10,鉢物,エラチオールベゴニア,せり・入札,4,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,エラチオールベゴニア,相対,12,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,クレマチス,せり・入札,36,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,クレマチス,相対,39,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ゼラニューム,せり・入札,182,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ゼラニューム,相対,80,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ノビル系デンドロ,せり・入札,27,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ファレノプシス,せり・入札,160,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ファレノプシス,相対,252,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ファレノプシス,商物分離,10,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ポトス,相対,45,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,マッサンゲアーナ,せり・入札,4,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,マッサンゲアーナ,相対,4,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ハイドランジア,せり・入札,57,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,ハイドランジア,相対,147,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,その他の鉢物,せり・入札,1617,鉢
花き,大田,Kak_K2,2024-04-10,鉢物,その他の鉢物,相対,3460,鉢
花き,大田,Kak_K2,2024-04-10,苗物,その他の苗物,せり・入札,7456,ポット
花き,大田,Kak_K2,2024-04-10,苗物,その他の苗物,相対,14286,ポット
花き,大田,Kak_K2,2024-04-10,苗物,その他の苗物,第三者販売,24,ポット
花き,大田,Kak_K2,2024-04-10,その他,その他の花き,せり・入札,90,箱
花き,大田,Kak_K2,2024-04-10,その他,その他の花き,相対,6,箱
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白),せり・入札,200,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白),相対,210,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白),商物分離,240,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白)精興の誠,せり・入札,480,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白)精興の誠,相対,9080,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白)神馬,せり・入札,740,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(白)神馬,相対,43330,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(黄),せり・入札,2200,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(黄),相対,9460,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(赤),せり・入札,280,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(赤),相対,990,本
花き,板橋,Kak_K3,2024-04-10,切花,輪菊(赤),商物分離,240,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(白),相対,5200,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(白),商物分離,1260,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(黄),せり・入札,1160,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(黄),相対,4700,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(黄),商物分離,840,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(ピ),せり・入札,2780,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(ピ),相対,4970,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレー菊(ピ),商物分離,300,本
花き,板橋,Kak_K3,2024-04-10,切花,小菊(白),相対,2900,本
花き,板橋,Kak_K3,2024-04-10,切花,小菊(黄),相対,6400,本
花き,板橋,Kak_K3,2024-04-10,切花,小菊(赤),せり・入札,1900,本
花き,板橋,Kak_K3,2024-04-10,切花,小菊(赤),相対,8500,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(白),相対,200,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(赤),せり・入札,700,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(赤),相対,5520,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(ピ),せり・入札,210,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(ピ),相対,4430,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(ピ),第三者販売,650,本
花き,板橋,Kak_K3,2024-04-10,切花,カーネーション(ピ),商物分離,25,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(ピ),せり・入札,950,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(ピ),相対,4475,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(ピ),商物分離,1200,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(複),せり・入札,400,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(複),相対,2225,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーカーネ(複),商物分離,900,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(白),せり・入札,210,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(白),相対,1625,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(黄),せり・入札,180,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(黄),相対,950,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(赤),せり・入札,470,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(赤),相対,2640,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(ピ),せり・入札,1361,本
花き,板橋,Kak_K3,2024-04-10,切花,バラ(ピ),相対,4973,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーバラ,せり・入札,755,本
花き,板橋,Kak_K3,2024-04-10,切花,スプレーバラ,相対,5025,本
花き,板橋,Kak_K3,2024-04-10,切花,鉄砲ゆり,相対,410,本
花き,板橋,Kak_K3,2024-04-10,切花,ハイブリッド,せり・入札,860,本
花き,板橋,Kak_K3,2024-04-10,切花,ハイブリッド,相対,4895,本
花き,板橋,Kak_K3,2024-04-10,切花,シニュアータ系,せり・入札,40,本
花き,板橋,Kak_K3,2024-04-10,切花,シニュアータ系,相対,11360,本
花き,板橋,Kak_K3,2024-04-10,切花,トルコキキョウ(白),相対,2245,本
花き,板橋,Kak_K3,2024-04-10,切花,トルコキキョウ(白),相対,,本
花き,板橋,Kak_K3,2024-04-10,切花,カトレア,相対,320,本
花き,板橋,Kak_K3,2024-04-10,切花,デンファレ,せり・入札,150,本
花き,板橋,Kak_K3,2024-04-10,切花,デンファレ,相対,4610,本
花き,板橋,Kak_K3,2024-04-10,切花,宿根かすみ草,せり・入札,1810,本
花き,板橋,Kak_K3,2024-04-10,切花,宿根かすみ草,相対,5446,本
花き,板橋,Kak_K3,2024-04-10,切花,アルストロメリア,せり・入札,3690,本
花き,板橋,Kak_K3,2024-04-10,切花,アルストロメリア,相対,9550,本
花き,板橋,Kak_K3,2024-04-10,切花,ガーベラ,相対,18900,本
花き,板橋,Kak_K3,2024-04-10,切花,ガーベラ,相対,,本
花き,板橋,Kak_K3,2024-04-10,切花,しゃくやく,相対,1000,本
花き,板橋,Kak_K3,2024-04-10,切花,デルフィニューム,せり・入札,1290,本
花き,板橋,Kak_K3,2024-04-10,切花,デルフィニューム,相対,6190,本
花き,板橋,Kak_K3,2024-04-10,切花,なでしこ,せり・入札,400,本
花き,板橋,Kak_K3,2024-04-10,切花,なでしこ,相対,1000,本
花き,板橋,Kak_K3,2024-04-10,切花,その他の切花,せり・入札,9050,本
花き,板橋,Kak_K3,2024-04-10,切花,その他の切花,相対,87852,本
花き,板橋,Kak_K3,2024-04-10,切花,その他の切花,第三者販売,150,本
花き,板橋,Kak_K3,2024-04-10,切花,その他の切花,商物分離,2164,本
花き,板橋,Kak_K3,2024-04-10,切葉,フェニックス,相対,1520,枚
花き,板橋,Kak_K3,2024-04-10,切葉,レザーファン,相対,1200,枚
花き,板橋,Kak_K3,2024-04-10,切葉,その他の切葉,せり・入札,3290,枚
花き,板橋,Kak_K3,2024-04-10,切葉,その他の切葉,相対,10280,枚
花き,板橋,Kak_K3,2024-04-10,切枝,桜,せり・入札,12,本
花き,板橋,Kak_K3,2024-04-10,切枝,桜,相対,228,本
花き,板橋,Kak_K3,2024-04-10,切枝,つつじ,相対,75,本
花き,板橋,Kak_K3,2024-04-10,切枝,その他の切枝,せり・入札,3038,本
花き,板橋,Kak_K3,2024-04-10,切枝,その他の切枝,相対,7023,本
花き,板橋,Kak_K3,2024-04-10,切枝,その他の切枝,商物分離,179,本
花き,板橋,Kak_K3,2024-04-10,鉢物,ファレノプシス,せり・入札,4,鉢
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(白)精興の誠,せり・入札,640,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(白)精興の誠,相対,7320,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(白)神馬,せり・入札,1520,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(白)神馬,相対,20300,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(黄),せり・入札,1290,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(黄),相対,6670,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(赤),せり・入札,200,本
花き,葛西,Kak_K4,2024-04-10,切花,輪菊(赤),相対,1560,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(白),せり・入札,260,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(白),相対,2560,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(白),第三者販売,160,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(黄),相対,480,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(ピ),せり・入札,220,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレー菊(ピ),相対,2980,本
花き,葛西,Kak_K4,2024-04-10,切花,小菊(白),相対,1400,本
花き,葛西,Kak_K4,2024-04-10,切花,小菊(黄),相対,2400,本
花き,葛西,Kak_K4,2024-04-10,切花,小菊(赤),せり・入札,1600,本
花き,葛西,Kak_K4,2024-04-10,切花,小菊(赤),相対,4200,本
花き,葛西,Kak_K4,2024-04-10,切花,カーネーション(白),相対,1150,本
花き,葛西,Kak_K4,2024-04-10,切花,カーネーション(赤),相対,3550,本
花き,葛西,Kak_K4,2024-04-10,切花,カーネーション(ピ),せり・入札,50,本
花き,葛西,Kak_K4,2024-04-10,切花,カーネーション(ピ),相対,3380,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーカーネ(ピ),せり・入札,1600,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーカーネ(ピ),相対,1725,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーカーネ(複),せり・入札,800,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーカーネ(複),相対,700,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(白),せり・入札,460,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(白),相対,750,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(黄),せり・入札,120,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(黄),相対,750,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(赤),せり・入札,560,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(赤),相対,1659,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(ピ),せり・入札,1060,本
花き,葛西,Kak_K4,2024-04-10,切花,バラ(ピ),相対,2020,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーバラ,せり・入札,160,本
花き,葛西,Kak_K4,2024-04-10,切花,スプレーバラ,相対,596,本
花き,葛西,Kak_K4,2024-04-10,切花,鉄砲ゆり,せり・入札,100,本
花き,葛西,Kak_K4,2024-04-10,切花,鉄砲ゆり,相対,270,本
花き,葛西,Kak_K4,2024-04-10,切花,すかしゆり,相対,500,本
花き,葛西,Kak_K4,2024-04-10,切花,ハイブリッド,せり・入札,1185,本
花き,葛西,Kak_K4,2024-04-10,切花,ハイブリッド,相対,2265,本
花き,葛西,Kak_K4,2024-04-10,切花,シニュアータ系,せり・入札,130,本
花き,葛西,Kak_K4,2024-04-10,切花,シニュアータ系,相対,9085,本
花き,葛西,Kak_K4,2024-04-10,切花,トルコキキョウ(白),相対,1160,本
花き,葛西,Kak_K4,2024-04-10,切花,トルコキキョウ(白),相対,,本
花き,葛西,Kak_K4,2024-04-10,切花,カトレア,相対,220,本
花き,葛西,Kak_K4,2024-04-10,切花,デンファレ,せり・入札,110,本
花き,葛西,Kak_K4,2024-04-10,切花,デンファレ,相対,1510,本
花き,葛西,Kak_K4,2024-04-10,切花,宿根かすみ草,相対,2350,本
花き,葛西,Kak_K4,2024-04-10,切花,アルストロメリア,せり・入札,1520,本
花き,葛西,Kak_K4,2024-04-10,切花,アルストロメリア,相対,5180,本
花き,葛西,Kak_K4,2024-04-10,切花,ガーベラ,せり・入札,2080,本
花き,葛西,Kak_K4,2024-04-10,切花,ガーベラ,せり・入札,,本
花き,葛西,Kak_K4,2024-04-10,切花,ガーベラ,相対,12040,本
花き,葛西,Kak_K4,2024-04-10,切花,ガーベラ,相対,,本
花き,葛西,Kak_K4,2024-04-10,切花,しゃくやく,相対,100,本
花き,葛西,Kak_K4,2024-04-10,切花,デルフィニューム,せり・入札,1470,本
花き,葛西,Kak_K4,2024-04-10,切花,デルフィニューム,相対,2450,本
花き,葛西,Kak_K4,2024-04-10,切花,なでしこ,せり・入札,90,本
花き,葛西,Kak_K4,2024-04-10,切花,その他の切花,せり・入札,16730,本
花き,葛西,Kak_K4,2024-04-10,切花,その他の切花,相対,49874,本
花き,葛西,Kak_K4,2024-04-10,切花,その他の切花,第三者販売,220,本
花き,葛西,Kak_K4,2024-04-10,切葉,フェニックス,相対,900,枚
花き,葛西,Kak_K4,2024-04-10,切葉,レザーファン,相対,2100,枚
花き,葛西,Kak_K4,2024-04-10,切葉,その他の切葉,せり・入札,2907,枚
花き,葛西,Kak_K4,2024-04-10,切葉,その他の切葉,相対,12398,枚
花き,葛西,Kak_K4,2024-04-10,切枝,桜,相対,30,本
花き,葛西,Kak_K4,2024-04-10,切枝,その他の切枝,せり・入札,1141,本
花き,葛西,Kak_K4,2024-04-10,切枝,その他の切枝,相対,3316,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(白)精興の誠,せり・入札,480,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(白)精興の誠,相対,2400,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(白)神馬,せり・入札,2240,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(白)神馬,相対,11880,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(黄),せり・入札,2620,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(黄),相対,3520,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(赤),せり・入札,600,本
花き,世田谷,Kak_K5,2024-04-10,切花,輪菊(赤),相対,100,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(白),せり・入札,200,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(白),相対,8070,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(黄),せり・入札,1100,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(黄),相対,2640,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(ピ),せり・入札,2400,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレー菊(ピ),相対,5150,本
花き,世田谷,Kak_K5,2024-04-10,切花,小菊(白),相対,600,本
花き,世田谷,Kak_K5,2024-04-10,切花,小菊(黄),相対,1000,本
花き,世田谷,Kak_K5,2024-04-10,切花,小菊(赤),せり・入札,1200,本
花き,世田谷,Kak_K5,2024-04-10,切花,小菊(赤),相対,800,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(白),相対,2620,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(赤),せり・入札,1640,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(赤),相対,1050,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(ピ),せり・入札,380,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(ピ),相対,4410,本
花き,世田谷,Kak_K5,2024-04-10,切花,カーネーション(ピ),第三者販売,100,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーカーネ(ピ),せり・入札,2700,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーカーネ(ピ),相対,2250,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーカーネ(複),せり・入札,1600,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーカーネ(複),相対,650,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(白),せり・入札,380,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(白),相対,8520,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(白),第三者販売,70,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(黄),相対,3240,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(黄),第三者販売,80,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(赤),せり・入札,2000,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(赤),相対,3705,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(赤),商物分離,10,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(ピ),せり・入札,1780,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(ピ),相対,10760,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(ピ),第三者販売,95,本
花き,世田谷,Kak_K5,2024-04-10,切花,バラ(ピ),商物分離,40,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーバラ,せり・入札,1870,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーバラ,相対,11510,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーバラ,第三者販売,150,本
花き,世田谷,Kak_K5,2024-04-10,切花,スプレーバラ,商物分離,10,本
花き,世田谷,Kak_K5,2024-04-10,切花,鉄砲ゆり,せり・入札,560,本
花き,世田谷,Kak_K5,2024-04-10,切花,鉄砲ゆり,相対,1670,本
花き,世田谷,Kak_K5,2024-04-10,切花,鉄砲ゆり,第三者販売,210,本
花き,世田谷,Kak_K5,2024-04-10,切花,すかしゆり,相対,50,本
花き,世田谷,Kak_K5,2024-04-10,切花,ハイブリッド,せり・入札,580,本
花き,世田谷,Kak_K5,2024-04-10,切花,ハイブリッド,相対,7555,本
花き,世田谷,Kak_K5,2024-04-10,切花,ハイブリッド,第三者販売,70,本
花き,世田谷,Kak_K5,2024-04-10,切花,シニュアータ系,せり・入札,3290,本
花き,世田谷,Kak_K5,2024-04-10,切花,シニュアータ系,相対,7540,本
花き,世田谷,Kak_K5,2024-04-10,切花,カトレア,相対,120,本
花き,世田谷,Kak_K5,2024-04-10,切花,カトレア,商物分離,30,本
花き,世田谷,Kak_K5,2024-04-10,切花,デンファレ,せり・入札,1730,本
花き,世田谷,Kak_K5,2024-04-10,切花,デンファレ,相対,1800,本
花き,世田谷,Kak_K5,2024-04-10,切花,デンファレ,第三者販売,20,本
