年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2015,4,13105,2,（従業地）文京区,119348,105399,739,1003,1075,3376,36189,2592,1898,3620,1761,1239,2410,3967,1199,2270,3676,5279,4987,2887,7669,5816,4664,3177,3906,13949,13909,997,413,981,1062,117,815,205,1159,898,651,751,516,561,573,261,73,307,175,440,694,83,425,287,77,63,1325,39,23,14,2,0,1,27764,18931,14648,4119,184810
2015,4,13106,2,（従業地）台東区,120169,111670,379,880,711,1316,2477,46821,5704,4022,1587,840,2605,2494,763,1354,2165,1919,3253,5856,2966,2602,9034,6433,5489,8499,8483,661,320,534,603,94,584,155,658,614,414,487,299,380,327,141,50,221,117,199,354,45,246,153,47,47,733,16,11,4,1,0,0,32356,27176,11898,6622,198221
2015,4,13107,2,（従業地）墨田区,101352,96837,222,792,434,764,829,2036,48766,8840,866,468,1379,1467,416,764,1363,688,1077,1583,1288,1294,5156,7033,9312,4515,4500,363,135,325,390,37,273,75,374,345,243,233,142,174,203,88,30,126,58,90,149,22,167,89,20,21,328,14,10,3,0,1,1,13887,23265,6654,3017,148175
2015,4,13108,2,（従業地）江東区,222115,204533,550,3818,1738,2820,2156,2443,8673,97651,4807,1840,6368,5364,1614,2985,4650,2796,3035,2488,4918,5272,6913,6740,24894,17582,17534,1310,545,1178,1456,194,1238,304,1532,1309,830,927,618,652,665,300,98,466,238,334,621,94,624,469,82,89,1361,45,23,20,0,2,3,30820,63905,31033,6924,354797
2015,4,13109,2,（従業地）品川区,201544,180284,372,1410,3515,2283,1539,1545,2360,5275,78160,6428,28964,9839,2078,2890,5299,2554,2857,1882,4117,4622,3733,3425,5137,21260,21204,1744,630,1211,1583,205,1394,388,1771,2299,894,1025,813,758,749,400,129,650,309,360,584,114,797,665,91,111,1530,54,29,24,0,1,2,28371,27946,78787,8097,344745
2015,4,13110,2,（従業地）目黒区,98870,89623,140,369,1013,1055,685,460,546,1178,4927,46831,6459,11412,1638,1245,2719,958,920,533,1518,1934,1105,810,1168,9247,9233,638,258,553,786,79,678,147,938,1158,315,424,283,274,255,154,26,458,108,131,243,43,341,296,47,36,564,14,12,2,0,0,0,7462,4663,24787,1483,137265
2015,4,13111,2,（従業地）大田区,241082,231537,242,1142,2289,1096,872,960,1424,3017,14512,3511,176383,6408,1029,1222,2093,1095,1566,1150,1819,1954,2241,2149,3363,9545,9517,769,286,404,575,84,684,144,758,1621,291,366,304,213,271,190,41,419,109,116,247,63,375,554,39,55,539,27,16,10,0,1,1,10472,14621,75322,4166,345663
2015,4,13112,2,（従業地）世田谷区,254071,220940,210,467,897,1511,771,486,786,1604,3249,5065,5736,176554,2521,2032,6827,1273,1214,582,2015,2975,1345,1045,1775,33131,33067,2418,578,995,2586,183,2796,297,5621,4302,678,684,998,455,502,409,105,4288,241,199,368,130,1639,1453,90,132,920,64,44,18,0,2,0,9621,5615,46600,2311,318218
2015,4,13113,2,（従業地）渋谷区,240042,192881,543,1741,3753,5761,2577,1896,2718,5633,7904,10659,9353,25264,51508,7765,14641,5103,4075,2285,7053,9177,4584,3402,5486,47161,47058,3707,1264,3061,3722,428,3557,728,5406,4306,1813,1890,1774,1406,1548,802,294,2173,556,633,1142,205,2118,1253,193,262,2817,99,55,39,3,2,4,43840,24560,72835,6774,388051
2015,4,13114,2,（従業地）中野区,108456,90865,125,259,338,3131,556,302,479,1150,757,522,1038,2490,1292,54126,9011,1401,963,418,1932,7471,1019,685,1400,17591,17520,1221,679,1203,1494,232,940,407,970,683,1074,1237,674,880,911,330,148,305,338,315,711,140,384,254,105,144,1741,70,37,27,0,6,1,10101,4622,7290,1412,131881
2015,4,13115,2,（従業地）杉並区,158228,128738,108,206,308,1572,477,264,396,854,631,608,902,5411,1022,6788,96438,832,769,345,1566,6910,746,542,1043,29490,29377,2037,1019,2807,3585,401,1907,643,2303,718,1975,1600,1101,1114,1340,582,241,418,457,264,797,221,675,408,214,215,2335,110,65,37,1,7,3,7665,3089,6046,1230,176258
2015,4,13116,2,（従業地）豊島区,149454,130960,235,480,678,3348,3237,972,1048,2024,1538,1103,2067,3475,1075,3137,3682,57234,6451,2016,15340,13253,3779,2175,2613,18494,18446,1181,515,768,902,165,884,282,1058,972,621,1056,504,1204,546,226,118,380,360,1142,1720,118,492,294,80,96,2762,47,38,8,1,0,1,51561,12681,13525,4109,231330
2015,4,13117,2,（従業地）北区,98513,94205,86,154,238,693,1311,627,501,833,586,334,845,917,329,746,1014,2613,62446,3132,6979,2439,4964,1329,1089,4308,4297,288,182,256,212,60,226,72,269,235,182,265,145,246,142,70,35,101,74,178,292,31,104,53,23,24,532,11,8,3,0,0,0,31027,5342,3610,2584,141076
2015,4,13118,2,（従業地）荒川区,62771,61029,73,132,159,320,776,1815,920,778,347,195,489,473,139,293,426,773,2562,37266,1119,845,7193,2782,1154,1742,1739,117,64,102,105,16,108,30,112,138,84,98,51,91,73,28,5,40,39,64,87,14,53,34,7,11,168,3,2,1,0,0,0,9805,7147,1910,1902,83535
2015,4,13119,2,（従業地）板橋区,158813,153122,125,205,263,1010,1323,381,427,869,561,380,731,1180,388,1156,1384,4476,6493,848,117026,9653,2124,998,1121,5691,5669,299,165,254,288,57,294,112,327,274,171,404,155,324,185,79,22,130,113,386,512,51,131,83,23,37,793,22,16,4,1,1,0,36248,3749,3381,1782,203973
2015,4,13120,2,（従業地）練馬区,175827,158330,71,121,192,1109,596,199,229,436,325,328,481,1035,338,3462,3237,2259,1160,386,6940,133523,884,447,572,17497,17450,409,378,741,600,103,440,172,426,237,384,1233,196,1535,353,140,63,148,446,1522,2460,173,129,84,66,65,4947,45,31,13,1,0,2,24228,1906,2080,1055,205096
2015,4,13121,2,（従業地）足立区,192024,189905,95,293,241,459,845,1288,1917,1366,426,234,609,685,273,439,569,840,2858,4188,1554,1075,158688,8470,2493,2119,2113,152,70,109,152,24,136,32,147,132,83,129,77,110,62,29,13,45,41,88,116,24,58,31,10,13,230,5,5,0,0,0,1,34886,13577,2042,3897,246426
2015,4,13122,2,（従業地）葛飾区,111210,110172,89,208,162,272,381,572,1961,1334,291,139,429,393,124,207,312,329,571,1152,531,412,7534,85380,7389,1038,1032,77,44,65,73,13,66,12,73,70,55,54,39,54,35,16,9,34,15,14,52,17,29,21,3,0,92,6,5,1,0,0,0,7553,16751,1333,1700,138547
2015,4,13123,2,（従業地）江戸川区,175520,173331,168,528,266,535,509,613,2512,6505,598,247,800,667,245,505,697,404,588,673,784,645,2390,6988,145464,2189,2176,158,62,115,195,27,172,46,203,127,107,126,67,91,80,41,18,59,33,42,68,18,75,53,9,14,170,9,6,3,0,0,4,5285,28338,2736,1491,213370
2015,2,13500,2,（従業地）多摩・島しょ,1291423,86463,373,556,963,3278,1348,688,975,2138,2025,1764,3330,15203,2209,5641,17322,2275,1888,840,3577,14468,1762,1397,2443,1204960,1171032,196819,60472,29747,49408,50575,82552,40347,52857,90166,29326,51955,59813,39040,32962,21213,22161,14217,26712,14664,27036,25757,39707,20351,22046,29907,41222,21738,13102,5974,827,1835,12190,72854,10704,111997,12974,1499952
2015,3,13200,2,（従業地）市部,1252534,86048,372,554,961,3265,1341,685,971,2109,2004,1750,3304,15157,2202,5621,17273,2251,1880,836,3552,14414,1752,1376,2418,1166486,1154936,195918,59780,29708,49348,46531,82436,39303,52816,90115,29273,51691,59625,38875,32854,21139,20950,14208,26296,14636,26957,24523,39664,20328,20072,26786,41104,11544,6921,3613,330,680,6,70040,10552,111619,12725,1457470
2015,4,13201,2,（従業地）八王子市,193984,6890,40,67,102,329,161,95,98,189,207,184,363,1163,229,455,1228,188,158,71,324,681,162,144,252,187094,186045,139137,2920,807,905,1640,3305,2570,1705,5017,918,1148,10724,661,1562,1101,1179,217,791,158,295,690,3811,939,873,2448,524,1047,492,483,40,32,2,5411,1058,18139,3707,222299
2015,4,13202,2,（従業地）立川市,89625,6072,32,49,82,297,93,54,86,187,153,144,249,751,122,505,1336,169,144,75,325,765,141,125,188,83553,82616,7281,32589,821,932,2154,2770,5403,859,904,1295,2493,4614,1475,2962,2896,1484,137,2958,266,492,2742,989,585,1189,1531,795,936,579,287,17,53,1,5633,758,5391,1164,102571
2015,4,13203,2,（従業地）武蔵野市,60857,13202,51,67,99,424,152,77,131,294,228,203,328,1239,234,911,4295,249,211,115,354,2869,213,171,287,47655,47557,1632,1030,19231,5493,372,1932,661,1252,316,3039,1932,863,892,1508,570,236,138,432,193,638,214,257,206,185,226,4109,97,62,33,0,2,1,4040,1323,2687,579,69486
2015,4,13204,2,（従業地）三鷹市,66723,8384,35,29,79,268,101,66,83,202,151,168,241,1449,165,585,2481,192,183,72,262,1053,151,132,236,58339,58222,1646,857,3360,33075,334,2558,540,4306,374,2228,1399,824,591,1114,469,168,292,364,154,478,235,425,411,158,194,1668,117,61,40,4,12,0,2327,815,2036,420,72321
2015,4,13205,2,（従業地）青梅市,44430,515,1,6,2,24,12,1,2,21,21,6,23,46,14,40,134,18,9,4,25,73,10,6,17,43915,41811,1135,859,109,124,28596,302,1328,64,97,174,254,404,241,258,203,1386,16,345,33,70,509,78,45,3414,1663,104,2104,1269,434,51,350,0,4092,136,620,289,49567
2015,4,13206,2,（従業地）府中市,97431,7113,33,55,99,278,114,57,100,221,247,165,373,1509,212,372,1129,188,200,82,369,703,219,145,243,90318,90104,5646,1915,669,1394,758,51881,1108,3944,1201,1709,1587,3706,899,2407,2212,373,458,595,305,348,362,3302,1995,353,430,547,214,125,79,5,5,0,5707,1027,8188,861,113214
2015,4,13207,2,（従業地）昭島市,40238,1146,3,10,7,40,24,9,8,30,26,16,35,123,33,115,255,34,36,12,63,178,32,24,33,39092,38266,2331,3872,178,217,1798,543,18324,123,211,278,637,908,367,469,444,1994,16,733,52,122,1342,192,102,1110,1697,206,826,496,283,17,30,0,1770,264,1062,308,43642
2015,4,13208,2,（従業地）調布市,65357,8236,23,56,94,264,118,65,102,225,189,181,299,2967,329,361,1246,179,154,76,281,522,132,132,241,57121,57071,2828,470,460,2917,123,5645,237,33866,880,532,400,1336,235,304,338,81,1728,167,82,153,128,1958,1674,65,115,349,49,31,18,0,0,1,1950,782,5259,535,73883
2015,4,13209,2,（従業地）町田市,90791,4269,23,38,69,175,70,41,49,96,177,170,396,1408,176,153,388,88,91,38,140,207,86,66,124,86522,86480,4891,338,109,178,110,628,180,533,74658,122,160,691,99,193,168,72,397,91,23,49,66,1781,703,49,99,92,42,26,15,1,0,0,948,473,41720,630,134562
2015,4,13210,2,（従業地）小金井市,29848,2514,16,15,45,142,38,22,35,62,55,48,81,251,62,234,634,65,47,25,106,379,38,38,76,27334,27264,820,603,843,905,198,1628,320,333,154,14273,2378,415,511,1304,317,126,53,258,130,348,145,159,107,94,139,703,70,48,18,2,2,0,1405,316,931,272,32772
2015,4,13211,2,（従業地）小平市,51325,3306,18,19,34,156,77,29,38,73,74,53,111,268,59,322,621,117,91,36,159,736,71,47,97,48019,47817,863,1523,436,399,426,840,562,216,214,1076,26711,447,3857,1959,431,218,46,2237,368,1690,757,142,153,296,231,1719,202,140,45,2,15,0,4662,449,1757,568,58761
2015,4,13212,2,（従業地）日野市,54107,2134,14,20,23,85,42,18,38,64,68,37,97,363,46,135,429,44,68,25,85,249,53,44,87,51973,51741,10763,1696,310,350,535,1312,1091,535,781,383,503,28133,299,762,619,321,59,406,64,113,324,1262,289,281,394,156,232,142,79,7,4,0,1706,320,3414,875,60422
2015,4,13213,2,（従業地）東村山市,32919,1700,5,8,21,85,30,10,14,29,25,18,23,80,25,144,256,76,41,13,119,604,27,17,30,31219,31120,344,522,116,115,177,288,248,75,39,228,2075,197,20643,450,101,97,12,1489,1068,1395,363,66,28,85,117,782,99,82,15,1,1,0,5692,136,309,117,39173
2015,4,13214,2,（従業地）国分寺市,32121,2164,7,20,25,82,36,26,29,88,47,33,71,162,49,206,542,69,49,32,101,291,57,49,93,29957,29862,1171,1528,411,447,367,1557,630,210,165,1163,2971,663,965,14205,902,206,40,594,105,222,280,192,131,157,216,364,95,58,29,0,8,0,2425,422,1203,375,36546
2015,4,13215,2,（従業地）国立市,23114,1359,13,9,28,48,24,14,16,32,34,44,60,218,44,80,317,36,39,7,45,164,27,18,42,21755,21640,1254,1743,211,300,252,1861,787,259,201,376,641,1027,248,1593,8992,154,32,298,52,84,232,320,227,157,199,140,115,76,32,3,4,0,1023,278,1108,200,25723
2015,4,13218,2,（従業地）福生市,20025,276,1,2,2,11,6,1,1,4,0,7,7,38,9,30,72,3,7,1,13,48,8,2,3,19749,18759,724,646,66,53,1511,155,1255,43,44,92,181,209,146,133,145,9423,5,230,16,42,518,39,37,1424,1538,84,990,724,211,14,41,0,1014,42,233,101,21415
2015,4,13219,2,（従業地）狛江市,15575,1966,8,6,30,38,26,10,14,26,25,32,71,1207,54,40,144,21,34,11,34,53,22,23,37,13609,13605,234,46,33,161,8,346,21,1451,460,30,35,64,32,35,40,6,10097,9,13,8,8,195,226,8,7,32,4,2,2,0,0,0,241,106,2090,78,18090
2015,4,13220,2,（従業地）東大和市,19900,489,1,1,0,23,10,4,2,5,5,8,15,37,6,49,114,12,7,8,19,144,8,2,9,19411,19232,341,1356,59,66,279,140,361,39,50,94,1191,216,1238,220,126,124,4,10819,77,156,1628,75,37,140,170,226,179,142,32,1,4,0,1108,59,204,60,21331
2015,4,13221,2,（従業地）清瀬市,15170,1406,6,2,7,58,34,9,8,16,14,21,24,44,19,66,84,98,39,11,102,685,29,15,15,13764,13750,76,80,60,49,25,101,41,24,23,95,310,41,1189,90,36,22,7,119,9267,1453,54,16,16,15,18,523,14,11,2,0,1,0,4145,139,170,87,19711
2015,4,13222,2,（従業地）東久留米市,25859,1655,2,4,7,59,23,13,6,22,19,13,23,73,20,84,157,78,49,16,117,806,30,15,19,24204,24159,126,199,149,103,64,151,96,37,17,142,1406,53,1680,134,67,46,14,286,1361,15809,149,26,25,23,35,1961,45,33,11,0,1,0,3794,86,181,99,30019
2015,4,13223,2,（従業地）武蔵村山市,24991,398,0,5,4,18,2,2,5,5,9,8,19,30,5,36,63,9,5,8,22,115,8,10,10,24593,23722,544,2804,56,64,655,183,1174,41,50,104,522,218,568,221,136,394,8,1938,63,140,12832,60,28,417,362,140,871,781,73,4,13,0,1260,143,289,94,26777
2015,4,13224,2,（従業地）多摩市,51293,3759,21,37,45,121,78,25,51,103,105,95,193,1138,174,176,501,98,87,50,148,217,103,69,124,47534,47467,8286,581,138,346,162,2573,271,1861,3168,199,276,2843,177,299,366,107,274,237,50,79,130,22781,1903,74,149,137,67,46,18,1,2,0,1336,442,8904,427,62402
2015,4,13225,2,（従業地）稲城市,18656,1070,2,6,16,22,7,14,17,27,34,32,91,327,48,42,133,21,22,2,47,74,32,15,39,17586,17573,1253,172,49,131,47,1151,111,804,880,74,86,390,51,99,140,30,123,47,22,32,44,1382,10352,26,43,34,13,11,2,0,0,0,426,114,3994,176,23366
2015,4,13227,2,（従業地）羽村市,21851,283,0,2,3,7,4,1,4,10,10,4,8,31,3,31,71,4,10,1,18,41,7,8,5,21568,20099,810,573,56,64,4306,143,922,37,53,88,184,250,152,140,117,1564,3,250,20,54,397,52,28,8709,1065,62,1469,1167,225,21,56,0,1209,40,235,123,23458
2015,4,13228,2,（従業地）あきる野市,22949,205,2,2,4,10,5,4,7,3,5,5,8,23,2,22,51,7,1,1,9,20,5,3,6,22744,21146,1475,490,53,59,1494,117,859,38,60,41,135,201,88,126,102,1059,3,145,9,22,153,39,26,698,13605,49,1597,282,1135,136,44,1,473,55,304,115,23896
2015,4,13229,2,（従業地）西東京市,43395,5537,15,19,34,201,54,18,27,75,76,55,95,212,63,427,592,188,98,44,265,2737,81,56,105,37858,37808,307,368,918,501,140,326,203,161,98,520,2076,188,1571,307,101,80,29,458,685,2665,221,65,55,72,95,25598,50,35,12,3,0,0,6243,769,1191,465,52063
2015,3,13300,2,（従業地）郡部,26412,200,0,0,0,12,3,0,1,10,6,4,8,29,1,14,37,12,3,0,9,40,3,1,7,26212,16020,895,689,32,55,4041,111,1042,30,47,53,261,184,161,105,74,1211,8,414,27,79,1233,40,23,1973,3121,111,10192,6180,2360,497,1155,0,2685,45,240,144,29526
2015,4,13303,2,（従業地）瑞穂町,16792,139,0,0,0,6,3,0,0,7,6,3,4,17,1,9,28,5,2,0,9,34,2,0,3,16653,10392,485,558,26,44,2671,76,778,24,35,42,232,126,141,76,53,878,7,381,23,75,1185,28,17,1615,719,97,6261,6074,141,10,36,0,2460,30,155,81,19518
2015,4,13305,2,（従業地）日の出町,6858,53,0,0,0,6,0,0,1,2,0,1,4,12,0,5,5,7,1,0,0,5,1,0,3,6805,4459,372,108,6,9,732,30,215,6,9,8,26,48,14,25,18,300,0,26,3,4,40,8,6,278,2154,14,2346,90,2166,64,26,0,179,8,72,18,7135
2015,4,13307,2,（従業地）檜原村,784,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,782,321,24,14,0,1,36,3,19,0,0,3,0,2,3,1,1,9,0,4,1,0,4,1,0,9,186,0,461,2,33,423,3,0,6,0,5,8,803
2015,4,13308,2,（従業地）奥多摩町,1978,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1972,848,14,9,0,1,602,2,30,0,3,0,3,8,3,3,2,24,1,3,0,0,4,3,0,71,62,0,1124,14,20,0,1090,0,40,7,8,37,2070
2015,3,13350,2,（従業地）島部,12477,215,1,2,2,1,4,3,3,19,15,10,18,17,6,6,12,12,5,4,16,14,7,20,18,12262,76,6,3,7,5,3,5,2,11,4,0,3,4,4,3,0,0,1,2,1,0,1,3,0,1,0,7,2,1,1,0,0,12184,129,107,138,105,12956
2015,1,11000,2,（従業地）埼玉県,122364,80503,309,523,616,1697,1836,1262,1595,2045,1252,839,1719,2504,845,1978,2844,3434,7332,2401,11530,11617,14318,5006,3001,41861,40613,2049,1331,877,820,2568,1582,907,853,780,868,2670,851,5558,1362,548,657,249,1497,4422,3535,993,385,375,795,583,3498,1248,1087,121,7,33,0,,,,,
2015,1,12000,2,（従業地）千葉県,68890,63146,373,1284,822,1007,1297,1248,2909,6432,1585,687,2282,1876,652,895,1555,1008,1348,1784,1472,1644,5104,8660,17222,5744,5715,515,195,386,393,83,360,95,397,472,294,277,210,235,269,126,39,156,68,143,189,56,152,112,36,45,412,28,19,8,0,1,1,,,,,
2015,1,14000,2,（従業地）神奈川県,206073,103708,409,1137,2472,2151,1576,1201,1803,3776,9902,5469,27481,16384,2155,2398,4718,2059,2158,1472,2733,3645,2528,2374,3707,102365,102130,14683,1792,1189,1450,706,4778,1127,3299,47341,1021,1293,2769,764,1251,1199,365,2712,486,327,576,344,4537,6055,379,484,1203,233,141,84,3,5,2,,,,,
2015,1,99000,2,（従業地）他の道府県,34335,22894,242,448,718,697,807,644,521,1250,1007,713,1670,2251,638,692,1581,743,818,700,1108,1560,1694,1088,1304,11441,11342,2055,431,512,502,242,709,238,591,1201,384,469,502,361,451,246,90,230,176,171,242,111,347,260,121,139,561,92,54,31,0,7,7,,,,,
2015,0,99999,2,従業地別常住人口（総数）,6180708,4308647,29767,75467,113199,163720,101205,94984,124377,238345,194840,128122,357499,391870,107557,152463,262555,138007,155265,99170,258300,305687,298246,200696,317306,1872061,1835170,252443,78972,65718,91033,59008,123347,51010,104393,178902,54826,81842,81602,64910,54737,32353,26172,36266,36146,30192,50279,30206,62814,39553,25805,33904,88737,24650,15198,6667,855,1930,12241,,,,,
2015,1,13000,3,（通学地）東京都,1648859,1079751,7536,13251,28056,34148,30617,18968,25534,55943,38996,30288,76782,120731,21373,32119,63405,30097,35226,23678,65850,97795,83031,52078,94249,569108,559870,85230,21338,17986,24178,16799,34453,13617,30439,59751,17081,27688,26078,19102,16917,10602,6025,9490,11097,9875,14823,10527,18753,12959,7242,10945,26875,6780,4280,1966,154,380,2458,100863,62343,126064,37741,1975870
2015,2,13100,3,（通学地）区部,1112826,1043660,7333,12965,27359,32967,29850,18632,25095,54859,38160,29308,75138,114038,20324,30178,57400,29223,34489,23284,64474,92486,82048,51324,92726,69166,68851,5526,1841,4503,5217,1032,4236,1069,5857,5501,2866,3782,2128,2486,2318,1398,421,2452,909,1550,2475,505,1912,1618,442,636,6171,307,198,78,9,22,8,81768,55864,89318,27473,1367249
2015,4,13101,3,（通学地）千代田区,39015,32378,5731,459,710,1415,1489,636,855,1672,833,781,1421,3204,663,982,1970,958,856,600,1654,1664,1076,968,1781,6637,6604,619,215,557,461,114,436,106,569,510,322,341,223,173,257,199,42,182,79,101,169,33,189,138,40,89,440,33,22,8,1,2,0,9366,9878,9657,3671,71587
2015,4,13102,3,（通学地）中央区,12066,11816,29,9434,45,55,47,81,127,497,90,28,164,89,24,25,77,39,54,48,50,68,171,161,413,250,249,25,11,21,13,8,16,6,17,29,16,7,10,6,10,3,0,5,4,1,5,0,9,2,2,1,22,1,1,0,0,0,0,337,484,336,151,13374
2015,4,13103,3,（通学地）港区,40886,38568,218,420,21597,567,767,311,360,966,1371,1316,1899,2069,792,419,927,414,409,248,723,815,606,544,810,2318,2312,214,49,204,170,24,145,38,181,278,111,94,70,59,99,70,12,74,17,34,55,7,78,62,5,11,151,6,6,0,0,0,0,2623,2932,7468,808,54717
2015,4,13104,3,（通学地）新宿区,62112,51134,255,336,648,24846,1377,396,487,1153,807,871,1290,2898,776,2753,2483,1468,933,458,1442,2440,866,740,1411,10978,10923,912,374,737,593,163,589,180,821,707,523,861,335,446,443,219,70,241,156,174,313,84,276,218,75,114,1299,55,29,21,1,4,0,10696,6650,10153,3300,92911
2015,4,13105,3,（通学地）文京区,50604,46204,295,387,610,1049,21616,774,607,1219,617,766,986,1812,533,637,1188,2053,1584,803,3023,1969,1207,973,1496,4400,4378,409,128,280,323,89,204,69,324,317,212,224,154,160,158,101,36,109,65,110,197,27,128,78,39,33,404,22,17,4,1,0,0,9457,6289,5219,3023,74592
2015,4,13106,3,（通学地）台東区,19750,19404,45,101,60,82,236,13618,531,388,114,35,183,105,35,48,76,122,242,684,200,137,1016,619,727,346,343,34,12,20,21,1,12,5,24,35,14,28,7,16,9,4,2,4,5,8,12,3,18,2,1,1,45,1,1,0,0,0,2,872,872,414,376,22284
2015,4,13107,3,（通学地）墨田区,24102,23990,22,127,43,54,64,306,18182,1091,68,16,124,42,19,40,42,34,75,219,72,57,765,977,1551,112,112,11,2,12,6,1,5,1,6,12,2,6,8,6,2,0,1,1,1,4,2,1,1,2,1,0,18,0,0,0,0,0,0,373,1024,159,138,25796
2015,4,13108,3,（通学地）江東区,48779,48148,20,231,105,81,90,186,709,41660,268,86,326,181,67,73,114,82,109,148,140,183,533,597,2159,631,625,51,19,39,41,8,30,10,43,50,32,39,18,23,32,14,5,12,15,21,23,4,14,5,11,9,57,6,4,2,0,0,0,914,1362,725,416,52196
2015,4,13109,3,（通学地）品川区,37738,36703,34,116,389,173,165,168,186,411,28029,711,2821,1046,144,137,288,149,142,133,262,270,236,226,467,1035,1030,87,20,75,58,16,56,12,73,167,38,55,27,29,26,23,7,45,15,17,35,12,28,28,7,12,62,5,4,0,0,1,0,1623,1919,5917,891,48088
