地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
4,13102,中央区,1,B,漁業,4,4,33,x,-,-,-,-,4,4,33,x,-,-,-,-,2,2,13,x,1,1,16,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,1,C,鉱業，採石業，砂利採取業,4,11,494,x,-,-,-,-,4,11,494,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,71,x,-,-,-,-,2,3,69,x,-,-,-,-,-,-,-,-,1,1,354,x,-,-,-,-
4,13102,中央区,1,D,建設業,504,2975,59536,4636669,15,15,25,234,489,2960,59511,4636435,12,44,299,4734,61,65,350,18021,28,29,155,3508,204,274,3031,108424,49,138,1368,70718,54,301,4313,180146,38,299,6554,386738,17,253,6178,340083,11,322,9661,641559,11,1231,27591,2881873,-,-,-,-
4,13102,中央区,1,E,製造業,1285,5201,238973,15291562,66,66,117,543,1215,5131,238853,15290990,27,30,127,2017,158,189,1239,65891,52,53,346,10968,445,707,8339,188109,96,344,5467,131850,128,514,10414,436777,86,474,14350,625293,78,673,26996,1698381,69,867,33543,1826785,62,1266,137867,10303659,4,4,3,29
4,13102,中央区,1,F,電気・ガス・熱供給・水道業,14,107,4244,698031,-,-,-,-,14,107,4244,698031,-,-,-,-,-,-,-,-,-,-,-,-,5,13,289,3906,1,2,8,x,-,-,-,-,1,1,4,x,6,39,912,x,-,-,-,-,1,52,3031,x,-,-,-,-
4,13102,中央区,1,G,情報通信業,1400,2340,68980,2003434,16,16,32,163,1363,2281,68421,1986635,84,84,331,3571,170,177,743,7871,95,101,752,8561,591,669,11317,169118,134,197,7401,105714,128,266,8181,154913,86,230,14682,363974,45,429,12365,467517,10,30,1947,121946,9,87,10663,581680,21,43,527,16636
4,13102,中央区,1,H,運輸業，郵便業,398,6171,254890,2737501,4,4,9,x,387,6049,252542,2704410,6,6,14,x,26,30,174,2471,22,25,144,6419,156,300,6250,105300,47,138,2557,69928,48,241,5322,150568,35,235,5048,249844,23,406,11632,308208,11,327,8247,387756,7,4335,213091,1420861,7,118,2339,x
4,13102,中央区,1,I,卸売業，小売業,5027,17539,262007,37268646,469,471,1557,21047,4531,17035,260175,37197437,141,160,886,25699,597,658,2885,87949,389,453,2272,97547,2119,3406,30465,2288032,380,1193,14947,2900200,391,2554,33052,2685155,222,2867,53453,5899825,148,3059,50505,6174372,54,1651,35404,6181667,29,972,36060,10848861,27,33,275,50163
4,13102,中央区,1,J,金融業，保険業,511,3867,113610,9366473,8,8,12,158,457,3656,105053,7292876,24,32,131,3433,48,53,188,9645,22,25,156,2793,109,203,1195,25187,31,96,842,20929,33,84,850,15513,36,66,1290,60642,59,212,3422,108437,50,229,5356,305247,39,2650,91610,6740595,46,203,8545,2073439
4,13102,中央区,1,K,不動産業，物品賃貸業,1597,6353,37303,2443671,151,151,250,2299,1419,6158,36697,2419446,64,64,187,3723,205,206,676,12108,73,74,239,4427,661,907,5739,98455,122,157,1151,54970,132,282,3287,109945,92,2151,7343,183047,35,2104,11960,458658,14,128,1745,158234,9,73,4342,1335091,27,44,356,21926
4,13102,中央区,1,L,学術研究，専門・技術サービス業,2955,4135,54822,1978078,1260,1265,4400,57924,1502,2440,42749,1742585,112,113,364,7006,250,253,928,12869,137,142,681,8871,669,770,6315,161711,99,184,3571,94214,91,245,5134,264214,62,305,7902,216737,20,37,1648,56717,21,121,5027,174847,21,250,11108,744772,193,430,7673,177569
4,13102,中央区,1,M,宿泊業，飲食サービス業,2550,5860,76020,520746,1178,1183,4538,18348,1369,4674,71461,501970,123,136,843,6642,528,618,4779,33154,195,238,2271,20761,344,1440,20330,143955,55,252,6316,46473,40,395,7337,59153,17,924,20412,113170,3,80,1921,31415,3,527,6850,x,-,-,-,-,3,3,21,428
4,13102,中央区,1,N,生活関連サービス業，娯楽業,646,2945,39254,1443584,209,209,532,1943,426,2368,36434,1429176,31,35,193,2021,83,141,679,6860,34,47,257,3918,158,333,3302,340453,29,126,1345,22983,44,587,5390,106855,20,279,7607,97587,9,404,4117,207031,4,223,8954,249157,2,181,4536,x,11,368,2288,12465
4,13102,中央区,1,O,教育，学習支援業,174,698,11078,29502,40,43,174,544,101,603,7061,x,16,18,106,618,17,18,76,x,13,15,90,x,37,71,677,3571,6,7,43,1138,4,12,149,x,6,460,5916,15283,-,-,-,-,-,-,-,-,-,-,-,-,33,52,3843,x
4,13102,中央区,1,P,医療，福祉,859,1774,29607,873331,499,500,2440,22678,104,835,12791,70115,13,16,97,376,18,30,225,908,16,21,145,511,29,117,1196,7401,4,21,350,x,10,480,5704,41073,5,54,2392,12675,2,89,2655,x,-,-,-,-,-,-,-,-,256,439,14376,780538
4,13102,中央区,1,Q,複合サービス事業,14,14,83,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,83,x
4,13102,中央区,1,R,サービス業（他に分類されないもの）,1468,4406,180164,1752319,26,26,46,243,845,3577,174309,1554831,36,37,1115,2610,106,114,2038,11607,57,66,771,11190,400,691,24180,178584,81,336,13451,104895,95,842,32787,257973,44,751,33469,314950,15,195,51682,259447,7,115,1237,97132,1,427,13547,x,597,803,5809,197245
4,13103,港区,0,A-R,全産業（Ｓ公務を除く）,17880,70703,2012053,150190358,3312,3338,13170,123665,12903,62066,1737751,125303038,660,772,4556,76137,2116,2335,12904,187378,854,1051,8143,339014,5085,10614,155807,3450193,948,6018,104204,3551250,1108,4891,125274,4581174,823,10018,236986,9705724,505,5935,148103,8457948,296,8376,194431,13878403,263,11806,745714,81040501,1665,5299,261132,24763655
4,13103,港区,0,A-B,農林漁業（Ａ～Ｂ）,9,27,190,x,-,-,-,-,7,9,100,x,-,-,-,-,2,2,6,x,-,-,-,-,2,3,56,x,1,1,17,x,1,2,10,x,1,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-,2,18,90,x
4,13103,港区,1,A,農業，林業,8,26,179,x,-,-,-,-,6,8,89,x,-,-,-,-,2,2,6,x,-,-,-,-,2,3,56,x,1,1,17,x,1,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,18,90,x
4,13103,港区,1,B,漁業,1,1,11,x,-,-,-,-,1,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,1,C,鉱業，採石業，砂利採取業,25,40,1695,1460979,-,-,-,-,25,40,1695,1460979,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,x,-,-,-,-,-,-,-,-,1,1,1,x,2,2,38,x,7,7,5,x,12,27,1649,x,-,-,-,-
4,13103,港区,1,D,建設業,474,3453,94344,6542683,11,11,16,x,462,3441,94287,x,3,3,18,x,50,51,216,4946,16,16,95,2733,223,298,3039,89731,43,94,1469,56282,42,211,3753,187695,36,476,11241,250404,21,447,9935,525040,13,668,11013,639357,12,1174,53499,4784413,1,1,41,x
4,13103,港区,1,E,製造業,865,4961,406665,39513530,36,37,70,264,825,4906,402412,39446513,16,23,194,4392,105,111,468,5304,31,35,195,2318,267,511,10256,293412,67,267,27465,1974894,84,316,11817,701496,74,602,24626,2429036,53,429,14050,759587,45,532,25731,1663559,72,2069,287580,31612194,4,18,4183,66753
4,13103,港区,1,F,電気・ガス・熱供給・水道業,29,156,10557,2236747,-,-,-,-,29,156,10557,2236747,1,1,1,x,1,4,34,x,-,-,-,-,3,4,4,3042,1,2,6,x,1,1,7,x,8,39,373,x,8,13,168,216106,2,28,297,x,4,64,9667,1914085,-,-,-,-
4,13103,港区,1,G,情報通信業,1763,3072,185262,10130312,8,8,12,58,1721,2949,182157,10052445,97,104,514,6482,190,199,1127,21597,95,101,836,15666,735,858,15349,252652,147,203,5753,106414,138,217,11764,375418,124,301,22016,999999,95,288,30516,668139,53,271,38521,3528602,23,383,55609,4072199,34,115,3093,77809
4,13103,港区,1,H,運輸業，郵便業,387,2843,97847,7485938,12,12,17,x,370,2756,97182,5596797,5,7,16,465,13,14,76,x,16,18,319,2600,133,304,5115,91348,45,114,2357,42225,56,306,9076,243835,41,208,5758,193617,27,241,5121,389171,19,363,9890,495505,10,1174,59412,4130970,5,75,648,x
4,13103,港区,1,I,卸売業，小売業,3253,15468,250504,41038478,351,358,1180,12228,2862,14979,247505,40601271,110,160,1167,28091,431,489,2630,75789,164,254,2122,267798,1167,2838,23050,1637480,257,1094,11476,869261,305,1609,21354,2253666,181,3319,57383,3995753,119,2209,33966,4270146,54,1956,27277,4778390,35,1012,66680,22410213,40,131,1819,424979
4,13103,港区,1,J,金融業，保険業,481,3118,76655,18465877,2,2,12,x,440,2855,73080,x,15,16,65,991,38,41,117,1434,22,23,171,2050,108,144,974,38891,18,37,366,9550,51,95,1376,27928,57,230,2297,169062,57,140,3871,164738,33,90,3396,262622,38,2036,60430,5066821,39,261,3563,x
4,13103,港区,1,K,不動産業，物品賃貸業,1674,5150,49949,4624816,134,134,262,1683,1514,4978,49289,4552516,58,60,157,1984,291,300,872,13002,98,101,350,7197,700,912,4803,146920,81,110,881,25618,109,363,3446,98831,87,1240,6412,440920,27,373,6636,565377,30,1166,16282,1396699,13,333,9345,1854492,26,38,398,70617
4,13103,港区,1,L,学術研究，専門・技術サービス業,3067,4187,74527,4543938,1010,1018,4898,61985,1818,2662,59445,4305808,152,156,709,18808,303,309,1166,15336,124,130,774,8847,788,928,8850,192931,109,185,3362,87370,124,346,9931,210258,76,229,6513,253229,52,243,10271,396403,20,39,2620,216533,33,60,15128,2903182,239,507,10184,176145
4,13103,港区,1,M,宿泊業，飲食サービス業,1891,12245,206031,1160738,817,822,2931,15530,1066,11413,203004,1140220,91,109,851,6680,378,433,3189,22739,126,158,1427,9690,277,2053,52072,245570,43,784,11330,46855,37,249,5080,37047,29,1871,31213,199463,8,813,17659,174003,10,2802,42471,245209,1,2072,37268,x,8,10,96,4988
4,13103,港区,1,N,生活関連サービス業，娯楽業,928,3064,59106,3919037,256,259,573,2501,656,2721,48099,1330948,42,56,326,2710,150,200,1153,11384,74,84,479,7397,238,581,6819,204217,48,173,2654,146633,58,431,7479,153645,24,482,16088,298757,6,321,4377,30262,5,382,8687,475338,-,-,-,-,16,84,10434,2585589
4,13103,港区,1,O,教育，学習支援業,285,801,42025,507928,55,56,243,x,155,539,8508,x,18,20,75,520,35,39,352,2036,21,63,379,8063,56,140,2061,10777,4,12,125,x,9,129,1668,26410,10,129,3383,25432,1,6,461,x,-,-,-,-,-,-,-,-,75,206,33274,425452
4,13103,港区,1,P,医療，福祉,1020,2925,196121,2913721,598,599,2914,x,139,875,21800,x,12,15,122,334,40,52,376,3074,20,21,428,1405,33,200,3356,9292,4,23,364,2059,9,194,4375,x,6,88,2808,17588,4,9,158,4897,-,-,-,-,2,264,9772,x,283,1451,171407,2760344
4,13103,港区,1,Q,複合サービス事業,9,9,71,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,71,x
4,13103,港区,1,R,サービス業（他に分類されないもの）,1720,9184,260504,5637693,22,22,42,160,814,6787,238631,2081423,40,42,341,4469,89,91,1122,9652,47,47,568,3248,352,837,20001,213917,80,2919,36579,183236,84,422,34138,239204,68,802,46863,414199,25,401,10876,285124,5,72,8241,47848,8,1138,79675,679487,884,2375,21831,3556110
4,13104,新宿区,0,A-R,全産業（Ｓ公務を除く）,15816,41819,924531,31863564,4689,4738,15260,122824,10009,33883,834916,28378368,544,609,4095,35618,2238,2450,12906,192175,839,1015,7769,104360,4225,7399,118901,2073960,656,2313,43711,1303278,629,3943,97208,1885581,326,5091,194429,3182433,161,3216,90282,2599164,108,4210,96422,5109293,62,3410,167917,11875954,1118,3198,74355,3362372
4,13104,新宿区,0,A-B,農林漁業（Ａ～Ｂ）,7,17,384,4011,-,-,-,-,7,17,384,4011,-,-,-,-,2,2,9,x,-,-,-,-,2,3,18,x,-,-,-,-,2,11,352,x,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,A,農業，林業,7,17,384,4011,-,-,-,-,7,17,384,4011,-,-,-,-,2,2,9,x,-,-,-,-,2,3,18,x,-,-,-,-,2,11,352,x,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,C,鉱業，採石業，砂利採取業,2,8,117,x,1,4,36,x,1,4,81,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,81,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,D,建設業,731,2499,49896,3719114,60,60,136,483,671,2439,49760,3718631,16,16,76,1900,133,133,566,8487,52,54,261,3943,318,384,5134,104455,44,76,849,37877,40,251,4188,213937,28,305,5206,264393,11,176,3411,193569,11,428,11293,941912,6,604,18731,1947229,-,-,-,-
4,13104,新宿区,1,E,製造業,992,2344,79084,4001298,130,131,271,x,861,2212,78803,4000260,19,21,83,1258,225,233,928,9126,69,70,390,12748,362,523,6535,134780,63,166,3973,101493,44,164,4407,113907,25,149,6723,223906,14,125,7803,342367,13,171,7843,507509,15,578,40081,2552812,1,1,10,x
4,13104,新宿区,1,F,電気・ガス・熱供給・水道業,4,89,1453,x,-,-,-,-,4,89,1453,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,86,1415,x,2,3,38,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,G,情報通信業,1352,1884,83844,2894755,18,18,33,x,1319,1839,82248,x,79,80,441,3707,189,191,984,11680,93,107,821,11341,645,752,18944,303677,101,129,4581,49991,98,209,8699,134018,50,130,9485,233443,33,131,8440,172776,11,64,6663,246129,3,29,23137,1701399,15,27,1563,25829
4,13104,新宿区,1,H,運輸業，郵便業,124,410,15413,353589,42,42,59,184,81,367,15349,x,-,-,-,-,16,16,126,x,5,8,70,573,34,86,1819,x,7,20,594,x,9,128,3325,x,3,15,3161,x,3,25,1242,13848,1,1,116,x,3,68,4896,x,1,1,5,x
4,13104,新宿区,1,I,卸売業，小売業,2488,8510,133883,7825175,536,544,2113,19231,1935,7772,127093,7561767,103,122,938,11088,435,524,3273,66239,165,174,911,24008,818,1461,14547,814557,123,737,15839,848376,130,780,13785,698211,54,698,12729,850344,26,343,5004,1167790,21,2020,30854,1740754,7,860,28778,1331291,17,194,4677,244176
4,13104,新宿区,1,J,金融業，保険業,241,1432,50726,3986597,8,8,13,52,209,1193,45934,3021511,8,9,39,412,33,33,126,2990,8,8,43,303,81,107,804,51941,12,16,184,4027,13,70,503,23446,12,130,5633,45016,16,57,966,154866,12,168,4480,73343,12,593,33154,2665141,24,231,4779,965034
4,13104,新宿区,1,K,不動産業，物品賃貸業,2152,4700,47626,2725356,622,626,1064,6125,1506,4013,45733,2689447,52,52,162,1925,374,381,1066,46727,118,122,424,8947,672,794,4297,128563,104,167,1262,40397,88,230,2760,92904,41,147,3215,111536,20,1137,6922,134028,13,783,17653,1198088,6,182,7919,925290,24,61,829,29783
4,13104,新宿区,1,L,学術研究，専門・技術サービス業,2410,3308,44060,847735,979,987,3392,32464,1267,1887,30058,670827,105,110,481,3867,269,272,1036,10971,91,98,574,7281,576,647,6184,88078,69,126,2874,77557,68,207,5250,111460,29,239,8909,131963,11,116,2646,88140,16,37,1170,58777,8,10,861,91931,164,434,10610,144445
4,13104,新宿区,1,M,宿泊業，飲食サービス業,1911,5659,122114,621510,1147,1158,3810,14958,760,4497,118296,x,62,72,473,2620,282,329,2534,15606,104,137,1409,7000,196,1111,17754,79944,30,157,2317,18596,13,678,11320,68356,13,1651,73941,273058,4,13,755,14140,3,296,7421,124742,-,-,-,-,4,4,8,x
4,13104,新宿区,1,N,生活関連サービス業，娯楽業,925,2779,34156,1290206,430,434,957,3701,474,2190,30855,1257793,44,48,256,1579,132,166,974,8444,48,95,903,12639,158,351,3195,126178,25,82,966,28238,32,479,7011,76748,15,278,6723,520759,1,207,1830,x,4,162,3085,68470,1,302,5760,x,21,155,2344,28712
4,13104,新宿区,1,O,教育，学習支援業,349,1936,45179,438191,90,93,351,886,172,1627,20402,184354,15,15,92,625,30,33,222,1732,25,29,272,1350,64,262,5942,48305,16,515,1336,10358,8,33,1103,44119,6,112,2094,30799,5,625,9333,47060,-,-,-,-,-,-,-,-,87,216,24426,252950
4,13104,新宿区,1,P,医療，福祉,964,2081,30596,1674300,590,597,2954,39860,122,769,15186,171135,14,16,148,587,40,56,589,2001,14,33,223,786,27,237,3688,17160,8,18,272,x,5,137,2860,31195,4,34,1927,12934,1,46,849,x,-,-,-,-,1,184,4600,x,252,715,12456,1463305
4,13104,新宿区,1,Q,複合サービス事業,9,9,28,x,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,22,x
4,13104,新宿区,1,R,サービス業（他に分類されないもの）,1155,4154,185972,1458384,35,35,65,240,620,2968,173281,1250477,27,48,906,6051,78,81,473,5879,47,80,1468,13441,272,681,30040,150302,54,104,8664,70202,78,562,31564,213004,43,1116,53263,445861,14,212,41043,241888,3,80,5844,x,-,-,-,-,500,1151,12626,207668
4,13105,文京区,0,A-R,全産業（Ｓ公務を除く）,8697,14822,253092,8616678,2903,2923,8121,46850,5106,10458,179497,6378553,293,308,1706,13590,1334,1422,6668,61924,420,476,2801,51399,2249,3575,39506,818920,290,825,15539,449011,243,1088,25672,777686,95,1290,27337,825885,65,370,17888,779856,22,536,17987,808096,15,488,24001,1787973,688,1441,65474,2191275
4,13105,文京区,0,A-B,農林漁業（Ａ～Ｂ）,3,3,7,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,x
4,13105,文京区,1,A,農業，林業,3,3,7,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,x
4,13105,文京区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,D,建設業,361,720,8674,x,54,55,101,x,306,661,8552,x,16,16,70,1432,69,69,310,4694,28,30,116,2714,130,155,1551,41990,30,59,777,27750,22,96,1180,36708,5,28,521,30660,3,19,733,66207,1,122,1835,x,1,66,1450,x,1,4,21,x
4,13105,文京区,1,E,製造業,944,1709,41485,1845908,152,152,336,1410,792,1557,41149,1844498,24,24,72,743,222,229,980,8225,49,56,274,2701,360,505,5845,100101,45,125,3883,154296,46,171,5012,119606,13,38,1522,39887,11,53,1813,149556,7,71,5892,204085,7,277,15839,1065205,-,-,-,-
4,13105,文京区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,G,情報通信業,599,796,19294,597635,13,13,27,123,576,773,19003,594336,26,28,139,1741,94,97,362,3257,33,33,263,2515,307,336,4066,86268,44,77,1864,44620,38,89,2967,72340,13,37,1523,31564,11,58,7281,308339,2,10,466,x,-,-,-,-,10,10,264,3177
4,13105,文京区,1,H,運輸業，郵便業,66,181,5090,80026,22,22,29,96,44,159,5061,79930,-,-,-,-,8,8,90,463,2,2,13,x,22,28,338,3180,3,10,1265,5039,4,74,1434,51100,3,35,1918,20048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,I,卸売業，小売業,1957,3516,34543,2155037,552,552,1552,11485,1380,2903,32259,1975483,72,78,368,5654,346,371,1727,26014,116,143,763,33471,623,919,6515,432826,86,310,3216,161405,60,249,5195,329282,27,422,6527,453352,20,132,2072,179728,6,255,5752,351507,-,-,-,-,25,61,732,168069
4,13105,文京区,1,J,金融業，保険業,67,211,4778,1131455,1,1,7,x,62,183,3473,x,5,5,9,29,9,9,33,120,6,6,14,68,23,44,876,4426,3,5,10,930,5,8,386,5561,2,57,334,x,5,31,559,x,2,2,165,x,2,16,1087,x,4,27,1298,1028772
4,13105,文京区,1,K,不動産業，物品賃貸業,1055,1176,4555,195266,425,427,693,4043,620,737,3771,188780,37,38,82,521,173,175,452,3046,58,60,153,2262,279,315,1320,32475,27,30,114,3347,26,49,458,13684,8,19,141,18139,3,4,61,5972,1,22,425,x,1,18,542,x,10,12,91,2443
4,13105,文京区,1,L,学術研究，専門・技術サービス業,865,1018,8599,211864,320,320,938,8043,497,619,6325,184962,45,45,154,1148,141,147,478,3738,36,36,180,2440,221,248,2037,33943,21,66,719,10460,15,37,1366,28703,4,5,402,23285,3,14,268,5237,2,5,91,x,2,9,611,x,48,79,1336,18860
4,13105,文京区,1,M,宿泊業，飲食サービス業,842,1821,16106,141838,540,541,1684,6460,288,1183,13397,131923,28,31,220,1107,128,150,1037,5812,36,41,290,1762,55,272,2578,12971,9,72,454,13758,9,54,466,8792,7,532,6068,40076,-,-,-,-,-,-,-,-,1,16,2185,x,14,97,1025,3455
4,13105,文京区,1,N,生活関連サービス業，娯楽業,435,630,7245,221816,287,291,608,x,143,311,5843,x,14,15,37,302,55,70,324,2839,16,19,161,996,45,129,1135,12031,5,21,403,10086,1,1,108,x,1,2,305,x,-,-,-,-,1,49,3361,x,-,-,-,-,5,28,794,27909
4,13105,文京区,1,O,教育，学習支援業,254,1096,62418,682775,125,132,386,729,72,594,9343,23155,7,7,55,87,22,25,207,960,7,16,232,875,31,430,7969,17509,1,3,20,x,2,110,822,x,1,2,37,x,-,-,-,-,-,-,-,-,-,-,-,-,57,370,52689,658891
4,13105,文京区,1,P,医療，福祉,589,711,6578,92005,393,397,1717,x,74,109,1309,x,9,11,126,408,24,26,202,1002,10,10,110,349,26,36,518,4836,1,3,134,x,1,20,191,x,-,-,-,-,1,1,12,x,-,-,-,-,-,-,-,-,122,205,3552,70950
4,13105,文京区,1,Q,複合サービス事業,4,4,8,412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,8,412
4,13105,文京区,1,R,サービス業（他に分類されないもの）,656,1230,33712,565429,19,20,43,x,251,668,30010,x,10,10,374,420,43,46,466,1754,23,24,232,x,127,158,4758,36365,14,43,2678,x,14,130,6087,x,11,113,8039,116748,8,58,5089,50560,-,-,-,-,1,86,2287,x,386,542,3659,x
4,13106,台東区,0,A-R,全産業（Ｓ公務を除く）,15389,23150,293248,9658921,5167,5201,13378,76397,9404,16791,264114,9284740,458,486,2230,27642,2718,2923,13337,197509,836,933,4867,78530,4151,5661,53373,1275941,468,1317,20684,754473,372,1852,34472,1300085,143,1218,26106,1001682,61,922,29158,1601622,35,707,22803,1239309,14,624,56524,1803432,818,1158,15756,297785
4,13106,台東区,0,A-B,農林漁業（Ａ～Ｂ）,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,x
