産業分類階層,大分類,中分類,分類名,東京都／総数（民営）／事業所数（事業所）,東京都／総数（民営）／従業者数（人）,東京都／総数（民営）／売上（収入）金額（百万円）,区部／民営／事業所数（事業所）,区部／民営／従業者数（人）,区部／民営／売上（収入）金額（百万円）,千代田区／民営／事業所数（事業所）,千代田区／民営／従業者数（人）,千代田区／民営／売上（収入）金額（百万円）,中央区／民営／事業所数（事業所）,中央区／民営／従業者数（人）,中央区／民営／売上（収入）金額（百万円）,港区／民営／事業所数（事業所）,港区／民営／従業者数（人）,港区／民営／売上（収入）金額（百万円）,新宿区／民営／事業所数（事業所）,新宿区／民営／従業者数（人）,新宿区／民営／売上（収入）金額（百万円）,文京区／民営／事業所数（事業所）,文京区／民営／従業者数（人）,文京区／民営／売上（収入）金額（百万円）,台東区／民営／事業所数（事業所）,台東区／民営／従業者数（人）,台東区／民営／売上（収入）金額（百万円）,墨田区／民営／事業所数（事業所）,墨田区／民営／従業者数（人）,墨田区／民営／売上（収入）金額（百万円）,江東区／民営／事業所数（事業所）,江東区／民営／従業者数（人）,江東区／民営／売上（収入）金額（百万円）,品川区／民営／事業所数（事業所）,品川区／民営／従業者数（人）,品川区／民営／売上（収入）金額（百万円）,目黒区／民営／事業所数（事業所）,目黒区／民営／従業者数（人）,目黒区／民営／売上（収入）金額（百万円）,大田区／民営／事業所数（事業所）,大田区／民営／従業者数（人）,大田区／民営／売上（収入）金額（百万円）,世田谷区／民営／事業所数（事業所）,世田谷区／民営／従業者数（人）,世田谷区／民営／売上（収入）金額（百万円）,渋谷区／民営／事業所数（事業所）,渋谷区／民営／従業者数（人）,渋谷区／民営／売上（収入）金額（百万円）,中野区／民営／事業所数（事業所）,中野区／民営／従業者数（人）,中野区／民営／売上（収入）金額（百万円）,杉並区／民営／事業所数（事業所）,杉並区／民営／従業者数（人）,杉並区／民営／売上（収入）金額（百万円）,豊島区／民営／事業所数（事業所）,豊島区／民営／従業者数（人）,豊島区／民営／売上（収入）金額（百万円）,北区／民営／事業所数（事業所）,北区／民営／従業者数（人）,北区／民営／売上（収入）金額（百万円）,荒川区／民営／事業所数（事業所）,荒川区／民営／従業者数（人）,荒川区／民営／売上（収入）金額（百万円）,板橋区／民営／事業所数（事業所）,板橋区／民営／従業者数（人）,板橋区／民営／売上（収入）金額（百万円）,練馬区／民営／事業所数（事業所）,練馬区／民営／従業者数（人）,練馬区／民営／売上（収入）金額（百万円）,足立区／民営／事業所数（事業所）,足立区／民営／従業者数（人）,足立区／民営／売上（収入）金額（百万円）,葛飾区／民営／事業所数（事業所）,葛飾区／民営／従業者数（人）,葛飾区／民営／売上（収入）金額（百万円）,江戸川区／民営／事業所数（事業所）,江戸川区／民営／従業者数（人）,江戸川区／民営／売上（収入）金額（百万円）,境界未定地域／民営／事業所数（事業所）,境界未定地域／民営／従業者数（人）,境界未定地域／民営／従業者数（人）,市部／民営／事業所数（事業所）,市部／民営／従業者数（人）,市部／民営／売上（収入）金額（百万円）,八王子市／民営／事業所数（事業所）,八王子市／民営／従業者数（人）,八王子市／民営／売上（収入）金額（百万円）,立川市／民営／事業所数（事業所）,立川市／民営／従業者数（人）,立川市／民営／売上（収入）金額（百万円）,武蔵野市／民営／事業所数（事業所）,武蔵野市／民営／従業者数（人）,武蔵野市／民営／売上（収入）金額（百万円）,三鷹市／民営／事業所数（事業所）,三鷹市／民営／従業者数（人）,三鷹市／民営／売上（収入）金額（百万円）,青梅市／民営／事業所数（事業所）,青梅市／民営／従業者数（人）,青梅市／民営／売上（収入）金額（百万円）,府中市／民営／事業所数（事業所）,府中市／民営／従業者数（人）,府中市／民営／売上（収入）金額（百万円）,昭島市／民営／事業所数（事業所）,昭島市／民営／従業者数（人）,昭島市／民営／売上（収入）金額（百万円）,調布市／民営／事業所数（事業所）,調布市／民営／従業者数（人）,調布市／民営／売上（収入）金額（百万円）,町田市／民営／事業所数（事業所）,町田市／民営／従業者数（人）,町田市／民営／売上（収入）金額（百万円）,小金井市／民営／事業所数（事業所）,小金井市／民営／従業者数（人）,小金井市／民営／売上（収入）金額（百万円）,小平市／民営／事業所数（事業所）,小平市／民営／従業者数（人）,小平市／民営／売上（収入）金額（百万円）,日野市／民営／事業所数（事業所）,日野市／民営／従業者数（人）,日野市／民営／売上（収入）金額（百万円）,東村山市／民営／事業所数（事業所）,東村山市／民営／従業者数（人）,東村山市／民営／売上（収入）金額（百万円）,国分寺市／民営／事業所数（事業所）,国分寺市／民営／従業者数（人）,国分寺市／民営／売上（収入）金額（百万円）,国立市／民営／事業所数（事業所）,国立市／民営／従業者数（人）,国立市／民営／売上（収入）金額（百万円）,福生市／民営／事業所数（事業所）,福生市／民営／従業者数（人）,福生市／民営／売上（収入）金額（百万円）,狛江市／民営／事業所数（事業所）,狛江市／民営／従業者数（人）,狛江市／民営／売上（収入）金額（百万円）,東大和市／民営／事業所数（事業所）,東大和市／民営／従業者数（人）,東大和市／民営／売上（収入）金額（百万円）,清瀬市／民営／事業所数（事業所）,清瀬市／民営／従業者数（人）,清瀬市／民営／売上（収入）金額（百万円）,東久留米市／民営／事業所数（事業所）,東久留米市／民営／従業者数（人）,東久留米市／民営／売上（収入）金額（百万円）,武蔵村山市／民営／事業所数（事業所）,武蔵村山市／民営／従業者数（人）,武蔵村山市／民営／売上（収入）金額（百万円）,多摩市／民営／事業所数（事業所）,多摩市／民営／従業者数（人）,多摩市／民営／売上（収入）金額（百万円）,稲城市／民営／事業所数（事業所）,稲城市／民営／従業者数（人）,稲城市／民営／売上（収入）金額（百万円）,羽村市／民営／事業所数（事業所）,羽村市／民営／従業者数（人）,羽村市／民営／売上（収入）金額（百万円）,あきる野市／民営／事業所数（事業所）,あきる野市／民営／従業者数（人）,あきる野市／民営／売上（収入）金額（百万円）,西東京市／民営／事業所数（事業所）,西東京市／民営／従業者数（人）,西東京市／民営／売上（収入）金額（百万円）,町村部／民営／事業所数（事業所）,町村部／民営／従業者数（人）,町村部／民営／売上（収入）金額（百万円）,西多摩郡／民営／事業所数（事業所）,西多摩郡／民営／従業者数（人）,西多摩郡／民営／売上（収入）金額（百万円）,瑞穂町／民営／事業所数（事業所）,瑞穂町／民営／従業者数（人）,瑞穂町／民営／売上（収入）金額（百万円）,日の出町／民営／事業所数（事業所）,日の出町／民営／従業者数（人）,日の出町／民営／売上（収入）金額（百万円）,檜原村／民営／事業所数（事業所）,檜原村／民営／従業者数（人）,檜原村／民営／売上（収入）金額（百万円）,奥多摩町／民営／事業所数（事業所）,奥多摩町／民営／従業者数（人）,奥多摩町／民営／売上（収入）金額（百万円）,島部／民営／事業所数（事業所）,島部／民営／従業者数（人）,島部／民営／売上（収入）金額（百万円）,大島支庁／民営／事業所数（事業所）,大島支庁／民営／従業者数（人）,大島支庁／民営／売上（収入）金額（百万円）,大島町／民営／事業所数（事業所）,大島町／民営／従業者数（人）,大島町／民営／売上（収入）金額（百万円）,利島村／民営／事業所数（事業所）,利島村／民営／従業者数（人）,利島村／民営／売上（収入）金額（百万円）,新島村／民営／事業所数（事業所）,新島村／民営／従業者数（人）,新島村／民営／売上（収入）金額（百万円）,神津島村／民営／事業所数（事業所）,神津島村／民営／従業者数（人）,神津島村／民営／売上（収入）金額（百万円）,三宅支庁／民営／事業所数（事業所）,三宅支庁／民営／従業者数（人）,三宅支庁／民営／売上（収入）金額（百万円）,三宅村／民営／事業所数（事業所）,三宅村／民営／従業者数（人）,三宅村／民営／売上（収入）金額（百万円）,御蔵島村／民営／事業所数（事業所）,御蔵島村／民営／従業者数（人）,御蔵島村／民営／売上（収入）金額（百万円）,八丈支庁／民営／事業所数（事業所）,八丈支庁／民営／従業者数（人）,八丈支庁／民営／売上（収入）金額（百万円）,八丈町／民営／事業所数（事業所）,八丈町／民営／従業者数（人）,八丈町／民営／売上（収入）金額（百万円）,青ヶ島村／民営／事業所数（事業所）,青ヶ島村／民営／従業者数（人）,青ヶ島村／民営／売上（収入）金額（百万円）,小笠原支庁／民営／事業所数（事業所）,小笠原支庁／民営／従業者数（人）,小笠原支庁／民営／売上（収入）金額（百万円）,小笠原村／民営／事業所数（事業所）,小笠原村／民営／従業者数（人）,小笠原村／民営／売上（収入）金額（百万円）
2,R,88,廃棄物処理業,950,19215,319749,627,13593,258459,17,157,11405,24,398,10963,24,728,16803,17,366,1985,7,73,787,8,53,357,14,209,4868,42,1312,20820,22,532,6653,8,129,939,74,1517,38356,23,563,7807,5,44,1362,14,510,9623,9,71,873,16,668,23318,8,86,719,11,86,833,36,618,7603,24,442,5524,116,2701,38092,36,767,9397,63,1273,22989,9,290,16382,290,5111,55778,69,1030,10943,13,432,2535,4,61,1243,14,166,1554,21,301,3208,17,410,3366,10,141,939,8,250,3487,17,324,5260,2,24,x,8,127,1192,8,151,1413,7,202,2043,3,65,367,6,93,1340,5,68,346,4,107,2495,4,41,687,2,30,x,11,128,1235,11,192,2758,6,175,1753,12,166,2687,5,101,946,14,157,1819,9,169,1691,33,511,5513,24,410,4960,15,246,3171,8,153,x,-,-,-,1,11,x,9,101,553,6,72,403,3,49,325,2,14,x,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,3,29,150,3,29,150,-,-,-,-,-,-,-,-,-
2,R,89,自動車整備業,2097,12309,160026,1310,8639,120724,11,707,5774,14,163,4578,39,448,2375,21,131,1202,18,103,982,27,86,1015,65,286,2960,96,1151,34180,50,355,3934,25,127,1940,111,1003,15824,67,407,5468,18,86,976,26,120,1202,44,187,2252,19,87,1711,30,113,1107,43,157,1435,72,396,4237,89,382,3421,174,968,12532,96,420,4376,155,756,7245,-,-,-,714,3293,36013,149,593,7104,27,103,776,10,28,270,26,167,2388,47,221,2749,35,293,3179,26,188,2272,27,123,1061,68,275,2191,4,22,167,20,76,529,28,135,2428,16,56,468,8,34,254,10,72,1018,17,134,1398,9,30,260,23,100,1379,12,40,461,24,81,896,34,106,906,18,130,606,23,77,997,14,63,1061,24,96,483,15,50,711,73,377,3289,47,214,1879,34,167,1410,10,36,366,1,2,x,2,9,x,26,163,1409,17,88,668,12,60,520,-,-,-,5,28,149,-,-,-,4,53,425,4,53,425,-,-,-,4,9,x,3,6,x,1,3,x,1,13,x,1,13,x
2,R,90,機械等修理業（別掲を除く）,2376,39183,908275,1789,32888,800930,110,3940,117928,84,1887,57151,135,3890,78921,90,2039,60363,30,283,6062,70,1229,24619,57,774,x,117,3583,99713,108,3256,85375,31,500,45713,140,3381,59835,83,1376,17707,57,617,17303,50,283,6213,60,181,4400,62,1212,27071,56,282,3295,29,852,25869,85,736,13707,70,403,8360,106,1150,11064,62,427,5513,95,603,8864,2,4,x,568,6251,106864,84,629,12906,58,651,16893,24,177,3618,18,245,548,8,53,442,55,1237,25111,11,199,232,27,304,6624,64,385,7529,9,62,2580,21,610,7322,31,515,5356,15,75,1201,15,63,1499,8,20,89,7,16,67,7,18,141,10,51,857,4,20,265,15,42,815,10,93,917,17,262,3584,11,208,3559,13,85,1202,10,24,295,16,207,3213,19,44,480,12,31,424,10,26,x,2,5,x,-,-,-,-,-,-,7,13,56,1,3,x,1,3,x,-,-,-,-,-,-,-,-,-,2,4,x,2,4,x,-,-,-,2,2,x,2,2,x,-,-,-,2,4,x,2,4,x
2,R,91,職業紹介・労働者派遣業,2238,205416,1870722,1958,193416,1783513,339,51074,399723,248,40168,338137,269,22849,289475,234,30819,249808,53,3621,18299,59,1618,19301,25,1049,7886,40,6130,27132,88,3703,38132,35,2405,20253,61,3095,23664,37,478,3128,178,13100,164804,18,367,3898,47,824,6959,92,5431,48694,14,673,2503,8,304,1943,20,295,4017,20,954,3848,29,415,3968,9,65,349,31,686,5016,4,3293,102577,268,11531,85611,42,2335,9915,52,3793,31088,13,371,3055,8,758,3690,8,175,1683,13,486,7238,9,376,2363,9,78,3844,37,1844,7320,3,56,481,10,289,1092,8,243,1727,5,58,717,3,33,524,6,83,468,5,137,705,5,38,232,3,22,300,1,10,x,3,34,5828,2,15,x,8,73,837,4,30,376,6,138,678,3,18,362,2,38,x,12,469,1598,8,450,1163,3,428,732,3,13,x,1,4,x,1,5,x,4,19,435,3,14,x,1,6,x,-,-,-,1,5,x,1,3,x,1,5,x,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,92,その他の事業サービス業,12008,419763,5445032,10144,379231,5155810,1128,52917,1188854,1126,47312,726896,1243,50467,816335,867,51912,605682,302,13558,161871,336,10678,172419,249,4691,39617,453,19034,306288,449,19310,176099,160,5524,57491,386,11579,79826,390,7624,54102,685,32099,337276,198,4161,65522,252,6280,48009,429,13887,109612,152,3513,18972,104,2263,39217,262,5534,29495,229,4181,25728,316,4963,30724,148,2651,19693,264,4719,43807,16,374,2274,1834,40053,287074,293,5300,36060,184,5566,39559,117,1816,24007,75,1484,16990,39,433,2404,143,4944,46069,53,1064,6497,106,3512,18088,166,2873,16545,25,438,1316,55,983,3932,73,917,8429,32,358,2211,55,1782,10465,43,978,13442,18,219,978,28,516,1675,30,503,1633,26,191,1125,27,177,1121,27,252,2714,105,3700,19319,27,551,3753,27,494,2462,16,106,797,44,896,5484,30,479,2148,18,280,1482,11,231,x,5,44,164,1,1,x,1,4,x,12,199,665,2,67,x,2,67,x,-,-,-,-,-,-,-,-,-,3,51,212,3,51,212,-,-,-,4,21,x,4,21,x,-,-,-,3,60,81,3,60,81
2,R,93,政治・経済・文化団体,3602,26374,…,3265,23743,…,627,5481,…,462,3121,…,532,4120,…,288,2638,…,205,1291,…,164,593,…,51,175,…,48,342,…,96,615,…,33,299,…,83,644,…,75,486,…,191,1420,…,33,102,…,49,170,…,106,1220,…,53,203,…,23,112,…,34,147,…,32,161,…,26,147,…,18,71,…,35,181,…,1,4,…,327,2573,…,41,243,…,17,162,…,33,222,…,19,130,…,19,96,…,18,285,…,7,45,…,12,230,…,25,91,…,10,37,…,20,129,…,11,66,…,9,56,…,13,155,…,7,51,…,4,23,…,3,14,…,8,45,…,5,82,…,5,17,…,4,35,…,12,105,…,6,59,…,2,11,…,2,19,…,15,165,…,10,58,…,4,23,…,1,8,…,3,15,…,-,-,…,-,-,…,6,35,…,2,10,…,1,6,…,-,-,…,-,-,…,1,4,…,1,7,…,1,7,…,-,-,…,1,8,…,1,8,…,-,-,…,2,10,…,2,10,…
2,R,94,宗教,3339,13455,…,2585,10528,…,13,213,…,24,74,…,177,708,…,127,505,…,134,558,…,332,1204,…,81,255,…,72,518,…,128,440,…,53,260,…,155,698,…,175,550,…,78,838,…,80,285,…,132,515,…,94,377,…,87,216,…,50,192,…,76,274,…,117,458,…,152,498,…,133,439,…,115,453,…,-,-,…,704,2809,…,159,700,…,18,105,…,19,74,…,16,50,…,67,219,…,41,253,…,15,56,…,50,210,…,57,173,…,22,64,…,22,53,…,24,143,…,14,37,…,11,89,…,9,27,…,10,18,…,11,33,…,12,28,…,8,28,…,12,68,…,8,24,…,17,54,…,16,52,…,11,58,…,31,102,…,24,91,…,50,118,…,29,74,…,4,9,…,13,40,…,6,13,…,6,12,…,21,44,…,12,27,…,9,18,…,-,-,…,1,3,…,2,6,…,-,-,…,-,-,…,-,-,…,8,16,…,8,16,…,-,-,…,1,1,…,1,1,…
2,R,95,その他のサービス業,234,3162,57035,170,2458,39035,25,477,17070,12,103,1567,16,431,8105,7,99,789,8,72,723,5,116,504,1,30,x,11,109,676,4,27,65,4,49,1264,6,41,748,12,176,1026,20,92,1322,4,291,863,12,107,1082,2,23,x,3,7,18,4,13,82,2,29,x,4,18,164,4,83,340,1,7,x,3,58,1152,-,-,-,64,704,18001,27,324,2298,3,12,-,2,23,x,5,30,606,-,-,-,3,112,12320,-,-,-,2,25,x,1,5,x,1,19,x,1,15,x,4,27,679,-,-,-,3,14,142,3,12,12,-,-,-,-,-,-,-,-,-,-,-,-,2,20,x,1,10,x,2,19,x,1,15,x,-,-,-,2,8,x,1,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年経済センサス-基礎調査報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第６表　区市町村、産業中分類別事業所数、従業者数及び売上（収入）金額-民営-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）売上（収入）金額は、必要な事項の数値が得られた事業所を対象として集計しているため、他の統計表の事業所数及び従業者数とは一致しない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）ネットワーク型産業（事業所単位で経理事項の把握を行わない産業）では事業所単位での経理項目の把握をしていないため、売上（収入）金額を表章していない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注３）外国の会社及び法人でない団体を除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（1:産業大分類　2:産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
